interval_index,z_mid,group,component,owner,partition_lane,node_count,owner_total_s-1_cMpc-3,allocation_sum_relative_residual,minimum_allocation,negative_allocation_count,zero_support_nonzero_allocation_count,allocation_sha256,measure_sha256,hierarchy_weight_residual
4,5.55,G2a,EFFECTIVE_HI_SUBGRID,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,46080,1.3337690094619026e+50,0.0,1.2260762194939506e-166,0,0,edba0a43ee323cd7b9befb5b91b97ee46035743e6e67786034bdfd206f5abd70,aea63d7f57744e0bc1fb7c09c3d94a001ddc21c1476cec97b1d2ff3eb426d38b,1.1102230246251565e-16
4,5.55,G2a,EFFECTIVE_HI_SUBGRID,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,46080,1.3337690094619026e+50,0.0,6.14212725554731e-167,0,0,9b37d2196e44bf78646d68b3d676dcd642218e35b5f622906246e7bafcc896f4,76f659394fde1fd82a20dd6675ea07c7e621171aeb74cf9db3f2318379e24df8,1.1102230246251565e-16
4,5.55,G2a,EFFECTIVE_HI_SUBGRID,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,46080,1.3337690094619026e+50,0.0,5.9755216048218855e-167,0,0,e5e7cc8af9660b79d4028a96dc22970d43083cbfad6dcfff4b57a00f4422dffd,3c8bdf0afea62a4717b44dcf381efc8c4ff9e845cfc6463d749d77988dbf6f2d,1.1102230246251565e-16
4,5.55,G2a,EXPLICIT_HI_ATOMIC,RESOLVED_HI,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,0bedec43d35b7699ca5ccab6d1fcc66869b09413448dd448bc93a1fd1e200b48,1.1102230246251565e-16
4,5.55,G2a,EXPLICIT_HEI_ATOMIC,RESOLVED_HeI,STATE_DERIVED,46080,3.875967997034018e+48,0.0,5.799907155593507e-167,0,0,6617ff43a621aba094e085a9c96b0c0d9b9bbe0026d1b672288c7b7bddb1eaa4,b23ce4ab67bd7749813d113d1c4890049562547799617d037e747de81a73ff16,1.1102230246251565e-16
4,5.55,G2a,EXPLICIT_HEII_ATOMIC,RESOLVED_HeII,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,1.1102230246251565e-16
4,5.55,G2b,EFFECTIVE_HI_SUBGRID,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,1.1102230246251565e-16
4,5.55,G2b,EXPLICIT_HI_ATOMIC,RESOLVED_HI,STATE_DERIVED,46080,3.577363732507353e+48,1.814288833475558e-16,8.001782159102335e-168,0,0,52a0e06f8d6498ee075ebfc39552e241d7844b51f6cb4b25f96e02b18efcb3c8,e753d114af9768092827e5efa3c9a0b49802d4374fb2bd026d7dbc7fd2ae7108,1.1102230246251565e-16
4,5.55,G2b,EXPLICIT_HEI_ATOMIC,RESOLVED_HeI,STATE_DERIVED,46080,3.073820691531823e+48,0.0,4.5995928339627964e-167,0,0,ffb60633a950dcaf8c8fbcef5266d49e4bc674941d78ea7b5278845abd8e1173,fd7c0f3f4e9ee8b955109ea7d8baad4fe27d885a936b35c9e69430b043089273,1.1102230246251565e-16
4,5.55,G2b,EXPLICIT_HEII_ATOMIC,RESOLVED_HeII,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,1.1102230246251565e-16
4,5.55,G3,EFFECTIVE_HI_SUBGRID,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,1.1102230246251565e-16
4,5.55,G3,EXPLICIT_HI_ATOMIC,RESOLVED_HI,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,53e6e6a48141fb89c4e0ebe4dfcde5eb93a26c897e26caf2a810d56f35598013,1.1102230246251565e-16
4,5.55,G3,EXPLICIT_HEI_ATOMIC,RESOLVED_HeI,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,7fa12dc50a2ac4f971a847de1d51f4943af815a9b0a5828a88f2463fba078110,1.1102230246251565e-16
4,5.55,G3,EXPLICIT_HEII_ATOMIC,RESOLVED_HeII,STATE_DERIVED,46080,0.0,0.0,0.0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185,9a4310fab6f80238a3e6baeb8b397fbd79430af1385cd101b6a6c9f9e4f78bf8,1.1102230246251565e-16
