interval_index,z_mid,group,component,partition_lane,macro_index,macro_owner_current_s-1_cMpc-3
0,5.95,G2b,EXPLICIT_HI_ATOMIC,STATE_DERIVED,13,9.57275355747743e+46
0,5.95,G2b,EXPLICIT_HI_ATOMIC,STATE_DERIVED,14,5.391224505106962e+46
0,5.95,G2b,EXPLICIT_HI_ATOMIC,STATE_DERIVED,15,2.683099485706433e+46
0,5.95,G2b,EXPLICIT_HI_ATOMIC,STATE_DERIVED,16,2.6920394633606878e+45
0,5.95,G2b,EXPLICIT_HI_ATOMIC,STATE_DERIVED,17,6.987454576289554e+43
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,0,4.936755802258334e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,1,9.45662640257737e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,2,5.325823514739187e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,3,2.6505507830036964e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,4,2.6593823097128867e+45
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,5,6.902689705339318e+43
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,6,2.228727976978394e+47
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,7,4.269250632493369e+47
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,8,2.404374926205331e+47
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,9,1.196607027185747e+47
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,10,1.200594072817465e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,11,3.1162606130228508e+44
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,12,6.76281504299134e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,13,1.2954542994013095e+47
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,14,7.295795219467579e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,15,3.6309644279568987e+46
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,16,3.6430626527980774e+45
0,5.95,G2b,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,17,9.45592928761344e+43
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,0,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,1,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,2,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,3,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,4,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,5,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,6,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,7,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,8,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,9,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,10,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,11,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,12,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,13,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,14,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,15,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,16,0.0
0,5.95,G2b,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,17,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,0,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,1,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,2,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,3,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,4,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,5,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,6,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,7,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,8,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,9,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,10,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,11,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,12,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,13,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,14,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,15,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,16,0.0
0,5.95,G3,EFFECTIVE_HI_SUBGRID,STRUCTURAL_ZERO,17,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,0,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,1,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,2,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,3,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,4,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,5,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,6,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,7,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,8,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,9,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,10,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,11,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,12,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,13,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,14,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,15,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,16,0.0
0,5.95,G3,EXPLICIT_HI_ATOMIC,STATE_DERIVED,17,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,0,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,1,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,2,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,3,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,4,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,5,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,6,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,7,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,8,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,9,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,10,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,11,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,12,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,13,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,14,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,15,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,16,0.0
0,5.95,G3,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,17,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,0,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,1,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,2,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,3,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,4,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,5,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,6,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,7,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,8,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,9,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,10,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,11,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,12,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,13,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,14,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,15,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,16,0.0
0,5.95,G3,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,17,0.0
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,0,4.201593578734306e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,1,7.408004643319978e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,2,3.643979073931146e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1.8047157606903753e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1.9384853603664006e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,5,4.955821179579431e+45
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,6,7.980513304232056e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,7,6.270175126345459e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,8,2.8963117948693305e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,9,1.376600397655905e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,10,1.3310282608963876e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,11,3.422795826746676e+46
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,12,6.100937440534588e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,13,2.4886001654981713e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,14,6.944893787473847e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,15,5.846730647200208e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,16,5.921140072835544e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,17,1.5757326782908704e+46
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,0,4.201593578734306e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,1,7.408004643319979e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,2,3.643979073931146e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,3,1.8047157606903753e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,4,1.9384853603664006e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,5,4.955821179579431e+45
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,6,7.980513304232057e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,7,6.270175126345461e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,8,2.896311794869331e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,9,1.3766003976559053e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,10,1.3310282608963878e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,11,3.422795826746677e+46
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,12,6.100937440534586e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,13,2.488600165498171e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,14,6.944893787473844e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,15,5.846730647200207e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,16,5.921140072835543e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,17,1.575732678286716e+46
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,0,4.2015935787343064e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,1,7.408004643319979e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,2,3.643979073931147e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,3,1.8047157606903756e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,4,1.938485360366401e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,5,4.955821179579432e+45
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,6,7.980513304232056e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,7,6.27017512634546e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,8,2.8963117948693305e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,9,1.376600397655905e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,10,1.3310282608963876e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,11,3.4227958267466766e+46
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,12,6.100937440534587e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,13,2.488600165498171e+49
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,14,6.944893787473845e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,15,5.846730647200208e+48
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,16,5.921140072835544e+47
1,5.85,G1,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,17,1.5757326782867166e+46
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,0,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,1,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,2,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,3,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,4,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,5,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,6,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,7,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,8,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,9,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,10,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,11,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,12,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,13,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,14,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,15,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,16,0.0
1,5.85,G1,EXPLICIT_HI_ATOMIC,STATE_DERIVED,17,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,0,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,1,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,2,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,3,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,4,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,5,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,6,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,7,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,8,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,9,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,10,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,11,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,12,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,13,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,14,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,15,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,16,0.0
1,5.85,G1,EXPLICIT_HEI_ATOMIC,STATE_DERIVED,17,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,0,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,1,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,2,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,3,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,4,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,5,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,6,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,7,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,8,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,9,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,10,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,11,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,12,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,13,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,14,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,15,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,16,0.0
1,5.85,G1,EXPLICIT_HEII_ATOMIC,STATE_DERIVED,17,0.0
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1.9079034118819788e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2.1718167272955252e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1.0015866523120181e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,3,4.64540100432768e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,4,4.3450898032075866e+46
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,5,1.0966162549521089e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,6,3.526420519499191e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,7,2.1906471240658819e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,8,9.076757190059624e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,9,4.0291048275319555e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,10,3.480962021693452e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,11,8.7210218079554e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,12,2.9277729118521246e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,13,1.086448678909591e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,14,3.195772302150211e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,15,2.4292957607819695e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,16,2.3424394862375553e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,LOCAL_NEUTRAL_HAZARD_PRIMARY,17,6.223857839607446e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,0,1.9079034118819786e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,1,2.171816727295525e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,2,1.0015866523120181e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,3,4.6454010043276794e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,4,4.3450898032075866e+46
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,5,1.0966162549521089e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,6,3.526420519499192e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,7,2.1906471240658824e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,8,9.076757190059625e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,9,4.029104827531955e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,10,3.480962021693452e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,11,8.7210218079554e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,12,2.927772911852124e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,13,1.086448678909591e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,14,3.195772302150211e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,15,2.4292957607819698e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,16,2.342439486237555e+47
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,RECOMBINATION_WEIGHTED_AUDITOR,17,6.223857839607446e+45
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,0,1.9079034118819783e+49
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,1,2.1718167272955252e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,2,1.0015866523120181e+48
1,5.85,G2a,EFFECTIVE_HI_SUBGRID,SCRIPT_SELF_SHIELDING_AUDITOR,3,4.6454010043276794e+47
