interval_index,node_index,fraction,group,component,owner_total_s_inv_cMpc3,allocation_sum_relative_residual,minimum_allocation,negative_allocation_count,zero_support_nonzero_allocation_count,support_count,allocation_sha256
2,1,0.0096073597983847,G1,EFFECTIVE_HI_SUBGRID,3.3180516568857943e+50,0.0,8.081357052827509e-166,0,0,46080,6d476d3eb1404b3f358f9827835d70d79b34367ee01f7c905f21e3d86b895bd5
2,1,0.0096073597983847,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G2a,EFFECTIVE_HI_SUBGRID,1.674440695182041e+50,0.0,3.9709013113532164e-166,0,0,46080,77fd23e8048e0323d0400894052add33a827f4e9c8b5197dc66287ee3b890678
2,1,0.0096073597983847,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G2a,EXPLICIT_HEI_ATOMIC,5.148749167079792e+48,0.0,7.978252697257939e-167,0,0,46080,bf1452dc1a991f32010332be29f9ac490d7dbe8e669f0fc8791de0427967863c
2,1,0.0096073597983847,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,1,0.0096073597983847,G2b,EXPLICIT_HI_ATOMIC,3.3269371407979875e+48,0.0,7.83101898267496e-168,0,0,46080,a3585b41465c290cf66398be55c88f2d01235f9b57c8c9489ad5379aea3ebfbc
2,1,0.0096073597983847,G2b,EXPLICIT_HEI_ATOMIC,2.7685281941247997e+48,0.0,4.289977393623637e-167,0,0,46080,e0adb7daa89beaeb7c5528e2c8da36e98409a7a1fb5a56ddc1400e0bfaf0af3c
2,1,0.0096073597983847,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
