history_provenance,interval_index,z_mid,sequence,level,delta_chi_cMpc,group,component,finite_cell_deposition_rate,differential_hazard_rate,relative_difference,observed_order
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2a,TOTAL_PHYSICAL,1.7447481324696297e+50,1.7449183289338202e+50,9.753835544522839e-05,0.9999026701550058
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HI_ATOMIC,4.655284167125756e+48,4.655297182061024e+48,2.795725978238852e-06,0.9999971695636407
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HEI_ATOMIC,3.476595466249268e+48,3.4766049602276026e+48,2.7308188429104542e-06,0.9999972285292806
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G2b,TOTAL_PHYSICAL,8.131879633375022e+48,8.131902142288626e+48,2.767976447558405e-06,0.9999971944346107
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,STRESS_1_cMpc,8,0.00390625,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EFFECTIVE_HI_SUBGRID,3.2995726752261535e+50,3.300063862815698e+50,0.00014884184366221258,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,TOTAL_PHYSICAL,3.2995726752261535e+50,3.300063862815698e+50,0.00014884184366221258,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EFFECTIVE_HI_SUBGRID,1.6999232264072712e+50,1.7000480839164428e+50,7.344351630570866e-05,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HEI_ATOMIC,4.486695246459063e+48,4.487024501737735e+48,7.33794251724638e-05,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,TOTAL_PHYSICAL,1.7447901788718622e+50,1.7449183289338202e+50,7.34418682141453e-05,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HI_ATOMIC,4.6552873825756014e+48,4.655297182061024e+48,2.1050182274886007e-06,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HEI_ATOMIC,3.4765978118169925e+48,3.4766049602276026e+48,2.0561469283594355e-06,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,TOTAL_PHYSICAL,8.131885194392595e+48,8.131902142288626e+48,2.084124443975299e-06,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EFFECTIVE_HI_SUBGRID,3.2998182560709135e+50,3.300063862815698e+50,7.442484600130501e-05,0.9999239295685857
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,TOTAL_PHYSICAL,3.2998182560709135e+50,3.300063862815698e+50,7.442484600130501e-05,0.9999239295685857
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EFFECTIVE_HI_SUBGRID,1.6999856535761277e+50,1.7000480839164428e+50,3.672269090843038e-05,0.9999633551109389
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HEI_ATOMIC,4.4868598699247317e+48,4.487024501737735e+48,3.6690642749977594e-05,0.9999634250170348
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,TOTAL_PHYSICAL,1.7448542522753743e+50,1.7449183289338202e+50,3.6721866796502416e-05,0.9999633568873048
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HI_ATOMIC,4.6552922823146937e+48,4.655297182061024e+48,1.0525098911449192e-06,0.999998934402003
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HEI_ATOMIC,3.4766013860197134e+48,3.4766049602276026e+48,1.0280742074741882e-06,0.9999989569355731
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,TOTAL_PHYSICAL,8.131893668334406e+48,8.131902142288626e+48,1.042062985006515e-06,0.9999989436301336
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G1,EFFECTIVE_HI_SUBGRID,3.2999410562056002e+50,3.300063862815698e+50,3.7213404104548765e-05,0.9999619639100871
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G1,TOTAL_PHYSICAL,3.2999410562056002e+50,3.300063862815698e+50,3.7213404104548765e-05,0.9999619639100871
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2a,EFFECTIVE_HI_SUBGRID,1.700016868349841e+50,1.7000480839164428e+50,1.836157865016442e-05,0.999981677350172
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2a,EXPLICIT_HEI_ATOMIC,4.4869421847877856e+48,4.487024501737735e+48,1.8345553922832144e-05,0.9999817123130671
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2a,TOTAL_PHYSICAL,1.744886290197719e+50,1.7449183289338202e+50,1.8361166577214634e-05,0.9999816782736062
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2b,EXPLICIT_HI_ATOMIC,4.655294732186955e+48,4.655297182061024e+48,5.262551397831953e-07,0.999999467583505
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2b,EXPLICIT_HEI_ATOMIC,3.476603173123012e+48,3.4766049602276026e+48,5.140372895840476e-07,0.9999994784025751
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G2b,TOTAL_PHYSICAL,8.131897905309967e+48,8.131902142288626e+48,5.21031682938719e-07,0.9999994726993482
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,2,0.0007352941176470588,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G1,EFFECTIVE_HI_SUBGRID,3.300002458701197e+50,3.300063862815698e+50,1.860694733609968e-05,0.9999809817223418
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G1,TOTAL_PHYSICAL,3.300002458701197e+50,3.300063862815698e+50,1.860694733609968e-05,0.9999809817223418
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2a,EFFECTIVE_HI_SUBGRID,1.7000324760340294e+50,1.7000480839164428e+50,9.180847624863609e-06,0.9999908386375637
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2a,EXPLICIT_HEI_ATOMIC,4.4869833430018946e+48,4.487024501737735e+48,9.172835099244793e-06,0.9999908561069637
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2a,TOTAL_PHYSICAL,1.7449023094640487e+50,1.7449183289338202e+50,9.18064158407721e-06,0.9999908391094925
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2b,EXPLICIT_HI_ATOMIC,4.655295957123762e+48,4.655297182061024e+48,2.6312761868826487e-07,0.999999732454097
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2b,EXPLICIT_HEI_ATOMIC,3.4766040666751456e+48,3.4766049602276026e+48,2.5701869127709806e-07,0.9999997390703693
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G2b,TOTAL_PHYSICAL,8.131900023798909e+48,8.131902142288626e+48,2.6051588911813174e-07,0.9999997361287486
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,3,0.0003676470588235294,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G1,EFFECTIVE_HI_SUBGRID,3.30003316055608e+50,3.300063862815698e+50,9.303534990280613e-06,0.9999904907575572
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G1,TOTAL_PHYSICAL,3.30003316055608e+50,3.300063862815698e+50,9.303534990280613e-06,0.9999904907575572
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2a,EFFECTIVE_HI_SUBGRID,1.7000402799504584e+50,1.7000480839164428e+50,4.59043838716336e-06,0.9999954194077896
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2a,EXPLICIT_HEI_ATOMIC,4.487003922304598e+48,4.487024501737735e+48,4.5864320841699815e-06,0.9999954280467772
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2a,TOTAL_PHYSICAL,1.744910319173504e+50,1.7449183289338202e+50,4.590335366084619e-06,0.9999954195204466
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2b,EXPLICIT_HI_ATOMIC,4.655296569592338e+48,4.655297182061024e+48,1.3156382119475163e-07,0.9999998700491508
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2b,EXPLICIT_HEI_ATOMIC,3.4766045134513336e+48,3.4766049602276026e+48,1.2850935730648934e-07,0.9999998690112476
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G2b,TOTAL_PHYSICAL,8.13190108304367e+48,8.131902142288626e+48,1.302579566109329e-07,0.9999998665174088
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,4,0.0001838235294117647,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G1,EFFECTIVE_HI_SUBGRID,3.3000485116352974e+50,3.300063862815698e+50,4.651782825650797e-06,0.9999952454169222
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G1,TOTAL_PHYSICAL,3.3000485116352974e+50,3.300063862815698e+50,4.651782825650797e-06,0.9999952454169222
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2a,EFFECTIVE_HI_SUBGRID,1.7000441819272554e+50,1.7000480839164428e+50,2.295222837737971e-06,0.9999977094117851
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2a,EXPLICIT_HEI_ATOMIC,4.487014212004862e+48,4.487024501737735e+48,2.2932196757761298e-06,0.9999977139946971
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2a,TOTAL_PHYSICAL,1.7449143240473047e+50,1.7449183289338202e+50,2.295171326390151e-06,0.9999977098685513
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2b,EXPLICIT_HI_ATOMIC,4.6552968758266673e+48,4.655297182061024e+48,6.578191352517585e-08,0.9999999357889964
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2b,EXPLICIT_HEI_ATOMIC,3.4766047368394583e+48,3.4766049602276026e+48,6.425468145355035e-08,0.999999937125403
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G2b,TOTAL_PHYSICAL,8.131901612666126e+48,8.131902142288626e+48,6.512898101913186e-08,0.9999999398886384
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,2,5.75,FLEXRT_2_hinv_ckpc,5,9.191176470588235e-05,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G1,EFFECTIVE_HI_SUBGRID,2.871821670200754e+50,2.958544533988034e+50,0.029312678173676245,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G1,TOTAL_PHYSICAL,2.871821670200754e+50,2.958544533988034e+50,0.029312678173676245,
CANONICAL_DIRECT_REEVOLVED,3,5.65,STRESS_1_cMpc,0,1.0,G2a,EFFECTIVE_HI_SUBGRID,1.05566813184007e+50,1.0700305037991296e+50,0.013422394883198335,
