history_provenance,interval_index,z_mid,sequence,level,delta_chi_cMpc,group,component,finite_cell_deposition_rate,differential_hazard_rate,relative_difference,observed_order
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G2b,TOTAL_PHYSICAL,4.6553339472157555e+48,4.65565365560379e+48,6.867099910873417e-05,0.9999303861173995
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,3,0.125,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G1,EFFECTIVE_HI_SUBGRID,3.380785711138787e+50,3.3871112126870307e+50,0.0018675210676727773,0.9980672367362698
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G1,TOTAL_PHYSICAL,3.380785711138787e+50,3.3871112126870307e+50,0.0018675210676727773,0.9980672367362698
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2a,EFFECTIVE_HI_SUBGRID,1.36182526710755e+50,1.3630359034709724e+50,0.0008881911036528662,0.9991135027658251
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2a,EXPLICIT_HEI_ATOMIC,5.871809592786502e+48,5.877015099384524e+48,0.0008857398713452314,0.9991160874404694
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2a,TOTAL_PHYSICAL,1.420543363035415e+50,1.4218060544648173e+50,0.0008880897823138619,0.9991136093205664
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2b,EXPLICIT_HI_ATOMIC,2.3207359778035352e+48,2.320816854929854e+48,3.484856038807052e-05,0.9999647239941312
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2b,EXPLICIT_HEI_ATOMIC,2.334757819749416e+48,2.334836800673938e+48,3.382717134632378e-05,0.9999656719298169
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G2b,TOTAL_PHYSICAL,4.655493797552951e+48,4.65565365560379e+48,3.433632797120517e-05,0.9999651923384825
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,4,0.0625,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G1,EFFECTIVE_HI_SUBGRID,3.383946341379512e+50,3.3871112126870307e+50,0.0009343865934086213,0.9990330386072903
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G1,TOTAL_PHYSICAL,3.383946341379512e+50,3.3871112126870307e+50,0.0009343865934086213,0.9990330386072903
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2a,EFFECTIVE_HI_SUBGRID,1.3624303992374247e+50,1.3630359034709724e+50,0.00044423204994512965,0.9995566384291308
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2a,EXPLICIT_HEI_ATOMIC,5.874411548431365e+48,5.877015099384524e+48,0.00044300566003854536,0.9995579314474073
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2a,TOTAL_PHYSICAL,1.4211745147217385e+50,1.4218060544648173e+50,0.0004441813572924159,0.9995566917352281
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2b,EXPLICIT_HI_ATOMIC,2.3207764158722952e+48,2.320816854929854e+48,1.74244932221809e-05,0.9999823618096615
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2b,EXPLICIT_HEI_ATOMIC,2.3347973097418424e+48,2.334836800673938e+48,1.6913786901237732e-05,0.9999828357495713
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G2b,TOTAL_PHYSICAL,4.655573725614139e+48,4.65565365560379e+48,1.7168371095423293e-05,0.9999825960126406
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,5,0.03125,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G1,EFFECTIVE_HI_SUBGRID,3.385528246474251e+50,3.3871112126870307e+50,0.00046734993727113976,0.999516374282394
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G1,TOTAL_PHYSICAL,3.385528246474251e+50,3.3871112126870307e+50,0.00046734993727113976,0.999516374282394
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2a,EFFECTIVE_HI_SUBGRID,1.3627331048245897e+50,1.3630359034709724e+50,0.0002221501617174146,0.9997782909702368
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2a,EXPLICIT_HEI_ATOMIC,5.875713124423237e+48,5.877015099384524e+48,0.00022153677322069956,0.9997789376475235
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2a,TOTAL_PHYSICAL,1.421490236068822e+50,1.4218060544648173e+50,0.0002221248073909268,0.9997783176300594
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2b,EXPLICIT_HI_ATOMIC,2.320796635277473e+48,2.320816854929854e+48,8.712299868913401e-06,0.9999911808554502
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2b,EXPLICIT_HEI_ATOMIC,2.33481705509043e+48,2.334836800673938e+48,8.456943758263279e-06,0.9999914178446657
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G2b,TOTAL_PHYSICAL,4.655613690367903e+48,4.65565365560379e+48,8.584237326003275e-06,0.9999912979444754
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,6,0.015625,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G1,EFFECTIVE_HI_SUBGRID,3.3863195968876332e+50,3.3871112126870307e+50,0.00023371414449939454,0.9997581508725539
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G1,TOTAL_PHYSICAL,3.3863195968876332e+50,3.3871112126870307e+50,0.00023371414449939454,0.9997581508725539
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2a,EFFECTIVE_HI_SUBGRID,1.3628844925132965e+50,1.3630359034709724e+50,0.00011108361657264524,0.9998891384193629
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2a,EXPLICIT_HEI_ATOMIC,5.876364062023806e+48,5.877015099384524e+48,0.0001107768739247636,0.9998894618066603
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2a,TOTAL_PHYSICAL,1.4216481331335342e+50,1.4218060544648173e+50,0.00011107093740892344,0.9998891517497193
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2b,EXPLICIT_HI_ATOMIC,2.3208067450727632e+48,2.320816854929854e+48,4.356163248807566e-06,0.9999955904826738
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2b,EXPLICIT_HEI_ATOMIC,2.334826927852819e+48,2.334836800673938e+48,4.228484456042744e-06,0.9999957089414772
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G2b,TOTAL_PHYSICAL,4.655633672925582e+48,4.65565365560379e+48,4.292131607348006e-06,0.9999956490680666
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,7,0.0078125,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G1,EFFECTIVE_HI_SUBGRID,3.386715371607422e+50,3.3871112126870307e+50,0.00011686686818133391,0.9998790663722742
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G1,TOTAL_PHYSICAL,3.386715371607422e+50,3.3871112126870307e+50,0.00011686686818133391,0.9998790663722742
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2a,EFFECTIVE_HI_SUBGRID,1.3629601950832528e+50,1.3630359034709724e+50,5.5543942405903735e-05,0.9999445674406028
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2a,EXPLICIT_HEI_ATOMIC,5.876689568233035e+48,5.877015099384524e+48,5.5390558980163016e-05,0.9999447291518764
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2a,TOTAL_PHYSICAL,1.4217270907655835e+50,1.4218060544648173e+50,5.5537602323364735e-05,0.9999445741189575
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HI_ATOMIC,2.320811799993583e+48,2.320816854929854e+48,2.1780849532536795e-06,0.9999977950727312
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HEI_ATOMIC,2.3348318642560374e+48,2.334836800673938e+48,2.1142453722491474e-06,0.999997854475525
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G2b,TOTAL_PHYSICAL,4.6556436642496206e+48,4.65565365560379e+48,2.1460690396211865e-06,0.9999978246326714
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,STRESS_1_cMpc,8,0.00390625,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EFFECTIVE_HI_SUBGRID,3.3868131614661874e+50,3.3871112126870307e+50,8.799569961767183e-05,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G1,TOTAL_PHYSICAL,3.3868131614661874e+50,3.3871112126870307e+50,8.799569961767183e-05,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EFFECTIVE_HI_SUBGRID,1.3629788989673218e+50,1.3630359034709724e+50,4.1821718346102645e-05,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HEI_ATOMIC,5.876769991256369e+48,5.877015099384524e+48,4.170622739785553e-05,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2a,TOTAL_PHYSICAL,1.421746598879886e+50,1.4218060544648173e+50,4.181694454364805e-05,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HI_ATOMIC,2.3208130488587546e+48,2.320816854929854e+48,1.6399704660984519e-06,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HEI_ATOMIC,2.3348330838402705e+48,2.334836800673938e+48,1.5919029829124073e-06,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G2b,TOTAL_PHYSICAL,4.655646132699024e+48,4.65565365560379e+48,1.615864349549808e-06,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,0,0.0029411764705882353,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EFFECTIVE_HI_SUBGRID,3.3869621823734276e+50,3.3871112126870307e+50,4.3999238361251435e-05,0.9999544699097276
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G1,TOTAL_PHYSICAL,3.3869621823734276e+50,3.3871112126870307e+50,4.3999238361251435e-05,0.9999544699097276
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EFFECTIVE_HI_SUBGRID,1.3630074008068478e+50,1.3630359034709724e+50,2.0911161659079464e-05,0.9999791308461876
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HEI_ATOMIC,5.876892543552812e+48,5.877015099384524e+48,2.0853414469813645e-05,0.9999791917148435
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2a,TOTAL_PHYSICAL,1.4217763262423755e+50,1.4218060544648173e+50,2.0908774687244594e-05,0.9999791333356796
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HI_ATOMIC,2.320814951893209e+48,2.320816854929854e+48,8.199857049037185e-07,0.9999991698119515
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HEI_ATOMIC,2.3348349422560636e+48,2.334836800673938e+48,7.95951937196566e-07,0.9999991920773603
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G2b,TOTAL_PHYSICAL,4.655649894149274e+48,4.65565365560379e+48,8.079326330102303e-07,0.9999991817461095
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,
CANONICAL_DIRECT_REEVOLVED,1,5.85,FLEXRT_2_hinv_ckpc,1,0.0014705882352941176,G3,TOTAL_PHYSICAL,0.0,0.0,0.0,
