interval_index,z_mid,duration_Myr,sink_G1_time_weighted_rate,sink_G2a_time_weighted_rate,sink_low_group_rate,global_G1_rate,global_G2a_rate,global_G2b_rate,global_G3_rate,global_low_group_rate,global_all_group_rate,global_ionized_absorption_rate,sink_to_global_low_ratio,sink_to_global_all_ratio,sink_to_ionized_absorption_ratio,G2b_fraction_of_all,G3_exact_zero,canonical_sink_partition_supplied
0,5.95,20.234839127531394,2.031243013618615e+50,4.672525119601335e+49,2.4984955255787485e+50,4.025238807587089e+50,1.048448257276587e+50,2.508486158572069e+48,0.0,5.073687064863676e+50,5.098771926449397e+50,5.098771926449397e+50,0.4924417871337282,0.49001907942146605,0.49001907942146605,0.00491978498892946,True,False
1,5.85,20.97848790965782,1.6937857839001208e+50,6.565400944999472e+49,2.350325878400068e+50,3.3871854362323254e+50,1.4217149585071004e+50,4.655653657805569e+48,0.0,4.808900394739426e+50,4.8554569313174815e+50,4.8554569313174815e+50,0.4887449698419928,0.48405863992749487,0.48405863992749487,0.009588497485739828,True,False
2,5.75,21.760874661948566,1.8536167036294425e+50,9.045853326007751e+49,2.7582020362302178e+50,3.3027178934803284e+50,1.7451331588529884e+50,8.131902142287459e+48,0.0,5.047851052333317e+50,5.129170073756191e+50,5.1291700737561905e+50,0.5464111376573338,0.537748212004663,0.5377482120046632,0.015854225976820277,True,False
3,5.65,22.584624915615045,1.2564596973195782e+50,5.18110113744824e+49,1.7745698110644023e+50,2.958544580265381e+50,1.1100966570309916e+50,7.409846555670883e+48,0.0,4.068641237296373e+50,4.142739702853081e+50,4.142739702853081e+50,0.4361578491603773,0.42835658002897603,0.42835658002897603,0.017886343548371538,True,False
4,5.55,23.45258417988467,1.8294881465354469e+50,6.538934444202748e+49,2.4833815909557217e+50,3.2262755204750077e+50,1.3607238422858395e+50,6.663755340553535e+48,0.0,4.586999362760847e+50,4.6536369161663825e+50,4.653636916166383e+50,0.5413956694907869,0.53364317751749,0.5336431775174899,0.014319456933574153,True,False
