shape_lane,interval_index,substep,macro_index,z_mid,dt_Myr,lp_pass,selected_model,one_mode_pass,two_mode_tested,two_mode_pass,refinement_pass,overall_pass,max_endpoint_relative_residual,max_current_Gamma_relative_residual,H_nuclei_identity_residual,He_nuclei_identity_residual,KL_work,TV_work,node_rate_count,lp_minimum_normalized_slack,lp_max_stationarity,lp_max_complementarity,refinement_order_2_to_4,refinement_order_4_to_8
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.77360549561878661e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.43272969804709401e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,12,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.14672181051010023e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,13,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.14494897808843586e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,14,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.96307770344488386e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,15,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.72892847128191122e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,16,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.84568844337055161e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,17,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.31848345819059440e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,0,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.58328498467490830e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,1,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.18727959457594891e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,2,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.41439485097049041e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,3,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.41934915264888064e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,4,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.04196028600714741e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.76022536349213238e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,6,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,7.62147251706238169e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,7,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,8.02767611391247776e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,8,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.21016538698247484e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,9,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.90535747314712749e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,10,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.04192630115139458e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,11,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.50283551402106424e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,12,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.86446750229085636e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,13,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.10865287980007035e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,14,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.76526419882043723e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,15,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.04362498658036930e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,16,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,6.91184488496278571e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,17,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,False,False,False,False,False,,5.85427106949611113e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,0,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.60702451588154417e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,1,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,9.14346125991477526e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,2,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.38114318010423220e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,3,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.24696997524578017e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,4,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.68378473048530637e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,5.28847403322379683e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,6,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.06745167141245714e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,7,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,5.34224108068023911e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,8,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.61822722271195408e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,9,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.39468677487070429e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,10,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.11926006555567582e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,11,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.02240811731761252e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,12,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,5.61875206811363918e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,13,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.96571525422069147e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,14,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.05722809920059593e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,15,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.71941792190864543e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,16,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.85001249425950120e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,17,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.86222677689815856e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,0,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.07323067510917555e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,1,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.49811257745343702e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,2,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,8.07419981954607422e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,3,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.95183662753236202e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,4,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.61702252415778422e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.68534138595151072e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,6,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.68125561262962644e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,7,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.59653245517030272e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,8,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.25992558838224305e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,9,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.82803027917300436e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,10,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.95460769603163494e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,11,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.65248058478161260e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,12,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,5.87647566073559759e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,13,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.19274852133734561e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,14,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.13410893427565805e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,15,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.92256686910629380e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,16,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,7.21933284843018532e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,17,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,False,False,False,False,False,,6.89193379684495915e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,0,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.76707842686658295e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,1,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.31212881543283525e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,2,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,5.62341809599259007e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,3,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.89460132571741615e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,4,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,8.60194236916224892e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,8.02619058397658813e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,6,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,8.11447487472551250e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,7,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.63194263707920045e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,8,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.50782415386454630e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,9,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.19469797556806634e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,10,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,5.64005292870974786e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,11,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.04234011002963646e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,12,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.65216102135989505e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,13,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.43418077909500321e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,14,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.02361923341057208e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,15,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.45182117758039779e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,16,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,5.88951185163534829e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,17,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.74348877429312943e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,0,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.00201558555516731e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,1,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.14318707728339070e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,2,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.47473757447317117e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,3,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,5.67312677632461237e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,4,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.36165519184645208e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,5.51052357169049007e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,6,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.69497896932685123e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,7,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.96992631631893018e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,8,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.28688744248324660e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,9,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.89196460187203185e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,10,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,8.11039784270371801e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,11,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.66070808524711725e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,12,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.16828563170156880e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,13,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.05328392752675558e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,14,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.70922149740598840e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,15,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,7.15481656068624450e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,16,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,False,False,False,False,False,,6.44481265221226221e-16,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0,,,,,
