shape_lane,interval_index,substep,macro_index,z_mid,dt_Myr,family,k_min_Myr_inv,k_max_Myr_inv,selected_k_Myr_inv,two_mode_weight_slow,selected_model
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,4,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,6.32825209070147510e-06,2.49090260381737601e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689943e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,I,1.08511668587158621e-03,3.13077105630467784e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,U,8.16791499139659814e-04,6.20839073064309646e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,C,9.58413075734421095e-04,3.59307764251439909e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,8.35318618701200086e-07,2.86276387120213891e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,1.58232685687907042e-07,2.49090260381725284e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,M,6.96390082160533008e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,I,7.35751617596482402e-04,3.16211082029469112e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,U,4.67422427492876979e-04,8.40504186990489732e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,C,6.09045944617089743e-04,3.62904520554049981e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120250103e-04,1.34918489579144880e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,2.49090260381658064e-03,6.81008236208244851e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689401e-04,2.00129724354742612e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,I,8.62157080192906358e-04,3.16211082029468626e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,U,5.93829130550904759e-04,7.98877795366907534e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,C,7.35452055354613083e-04,3.62904520554047183e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120439296e-04,1.06003526990506181e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,2.49090260381713705e-03,3.99906533246530745e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689943e-04,2.00129724354742716e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,I,9.16730142095750029e-04,3.16211082029469112e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,U,6.48402800896088777e-04,7.80923399085237668e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,C,7.90025431501799975e-04,3.62904520554050380e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120293254e-04,4.89650224011042336e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,1.56456956211925764e-03,2.49090260381703600e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689943e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,I,9.47143645871852753e-04,3.16211082029468973e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,U,6.78816662834056143e-04,7.70921872806949737e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,C,8.20439119414328208e-04,3.62904520554041188e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120197736e-04,2.32727945340676116e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,6.84388852248028518e-04,2.49090260381712794e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689943e-04,2.00129724354742751e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,I,9.93447666456703576e-04,3.16211082029469182e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,U,7.25121254933366204e-04,7.55700821224330743e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,C,8.66743432724439728e-04,3.62904520554049848e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.24348831012216560e-04,2.86276387120263385e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,5.78235777012181602e-05,2.49090260381705899e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689726e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,I,1.00385606139646866e-03,3.16211082029468835e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,U,7.35529782697129939e-04,7.52280387331560607e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,C,8.77151895521365130e-04,3.62904520554049048e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,5.76922568125610555e-06,2.86276387120485050e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,1.44020369361308324e-06,2.49090260381708544e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,M,6.49784903703625101e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,I,6.89146509052650691e-04,3.27180726773244890e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,U,4.20816921109757767e-04,1.22251483751122964e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,C,5.62440625208792603e-04,3.75494002364499124e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120880458e-04,1.03142396123477222e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,2.49090260381724937e-03,5.74702236886399237e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,M,7.13255363720580551e-04,2.00129724354742682e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,I,7.52616872697699701e-04,3.27180726773244890e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,U,4.84287834463250581e-04,1.20159645420962399e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,C,6.25911279755811661e-04,3.75494002364498014e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387119776632e-04,4.20722530864486594e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,1.99423447927946475e-03,2.49090260381706246e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,M,7.11425288187302160e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,I,7.50786800065303319e-04,3.27180726773245376e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,U,4.82457745148259277e-04,1.20219941016068602e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,C,6.24081198342609986e-04,3.75494002364498236e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120173070e-04,1.17410314897498200e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,5.58765310185642384e-04,2.49090260381689983e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,M,7.41456145152243995e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,I,7.80817608511051066e-04,3.27180726773244751e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,U,5.12488833600364480e-04,1.19230658559905126e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,C,6.54112153830847679e-04,3.75494002364497925e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.86276387120391537e-04,9.88447782523001845e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,4.40045185439498249e-04,2.49090260381726238e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854689401e-04,2.00129724354742647e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,I,8.03500534464321936e-04,3.27180726773244890e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,U,5.35171979873907033e-04,1.18483637613726642e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,C,6.76795195015891782e-04,3.75494002364497925e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,9.98026031923337863e-05,2.86276387120441573e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,4.23177590231762558e-05,2.49090260381696358e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,M,7.43816726854002125e-04,2.00129724354394176e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,I,8.03496815158136961e-04,3.27180726772874908e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,U,5.35168260530929658e-04,1.18483760084895196e-01,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,C,6.76791475690507105e-04,3.75494002364073687e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,J_G1,2.65594499191590953e-06,2.86276386870492423e-04,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,J_G2a,1.12616907001721250e-06,2.49090260403428323e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,4.03004332556674075e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,I,1.82950110801147550e-03,4.79718772465698370e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,U,7.68790706041993306e-04,8.62955628548675580e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,C,2.61632806319820055e-02,4.35055349955847959e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,7.10321050611687800e-03,4.04083161571743774e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,3.74189148784454060e-03,2.81341173331871516e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689726e-04,7.27988301119587150e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,I,1.22326509856214433e-02,7.26497201769372436e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,U,4.87691077847772492e-02,8.12768115317250989e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,C,4.75547315043110333e-02,4.35055349955849113e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,1.25239663060521195e-03,3.25780467826669654e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,3.55203620686213588e-04,5.49260367486971088e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689618e-04,7.54432321842384290e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,I,1.22326509856214242e-02,7.52961720033939047e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,U,4.75031530882273553e-02,8.02963932619942256e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,C,5.04880228600394082e-02,4.35055349955841741e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,6.16050790181738007e-04,3.60572508094228056e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,1.56137129482897589e-04,5.81547143974228062e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,7.75401430685387777e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,I,1.22326509856214034e-02,7.73947603439313625e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,U,4.65984923922203725e-02,7.96075394977611428e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,C,5.28238254811339569e-02,4.35055349955843162e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,3.05105091953046699e-04,3.87560042699789664e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,7.09814701712001809e-05,6.08269805705044103e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689726e-04,7.39375033914505958e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,I,1.22326509856214120e-02,7.37892670948515489e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,U,4.50403982025911684e-02,7.84925551027819413e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,C,4.88161128878807568e-02,4.35055349955850090e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,3.27720169018735409e-05,3.48758641653952872e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,6.49578326936760881e-06,5.84444702885805259e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,7.37608873029011736e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,I,1.22326509856213912e-02,7.36125146089289251e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,U,4.48378896047134587e-02,7.83603455253923525e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,C,4.86202969944311073e-02,4.35055349955850357e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,8.37830704221266014e-07,3.46810032456663017e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,1.62421663616860683e-07,5.86000346152998550e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,5.38055727739894379e-02,5.37359156626786988e-02,9.70435813557246597e-04,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545253809e-02,5.36438930732799357e-02,5.36438930732799357e-02,0.00000000000000000e+00,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,U,5.26718431729048323e-02,9.91359404185845616e-02,9.91359404185845616e-02,0.00000000000000000e+00,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,C,2.68838056999755812e-02,4.38095380242576837e+00,2.88196002010091407e-02,9.79157970181401049e-01,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,9.95241487838973218e-03,2.80579567062841650e-02,2.80579567062841650e-02,0.00000000000000000e+00,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,6.81008236208244851e-03,2.97485750794308328e-02,2.97485750794308328e-02,0.00000000000000000e+00,TWO_MODE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689401e-04,7.00838208514766720e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545253999e-02,6.99326826496968201e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,U,6.34064964192523478e-02,9.64714333942330859e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,C,4.45573873250960512e-02,4.38095380242577370e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,1.06003526990506181e-02,2.81901273349117187e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,3.99906533246530745e-03,5.10155068677192111e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,7.17646373567319001e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545253913e-02,7.16147457157888939e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,U,6.15613117618106082e-02,9.50113969796971963e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,C,4.64112936894523348e-02,4.38095380242568844e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,4.89650224011042336e-03,3.09084017053684254e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,1.60598924311333474e-03,5.29704850355230128e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,7.26762567242756896e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545254086e-02,7.25270535555260637e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,U,6.05325318702799806e-02,9.42818650600222713e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,C,4.74191008397192512e-02,4.38095380242577903e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,2.32727945340676116e-03,3.21671267155907853e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,7.02507041827032074e-04,5.46244761008742030e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689943e-04,7.20193268584513185e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545253809e-02,7.18696266874634393e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,U,5.89655992068414472e-02,9.31671775514951728e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,C,4.66926924815780214e-02,4.38095380242574350e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,2.25023523802742612e-04,3.17300766588016064e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,5.93543719850316053e-05,5.50834774715237702e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689726e-04,7.15129425624246862e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,I,1.25551893545253965e-02,7.13628623704747195e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,U,5.86132727691036012e-02,9.29347360071881429e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,C,4.61333282999664210e-02,4.38095380242578880e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,J_G1,5.78657569354056163e-06,3.11764866448576081e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,J_G2a,1.47833097091684900e-06,5.49756541818338176e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,12,5.75000000000000000e+00,1.08804373309742832e+01,M,7.43816726854689401e-04,4.03004332556674075e-02,,,NONE
