shape_lane,interval_index,substep,macro_index,z_mid,dt_Myr,family,k_min_Myr_inv,k_max_Myr_inv,selected_k_Myr_inv,two_mode_weight_slow,selected_model
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,I,1.09226038158928150e-03,1.62836130244675657e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,U,1.07300288774277836e-03,4.91657857488434977e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,C,1.10010357069711203e-03,2.15796714892623509e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,J_G1,3.40087306397652460e-04,1.06669763227106354e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,J_G2a,7.93123645410650612e-05,1.00986237799966438e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,M,4.41748181973601524e-05,1.09195965625635068e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,I,1.09276603310218051e-03,1.62836130244675588e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,U,1.07350853979537716e-03,4.82837062120410401e-02,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,C,1.10060922198755465e-03,2.15796714892617381e+00,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,J_G1,1.67863397651244644e-04,1.06669763227098071e-03,,,NONE
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,J_G2a,3.55465182826422756e-05,1.00986237799964356e-03,,,NONE
