shape_lane,interval_index,substep,macro_index,constraint,box_deficit,best_single_bound_family,best_single_bound_direction,minimum_z_extension,required_z,required_a,required_k_Myr_inv,rate_factor_outside_locked_bound,finite_positive_scalar_rate_exists,locked_k_min_Myr_inv,locked_k_max_Myr_inv
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,12,J_G1_NONNEGATIVE,0.16879925869426884,J_G1,z_below_0,0.07591277001268071,-0.07591277001268071,3.697164360575658,0.02792741997419678,1.1981777296761753,True,0.0073579971475816,0.023308244914337178
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,13,J_G2A_NONNEGATIVE,0.13844568529202345,J_G2a,z_below_0,0.008487668609197628,-0.008487668609197628,2.02870302962904,0.06013806963726949,1.196936949138438,True,0.002537550612332796,0.05024330619967678
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,14,J_G1_NONNEGATIVE,0.25652174970348585,J_G1,z_below_0,0.015593653999994836,-0.015593653999994836,4.943363399709703,0.020014672513902283,1.2875500163676041,True,0.001017523229588882,0.015544772831712628
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,15,J_G2A_NONNEGATIVE,0.16670773152289883,J_G2a,z_below_0,0.0024200015883694102,-0.0024200015883694102,2.14378879730918,0.055633288027487994,1.2305839254929185,True,0.0005916313057360577,0.04520885319154783
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,16,J_G2A_NONNEGATIVE,0.17149408978459602,J_G2a,z_below_0,0.00024302278041505134,-0.00024302278041505134,2.16263999102888,0.05496096766396193,1.2362194173702634,True,5.794986410382807e-05,0.04445890987611014
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,17,J_G2A_NONNEGATIVE,0.17743718880303244,J_G2a,z_below_0,6.738576740705362e-06,-6.738576740705362e-06,2.18372756137095,0.05422847619886311,1.2432983254463512,True,1.5400206533983815e-06,0.043616624497097085
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,0,CYCLING_CAPACITY,0.032568424978573374,J_G2a,z_below_0,0.0412130231770832,-0.0412130231770832,7.6726158305698045,0.01236643453023099,1.2003025975086667,True,0.002042354141142244,0.010302764116230864
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,1,CYCLING_CAPACITY,0.030779730196298427,J_G1,z_below_0,0.00869664888458265,-0.00869664888458265,7.65511935318384,0.012396773025455811,1.0764825263582587,True,0.0012574084433695971,0.011516000234015972
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,2,CYCLING_CAPACITY,0.030473673518566002,J_G1,z_below_0,0.004145610277819167,-0.004145610277819167,7.673845459165756,0.012364307974920004,1.0736634008046235,True,0.0006570733691309888,0.011516000234015576
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,3,CYCLING_CAPACITY,0.030341583071574307,J_G1,z_below_0,0.0020390611389023436,-0.0020390611389023436,7.684989785414817,0.012345068008421441,1.0719926847480035,True,0.00033983222331889764,0.011516000234015994
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,4,CYCLING_CAPACITY,0.03003688243794267,J_G1,z_below_0,0.00019441802962166232,-0.00019441802962166232,7.705586253259537,0.012309666919755723,1.0689186062532148,True,3.46728114637215e-05,0.011516000234015668
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5,CYCLING_CAPACITY,0.02998339332787625,J_G1,z_below_0,4.929742284047288e-06,-4.929742284047288e-06,7.708274117303404,0.012305062030227432,1.0685187374242286,True,8.865822935254282e-07,0.011516000234015564
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,6,CYCLING_CAPACITY,0.02976426984441194,C,z_above_1,0.05851162421560317,1.0585116242156032,8.451849615129513,0.01115121771440562,1.0547880991423297,True,0.01176217173610018,8.56291384891403
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,7,CYCLING_CAPACITY,0.012316505952539969,C,z_above_1,0.024239983898564372,1.0242399838985643,8.178907322226143,0.011548686333679685,1.0226923146767153,True,0.011810752758066227,8.562913848914018
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,8,CYCLING_CAPACITY,0.03384302355767621,J_G2a,z_below_0,0.048703966876382856,-0.048703966876382856,7.460805327535534,0.012744013943097739,1.2369509579493712,True,0.002090413882219534,0.010302764116230512
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,9,CYCLING_CAPACITY,0.03357822465300553,J_G2a,z_below_0,0.019948999023149495,-0.019948999023149495,7.371489363498926,0.012910244880991458,1.253085554065361,True,0.0009272546502208288,0.010302764116230535
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,10,CYCLING_CAPACITY,0.033217604073122464,J_G1,z_below_0,0.0017017906229147735,-0.0017017906229147735,7.597412301600914,0.012497901255721018,1.0852640675366614,True,0.00024451624666474724,0.011516000234015694
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,11,CYCLING_CAPACITY,0.03312047660934658,J_G1,z_below_0,4.2057005502221096e-05,-4.2057005502221096e-05,7.603545490640025,0.012487074779110591,1.084323942806651,True,6.234134843387388e-06,0.011516000234016045
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,12,CYCLING_CAPACITY,0.04236294018587039,C,z_above_1,0.08390436898960629,1.0839043689896064,8.659685029157686,0.010866462259719377,1.078580702156176,True,0.011720356494041712,8.661962486860574
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,13,CYCLING_CAPACITY,0.042067443911232516,J_G2a,z_below_0,0.04598149637024397,-0.04598149637024397,7.89593247196612,0.011991875840561642,1.1639474324826835,True,0.002537550612332796,0.010302764116230868
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,14,CYCLING_CAPACITY,0.041632619002503146,J_G2a,z_below_0,0.009093844520474093,-0.009093844520474093,7.907618104282359,0.011972900738781142,1.1621056838445454,True,0.0006312870780182333,0.010302764116230547
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,15,CYCLING_CAPACITY,0.04189436824810855,J_G2a,z_below_0,0.008789310593654821,-0.008789310593654821,7.865075661305443,0.012042271811178068,1.1688389324770248,True,0.0005916313057360577,0.010302764116231024
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,16,CYCLING_CAPACITY,0.04176835276024726,J_G2a,z_below_0,0.0008312201197738608,-0.0008312201197738608,7.84196624257603,0.012080293295536105,1.1725293483624442,True,5.794986410382807e-05,0.010302764116230828
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,17,CYCLING_CAPACITY,0.04180536033399296,J_G2a,z_below_0,2.1940431518995222e-05,-2.1940431518995222e-05,7.843586822187282,0.012077619148447091,1.17226979206581,True,1.5400206533983815e-06,0.010302764116410044
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,0,CYCLING_CAPACITY,0.10667869002969549,J_G1,z_below_0,0.03322564216797918,-0.03322564216797918,2.0262260071901346,0.05801381590914671,1.405279269984727,True,0.00436246625387834,0.041282766456646885
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,1,J_G2A_NONNEGATIVE,1.9779544661310509,J_G2a,z_below_0,0.09641150237733793,-0.09641150237733793,11.733822845449698,0.007596241216226129,3.067801604967933,True,0.00030991109579816097,0.0024761187959237447
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,2,CYCLING_CAPACITY,1.0815717870792476,J_G1,z_below_0,0.05866195681708307,-0.05866195681708307,-1.7057683861198818,,,False,0.0005779576477884481,0.014028793102946331
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,3,CYCLING_CAPACITY,1.0265052697228003,J_G1,z_below_0,0.02775910232746836,-0.02775910232746836,-1.1974975524311429,,,False,0.00029931725778328285,0.01414289082680152
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,4,CYCLING_CAPACITY,1.0415151161398688,J_G1,z_below_0,0.0027435052533612337,-0.0027435052533612337,-1.1387739334998077,,,False,3.0580188787054574e-05,0.014256751835927539
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5,CYCLING_CAPACITY,0.9712844785749081,J_G1,z_below_0,6.48900800984575e-05,-6.48900800984575e-05,-0.6880509734246072,,,False,7.849739318556716e-07,0.014585269401459548
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,6,J_G2A_NONNEGATIVE,1.0455446078563086,J_G2a,z_below_0,0.4228947531767946,-0.4228947531767946,6.74059307084316,0.01369447265064265,2.1328806812604846,True,0.0028473112247416766,0.0064206463919723455
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,7,CYCLING_CAPACITY,0.7444881736771656,J_G1,z_below_0,1.5407358544018155,-1.5407358544018155,-0.5741352307076113,,,False,0.009853469457881313,0.01771439590767814
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,8,CYCLING_CAPACITY,0.5400275894862461,J_G1,z_below_0,0.3069619812867947,-0.3069619812867947,0.901293448687059,,,False,0.00482942142372652,0.019221196133706247
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,9,CYCLING_CAPACITY,0.5953887161472451,J_G1,z_below_0,0.1376061690676831,-0.1376061690676831,0.6723307659833999,,,False,0.002302787548119918,0.018485639844247215
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,10,CYCLING_CAPACITY,0.5759188349971804,J_G1,z_below_0,0.011338140894907192,-0.011338140894907192,0.8923326952202153,,,False,0.00022708598427295735,0.01862025626285184
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,11,CYCLING_CAPACITY,0.5182553924614316,J_G1,z_below_0,0.0002543930560358893,-0.0002543930560358893,1.220390185160626,0.14595631364296072,7.559826073387367,True,5.837126251616904e-06,0.01930683486975533
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,12,CYCLING_CAPACITY,0.09887818862765241,J_G1,z_below_0,0.06704422225595685,-0.06704422225595685,1.8443611260693902,0.06662872967932301,1.4493229413341773,True,0.008381389986092298,0.04597231422969666
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,13,CYCLING_CAPACITY,0.2901468500761124,J_G1,z_below_0,0.13367749401990622,-0.13367749401990622,1.4564303301083514,0.09894923831850516,3.6282186185436025,True,0.004354213875999218,0.027272126826311315
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,14,CYCLING_CAPACITY,0.0691889151812638,J_G1,z_below_0,0.0050410821081672075,-0.0050410821081672075,1.8365548661947027,0.06705910322951722,1.2964331216657536,True,0.0011590462507715842,0.051725848490629965
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,15,CYCLING_CAPACITY,0.2266735575010863,J_G1,z_below_0,0.0210861821406274,-0.0210861821406274,1.832679743472634,0.06727492397031089,2.2564540266626847,True,0.0011116414919860142,0.02981444477723798
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,16,CYCLING_CAPACITY,0.2209597838000784,J_G1,z_below_0,0.00199650950358349,-0.00199650950358349,1.8576295603875808,0.06591037129601862,2.171539413458075,True,0.00011447594682391992,0.03035191113158726
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,17,CYCLING_CAPACITY,0.20911530126722988,J_G1,z_below_0,4.998274384752997e-05,-4.998274384752997e-05,1.8990702244586521,0.06376768877212625,2.0674945109783636,True,3.0531870620375334e-06,0.030842978510231017
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,0,J_G2A_NONNEGATIVE,3.887708076141281,J_G2a,z_below_0,0.872965705668398,-0.872965705668398,9.124730949978677,0.009898764195105925,5.1186098179848445,True,0.0010064187389513513,0.0019338774681214104
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,1,J_G2A_NONNEGATIVE,8.254889187000343,J_G2a,z_below_0,0.39248791674768224,-0.39248791674768224,9.209785395894102,0.009801884870404717,9.739370394293104,True,0.00030627511649031853,0.0010064187389513643
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,2,J_G2A_NONNEGATIVE,8.2453119526665,J_G2a,z_below_0,0.15471952888526527,-0.15471952888526527,9.219325828208497,0.009791136341999887,9.728690417869954,True,0.00014803959032202307,0.0010064187389512602
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,3,J_G2A_NONNEGATIVE,8.245116243150537,J_G2a,z_below_0,0.06788851067861235,-0.06788851067861235,9.219520991761797,0.009790916711376078,9.728472187999953,True,7.080257916784307e-05,0.0010064187389519548
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,4,J_G2A_NONNEGATIVE,8.238950796674635,J_G2a,z_below_0,0.005525849609929173,-0.005525849609929173,9.225673472114181,0.00978399796641706,9.721597569428136,True,6.161709672183654e-06,0.0010064187389514207
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5,J_G2A_NONNEGATIVE,8.237019822389023,J_G2a,z_below_0,0.00013850936225881944,-0.00013850936225881944,9.227602074474177,0.009781831179797744,9.719444602142282,True,1.5537902677107894e-07,0.0010064187389515766
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,6,J_G2A_NONNEGATIVE,1.395055766016598,J_G2a,z_below_0,0.21170269751329643,-0.21170269751329643,9.486691981650834,0.00949922483994541,2.474812035939795,True,0.0010064187389516276,0.0038383621471026735
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,7,J_G2A_NONNEGATIVE,1.4815483191912269,J_G2a,z_below_0,0.22858377555306159,-0.22858377555306159,9.50974099961983,0.009474873515805494,2.5660034836037333,True,0.0010064187389512303,0.0036924632317719384
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,8,J_G2A_NONNEGATIVE,4.552826706106329,J_G2a,z_below_0,1.3389441170413143,-1.3389441170413143,9.520186549618302,0.009463878881030246,5.810975564892221,True,0.0010064187389513255,0.0016286213520166088
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,9,J_G2A_NONNEGATIVE,7.948012941351139,J_G2a,z_below_0,2.079899995014326,-2.079899995014326,9.525639249040339,0.00945814969363328,9.397827492250666,True,0.000703991645669565,0.001006418738951354
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,10,J_G2A_NONNEGATIVE,7.943095062562827,J_G2a,z_below_0,0.0586034471471346,-0.0586034471471346,9.530877473491444,0.009452652392101126,9.392365251418484,True,6.1950945158374e-05,0.0010064187389511431
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,11,J_G2A_NONNEGATIVE,7.941711979565013,J_G2a,z_below_0,0.00138520850630212,-0.00138520850630212,9.532351687220327,0.009451106418599496,9.390829137825875,True,1.5579998392795383e-06,0.0010064187389514762
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,12,J_G2A_NONNEGATIVE,0.8930570582358996,J_G2a,z_below_0,0.12191336855908107,-0.12191336855908107,9.24624192879949,0.009760938695992047,1.94567175269984,True,0.0010064187389514586,0.005016744824736053
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,13,J_G2A_NONNEGATIVE,3.2475698724757938,J_G2a,z_below_0,0.6565943734570655,-0.6565943734570655,9.271129772743375,0.009733182039205361,4.437264470232805,True,0.0010064187389509551,0.002193509560789083
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,14,J_G2A_NONNEGATIVE,8.171854802585006,J_G2a,z_below_0,2.264188805459306,-2.264188805459306,9.293163172521446,0.009708740408889043,9.646819989669455,True,0.0007210153576264213,0.001006418738950856
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,15,J_G2A_NONNEGATIVE,8.189770039718484,J_G2a,z_below_0,1.002853345846263,-1.002853345846263,9.275046372942072,0.009728828359019887,9.666779822837734,True,0.0005313981168514791,0.0010064187389512652
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,16,J_G2A_NONNEGATIVE,8.189627498996677,J_G2a,z_below_0,0.04884735420326896,-0.04884735420326896,9.27519023859702,0.009728668512660207,9.666620995943484,True,5.2005677919592926e-05,0.0010064187389515697
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,17,J_G2A_NONNEGATIVE,8.190881751994098,J_G2a,z_below_0,0.0012555417512663538,-0.0012555417512663538,9.273924478585926,0.009730075054654513,9.668018565531607,True,1.4075648370738294e-06,0.0010064187391348367
RECOMBINATION_WEIGHTED_AUDITOR,0,1,1,J_G2A_NONNEGATIVE,0.5852441950732516,J_G2a,z_below_0,5.823533031444777e-13,-5.823533031444777e-13,319.7138696496544,0.0003096341416669639,1.5861616727300336,True,3.0762256647760963e-16,0.0001952096983493712
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,J_G2A_NONNEGATIVE,2.8376034545137547,J_G2a,z_below_0,1.831930722260915e-13,-1.831930722260915e-13,322.55116352163213,0.00030690623824593976,3.842011848863939,True,1.9782855039777166e-17,7.988164803205649e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,1,3,J_G2A_NONNEGATIVE,7.531468091816914,J_G2a,z_below_0,4.6266013687828375e-12,-4.6266013687828375e-12,323.65807259696476,0.0003058549946834176,8.543127732139375,True,1.8759715060769163e-16,3.580129014491806e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,1,4,J_G2A_NONNEGATIVE,89.92505162736431,J_G2a,z_below_0,1.306968664983378e-11,-1.306968664983378e-11,324.66146847948403,0.00030490826239204326,91.06382793941732,True,4.424701428126824e-17,3.3482917343963594e-06
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5,J_G2A_NONNEGATIVE,3662.808453087184,J_G2a,z_below_0,3.361024210559899e-09,-3.361024210559899e-09,325.1090228946414,0.00030448786971832957,3669.453232241787,True,2.789707361485721e-16,8.297908447038801e-08
RECOMBINATION_WEIGHTED_AUDITOR,0,1,10,J_G2A_NONNEGATIVE,9.99756522148226,J_G2a,z_below_0,8.537136063380874e-12,-8.537136063380874e-12,288.9503345590347,0.00034265701528641917,11.014905948787517,True,2.9209558666806996e-16,3.110848307553072e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,1,11,J_G2A_NONNEGATIVE,443.5407761496232,J_G2a,z_below_0,1.0431128465670864e-10,-1.0431128465670864e-10,289.35176991831395,0.0003421808024626417,445.3089862893663,True,8.033445252628789e-17,7.684120756554621e-07
RECOMBINATION_WEIGHTED_AUDITOR,0,1,12,MACRO_MASS_CAP,0.012685761749841717,M,z_below_0,1468.8775233370807,-1468.8775233370807,1503.0222628443112,6.578234332845997e-05,1.4888039337994812,True,4.417481819736015e-05,4.4184692043754255e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,1,16,J_G2A_NONNEGATIVE,7.40741718847008,J_G2a,z_below_0,1.1321188806076462e-12,-1.1321188806076462e-12,474.1172983267634,0.0002086905794469695,8.415240315638972,True,3.1861753034283683e-17,2.4799122974436834e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,1,17,J_G2A_NONNEGATIVE,311.6984829205672,J_G2a,z_below_0,138.55594999811868,-138.55594999811868,473.73524364369223,0.0002088590607119941,313.02792660629507,True,6.624559429138378e-07,6.672218130067436e-07
RECOMBINATION_WEIGHTED_AUDITOR,0,2,1,CYCLING_CAPACITY,0.021587556413680153,J_G2a,z_below_0,0.04173064596745461,-0.04173064596745461,81.17813892846067,0.001225123663907217,1.2131590309703328,True,0.00019381534336116167,0.0010098623779994569
RECOMBINATION_WEIGHTED_AUDITOR,0,2,2,CYCLING_CAPACITY,0.021731427462700847,J_G2a,z_below_0,0.01561448696486279,-0.01561448696486279,80.44411421397692,0.0012363727020862508,1.2242982103514068,True,7.931106483182743e-05,0.0010098623779997017
RECOMBINATION_WEIGHTED_AUDITOR,0,2,3,CYCLING_CAPACITY,0.02163757454191828,J_G2a,z_below_0,0.007018191106343227,-0.007018191106343227,79.54685214570827,0.001250407160422,1.2381956073052265,True,3.554556664388295e-05,0.0010098623779996687
RECOMBINATION_WEIGHTED_AUDITOR,0,2,4,CYCLING_CAPACITY,0.02136171985358909,J_G2a,z_below_0,0.0006981980929775604,-0.0006981980929775604,77.68470993711702,0.0012805750567409877,1.268068882096221,True,3.324375364864957e-06,0.0010098623779996028
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5,CYCLING_CAPACITY,0.021348895227528253,J_G2a,z_below_0,1.746259272536452e-05,-1.746259272536452e-05,77.42674279929187,0.0012848694745051477,1.2723213603127135,True,8.238637672417118e-08,0.0010098623779996512
RECOMBINATION_WEIGHTED_AUDITOR,0,2,10,CYCLING_CAPACITY,0.021008446311663043,J_G2a,z_below_0,0.0061331526189937705,-0.0061331526189937705,79.34854240138006,0.0012535521083957726,1.2413098415241914,True,3.088627962499124e-05,0.001009862377999476
RECOMBINATION_WEIGHTED_AUDITOR,0,2,11,CYCLING_CAPACITY,0.021008642719326787,J_G2a,z_below_0,0.00014936878175698975,-0.00014936878175698975,79.03837578339848,0.0012585028156059381,1.2462121998235731,True,7.629234179722093e-07,0.0010098623779995935
RECOMBINATION_WEIGHTED_AUDITOR,0,2,12,MACRO_MASS_CAP,0.013130594917702316,M,z_below_0,0.01433450231941873,-0.01433450231941873,60.79388637076826,0.0016393320027587573,1.5103127957735987,True,4.417481819736015e-05,0.0010854254875852214
RECOMBINATION_WEIGHTED_AUDITOR,0,2,14,CYCLING_CAPACITY,0.020653081518814564,C,z_above_1,0.04254910586490401,1.0425491058649041,94.53973905365638,0.0010510488873479774,1.042314152759343,True,0.0010955231305247572,2.3342874731654955
RECOMBINATION_WEIGHTED_AUDITOR,0,2,15,CYCLING_CAPACITY,0.020343174888136195,C,z_above_1,0.041910521750678054,1.041910521750678,94.44784676401719,0.0010520769589330218,1.0416790102106708,True,0.0010959264852468027,2.334287473165473
RECOMBINATION_WEIGHTED_AUDITOR,0,2,16,CYCLING_CAPACITY,0.02034103101678053,J_G1,z_below_0,0.0032355016115371642,-0.0032355016115371642,88.22622328997008,0.0011266927753272454,1.0562438138432308,True,6.110242444498492e-05,0.0010666976322707918
RECOMBINATION_WEIGHTED_AUDITOR,0,2,17,CYCLING_CAPACITY,0.020296695206397763,J_G1,z_below_0,8.130444120066382e-05,-8.130444120066382e-05,88.23987640456245,0.0011265174479929223,1.0560794494062309,True,1.630753968722385e-06,0.0010666976321017272
RECOMBINATION_WEIGHTED_AUDITOR,1,1,0,J_G2A_NONNEGATIVE,4.362344163217787,J_G2a,z_below_0,5.272711386711972,-5.272711386711972,4.306483923456728,0.02519117786489024,5.9688785374538815,True,0.003645363710228615,0.004220420587689816
RECOMBINATION_WEIGHTED_AUDITOR,1,1,1,J_G1_NONNEGATIVE,14.031340751306269,J_G1,z_below_0,1.1241681117685942,-1.1241681117685942,4.760366002432818,0.02248095895502178,16.755004916395468,True,0.0007307062071668376,0.001341745888300112
RECOMBINATION_WEIGHTED_AUDITOR,1,1,2,J_G1_NONNEGATIVE,2.074809875225892,J_G1,z_below_0,0.04556370730782644,-0.04556370730782644,5.715104513588324,0.01833702252227042,3.2828804659758335,True,0.0003437775187816732,0.005585650379999369
RECOMBINATION_WEIGHTED_AUDITOR,1,1,3,J_G1_NONNEGATIVE,1.8712930622790118,J_G1,z_below_0,0.01987710789780527,-0.01987710789780527,5.796460823454394,0.018053656846872986,3.0560733406020795,True,0.00016968484637098087,0.005907468452087678
RECOMBINATION_WEIGHTED_AUDITOR,1,1,4,J_G1_NONNEGATIVE,2.8990387244540896,J_G1,z_below_0,0.003074729664757023,-0.003074729664757023,5.449807255140614,0.019326412952636356,4.205413712630857,True,1.8478956045941824e-05,0.0045956032564857885
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5,J_G1_NONNEGATIVE,2.613940078198053,J_G1,z_below_0,7.132314053024495e-05,-7.132314053024495e-05,5.5233831133421685,0.01904144531164248,3.8861323065194293,True,4.7091630290128934e-07,0.0048998448353645314
RECOMBINATION_WEIGHTED_AUDITOR,1,1,6,J_G1_NONNEGATIVE,1.040386422162124,J_G1,z_below_0,0.6929182104115882,-0.6929182104115882,3.7243820897959115,0.02980761159908948,2.215949293445513,True,0.00751586218748645,0.01345139606183972
RECOMBINATION_WEIGHTED_AUDITOR,1,1,7,J_G1_NONNEGATIVE,1.0935697509728406,J_G1,z_below_0,0.05925354967248473,-0.05925354967248473,4.551996903991405,0.0236486122588095,2.2376360773300803,True,0.0010246790631653643,0.0105685694373621
RECOMBINATION_WEIGHTED_AUDITOR,1,1,8,J_G1_NONNEGATIVE,2.8746338700729015,J_G1,z_below_0,0.6302265984786671,-0.6302265984786671,5.170293803008924,0.02049175580055719,4.197563981580664,True,0.002211239488612687,0.004881820953885895
RECOMBINATION_WEIGHTED_AUDITOR,1,1,9,J_G1_NONNEGATIVE,3.5924441715858024,J_G1,z_below_0,0.4241988473423318,-0.4241988473423318,5.555064059652498,0.01892132183858019,4.963344673724911,True,0.0013231016630426415,0.003812211942230488
RECOMBINATION_WEIGHTED_AUDITOR,1,1,10,J_G1_NONNEGATIVE,4.621833508029563,J_G1,z_below_0,0.03494617320794646,-0.03494617320794646,5.374432410152519,0.019627362528917922,6.116861605084583,True,0.00012874270983189687,0.003208730848610808
RECOMBINATION_WEIGHTED_AUDITOR,1,1,11,J_G1_NONNEGATIVE,3.969923649129687,J_G1,z_below_0,0.0007509984584986713,-0.0007509984584986713,5.463553280901035,0.01927252473279213,5.387473634402964,True,3.2978956886821646e-06,0.003577284278427452
RECOMBINATION_WEIGHTED_AUDITOR,1,1,12,J_G1_NONNEGATIVE,0.4156971421880892,J_G1,z_below_0,0.11344002868207875,-0.11344002868207875,2.1568610939662456,0.0593887973523025,1.5701206414408797,True,0.00912370879097548,0.0378243529731589
RECOMBINATION_WEIGHTED_AUDITOR,1,1,13,J_G1_NONNEGATIVE,3.0657137689925995,J_G1,z_below_0,0.6089683909441945,-0.6089683909441945,4.004962893735566,0.027387016356299386,4.532460388081195,True,0.0026524302172103134,0.006042417144630271
RECOMBINATION_WEIGHTED_AUDITOR,1,1,14,J_G1_NONNEGATIVE,0.4832550384145113,J_G1,z_below_0,0.011524523108033242,-0.011524523108033242,2.1899585907707237,0.058151390996930945,1.6576827898808584,True,0.001008007814274739,0.03507992684240296
RECOMBINATION_WEIGHTED_AUDITOR,1,1,15,J_G1_NONNEGATIVE,4.652044202118326,J_G1,z_below_0,0.1497009978110699,-0.1497009978110699,4.267700380606062,0.025453563743389192,6.305658360659229,True,0.0006101803509248831,0.004036622710515534
RECOMBINATION_WEIGHTED_AUDITOR,1,1,16,J_G1_NONNEGATIVE,4.708122453211806,J_G1,z_below_0,0.013236755938460323,-0.013236755938460323,4.27238602261415,0.02542157189492947,6.368692196344363,True,6.176543338162817e-05,0.003991647124902894
RECOMBINATION_WEIGHTED_AUDITOR,1,1,17,J_G1_NONNEGATIVE,4.396834304832715,J_G1,z_below_0,0.00032199656920506374,-0.00032199656920506374,4.233734371884083,0.02568791547746237,6.020798078831559,True,1.6484489205083123e-06,0.004266529975117113
RECOMBINATION_WEIGHTED_AUDITOR,1,2,0,CYCLING_CAPACITY,0.7195549845719216,J_G1,z_below_0,0.08719990781076505,-0.08719990781076505,-13.94072734710257,,,False,0.0002862763871197813,0.0071032105061166455
RECOMBINATION_WEIGHTED_AUDITOR,1,2,1,CYCLING_CAPACITY,2.5433870631115183,J_G1,z_below_0,0.32728891886203637,-0.32728891886203637,-7.455621484430509,,,False,0.0002862763871202481,0.00125239663060517
RECOMBINATION_WEIGHTED_AUDITOR,1,2,2,J_G1_NONNEGATIVE,6.1069571109476,J_G1,z_below_0,0.7483640077448522,-0.7483640077448522,21.845300842029985,0.004467175195064608,7.251309902137999,True,0.0002862763871203547,0.0006160507901817149
RECOMBINATION_WEIGHTED_AUDITOR,1,2,3,J_G1_NONNEGATIVE,13.34643494294372,J_G1,z_below_0,14.167116474222198,-14.167116474222198,21.815095599889844,0.0044735078711055825,14.662186863122377,True,0.0002862763871205272,0.00030510509195303824
