shape_lane,interval_index,substep,macro_index,z_mid,dt_Myr,effective_HI_G2b,effective_HI_G3,primary_HeII_G3,exact_zero_pass
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,17,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,0,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,1,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,2,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,3,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,4,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,6,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,7,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,8,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,9,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,10,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,11,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,12,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,13,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,14,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,15,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,16,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,17,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,0,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,1,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,2,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,3,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,4,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,6,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,7,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,8,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,9,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,10,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,11,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,12,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,13,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,14,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,15,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,16,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,17,5.54999999999999982e+00,1.17262920899423353e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,0,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,1,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,3,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,4,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,6,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,7,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,8,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,9,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,10,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,11,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,12,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,13,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,14,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,15,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,16,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,17,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,0,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,1,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,4,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,6,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,7,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,8,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,9,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,10,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,11,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,12,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,13,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,14,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,15,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,16,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,17,5.95000000000000018e+00,1.01174195637656954e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,0,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,1,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,2,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,3,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,4,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,6,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,7,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,8,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,9,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,10,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,11,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,12,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,13,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,14,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,15,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,16,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,1,17,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,0,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,1,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,2,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,3,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,4,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,12,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,13,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,14,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,15,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,16,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,1,17,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,0,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,1,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,2,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,3,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,4,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,6,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,7,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,8,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,9,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,10,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,11,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,12,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,13,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,14,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,15,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,16,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,2,2,17,5.75000000000000000e+00,1.08804373309742832e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,3,1,0,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,3,1,1,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,3,1,2,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,3,1,3,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
RECOMBINATION_WEIGHTED_AUDITOR,3,1,4,5.65000000000000036e+00,1.12923124578075225e+01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,True
