lane,z,xHII_diffuse_mass,xHeII_diffuse_mass,xHeIII_diffuse_mass,T_diffuse_mass,sink_H_fraction,sink_xHII_mass,sink_T_mass
PRIMARY_DIAGNOSTIC_DT_OVER_1,5.9,0.9977779493039914,0.9547219576821686,0.0022942992801915736,13557.76767139609,0.11332652244454669,0.9927540570300774,15452.327296723557
PRIMARY_DIAGNOSTIC_DT_OVER_1,5.8,0.9926990889880724,0.9553094844605199,0.0020959424117479556,12759.01816645429,0.6817840313256248,0.8743480691021979,5843.901810562788
PRIMARY_DIAGNOSTIC_DT_OVER_1,5.7,0.9511718510459056,0.7944841376306969,0.0006464860307061661,9198.634268366544,0.060112999555537255,0.9172501808224772,12480.92892681566
PRIMARY_DIAGNOSTIC_DT_OVER_1,5.6,0.9374487589964816,0.7630337618196421,0.0005217542396193619,9253.595472791902,0.23676381278363806,0.867018766586907,8070.389330130641
PRIMARY_DIAGNOSTIC_DT_OVER_1,5.5,0.9443765037714243,0.7192278261455738,0.000384927145539102,9658.835042826871,0.048092119271196616,0.8926770563847753,15432.872269289011
