shape_lane,interval_index,substep,substeps_per_interval,z_mid,macro_index,macro_density_index,zre_index,density_sigma,z_re,W_macro_fixed,D_L_mass,f_macro_mass,p_mass,p_kappa_G1,p_kappa_G2a,M_sink_H_cMpc3,M_sink_H_fraction_of_global,M_sink_H_cap_cosmic_cMpc3,M_sink_H_cap_volume_cMpc3,mass_cap_slack_cMpc3,volume_filling_macro,kappa_sink_G1_cMpc_inv,kappa_sink_G2a_cMpc_inv,kappa_sink_G2b_cMpc_inv,kappa_sink_G3_cMpc_inv,J_sink_G1_s_inv_cMpc3,J_sink_G2a_s_inv_cMpc3,J_sink_G2b_s_inv_cMpc3,J_sink_G3_s_inv_cMpc3,J_sink_macro_total_s_inv_cMpc3,cycling_capacity_macro_s_inv_cMpc3,cycling_capacity_slack_s_inv_cMpc3,mass_transfer_rate_macro_H_s_inv_cMpc3,current_Gamma_flux_G1_s_inv_cMpc2,current_Gamma_flux_G2a_s_inv_cMpc2,single_Jeans_cloud_H_auditor,single_Jeans_cloud_count_auditor_cMpc3,geometry_mass_inversion_used,HeII_G3_sink_absorption_exact_zero
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,10,1,4,0.0,12.0,0.007584367311732,1.0314707763860589,0.007823053239429254,0.002858702002646862,0.003125809811288507,0.0016978648493546774,1.5115496990214074e+63,0.002858702002646862,4.321014968467368e+64,1.6887356056266576e+66,4.169859998565228e+64,0.0008950777694182033,5.976909313053213e-05,1.449487499308696e-05,0.0,0.0,6.315017907546386e+47,7.892788013898057e+46,0.0,0.0,7.104296708936191e+47,7.501553588534571e+47,3.972568795983799e+46,2.115890725230852e+45,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.0031634087936503953,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,11,1,5,0.0,15.0,0.0001968597518792,1.0314707763860589,0.0002030550811100054,7.293841038426944e-05,8.007128880345146e-05,4.1939278157434355e-05,3.8566465536233664e+61,7.293841038426944e-05,1.121562154885324e+63,4.3832802216605187e+64,1.0829956893490902e+63,0.0008798539811726553,1.5310555044941935e-06,3.5804062639223914e-07,0.0,0.0,1.6176659912193346e+46,1.9496123739080138e+45,0.0,0.0,1.812627228610136e+46,1.9139854159458317e+46,1.013581873356957e+45,5.398593694000425e+43,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,8.07128580001845e-05,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,12,2,0,1.7320508075688772,6.0,0.0140670794268443,2.603786539861877,0.03662767206678512,0.22893378541271756,0.2215191717760831,0.2611573247786506,1.2104962116233975e+65,0.22893378541271753,2.0231067642873335e+65,3.1321766099781993e+66,8.12610552663936e+64,0.03864712506207697,0.004235702364317976,0.002229531271369638,0.0,0.0,4.4753123865017286e+49,1.2140303178654397e+49,0.0,0.0,5.689342704367168e+49,6.007478421708447e+49,3.1813571734127856e+48,1.6944713817608688e+47,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.2533356569756899,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,13,2,1,1.7320508075688772,7.0,0.0269462618860335,2.603786539861877,0.07016231399844715,0.06462564415082016,0.06439970393306078,0.06560756901678273,3.41710583596299e+64,0.06462564415082016,3.875371926162632e+65,5.999856021621605e+66,3.533661342566333e+65,0.005695313060261461,0.0012313967049604796,0.0005600996521366444,0.0,0.0,1.3010557523662076e+49,3.0498695732670786e+48,0.0,0.0,1.6060427096929153e+49,1.695849138322481e+49,8.980642862956558e+47,4.783317776535714e+46,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.07151404057251785,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,14,2,2,1.7320508075688772,8.0,0.0151757116203559,2.603786539861877,0.03951431364990817,0.024499308021217994,0.024473935027696764,0.024609577779782784,1.2954103516706912e+64,0.024499308021217994,2.182548622952034e+65,3.379024709730831e+66,2.0530075877849648e+65,0.0038336812037514873,0.00046796989908289325,0.00021009490460102345,0.0,0.0,4.944425518465006e+48,1.144014381363672e+48,0.0,0.0,6.088439899828677e+48,6.428892267645166e+48,3.404523678164885e+47,1.8133355127142485e+46,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.02711066993373652,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,15,2,3,1.7320508075688772,9.0,0.0075526337300988,2.603786539861877,0.01966544604693806,0.014701746031785022,0.014814879460490558,0.014210073819023495,7.773604862926657e+63,0.014701746031785022,1.0862087234958699e+65,1.6816698047502748e+66,1.0084726748666033e+65,0.004622551252908429,0.0002832776028131611,0.00012131309728661234,0.0,0.0,2.99302371991e+48,6.605773148435447e+47,0.0,0.0,3.6536010347535445e+48,3.857902488624119e+48,2.0430145387057477e+47,1.0881612719531899e+46,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.01626879354192997,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,16,2,4,1.7320508075688772,12.0,0.0007577798796522,2.603786539861877,0.001973097050816552,0.0014722916267392353,0.0014996344097065613,0.0013534612619352621,7.784798706576972e+62,0.0014722916267392353,1.0898279264988302e+64,1.6872730597008994e+65,1.0119799394330604e+64,0.004613834531298077,2.867474162113351e-05,1.1554660435542815e-05,0.0,0.0,3.0296846973443714e+47,6.2917745364351e+46,0.0,0.0,3.658862150987882e+47,3.8634577950794e+47,2.0459564409151825e+46,1.089728203558199e+45,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.0016292220296247792,False,0.0
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,2,5.95,17,2,5,1.7320508075688772,15.0,1.9668925957295592e-05,2.603786539861877,5.1213684661146156e-05,3.934851910992999e-05,4.002353077578265e-05,3.64149522306529e-05,2.080568109672168e+61,3.9348519109981234e-05,2.828756129330972e+62,4.3794840391154774e+63,2.6206993183637554e+62,0.004750715132398061,7.652961257313684e-07,3.108787961884907e-07,0.0,0.0,8.085882661821197e+45,1.692805517468636e+45,0.0,0.0,9.778688179289834e+45,1.0325491235522253e+46,5.468030562324192e+44,2.9124115266058503e+43,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,4.3542646716721046e-05,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,0,0,0,-1.7320508075688772,6.0,0.0631697623782937,0.5727156772378648,0.036178313241439476,0.18041443289652417,0.17484566410423016,0.20461602305243656,9.539482656512013e+64,0.18041443289652417,1.9982867080879831e+65,1.406538245611929e+67,1.0443384424367818e+65,0.006782241923582933,0.00334325100125259,0.0017468314258669865,0.0,0.0,3.5323758210993154e+49,9.511893098049492e+48,0.0,0.0,4.4835651309042645e+49,4.734276378808468e+49,2.5071124790420394e+48,1.3353515858249311e+47,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.19964466495559235,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,1,0,1,-1.7320508075688772,7.0,0.1210051431909678,0.5727156772378648,0.06930154253187994,0.01641550019411414,0.017741188099224064,0.010654126980250913,8.679758979678525e+63,0.01641550019411414,3.827827747724472e+65,2.6943011245571405e+67,3.7410301579276864e+65,0.0003221525203908011,0.00033923200314983604,9.095555444116045e-05,0.0,0.0,3.5842206439798025e+48,4.952736123857763e+47,0.0,0.0,4.079494256365579e+48,4.3076107364366896e+48,2.281164800711107e+47,1.2150061314048062e+46,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.018165215408304056,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,2,0,2,-1.7320508075688772,8.0,0.0681481967856101,0.5727156772378648,0.039029540674609974,0.007600954891671663,0.008346749439337461,0.004359769154512293,4.01903418689453e+63,0.007600954891671663,2.155772488130218e+65,1.5173880910684788e+67,2.115582146261273e+65,0.0002648652780755977,0.00015959948771525942,3.721986995454375e-05,0.0,0.0,1.686278928067315e+48,2.0267062916801582e+47,0.0,0.0,1.888949557235331e+48,1.9945755238256836e+48,1.056259665903525e+47,5.62590642301826e+45,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.008411134676573848,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,3,0,3,-1.7320508075688772,9.0,0.0339159297807176,0.5727156772378648,0.019424184693515548,0.00371471563443972,0.00411986479316737,0.0019539576900431768,1.9641702052150195e+63,0.00371471563443972,1.0728828021765943e+65,7.551722624250346e+66,1.053241100124444e+65,0.0002600956500848707,7.877657227216803e-05,1.6681170158933166e-05,0.0,0.0,8.323289488555672e+47,9.083275292199118e+46,0.0,0.0,9.231617017775584e+47,9.747829039933366e+47,5.162120221577819e+46,2.7494759336592477e+45,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.0041106642430784514,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,4,0,4,-1.7320508075688772,12.0,0.0034028936270405,0.5727156772378648,0.0019488905281789144,0.000398918141520264,0.0004486599838250657,0.00018274258710926543,2.1092950443622067e+62,0.000398918141520264,1.0764576037551994e+64,7.57688465490606e+65,1.0553646533115773e+64,0.0002783855292024844,8.578896982260547e-06,1.5600952908995502e-06,0.0,0.0,9.064197770518969e+46,8.495072512473167e+45,0.0,0.0,9.913705021766286e+46,1.0468057927276532e+47,5.5435290551024564e+45,2.952623935574733e+44,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.000441438511486489,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,5,0,5,-1.7320508075688772,15.0,8.832546836890543e-05,0.5727156772378648,5.058538043424929e-05,1.01420228498465e-05,1.1433616721495e-05,4.528820597172597e-06,5.36263366099704e+60,1.01420228498465e-05,2.794052134789696e+62,1.96665532123548e+64,2.7404257981797257e+62,0.0002726778608886157,2.186239547197996e-07,3.8663082310164076e-08,0.0,0.0,2.3099132289977457e+45,2.105292476020364e+44,0.0,0.0,2.520442476599782e+45,2.6613801590310063e+45,1.4093768243122418e+44,7.506697817121333e+42,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,1.122305306355884e-05,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,6,1,0,0.0,6.0,0.1407927291833922,1.0314707763860589,0.14522358568030572,0.21202672414465992,0.20973951642091407,0.22196681431470505,1.121099473707354e+65,0.2120267241446599,8.021334743528932e+65,3.134891613405384e+67,6.900235269821578e+65,0.00357619851644415,0.004010461751333128,0.0018949572030590382,0.0,0.0,4.2373301066970803e+49,1.0318471533067628e+49,0.0,0.0,5.269177260003843e+49,5.563818236038374e+49,2.946409760345304e+48,1.5693324407489328e+47,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.23462648538640254,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,7,1,1,0.0,7.0,0.2696961918751432,1.0314707763860589,0.27818374042181754,0.14758822482165926,0.1539364024299942,0.11999936300242547,7.803784255991965e+64,0.14758822482165926,1.5365306480192269e+66,6.005056759539585e+67,1.4584928054593073e+66,0.0012995354696015047,0.0029434417730056163,0.0010244488933446743,0.0,0.0,3.1099497303323163e+49,5.578356453641935e+48,0.0,0.0,3.66778537569651e+49,3.8728799871804304e+49,2.0509461148392063e+48,1.0923858302274779e+47,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.16331953726124798,False,0.0
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95,8,1,2,0.0,8.0,0.1518886608582504,1.0314707763860589,0.15666871493969836,0.06474106115050486,0.06873303283841382,0.047392152207029255,3.4232085542936806e+64,0.06474106115050486,8.653499364327135e+65,3.381953683671262e+67,8.311178508897767e+65,0.0010121985321152106,0.0013142549575559913,0.00040459246338442773,0.0,0.0,1.3886012247035424e+49,2.2030976790328372e+48,0.0,0.0,1.608910992606826e+49,1.698877809402436e+49,8.996681679560984e+47,4.79186045635826e+46,1.0565691357830649e+52,5.445226687130702e+51,4.778230692332256e+65,0.07164175977913724,False,0.0
