interval_index,node_index,fraction,z_snapshot,H_nuclei_relative_residual,He_nuclei_relative_residual,xHII_relative_residual,xHeI_relative_residual,xHeII_relative_residual,xHeIII_relative_residual,U_relative_residual,minimum_species,minimum_temperature_K,thermal_normalization_factor
3,4,0.1464466094067262,5.685355339059328,1.3547519421514314e-16,2.1435948451763156e-16,1.1103640184867912e-16,9.049922439580834e-14,2.2260672617168014e-16,7.69115235147504e-14,0.0,7.068404263594558e-154,2091.6882216652302,0.8137584175176347
3,5,0.2222148834901988,5.67777851165098,0.0,0.0,2.220698653119239e-16,7.860953774611225e-13,1.1130173957409379e-16,5.362192932848181e-14,0.0,6.681943015965327e-154,2096.948135697951,0.8163765909811471
3,6,0.3086582838174551,5.669134171618254,2.709503884302863e-16,4.2871896903526313e-16,1.1103367413456467e-16,1.5053126599298803e-12,1.1129997578759617e-16,2.601999208661531e-14,1.4883026893800986e-16,6.292793141381422e-154,2102.978306711794,0.8193778057591625
3,7,0.4024548389919358,5.659754516100806,2.709503884302863e-16,0.0,1.1103262915324977e-16,2.0400447494790165e-12,3.3389445709594024e-16,5.899345679692728e-14,0.0,5.923086566043272e-154,2109.570213133386,0.8226514415774712
3,8,0.4999999999999999,5.65,5.419007768605726e-16,4.2871896903526313e-16,1.1103177669953517e-16,1.7717821064234373e-12,1.1129633970196186e-16,2.6262780830638538e-14,0.0,5.586819442636728e-154,2116.4902075867776,0.8260749125502409
3,9,0.5975451610080641,5.640245483899194,2.709503884302863e-16,2.1435948451763156e-16,2.2206217925763047e-16,7.741275725841946e-13,0.0,9.345642749875241e-15,0.0,5.291324324798328e-154,2123.484019188987,0.829517875000012
3,10,0.6913417161825448,5.630865828381745,1.3547519421514314e-16,0.0,0.0,1.5783896576901113e-12,3.3387894305423095e-16,2.0617761526441656e-14,1.4738901888705447e-16,5.039298557511712e-154,2130.2848251909077,0.8328470268728776
3,11,0.777785116509801,5.62222148834902,0.0,2.1435948451763156e-16,3.3309033590992004e-16,3.2298343916810865e-12,1.112915327108538e-16,4.714060199234961e-14,0.0,4.830643154604839e-154,2136.6238951711985,0.83593135475415
3,12,0.8535533905932737,5.614644660940672,5.419007768605726e-16,4.2871896903526313e-16,1.1102978170327234e-16,1.781370969551816e-12,3.3387087735217755e-16,1.1467023821435398e-13,0.0,4.663838422818756e-154,2142.2424937906153,0.8386476184128167
3,13,0.9157348061512728,5.608426519384873,1.3547519421514314e-16,2.1435948451763156e-16,1.1102953771654396e-16,2.4974209697939516e-12,0.0,1.5075361746456302e-14,1.4655808468480085e-16,4.536862466427143e-154,2146.902837208795,0.8408857992653899
