interval_index,node_index,fraction,z_eval,group,global_kappa_cMpc_inv,global_current_s_inv_cMpc3,incident_flux_s_inv_cMpc2,q_sum_residual,kappa_moment_relative_residual,current_moment_relative_residual,common_flux_relative_residual,negative_measure_count,zero_support_nonzero_allocation_count,differential_vs_finite_TV,tau_min,tau_max,tau_weighted_mean,proper_cell_length_cm
0,14,0.9619397662556434,5.903806023374436,G2b,0.0009325843825872,3.38633426461706e+48,3.631129072977399e+51,0.0,2.168404344971009e-19,0.0,1.8303232535534675e-16,0,0,2.0096672781662312e-05,2.2625991159761748e-09,0.006841000946855114,2.7065544779385227e-06,1.3145679742125917e+21
0,14,0.9619397662556434,5.903806023374436,G3,1.919865123009304,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.009093923043556015,3.185518660124979e-05,1.464069213486973,0.005571849199648687,1.3145679742125917e+21
0,15,0.9903926402016152,5.900960735979838,G1,0.0447582246709206,3.822172900297469e+50,8.539598986330511e+51,0.0,0.0,2.1735476626421483e-16,1.556546153879866e-16,0,0,0.0002533153491662427,3.885349194699419e-09,0.08850296250109928,1.933586462782344e-05,1.3151099746425997e+21
0,15,0.9903926402016152,5.900960735979838,G2a,0.022180959580619,1.2657859251257855e+50,5.7066328466320634e+51,0.0,3.469446951953614e-18,1.6408135863949826e-16,1.1646342348530435e-16,0,0,6.245566606890957e-05,5.224450239355006e-09,0.02174761667128934,7.388186353144094e-06,1.3151099746425997e+21
0,15,0.9903926402016152,5.900960735979838,G2b,0.0009336150187865,3.4435745932830615e+48,3.68843101705773e+51,0.0,0.0,0.0,1.8018881058608548e-16,0,0,2.0184637218579696e-05,2.2539626360214103e-09,0.006873452604544312,2.707312672293605e-06,1.3151099746425997e+21
0,15,0.9903926402016152,5.900960735979838,G3,1.919873771457406,0.0,0.0,0.0,1.1565583541280103e-16,0.0,0.0,0,0,0.009093156226255152,3.1820892718012466e-05,1.4635595357054314,0.0055672825373258,1.3151099746425997e+21
0,16,1.0,5.9,G1,0.0448539729557437,3.8185934547907255e+50,8.513389568764481e+51,0.0,0.0,2.1755850870254578e-16,1.561338154501747e-16,0,0,0.00025396427898531865,3.893435520274702e-09,0.088718262919705,1.9379618634091022e-05,1.3152930867397132e+21
0,16,1.0,5.9,G2a,0.0222225076467439,1.269145953191621e+50,5.71108343561569e+51,0.0,3.469446951953614e-18,0.0,1.1637266472903638e-16,0,0,6.257160009878912e-05,5.218872050550522e-09,0.021788028662714908,7.392197692150215e-06,1.3152930867397132e+21
0,16,1.0,5.9,G2b,0.0009339841313215,3.4629729597743835e+48,3.707742823076235e+51,0.0,1.0842021724855044e-19,1.8742193914189238e-16,1.7925029582851216e-16,0,0,2.021458170215185e-05,2.2511316520740995e-09,0.006884461387009539,2.7076289737837313e-06,1.3152930867397132e+21
0,16,1.0,5.9,G3,1.9198766908780656,0.0,0.0,0.0,1.1565565954315434e-16,0.0,0.0,0,0,0.009092897115551845,3.180931722996125e-05,1.4633875013805688,0.0055657409799581056,1.3152930867397132e+21
1,0,0.0,5.9,G1,0.0428145642480502,3.5925250257910108e+50,8.390894754825437e+51,0.0,0.0,1.1562445513968994e-16,1.584131412231697e-16,0,0,0.00025396541277946695,3.8934343902200046e-09,0.08871823720030668,1.9379618634097358e-05,1.3152930867397132e+21
1,0,0.0,5.9,G2a,0.0207790043824025,1.1696313669035062e+50,5.6289095732327465e+51,0.0,3.469446951953614e-18,1.7757036979201288e-16,1.180715357469782e-16,0,0,6.257183907176997e-05,5.2188714254244556e-09,0.021788023011493803,7.392197692151948e-06,1.3152930867397132e+21
1,0,0.0,5.9,G2b,0.0009073002515798,3.3156326005419006e+48,3.6543940054779984e+51,0.0,0.0,1.957506109726319e-16,1.8186708846834532e-16,0,0,2.02146543900973e-05,2.251131405452135e-09,0.006884459695315555,2.7076289737843026e-06,1.3152930867397132e+21
1,0,0.0,5.9,G3,1.8650259102060145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.009092897427109024,3.1809317195146003e-05,1.463387499725062,0.005565740979958107,1.3152930867397132e+21
1,1,0.0096073597983847,5.899039264020162,G1,0.0430694353903767,3.5931547564964397e+50,8.342702252603207e+51,0.0,6.938893903907228e-18,0.0,1.5932823149359689e-16,0,0,0.0002485406958104778,3.808172789433774e-09,0.08680831733278632,1.8958704188269664e-05,1.3154762498359217e+21
1,1,0.0096073597983847,5.899039264020162,G2a,0.0208988896345794,1.1762351490565123e+50,5.6282183868290694e+51,0.0,0.0,0.0,1.1808603579558337e-16,0,0,6.122884588353566e-05,5.103586937618891e-09,0.021317970343797274,7.230695644513005e-06,1.3154762498359217e+21
1,1,0.0096073597983847,5.899039264020162,G2b,0.0008876961902061,3.258832588769228e+48,3.671112509802044e+51,0.0,0.0,1.9916245760939104e-16,1.8103885296838687e-16,0,0,1.9779959334288822e-05,2.2013782661868194e-09,0.006735793554032654,2.648387498789821e-06,1.3154762498359217e+21
1,1,0.0096073597983847,5.899039264020162,G3,1.8650252071026767,0.0,0.0,0.0,1.1905716023537203e-16,0.0,0.0,0,0,0.009092580984755988,3.179773815158835e-05,1.4631749778715757,0.0055641890749445816,1.3154762498359217e+21
