interval_index,node_index,fraction,z_eval,group,macro_index,q_macro,kappa_macro_cMpc_inv,current_macro_s_inv_cMpc3,tau_weighted_macro
0,15,0.9903926402016152,5.900960735979838,G3,13,0.0707049719822234,0.13574462122030145,0.0,0.0003936345558187424
0,15,0.9903926402016152,5.900960735979838,G3,14,0.039819930106287246,0.07644923939232799,0.0,0.00022168880151826685
0,15,0.9903926402016152,5.900960735979838,G3,15,0.0198175449543676,0.0380471847725684,0.0,0.00011032987195711976
0,15,0.9903926402016152,5.900960735979838,G3,16,0.001988357620292847,0.003817395643477702,0.0,1.1069748657415052e-05
0,15,0.9903926402016152,5.900960735979838,G3,17,5.160978782930257e-05,9.908427800395964e-05,0.0,2.8732627053716584e-07
0,16,1.0,5.9,G1,0,0.02628192096694553,0.001178848572276368,1.0035997138370534e+49,5.093336053107252e-07
0,16,1.0,5.9,G1,1,0.050344460548924504,0.0022581490719329653,1.92245027537093e+49,9.756564457771982e-07
0,16,1.0,5.9,G1,2,0.028353209740340883,0.0012717541029017786,1.0826938113677433e+49,5.494743918202014e-07
0,16,1.0,5.9,G1,3,0.014110798465241454,0.0006329253727438899,5.388340266124203e+48,2.7346189287889636e-07
0,16,1.0,5.9,G1,4,0.0014157815068104864,6.350342541771963e-05,5.406293995320274e+47,2.7437305671185973e-08
0,16,1.0,5.9,G1,5,3.674800872509983e-05,1.648294189533061e-06,1.4032570559425868e+46,7.121623946546842e-10
0,16,1.0,5.9,G1,6,0.1381861176035627,0.00619819638184942,5.27676604223906e+49,2.6779942596826984e-06
