interval_index,node_index,fraction,z_snapshot,H_nuclei_relative_residual,He_nuclei_relative_residual,xHII_relative_residual,xHeI_relative_residual,xHeII_relative_residual,xHeIII_relative_residual,U_relative_residual,minimum_species,minimum_temperature_K,thermal_normalization_factor
2,11,0.777785116509801,5.72222148834902,2.709503884302863e-16,2.1435948451763156e-16,1.1103888178506109e-16,5.343994482331048e-13,1.1130945166993475e-16,6.038169432594994e-14,1.5102042768382528e-16,7.775536423050973e-154,2126.246841243643,0.8378682786192113
2,12,0.8535533905932737,5.714644660940673,2.709503884302863e-16,0.0,0.0,1.2243214143028284e-12,3.3392577704923093e-16,5.884476291334387e-14,1.5069683342680767e-16,7.87807932131517e-154,2132.2628237963922,0.8405494770744858
2,13,0.9157348061512728,5.708426519384873,2.709503884302863e-16,2.1435948451763156e-16,1.1103994431972687e-16,3.9130436188858866e-12,2.226157895543131e-16,6.523319589833857e-14,0.0,7.965287700889347e-154,2137.2414105169228,0.8427586285137644
2,14,0.9619397662556434,5.703806023374436,2.709503884302863e-16,2.1435948451763156e-16,2.2208065929070743e-16,4.0205365861980234e-14,1.1130738110640178e-16,8.528472815094482e-15,1.5022776402194452e-16,8.031986223457418e-154,2140.9649796379795,0.8444053073069246
2,15,0.9903926402016152,5.700960735979839,2.709503884302863e-16,4.2871896903526313e-16,1.1104057505404308e-16,1.405154837082366e-12,2.2261413368054073e-16,4.128000625709068e-14,0.0,8.073902039065065e-154,2143.2681228842557,0.8454215109377137
2,16,1.0,5.7,1.3547519421514314e-16,4.2871896903526313e-16,2.2208131875208053e-16,7.198528315771857e-13,3.3392088325870034e-16,3.061894333588342e-14,0.0,8.088204674021941e-154,2144.0475550683404,0.8457650176480493
3,0,0.0,5.7,1.3547519421514314e-16,4.2871896903526313e-16,1.110406593760403e-16,1.0140535540468333e-12,2.2261392217246694e-16,5.874564709791242e-14,0.0,8.088202689928663e-154,2081.5345630320717,0.8087307050726549
3,1,0.0096073597983847,5.699039264020162,2.709503884302863e-16,4.2871896903526313e-16,1.110404133813545e-16,5.333988999459181e-13,4.452262749391066e-16,4.345632034760318e-14,1.5002098492468606e-16,7.92791976191127e-154,2082.2016322617005,0.8090592485564753
3,2,0.0380602337443566,5.6961939766255645,2.709503884302863e-16,4.2871896903526313e-16,0.0,2.201116705975097e-12,2.226116547335922e-16,3.5668894046069974e-14,0.0,7.704657840720136e-154,2084.17653371874,0.8100332677629227
3,3,0.0842651938487273,5.691573480615127,4.0642558264542945e-16,2.1435948451763156e-16,1.1103800939087086e-16,6.944003664855614e-13,2.2260951344391977e-16,4.4328243032711764e-14,0.0,7.42157249272235e-154,2087.3797400792837,0.811618397169036
