interval_index,node_index,fraction,group,component,owner_total_s_inv_cMpc3,allocation_sum_relative_residual,minimum_allocation,negative_allocation_count,zero_support_nonzero_allocation_count,support_count,allocation_sha256
2,11,0.777785116509801,G1,EFFECTIVE_HI_SUBGRID,3.2954721360241244e+50,0.0,7.994377836048243e-166,0,0,46080,68c41d206f414b36198fdee614e7ea731c7ea63799eef5ff2bb6511d5d454633
2,11,0.777785116509801,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G2a,EFFECTIVE_HI_SUBGRID,1.715266386066779e+50,0.0,4.016893323298209e-166,0,0,46080,3565d0297b42752618356a7f748f08076627d50f7d465984ae4947507a8d50b3
2,11,0.777785116509801,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G2a,EXPLICIT_HEI_ATOMIC,4.125995564255211e+48,0.0,6.327223428273518e-167,0,0,46080,1aeaa685b6803c83a168461d89e7021546829cf2da238e345663be43c0b15014
2,11,0.777785116509801,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G2b,EXPLICIT_HI_ATOMIC,5.5126317387934355e+48,0.0,1.2780262288354636e-167,0,0,46080,a70f0870362eda33b21d9ba2f4091406cf5d765f5571dc2874d0b93c69d976f9
2,11,0.777785116509801,G2b,EXPLICIT_HEI_ATOMIC,3.90736737460564e+48,0.0,5.991956610340937e-167,0,0,46080,b5debe87efe0d6a1951bbb3a611b239ee3fb5da592d1728b124c56d0c07bfb5e
2,11,0.777785116509801,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,11,0.777785116509801,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G1,EFFECTIVE_HI_SUBGRID,3.2943972788283086e+50,0.0,7.991971296835473e-166,0,0,46080,d4454c329d8a46e9d10a3d5ec00ceac041ff0d776a32ca7b8346f7b2a28b1fb1
2,12,0.8535533905932737,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G2a,EFFECTIVE_HI_SUBGRID,1.7197719924451646e+50,0.0,4.022807323206221e-166,0,0,46080,e163eb9462f6b696be1f78ce76595f5ea852f9d023ccc60ae348c2d52f874227
2,12,0.8535533905932737,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G2a,EXPLICIT_HEI_ATOMIC,4.0172757076946256e+48,0.0,6.15408254377853e-167,0,0,46080,e012fe51eb51aa55c99bc76e34ff3f0ee08bb9a2841471aaa7d2ca7d90f03eea
2,12,0.8535533905932737,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G2b,EXPLICIT_HI_ATOMIC,5.806806676174473e+48,0.0,1.3441845728288246e-167,0,0,46080,0a7c8fd0df006d9c46e3f6d39a144275dba1610407bec7feef462ae5728cd6b6
2,12,0.8535533905932737,G2b,EXPLICIT_HEI_ATOMIC,4.036222828746518e+48,0.0,6.183107722881118e-167,0,0,46080,721bb793299afb544a452b63cb0ba6125ffe4bda17dec16a215c8711d332b798
2,12,0.8535533905932737,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,12,0.8535533905932737,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G1,EFFECTIVE_HI_SUBGRID,3.2936743887987776e+50,0.0,7.990927006958787e-166,0,0,46080,7602f9ddf75529a6016590d3bd2d43c402d9b5eb1d8cfe8bbdb7d8f500899d1d
2,13,0.9157348061512728,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G2a,EFFECTIVE_HI_SUBGRID,1.723560907513846e+50,0.0,4.027921465382189e-166,0,0,46080,a1f13d55feffb53ddbb34b9ab3de1f69898101101dea2ade96772be4138ae81e
2,13,0.9157348061512728,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G2a,EXPLICIT_HEI_ATOMIC,3.925899717944594e+48,0.0,6.008947478674063e-167,0,0,46080,93114a7cb55896620317fc6cd0602ba7c63178e12ad3b221d2fc08d7421cd283
2,13,0.9157348061512728,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G2b,EXPLICIT_HI_ATOMIC,6.06178362370421e+48,0.0,1.4014568827615887e-167,0,0,46080,75ad4e15dfedeb3b48b4c27ec24d3f20826391ddb82ac9f1b2a151e5dddae9be
2,13,0.9157348061512728,G2b,EXPLICIT_HEI_ATOMIC,4.144275735776141e+48,0.0,6.343191885313864e-167,0,0,46080,c1666a3107241e8bc30a145c60e63bcc5be40370667f507a8ec53f5cea697385
2,13,0.9157348061512728,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,13,0.9157348061512728,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G1,EFFECTIVE_HI_SUBGRID,3.293229425114014e+50,0.0,7.990720169436107e-166,0,0,46080,f72333951d05fef8dbe1c0db38bff0336c7031678640f553591bf7c70ddf6932
2,14,0.9619397662556434,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G2a,EFFECTIVE_HI_SUBGRID,1.726430626757053e+50,0.0,4.031879777246859e-166,0,0,46080,9eb85f8dc82f934947c2960954b079ebdd545ff9c5cb5ef54b3f3218f2a1e2d0
2,14,0.9619397662556434,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G2a,EXPLICIT_HEI_ATOMIC,3.8566802154400334e+48,0.0,5.899232661933978e-167,0,0,46080,721fc86d9d0a4f11d02b8e1f26594250ad6e580c6e1980b8a052494d1a9170fb
2,14,0.9619397662556434,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G2b,EXPLICIT_HI_ATOMIC,6.25983381146484e+48,0.0,1.4459008300944454e-167,0,0,46080,2e82967cb8fbdb08ea6d1d67bc44a3c8498cbcc2b036093ae2a40bb4efb5496d
2,14,0.9619397662556434,G2b,EXPLICIT_HEI_ATOMIC,4.225983160047943e+48,0.0,6.464123674742724e-167,0,0,46080,0eb0a22b1bfea20d288ee34edf78cf5fcd16a8b415cfec0f69a574e18f121b3c
2,14,0.9619397662556434,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,14,0.9619397662556434,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G1,EFFECTIVE_HI_SUBGRID,3.292994042822661e+50,0.0,7.990842638266588e-166,0,0,46080,26675509d0ba780bab034743310641007b7d17d85251369a0058d93053eaf7d2
2,15,0.9903926402016152,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G2a,EFFECTIVE_HI_SUBGRID,1.7282208013734837e+50,0.0,4.0343855917876483e-166,0,0,46080,1869fa55c964861d316829bc5089f09a5b2345316647a44bb8b10edc7d9d6264
2,15,0.9903926402016152,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G2a,EXPLICIT_HEI_ATOMIC,3.8134729873884604e+48,0.0,5.8308460169051745e-167,0,0,46080,842b46b8a3e15dc20d7c5e633e719ed087c201aa52e0fabb345cf26a3d1dca18
2,15,0.9903926402016152,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
2,15,0.9903926402016152,G2b,EXPLICIT_HI_ATOMIC,6.385667823155915e+48,0.0,1.4741212047007776e-167,0,0,46080,a090496ac8e75561326b2866b52d276cecf26c6effd926321902c067d46af1c4
2,15,0.9903926402016152,G2b,EXPLICIT_HEI_ATOMIC,4.276923446223882e+48,0.0,6.539467336859504e-167,0,0,46080,4559251f0d5719cd69668567b3677d9f908055f2d6eac026193b832b63b8e35e
