interval_index,node_index,fraction,z_mid,thermal_photoheat_erg_cm-3_s-1,thermal_photoheat_H_erg_cm-3_s-1,thermal_photoheat_HeI_erg_cm-3_s-1,thermal_photoheat_HeII_erg_cm-3_s-1,thermal_threshold_H_erg_cm-3_s-1,thermal_threshold_HeI_erg_cm-3_s-1,thermal_threshold_HeII_erg_cm-3_s-1,thermal_recombination_cooling_erg_cm-3_s-1,thermal_excitation_cooling_erg_cm-3_s-1,thermal_collisional_ionization_cooling_erg_cm-3_s-1,thermal_free_free_cooling_erg_cm-3_s-1,thermal_cooling_total_erg_cm-3_s-1,thermal_expansion_work_erg_cm-3_s-1,thermal_thermal_rhs_erg_cm-3_s-1
4,3,0.0842651938487273,5.55,5.9858915997012756e-33,4.777208630691397e-33,1.2086829690098794e-33,0.0,1.0356834962582219e-32,2.5744737732569496e-33,0.0,8.234678148273996e-34,4.569635105096941e-35,1.0325539177275192e-36,7.399197050428371e-34,1.610116424838934e-33,1.5003380078514743e-32,-1.06276049036524e-32
4,4,0.1464466094067262,5.55,6.053407206121232e-33,4.835776624865216e-33,1.2176305812560167e-33,0.0,1.0366242707785316e-32,2.581556853400033e-33,0.0,8.234181729686232e-34,4.61693404301994e-35,1.0387723098031775e-36,7.3936528625973735e-34,1.6099915719683632e-33,1.4983283404052609e-32,-1.053986776989974e-32
4,5,0.2222148834901988,5.55,6.13551453341874e-33,4.906748528759684e-33,1.228766004659056e-33,0.0,1.0377866300683155e-32,2.5899481389614246e-33,0.0,8.233578588901902e-34,4.6740751288104306e-35,1.0461775392812875e-36,7.386954458276702e-34,1.6098402335452462e-33,1.49590203331784e-32,-1.0433346033304905e-32
4,6,0.3086582838174551,5.55,6.228756361919739e-33,4.987015166651464e-33,1.241741195268275e-33,0.0,1.0391275577469991e-32,2.5992035558088762e-33,0.0,8.232892964682498e-34,4.738213505176503e-35,1.0543127202910808e-36,7.37938888328342e-34,1.6096646325686478e-33,1.493163890606805e-32,-1.0312547176716959e-32
4,7,0.4024548389919358,5.55,6.329154040528504e-33,5.073062285146089e-33,1.2560917553824145e-33,0.0,1.0406002929767775e-32,2.6088722936462e-33,0.0,8.232152215790658e-34,4.806043549381273e-35,1.0626605775037792e-36,7.371271678279772e-34,1.6094654854783595e-33,1.4902287529255042e-32,-1.01825989742049e-32
4,8,0.4999999999999999,5.55,6.432413221783109e-33,5.161163401620916e-33,1.2712498201621929e-33,0.0,1.0421510880811927e-32,2.618526625308463e-33,0.0,8.231385604997922e-34,4.874061640897277e-35,1.0706976288490964e-36,7.362930846205468e-34,1.609242959158161e-33,1.4872155754977608e-32,-1.004898549235266e-32
4,9,0.5975451610080641,5.55,6.534201276223136e-33,5.2476243352823386e-33,1.286576940940796e-33,0.0,1.0437207266112076e-32,2.6277858101932208e-33,0.0,8.230623017048867e-34,4.938928991470786e-35,1.0779650441564262e-36,7.354691781360118e-34,1.6089987347997627e-33,1.4842419301142106e-32,-9.917216759718732e-33
4,10,0.6913417161825448,5.55,6.630428959586135e-33,5.329019014407701e-33,1.3014099451784339e-33,0.0,1.0452468165621403e-32,2.6363300104452197e-33,0.0,8.22989370372343e-34,4.997827992510502e-35,1.0841325639277983e-36,7.346864165443067e-34,1.6087381994056828e-33,1.4814192939560897e-32,-9.792502179380444e-33
4,11,0.777785116509801,5.55,6.71748300407847e-33,5.402373011581034e-33,1.3151099924974357e-33,0.0,1.0466667606954476e-32,2.6439044480144098e-33,0.0,8.22922513765231e-34,5.048713570903519e-35,1.0890358213846436e-36,7.339731387429902e-34,1.6084718240386408e-33,1.4788493119980731e-32,-9.679481939940904e-33
4,12,0.8535533905932737,5.55,6.7923716746966e-33,5.465266811677548e-33,1.327104863019052e-33,0.0,1.0479210762184062e-32,2.650315868188084e-33,0.0,8.228642032252452e-34,5.090393777778745e-35,1.0926760191274477e-36,7.333542578746757e-34,1.6082150748968357e-33,1.476621043365886e-32,-9.582053833859096e-33
4,13,0.9157348061512728,5.55,6.852773862841817e-33,5.515856043097209e-33,1.3369178197446097e-33,0.0,1.0489566254636563e-32,2.6554243688934067e-33,0.0,8.228165553132925e-34,5.122432335476702e-35,1.095183701850454e-36,7.328506991926142e-34,1.607986761562524e-33,1.4748090698340317e-32,-9.503303597061024e-33
4,14,0.9619397662556434,5.55,6.897009797448429e-33,5.552828349932936e-33,1.3441814475154934e-33,0.0,1.0497293813157849e-32,2.659133637392188e-33,0.0,8.22781271803863e-34,5.144920498233301e-35,1.096758938626027e-36,7.324790257364605e-34,1.6078062614612827e-33,1.473472278617554e-32,-9.445519250188394e-33
4,15,0.9903926402016152,5.55,6.923967373385558e-33,5.575327934958336e-33,1.348639438427223e-33,0.0,1.0502065245357647e-32,2.661381902485372e-33,0.0,8.227595965456267e-34,5.158194682864072e-35,1.097604686683407e-36,7.32251202257675e-34,1.6076903503186258e-33,1.4726531261894867e-32,-9.410254238827936e-33
4,16,1.0,5.55,6.933020340724364e-33,5.5828785048926224e-33,1.3501418358317413e-33,0.0,1.0503678453697907e-32,2.6621349643122218e-33,0.0,8.227522867359406e-34,5.162576632541906e-35,1.097868684576053e-36,7.321744556252101e-34,1.6076503773711458e-33,1.472377222890288e-32,-9.398402265549662e-33
