interval_index,node_index,fraction,z_snapshot,H_nuclei_relative_residual,He_nuclei_relative_residual,xHII_relative_residual,xHeI_relative_residual,xHeII_relative_residual,xHeIII_relative_residual,U_relative_residual,minimum_species,minimum_temperature_K,thermal_normalization_factor
0,5,0.2222148834901988,5.97777851165098,2.709503884302863e-16,2.1435948451763156e-16,2.220566400107969e-16,2.367352816617015e-13,5.567408720971192e-16,1.1177296543624941e-13,0.0,7.294432836551428e-154,2075.103879650654,0.8228787012602403
0,6,0.3086582838174551,5.969134171618254,2.709503884302863e-16,0.0,1.110284827226907e-16,2.0819641943924507e-12,5.567316407160712e-16,6.575586708432987e-14,1.6041682241893787e-16,7.476428589796982e-154,2081.731096356969,0.8257706748609189
0,7,0.4024548389919358,5.959754516100807,2.709503884302863e-16,4.2871896903526313e-16,1.1102866172680316e-16,3.242280768565822e-13,2.226887996454764e-16,0.0,1.6009698518378147e-16,7.605335978947323e-154,2088.9931302334494,0.8289243308422259
0,8,0.4999999999999999,5.95,1.3547519421514314e-16,2.1435948451763156e-16,0.0,8.037480003808839e-13,0.0,5.185233316526199e-14,1.5975978398012426e-16,7.382560202159415e-154,2096.6262634719214,0.8322214491280808
0,9,0.5975451610080641,5.940245483899194,1.3547519421514314e-16,0.0,3.3308712252557643e-16,8.23172420793021e-13,3.3402175860020294e-16,1.102230115735017e-15,1.5941795533873834e-16,7.193574850291684e-154,2104.347732416213,0.83553645499125
0,10,0.6913417161825448,5.930865828381746,1.3547519421514314e-16,4.2871896903526313e-16,1.1102922563443297e-16,1.9488839643122178e-12,2.226776569677025e-16,3.0699220270722875e-14,1.5908494407695576e-16,7.038241381582428e-154,2111.8273860538393,0.8387410510787738
0,11,0.777785116509801,5.92222148834902,2.709503884302863e-16,2.1435948451763156e-16,0.0,5.115645631316507e-12,2.2267448830412887e-16,1.685066496955888e-14,1.5877433091347568e-16,6.914419627593316e-154,2118.769896238516,0.8417092645979006
0,12,0.8535533905932737,5.914644660940673,1.3547519421514314e-16,0.0,1.1102954754496094e-16,2.547217714899159e-13,1.1133588021998178e-16,3.8625055922272054e-14,0.0,6.819023127503955e-154,2124.9014056835526,0.8443227031464358
0,13,0.9157348061512728,5.908426519384873,4.0642558264542945e-16,4.2871896903526313e-16,0.0,1.4421682285623598e-12,3.340043292435555e-16,4.643905576676512e-14,0.0,6.748805372988562e-154,2129.965366441098,0.8464757601780625
0,14,0.9619397662556434,5.903806023374436,2.709503884302863e-16,2.1435948451763156e-16,0.0,5.111854059697903e-13,3.3400189369055475e-16,6.308739807281594e-14,0.0,6.700882720646314e-154,2133.7467665276854,0.8480804711743148
