history_provenance,interval_index,z_start,z_mid,z_end,dt_Myr,emission_rate,storage_rate,ionized_absorption_rate,threshold_redshift_loss_rate,front_absorption_rate,relative_photon_ledger_residual,absorption_G1_rate,absorption_G2a_rate,absorption_G2b_rate,absorption_G3_rate,Gamma12_min,Gamma12_max,raw_Gamma12_domain_min,raw_Gamma12_domain_max,N4_exact,Gamma_HeII_exact
CANONICAL_DIRECT_REEVOLVED,0,6.0,5.95,5.9,20.234839127531394,6.504132489017137e+50,-4.95927127469669e+48,5.098771926449397e+50,8.663715013166046e+48,1.368316125215811e+50,-5.0375110568438e-12,4.025238807587089e+50,1.048448257276587e+50,2.5084861585720686e+48,0.0,0.17702713255077143,0.23551442630090524,0.029999999999999995,30.000000000000004,0.0,0.0
CANONICAL_DIRECT_REEVOLVED,1,5.9,5.85,5.8,20.97848790965782,5.713180960773112e+50,-7.981601638566459e+49,4.8554569313174815e+50,5.1922980862324696e+48,1.603961214124674e+50,-2.9313312662123364e-10,3.3871854362323258e+50,1.4217149585071004e+50,4.6556536578055686e+48,0.0,0.0971466422760472,0.16949228280095383,0.029999999999999995,30.000000000000004,0.0,0.0
CANONICAL_DIRECT_REEVOLVED,2,5.8,5.75,5.7,21.760874661948566,6.4058801658846735e+50,-3.4088008776482724e+49,5.129170073756191e+50,2.925988419683502e+48,1.5883302956712947e+50,3.930721684703218e-12,3.3027178934803284e+50,1.7451331588529886e+50,8.131902142287459e+48,0.0,0.0625222345305537,0.09295211980273016,0.029999999999999995,30.000000000000004,0.0,0.0
CANONICAL_DIRECT_REEVOLVED,3,5.7,5.65,5.6,22.584624915615045,8.196861840976753e+50,2.344695777403277e+50,4.142739702853081e+50,4.603259649575317e+48,1.6633937647568673e+50,-6.493028202410865e-11,2.9585445802653814e+50,1.1100966570309916e+50,7.409846555670884e+48,0.0,0.05978677765986064,0.15786533218838356,0.029999999999999995,30.000000000000004,0.0,0.0
CANONICAL_DIRECT_REEVOLVED,4,5.6,5.55,5.5,23.45258417988467,5.1866226009630125e+50,-3.795351251827683e+49,4.6536369161663825e+50,5.373645287330209e+48,8.587843569587723e+49,2.8404481049088195e-11,3.2262755204750077e+50,1.3607238422858397e+50,6.663755340553535e+48,0.0,0.11424961314440871,0.15085072224723062,0.029999999999999995,30.000000000000004,0.0,0.0
