# z zre gamma density mfp_13.6eV mfp_14.48eV mfp_16.7eV mfp_20.05eV mfp_25.5eV mfp_39.5eV
5.930000 12.000000 3.000000 0.000000 271.564200 315.412100 433.812600 638.571400 1025.199000 1805.338000
5.940000 12.000000 3.000000 0.000000 268.469639 311.760645 428.683262 631.317691 1016.278146 1805.197260
5.950000 12.000000 3.000000 0.000000 267.307400 310.460700 427.035400 628.530500 1008.980000 1784.355000
5.960000 12.000000 3.000000 0.000000 266.520138 309.381944 424.943661 623.963390 998.507943 1763.241253
5.970000 12.000000 3.000000 0.000000 263.974600 306.631300 421.869800 621.055700 997.346700 1769.006000
5.980000 12.000000 3.000000 0.000000 261.821837 304.177644 418.616560 616.606388 990.838142 1755.393251
5.990000 12.000000 3.000000 0.000000 261.507337 303.835343 418.122360 615.966688 991.426142 1762.455252
6.010000 12.000000 3.000000 0.000000 259.199300 301.265400 415.010300 612.442600 988.861600 1768.240000
6.020000 12.000000 3.000000 0.000000 258.051637 299.834643 412.782459 608.814787 982.146840 1755.721250
6.030000 12.000000 3.000000 0.000000 256.646500 298.039900 409.719100 602.968600 971.252500 1742.922000
6.040000 12.000000 3.000000 0.000000 255.266900 296.540800 408.069500 601.718000 972.518200 1751.020000
6.050000 12.000000 3.000000 0.000000 252.205236 293.294642 404.541457 597.996985 967.196737 1736.766246
6.070000 12.000000 3.000000 0.000000 250.176135 290.833341 400.868457 592.281784 957.190235 1715.083243
6.080000 12.000000 3.000000 0.000000 249.539835 290.096341 399.784956 590.561783 955.947435 1725.974244
6.090000 12.000000 3.000000 0.000000 247.294400 287.512400 396.334500 585.819000 949.084900 1713.673000
6.100000 12.000000 3.000000 0.000000 246.952100 287.064200 395.603700 584.617400 947.312800 1711.026000
6.110000 12.000000 3.000000 0.000000 243.738534 283.292840 390.262655 576.560981 934.568731 1689.263237
6.130000 12.000000 3.000000 0.000000 244.696600 284.673000 392.936400 581.510600 942.904700 1699.630000
6.140000 12.000000 3.000000 0.000000 240.945334 280.189039 386.453254 571.912580 929.396530 1685.730236
6.150000 12.000000 3.000000 0.000000 240.843100 280.169300 386.691600 572.893200 932.382900 1694.643000
6.160000 12.000000 3.000000 0.000000 239.104033 278.155539 383.960354 568.845979 925.087029 1678.534234
6.170000 12.000000 3.000000 0.000000 237.508733 276.354939 381.608253 565.472379 920.050328 1676.714234
6.190000 12.000000 3.000000 0.000000 235.307600 273.807100 378.193500 560.839000 913.595200 1664.573000
6.200000 12.000000 3.000000 0.000000 233.842132 272.332038 376.829752 559.982778 914.131627 1667.732232
6.210000 12.000000 3.000000 0.000000 232.621300 270.805500 374.353900 555.705300 907.305200 1665.214000
6.220000 12.000000 3.000000 0.000000 230.906800 268.815600 371.696300 552.243500 903.549200 1664.166000
6.230000 12.000000 3.000000 0.000000 229.731432 267.451737 369.767551 548.950376 895.732924 1639.370226
6.250000 12.000000 3.000000 0.000000 227.627400 265.178700 367.109700 545.814900 891.775600 1631.985000
6.260000 12.000000 3.000000 0.000000 228.136031 265.909237 368.539051 548.918476 899.924524 1659.661229
6.270000 12.000000 3.000000 0.000000 225.677900 262.779000 363.469800 540.190500 884.087300 1627.237000
6.280000 12.000000 3.000000 0.000000 223.427800 260.113700 359.630700 534.390200 875.249900 1615.856000
6.290000 12.000000 3.000000 0.000000 222.197230 258.862335 358.523349 534.107673 877.687320 1625.993223
6.300000 12.000000 3.000000 0.000000 221.214300 257.718900 356.845700 531.347400 872.532300 1612.800000
6.310000 12.000000 3.000000 0.000000 220.002500 256.114100 354.079300 525.866300 860.240500 1589.538000
6.330000 12.000000 3.000000 0.000000 218.848400 255.009600 353.195200 525.958300 864.088100 1605.801000
6.340000 12.000000 3.000000 0.000000 217.429500 253.407700 351.149500 522.966000 857.827500 1583.638000
6.350000 12.000000 3.000000 0.000000 215.653500 251.488700 348.957600 520.946600 857.995300 1594.428000
6.370000 12.000000 3.000000 0.000000 212.500329 247.741034 343.573047 512.761470 844.700415 1573.602214
6.380000 12.000000 3.000000 0.000000 212.600600 247.700400 343.025300 510.787000 838.472000 1551.086000
6.390000 12.000000 3.000000 0.000000 211.162229 246.260733 341.717146 510.048669 839.788114 1560.214211
6.400000 12.000000 3.000000 0.000000 209.261328 243.816333 337.752446 503.316368 828.492112 1548.274209
6.420000 12.000000 3.000000 0.000000 207.514100 241.873500 335.323500 500.587700 826.398600 1545.165000
6.430000 12.000000 3.000000 0.000000 206.348028 240.592732 333.714645 497.977567 820.118310 1525.156205
6.440000 12.000000 3.000000 0.000000 205.301228 239.499932 332.554145 497.089067 821.526510 1539.683207
6.450000 12.000000 3.000000 0.000000 204.870127 238.903832 331.492444 495.077366 817.243010 1525.479205
6.470000 12.000000 3.000000 0.000000 201.206500 234.534500 325.147600 485.141000 800.250200 1499.047000
6.480000 12.000000 3.000000 0.000000 200.972800 234.531200 325.956200 488.137800 809.425400 1525.508000
6.500000 12.000000 3.000000 0.000000 198.955727 232.200031 322.769843 483.278964 800.680907 1507.602201
6.510000 12.000000 3.000000 0.000000 197.733826 230.734231 320.671643 480.253864 796.410906 1501.458200
6.520000 12.000000 3.000000 0.000000 197.780200 230.842800 320.924400 480.485500 795.285000 1492.978000
6.530000 12.000000 3.000000 0.000000 195.788426 228.518430 317.765342 476.503763 792.345405 1501.727199
6.540000 12.000000 3.000000 0.000000 193.706026 226.079130 314.345042 471.433362 784.301704 1487.139197
6.560000 12.000000 3.000000 0.000000 192.535125 224.768330 312.641841 468.637362 777.779003 1469.230194
6.570000 12.000000 3.000000 0.000000 190.417500 222.308300 309.225400 463.626600 770.570700 1461.159000
6.590000 12.000000 3.000000 0.000000 189.584800 221.462300 308.547900 463.842800 773.105400 1464.017000
6.600000 12.000000 3.000000 0.000000 188.049800 219.446600 304.993000 456.928500 759.113000 1440.223000
6.610000 12.000000 3.000000 0.000000 187.367800 218.759100 304.318200 456.149700 757.099300 1434.054000
6.620000 12.000000 3.000000 0.000000 186.030924 217.111128 301.851640 452.586259 752.796899 1431.651188
6.640000 12.000000 3.000000 0.000000 183.881000 214.699700 298.762900 448.176100 745.944500 1421.060000
6.650000 12.000000 3.000000 0.000000 182.895224 213.584128 297.329139 446.349458 742.668897 1408.654184
6.660000 12.000000 3.000000 0.000000 182.133300 212.734700 296.253900 445.053500 741.433600 1408.942000
6.680000 12.000000 3.000000 0.000000 180.751700 211.175300 294.313700 443.200500 743.202100 1430.884000
6.690000 12.000000 3.000000 0.000000 179.182300 209.219400 291.077600 436.447300 725.513500 1377.431000
6.700000 12.000000 3.000000 0.000000 177.833623 207.726927 289.300438 434.551956 724.082594 1381.437179
6.710000 12.000000 3.000000 0.000000 176.405900 206.036400 286.875200 431.028700 719.316500 1372.023000
6.730000 12.000000 3.000000 0.000000 175.056600 204.481400 284.835400 428.420700 716.958400 1381.063000
6.740000 12.000000 3.000000 0.000000 173.953500 203.187200 282.943900 425.175700 710.592900 1369.661000
6.750000 12.000000 3.000000 0.000000 172.879622 201.956226 281.335936 423.124055 708.546091 1371.447177
6.770000 12.000000 3.000000 0.000000 171.666900 200.450000 278.995600 419.184100 700.755900 1352.358000
6.780000 12.000000 3.000000 0.000000 170.611700 199.342400 277.802700 418.066400 700.621600 1355.879000
6.790000 12.000000 3.000000 0.000000 170.333922 199.085826 277.605036 417.797154 699.092290 1346.238173
6.800000 12.000000 3.000000 0.000000 168.996600 197.541400 275.542500 415.279400 697.808800 1354.839000
6.810000 12.000000 3.000000 0.000000 167.699821 196.017225 273.395535 411.948153 692.125189 1347.462172
6.820000 12.000000 3.000000 0.000000 166.848321 194.996125 271.935935 410.086952 690.635688 1350.278173
6.830000 12.000000 3.000000 0.000000 166.260900 194.417300 271.483500 410.318200 693.201000 1356.166000
6.850000 12.000000 3.000000 0.000000 165.202321 193.113325 269.342434 405.672552 681.483687 1329.298169
6.860000 12.000000 3.000000 0.000000 163.791800 191.528500 267.460000 404.313000 683.403300 1340.281000
6.870000 12.000000 3.000000 0.000000 163.030121 190.613324 266.078234 401.745651 677.968986 1328.886169
6.880000 12.000000 3.000000 0.000000 161.967300 189.444000 264.678700 400.331100 677.459800 1332.183000
6.900000 12.000000 3.000000 0.000000 161.144720 188.591024 263.828233 399.502251 676.227686 1329.073168
6.910000 12.000000 3.000000 0.000000 159.987000 187.105700 261.350100 395.083800 668.179100 1316.416000
6.920000 12.000000 3.000000 0.000000 158.668720 185.692723 259.732833 393.151550 665.293984 1308.264165
6.930000 12.000000 3.000000 0.000000 157.011800 183.760500 257.023000 388.946300 657.600200 1292.595000
6.940000 12.000000 3.000000 0.000000 156.983900 183.795700 257.339000 390.360400 663.384400 1318.509000
6.950000 12.000000 3.000000 0.000000 156.227620 182.835423 255.768532 387.666549 658.517983 1302.630164
6.970000 12.000000 3.000000 0.000000 155.467600 182.056400 255.027600 387.152300 658.641400 1307.975000
6.980000 12.000000 3.000000 0.000000 154.274119 180.748923 253.434932 385.144148 656.173282 1308.498164
6.990000 12.000000 3.000000 0.000000 152.825519 178.908022 250.471131 380.076748 646.565181 1282.361160
7.000000 12.000000 3.000000 0.000000 152.410500 178.497700 250.106700 379.798400 646.562200 1289.256000
7.020000 12.000000 3.000000 0.000000 150.605219 176.380822 247.109231 375.386047 640.541380 1284.720160
7.030000 12.000000 3.000000 0.000000 150.722919 176.591822 247.619331 376.421147 642.032780 1282.874160
7.040000 12.000000 3.000000 0.000000 149.211300 174.857100 245.301100 373.044900 636.296100 1271.466000
7.050000 12.000000 3.000000 0.000000 147.761318 173.171521 243.045430 370.364246 634.533679 1273.159158
7.060000 12.000000 3.000000 0.000000 147.975318 173.481121 243.576330 371.060146 635.355579 1277.906158
7.080000 12.000000 3.000000 0.000000 146.912118 172.155421 241.436930 367.018745 625.872077 1253.447155
7.090000 12.000000 3.000000 0.000000 145.512800 170.544900 239.346300 364.507200 624.433100 1260.792000
7.100000 12.000000 3.000000 0.000000 145.068118 170.023921 238.664129 363.821245 624.572677 1268.454157
7.110000 12.000000 3.000000 0.000000 144.254200 169.093900 237.375000 361.764200 620.748400 1256.435000
7.120000 12.000000 3.000000 0.000000 143.157318 167.920821 236.065929 360.221344 618.666376 1256.389154
7.140000 12.000000 3.000000 0.000000 141.714817 166.188320 233.497429 356.006344 609.659575 1226.888151
7.160000 12.000000 3.000000 0.000000 140.775117 165.185220 232.378428 355.158944 611.735575 1246.805153
7.170000 12.000000 3.000000 0.000000 140.990617 165.406820 232.573128 354.909443 609.211775 1235.097151
7.180000 12.000000 3.000000 0.000000 139.619517 163.821320 230.447628 352.009243 605.483574 1233.224151
7.190000 12.000000 3.000000 0.000000 138.064517 161.900620 227.529428 347.496042 598.680273 1221.832149
7.200000 12.000000 3.000000 0.000000 138.257617 162.232320 228.239828 348.870943 601.212673 1229.235150
7.210000 12.000000 3.000000 0.000000 136.384617 159.905419 224.577427 342.577442 589.746172 1211.116147
7.230000 12.000000 3.000000 0.000000 135.747000 159.286800 224.126900 342.675400 590.827900 1208.798000
7.240000 12.000000 3.000000 0.000000 135.023500 158.494600 223.196800 341.648800 589.398300 1201.786000
7.250000 12.000000 3.000000 0.000000 133.950716 157.291919 221.665327 339.826541 588.967071 1215.547147
7.260000 12.000000 3.000000 0.000000 133.500400 156.674900 220.525900 337.529500 583.510500 1198.497000
7.280000 12.000000 3.000000 0.000000 132.941800 156.195700 220.339900 338.088300 585.421200 1199.749000
7.290000 12.000000 3.000000 0.000000 131.674516 154.570919 217.629226 333.011040 575.404569 1182.551143
7.300000 12.000000 3.000000 0.000000 130.861316 153.625118 216.373926 331.366940 572.803369 1178.185142
7.310000 12.000000 3.000000 0.000000 130.427616 153.175118 215.934026 331.089140 573.467069 1183.056142
7.320000 12.000000 3.000000 0.000000 129.384300 151.948000 214.180400 328.578300 570.270100 1180.043000
7.330000 12.000000 3.000000 0.000000 129.162315 151.755218 214.139826 329.030539 572.969469 1198.564144
7.350000 12.000000 3.000000 0.000000 127.825600 150.170200 211.834200 325.186900 564.682400 1173.414000
7.370000 12.000000 3.000000 0.000000 126.458015 148.521718 209.383225 321.203038 557.356667 1156.860138
7.380000 12.000000 3.000000 0.000000 126.688815 148.934718 210.413125 323.707239 563.500567 1171.579140
7.390000 12.000000 3.000000 0.000000 126.175415 148.292118 209.350225 321.629738 558.989967 1163.702139
7.400000 12.000000 3.000000 0.000000 124.918115 146.788017 207.214025 318.670538 555.630766 1164.615139
7.410000 12.000000 3.000000 0.000000 123.827415 145.553117 205.538024 315.961938 549.753565 1142.774136
7.430000 12.000000 3.000000 0.000000 123.507515 145.066217 204.530024 313.946137 546.180765 1143.206136
7.440000 12.000000 3.000000 0.000000 122.325514 143.746817 202.919024 312.246137 545.681465 1146.055136
7.450000 12.000000 3.000000 0.000000 121.278214 142.501517 201.153824 309.467337 540.192564 1130.303134
7.470000 12.000000 3.000000 0.000000 120.466214 141.632117 200.139624 308.232836 538.429264 1129.000133
7.480000 12.000000 3.000000 0.000000 120.236614 141.337017 199.658224 307.406736 537.081463 1128.462133
7.490000 12.000000 3.000000 0.000000 119.519414 140.477917 198.328223 304.851036 531.122563 1111.368131
7.500000 12.000000 3.000000 0.000000 118.013800 138.678800 195.756400 301.227500 526.559100 1109.311000
7.520000 12.000000 3.000000 0.000000 117.848914 138.600516 195.990823 302.084535 528.482462 1109.962130
7.530000 12.000000 3.000000 0.000000 116.873214 137.338016 193.872523 298.259535 520.802161 1095.916128
7.540000 12.000000 3.000000 0.000000 116.446214 136.946316 193.615723 298.244335 520.909961 1094.233128
7.560000 12.000000 3.000000 0.000000 115.802514 136.191416 192.549622 296.638835 518.434461 1089.810127
7.570000 12.000000 3.000000 0.000000 114.668513 134.868216 190.721722 293.982834 514.096360 1081.268126
7.580000 12.000000 3.000000 0.000000 113.688013 133.687616 188.991222 291.342434 510.311659 1077.042125
7.590000 12.000000 3.000000 0.000000 113.275313 133.227515 188.433322 290.527534 507.951359 1066.622124
7.610000 12.000000 3.000000 0.000000 112.461400 132.245200 186.939800 287.962200 503.263000 1058.170000
7.620000 12.000000 3.000000 0.000000 111.961813 131.628615 185.972622 286.212733 499.027358 1043.057121
7.630000 12.000000 3.000000 0.000000 111.591613 131.151115 185.169321 284.765233 496.738658 1041.160121
7.650000 12.000000 3.000000 0.000000 110.723700 130.279700 184.372800 284.265600 496.441800 1038.414000
7.660000 12.000000 3.000000 0.000000 109.742713 129.055715 182.435121 280.934332 490.216757 1027.454119
7.670000 12.000000 3.000000 0.000000 108.867100 128.071500 181.208900 279.527900 489.306600 1028.867000
7.680000 12.000000 3.000000 0.000000 108.054812 127.018515 179.442321 276.211532 482.046755 1010.219116
7.700000 12.000000 3.000000 0.000000 108.071512 127.101215 179.682821 276.762532 483.543556 1015.279117
7.710000 12.000000 3.000000 0.000000 106.940312 125.751814 177.763420 273.818531 478.430855 1005.524115
7.720000 12.000000 3.000000 0.000000 106.509712 125.353014 177.493920 273.876131 479.389255 1007.734115
7.730000 12.000000 3.000000 0.000000 105.661612 124.235814 175.583320 270.509531 473.050454 993.203314
7.740000 12.000000 3.000000 0.000000 105.065412 123.543714 174.586820 268.770031 469.151554 983.008312
7.760000 12.000000 3.000000 0.000000 104.313212 122.632014 173.225320 266.678630 466.376153 983.757712
7.770000 12.000000 3.000000 0.000000 103.622200 121.886600 172.386400 265.659000 464.323100 976.972700
7.780000 12.000000 3.000000 0.000000 102.784012 120.942014 171.179119 264.206230 462.941853 974.521611
7.800000 12.000000 3.000000 0.000000 102.350012 120.410614 170.362119 262.699130 459.419752 964.315810
7.810000 12.000000 3.000000 0.000000 101.766912 119.686214 169.242919 260.908330 456.689452 963.704609
7.820000 12.000000 3.000000 0.000000 100.942811 118.730613 167.893319 258.723029 452.414751 951.484008
7.830000 12.000000 3.000000 0.000000 100.832111 118.602313 167.756919 258.676229 452.854451 957.233108
7.840000 12.000000 3.000000 0.000000 100.226811 117.927313 166.913719 257.694429 452.231051 955.281708
7.860000 12.000000 3.000000 0.000000 99.349761 116.884813 165.419219 255.399529 448.294251 949.922007
7.870000 12.000000 3.000000 0.000000 99.002171 116.447413 164.674319 253.836029 444.503550 943.160406
7.890000 12.000000 3.000000 0.000000 97.958031 115.311813 163.372818 252.492228 443.216950 937.067905
7.900000 12.000000 3.000000 0.000000 97.367821 114.553213 162.107018 250.202928 439.116149 932.845605
7.920000 12.000000 3.000000 0.000000 96.505331 113.573413 160.828318 248.368028 435.228049 916.742903
7.930000 12.000000 3.000000 0.000000 96.020650 113.004700 160.038700 247.419900 435.644500 930.831300
7.950000 12.000000 3.000000 0.000000 95.347981 112.209513 158.894318 245.536227 431.593348 916.473902
7.960000 12.000000 3.000000 0.000000 94.956610 111.807400 158.451100 244.768900 429.158000 911.674800
7.970000 12.000000 3.000000 0.000000 94.215110 110.938612 157.286018 243.403427 428.863748 918.508502
7.980000 12.000000 3.000000 0.000000 93.634670 110.265712 156.371017 242.136127 427.303848 918.976102
8.000000 12.000000 3.000000 0.000000 93.196200 109.741212 155.589217 240.876627 424.978647 912.444101
8.010000 12.000000 3.000000 0.000000 91.750760 107.941300 152.770800 236.015000 415.443400 891.419900
8.020000 12.000000 3.000000 0.000000 91.618250 107.873400 152.916300 236.798500 418.239500 898.136200
8.040000 12.000000 3.000000 0.000000 90.608610 106.637412 151.041917 233.533826 411.114245 879.597897
8.050000 12.000000 3.000000 0.000000 90.772750 106.854312 151.361417 233.910026 411.546945 884.217398
8.070000 12.000000 3.000000 0.000000 89.805800 105.720312 149.789717 231.737726 408.750945 879.373997
8.080000 12.000000 3.000000 0.000000 89.081650 104.863200 148.590000 229.886500 405.344700 870.475500
8.100000 12.000000 3.000000 0.000000 88.415740 104.065411 147.384616 227.762325 401.099044 863.064195
8.110000 12.000000 3.000000 0.000000 87.743940 103.332911 146.555916 227.142025 401.759444 866.745295
8.120000 12.000000 3.000000 0.000000 87.292640 102.728511 145.472816 224.910425 396.415743 853.195193
8.140000 12.000000 3.000000 0.000000 87.117410 102.622700 145.609800 225.724500 399.242700 864.639400
8.150000 12.000000 3.000000 0.000000 86.080489 101.350511 143.669716 222.463224 393.049843 848.902093
8.170000 12.000000 3.000000 0.000000 85.671499 100.843011 142.881516 221.151924 390.888343 846.958292
8.180000 12.000000 3.000000 0.000000 85.456380 100.680200 142.925000 221.862200 394.220000 865.339400
8.190000 12.000000 3.000000 0.000000 84.475760 99.536000 141.319300 219.253500 388.718900 848.019800
8.210000 12.000000 3.000000 0.000000 83.969379 98.960791 140.570215 218.244124 387.003142 842.360791
8.220000 12.000000 3.000000 0.000000 83.803319 98.740271 140.174515 217.632824 386.614642 845.655092
8.230000 12.000000 3.000000 0.000000 83.096449 97.915771 139.036915 215.825923 383.210141 839.494991
8.240000 12.000000 3.000000 0.000000 82.950869 97.746871 138.817915 215.603723 383.069741 838.340091
8.260000 12.000000 3.000000 0.000000 82.070259 96.680800 137.215915 213.059923 379.221441 835.358590
8.270000 12.000000 3.000000 0.000000 81.679449 96.255360 136.719815 212.364723 377.064541 824.098889
8.280000 12.000000 3.000000 0.000000 81.257699 95.756000 136.020415 211.424223 376.283641 826.676389
8.290000 12.000000 3.000000 0.000000 80.920399 95.355780 135.437915 210.416523 374.103240 820.655888
8.310000 12.000000 3.000000 0.000000 79.850110 94.141990 133.869300 208.388500 371.876300 820.486100
8.320000 12.000000 3.000000 0.000000 79.889259 94.197120 133.945514 208.368522 371.161240 818.017088
8.330000 12.000000 3.000000 0.000000 78.966018 93.062400 132.239414 205.740722 366.860939 808.400587
8.350000 12.000000 3.000000 0.000000 79.026790 93.126850 132.289300 205.728500 367.295300 816.108200
8.360000 12.000000 3.000000 0.000000 78.499300 92.556760 131.612200 204.859900 365.640800 808.584000
8.370000 12.000000 3.000000 0.000000 78.097278 92.081930 130.949014 203.931122 364.259539 806.008186
8.380000 12.000000 3.000000 0.000000 77.625090 91.500340 130.037500 202.310100 361.026400 799.712800
8.390000 12.000000 3.000000 0.000000 77.377578 91.206590 129.626614 201.727621 360.197138 801.112485
8.410000 12.000000 3.000000 0.000000 76.682118 90.394370 128.512414 200.129821 357.943938 796.605685
8.430000 12.000000 3.000000 0.000000 75.990018 89.578059 127.322313 198.131321 353.975737 788.216284
8.450000 12.000000 3.000000 0.000000 75.127640 88.597310 126.050600 196.449300 351.704400 784.199300
8.470000 12.000000 3.000000 0.000000 74.640340 88.025460 125.244200 195.176400 349.338200 781.981100
8.490000 12.000000 3.000000 0.000000 73.980970 87.220310 124.010700 193.097800 345.278600 769.313000
8.500000 12.000000 3.000000 0.000000 73.956218 87.293869 124.445413 194.539920 349.952137 788.923783
8.510000 12.000000 3.000000 0.000000 73.180008 86.314119 122.838713 191.483120 342.707336 766.254981
8.520000 12.000000 3.000000 0.000000 72.713108 85.746449 121.984313 190.125020 340.713936 763.834780
8.540000 12.000000 3.000000 0.000000 72.460158 85.442129 121.552713 189.567220 340.240136 764.889780
8.550000 12.000000 3.000000 0.000000 71.790588 84.686229 120.583513 188.247420 338.074535 757.988679
8.570000 12.000000 3.000000 0.000000 71.780947 84.696049 120.655913 188.434020 338.452935 759.411979
8.580000 12.000000 3.000000 0.000000 70.970417 83.696169 119.067312 185.596219 332.683435 746.473178
8.600000 12.000000 3.000000 0.000000 70.338860 82.990290 118.217000 184.704100 332.186600 747.851000
8.610000 12.000000 3.000000 0.000000 69.567517 82.023489 116.664512 181.902419 326.532434 737.127977
8.630000 12.000000 3.000000 0.000000 69.747127 82.298889 117.236812 183.109719 329.259934 744.069477
8.640000 12.000000 3.000000 0.000000 68.958177 81.392338 116.011012 181.235319 325.910434 738.189876
8.660000 12.000000 3.000000 0.000000 68.762457 81.140888 115.612112 180.690319 325.322734 736.305376
8.670000 12.000000 3.000000 0.000000 68.009417 80.214268 114.176212 178.171818 320.138433 723.469175
8.680000 12.000000 3.000000 0.000000 67.425717 79.516818 113.151812 176.524318 317.069333 715.884774
8.700000 12.000000 3.000000 0.000000 67.229457 79.353668 113.114912 176.868818 318.964633 726.259875
8.720000 12.000000 3.000000 0.000000 66.631457 78.602468 111.915412 174.826618 315.072132 715.479174
8.730000 12.000000 3.000000 0.000000 66.545597 78.510228 111.828211 174.725118 314.353732 710.345473
8.740000 12.000000 3.000000 0.000000 65.676870 77.473910 110.320500 172.241000 309.497700 698.048000
8.760000 12.000000 3.000000 0.000000 65.568670 77.363970 110.223300 172.337900 310.662300 706.726400
8.780000 12.000000 3.000000 0.000000 64.942337 76.590948 109.029211 170.271017 306.351531 692.583571
8.790000 12.000000 3.000000 0.000000 64.155537 75.679368 107.756111 168.241217 302.607531 686.293370
8.810000 12.000000 3.000000 0.000000 63.905567 75.400648 107.406711 167.832917 302.085731 683.577870
8.820000 12.000000 3.000000 0.000000 63.569586 74.988018 106.797511 166.951017 300.970531 682.314569
8.840000 12.000000 3.000000 0.000000 62.977746 74.261378 105.651811 164.767317 296.041630 670.479968
8.850000 12.000000 3.000000 0.000000 62.699056 73.948587 105.264611 164.338317 295.509130 667.535668
8.870000 12.000000 3.000000 0.000000 62.153416 73.302737 104.346311 163.015617 293.922330 670.603668
8.890000 12.000000 3.000000 0.000000 61.586256 72.619467 103.323410 161.268916 290.092729 655.704566
8.900000 12.000000 3.000000 0.000000 61.276766 72.282137 102.933310 160.876816 290.017229 657.912866
8.910000 12.000000 3.000000 0.000000 60.879876 71.817857 102.269410 159.769116 287.632929 651.743266
8.930000 12.000000 3.000000 0.000000 60.804526 71.658827 101.834410 158.659516 284.630729 639.381964
8.940000 12.000000 3.000000 0.000000 60.450166 71.302737 101.512210 158.520016 285.344629 646.430765
8.950000 12.000000 3.000000 0.000000 60.175676 70.996747 101.135010 158.100816 284.928729 645.270165
8.960000 12.000000 3.000000 0.000000 59.573166 70.255957 99.991370 156.073116 280.890528 637.150964
8.970000 12.000000 3.000000 0.000000 59.628156 70.309007 100.025010 156.076516 280.591728 632.898463
8.980000 12.000000 3.000000 0.000000 59.106766 69.732067 99.324670 155.214316 279.499128 632.192663
9.000000 12.000000 3.000000 0.000000 58.559336 69.010447 98.084100 152.993515 275.332128 624.246662
9.010000 12.000000 3.000000 0.000000 58.401246 68.885097 98.059540 153.030015 274.935227 620.525562
9.030000 12.000000 3.000000 0.000000 57.959926 68.337857 97.225340 151.757515 272.926727 616.220961
9.050000 12.000000 3.000000 0.000000 57.239880 67.463400 95.901270 149.456700 268.195200 605.932600
9.060000 12.000000 3.000000 0.000000 57.195910 67.440020 95.952760 149.684100 268.599400 603.503100
9.080000 12.000000 3.000000 0.000000 56.608056 66.735187 94.913809 148.020715 265.654726 596.574859
9.090000 12.000000 3.000000 0.000000 56.170020 66.235940 94.242100 146.986300 264.022800 598.378400
9.110000 12.000000 3.000000 0.000000 55.833056 65.816137 93.570199 145.745014 261.020826 585.446458
9.120000 12.000000 3.000000 0.000000 55.370125 65.265126 92.784689 144.609314 259.420426 583.925058
9.140000 12.000000 3.000000 0.000000 55.266380 65.157940 92.687420 144.551000 259.409400 582.344800
9.150000 12.000000 3.000000 0.000000 54.849905 64.655706 91.923329 143.221614 256.763225 576.982957
9.170000 12.000000 3.000000 0.000000 54.576235 64.327286 91.446789 142.473714 255.128825 570.301856
9.180000 12.000000 3.000000 0.000000 54.184195 63.834066 90.641829 141.005614 252.129825 562.963355
9.190000 12.000000 3.000000 0.000000 53.723655 63.332476 90.071859 140.517414 252.385025 566.876356
9.210000 12.000000 3.000000 0.000000 53.544625 63.119936 89.745619 139.869214 250.797525 562.243755
9.230000 12.000000 3.000000 0.000000 52.982840 62.426580 88.658360 137.953700 246.901700 554.024500
9.240000 12.000000 3.000000 0.000000 52.875545 62.315036 88.555549 137.922313 246.965124 552.932354
9.250000 12.000000 3.000000 0.000000 52.431855 61.792826 87.836919 136.932213 245.861424 553.592954
9.270000 12.000000 3.000000 0.000000 52.232935 61.541736 87.415429 136.053613 243.541024 545.932653
9.280000 12.000000 3.000000 0.000000 51.840925 61.056016 86.658458 134.843813 241.562523 542.165853
9.290000 12.000000 3.000000 0.000000 51.707295 60.911746 86.480978 134.512313 240.376723 536.072352
9.300000 12.000000 3.000000 0.000000 51.260255 60.408876 85.854048 133.783713 239.877323 537.325452
9.310000 12.000000 3.000000 0.000000 51.178805 60.306616 85.682658 133.434613 239.075923 536.570552
9.330000 12.000000 3.000000 0.000000 50.951765 60.019896 85.213468 132.522713 236.750023 528.358451
9.340000 12.000000 3.000000 0.000000 50.457985 59.428816 84.358268 131.232613 234.901623 528.202051
9.350000 12.000000 3.000000 0.000000 50.238035 59.176896 84.030658 130.833213 234.526423 526.712451
9.360000 12.000000 3.000000 0.000000 50.196615 59.149096 84.044028 130.863113 234.221723 524.367351
9.370000 12.000000 3.000000 0.000000 49.893835 58.764196 83.424808 129.830912 232.348822 517.805350
9.390000 12.000000 3.000000 0.000000 49.599605 58.408296 82.870448 128.721612 229.653722 511.840149
9.400000 12.000000 3.000000 0.000000 49.195355 57.918156 82.136288 127.536512 227.234822 503.648948
9.420000 12.000000 3.000000 0.000000 48.712715 57.371875 81.437438 126.610312 226.145422 503.895548
9.430000 12.000000 3.000000 0.000000 48.506565 57.129875 81.089668 126.075712 224.960422 499.348948
9.450000 12.000000 3.000000 0.000000 48.284950 56.859000 80.668280 125.303700 223.563200 498.890000
9.470000 12.000000 3.000000 0.000000 47.948885 56.470235 80.161388 124.703612 222.930821 497.531247
9.490000 12.000000 3.000000 0.000000 47.569335 56.009015 79.434048 123.325712 219.591121 484.792046
9.500000 12.000000 3.000000 0.000000 47.141740 55.512420 78.769340 122.431600 218.609400 487.069300
9.510000 12.000000 3.000000 0.000000 47.148674 55.499535 78.676797 122.097712 217.429821 481.979646
9.530000 12.000000 3.000000 0.000000 46.668964 54.942575 77.908887 120.889011 215.086820 476.469545
