# z zre gamma density mfp_13.6eV mfp_14.48eV mfp_16.7eV mfp_20.05eV mfp_25.5eV mfp_39.5eV
12.200000 15.000000 0.300000 1.730000 0.881725 1.010232 1.356085 1.968183 3.212138 6.368201
12.220000 15.000000 0.300000 1.730000 0.877084 1.004049 1.344691 1.946703 3.178663 6.350199
12.230000 15.000000 0.300000 1.730000 0.872522 0.998419 1.336426 1.934315 3.154467 6.256991
12.240000 15.000000 0.300000 1.730000 0.874617 1.001067 1.340826 1.941443 3.163984 6.282805
12.260000 15.000000 0.300000 1.730000 0.876599 1.002582 1.340173 1.935068 3.145299 6.224255
12.270000 15.000000 0.300000 1.730000 0.860351 0.985366 1.321894 1.918984 3.135299 6.205205
12.290000 15.000000 0.300000 1.730000 0.862511 0.987890 1.325011 1.920054 3.124351 6.160570
12.310000 15.000000 0.300000 1.730000 0.853381 0.976876 1.308752 1.896485 3.097038 6.156056
12.320000 15.000000 0.300000 1.730000 0.855013 0.978724 1.310662 1.895405 3.079997 6.084171
12.340000 15.000000 0.300000 1.730000 0.835968 0.957101 1.282348 1.856578 3.023242 5.977221
12.350000 15.000000 0.300000 1.730000 0.844740 0.967120 1.295644 1.876066 3.057598 6.052604
12.360000 15.000000 0.300000 1.730000 0.843409 0.964832 1.290361 1.863483 3.024482 5.959599
12.370000 15.000000 0.300000 1.730000 0.839447 0.960664 1.285832 1.858750 3.019633 5.965178
12.390000 15.000000 0.300000 1.730000 0.829736 0.949935 1.272418 1.840276 2.990563 5.908096
12.400000 15.000000 0.300000 1.730000 0.832678 0.952950 1.276114 1.846536 3.002122 5.931988
12.410000 15.000000 0.300000 1.730000 0.827591 0.946073 1.263456 1.822117 2.956803 5.830205
12.420000 15.000000 0.300000 1.730000 0.828585 0.948170 1.269296 1.836541 2.988093 5.907063
12.430000 15.000000 0.300000 1.730000 0.827036 0.946019 1.265134 1.827157 2.963730 5.835446
12.440000 15.000000 0.300000 1.730000 0.825016 0.943512 1.261508 1.822408 2.959545 5.818490
12.450000 15.000000 0.300000 1.730000 0.822849 0.940572 1.256194 1.812073 2.936145 5.745461
12.460000 15.000000 0.300000 1.730000 0.816021 0.932932 1.246199 1.796914 2.911014 5.722684
12.470000 15.000000 0.300000 1.730000 0.820510 0.937900 1.252327 1.804299 2.915837 5.701196
12.480000 15.000000 0.300000 1.730000 0.810081 0.927304 1.241956 1.795874 2.913877 5.727399
12.490000 15.000000 0.300000 1.730000 0.807566 0.923713 1.235418 1.785038 2.897009 5.687813
12.510000 15.000000 0.300000 1.730000 0.809043 0.925033 1.235972 1.783330 2.891329 5.690040
12.520000 15.000000 0.300000 1.730000 0.798577 0.912817 1.218905 1.757095 2.844098 5.580943
12.530000 15.000000 0.300000 1.730000 0.792351 0.906177 1.211370 1.748080 2.831143 5.543998
12.540000 15.000000 0.300000 1.730000 0.798280 0.912756 1.219663 1.759814 2.851246 5.601077
12.550000 15.000000 0.300000 1.730000 0.794677 0.908694 1.214734 1.754158 2.840792 5.530593
12.560000 15.000000 0.300000 1.730000 0.797884 0.912516 1.219770 1.759724 2.847429 5.560574
12.570000 15.000000 0.300000 1.730000 0.788631 0.900526 1.200205 1.727535 2.792622 5.465943
12.580000 15.000000 0.300000 1.730000 0.787924 0.900770 1.202932 1.732288 2.794911 5.444525
12.590000 15.000000 0.300000 1.730000 0.790274 0.903237 1.206208 1.740044 2.822265 5.560262
12.600000 15.000000 0.300000 1.730000 0.790352 0.903439 1.206217 1.737472 2.806878 5.476504
12.610000 15.000000 0.300000 1.730000 0.782166 0.893815 1.192810 1.717488 2.773764 5.410670
12.620000 15.000000 0.300000 1.730000 0.785452 0.898241 1.200570 1.731234 2.796770 5.446016
12.630000 15.000000 0.300000 1.730000 0.784829 0.896680 1.196080 1.721853 2.783775 5.456118
12.640000 15.000000 0.300000 1.730000 0.775428 0.885228 1.178668 1.691573 2.720258 5.286727
12.650000 15.000000 0.300000 1.730000 0.776905 0.887831 1.184765 1.706192 2.759250 5.394839
12.660000 15.000000 0.300000 1.730000 0.775925 0.886932 1.184525 1.707665 2.761078 5.378751
12.670000 15.000000 0.300000 1.730000 0.770695 0.881521 1.178623 1.700268 2.747591 5.343854
12.680000 15.000000 0.300000 1.730000 0.767586 0.875864 1.165045 1.670907 2.687155 5.221730
12.690000 15.000000 0.300000 1.730000 0.767076 0.876630 1.169979 1.683769 2.712879 5.270138
12.700000 15.000000 0.300000 1.730000 0.766774 0.876561 1.170779 1.686809 2.721143 5.281986
12.710000 15.000000 0.300000 1.730000 0.761214 0.869011 1.157336 1.662464 2.677454 5.198557
12.730000 15.000000 0.300000 1.730000 0.753397 0.860659 1.147269 1.648009 2.650720 5.131889
12.750000 15.000000 0.300000 1.730000 0.756716 0.864667 1.153688 1.659880 2.671757 5.161863
12.770000 15.000000 0.300000 1.730000 0.748939 0.855063 1.138686 1.633985 2.621664 5.052015
12.790000 15.000000 0.300000 1.730000 0.751175 0.858219 1.144252 1.643742 2.641523 5.099747
12.800000 15.000000 0.300000 1.730000 0.738635 0.843221 1.122884 1.611397 2.585442 4.992453
12.820000 15.000000 0.300000 1.730000 0.732697 0.836597 1.114822 1.602879 2.581456 4.978987
12.830000 15.000000 0.300000 1.730000 0.735582 0.839815 1.118496 1.605631 2.578768 4.977453
12.850000 15.000000 0.300000 1.730000 0.736587 0.840775 1.119579 1.608205 2.587478 4.990536
12.860000 15.000000 0.300000 1.730000 0.729988 0.833477 1.110318 1.594869 2.565519 4.963966
12.870000 15.000000 0.300000 1.730000 0.734144 0.838748 1.118230 1.605271 2.574233 4.941452
12.880000 15.000000 0.300000 1.730000 0.729302 0.831898 1.105558 1.581549 2.527032 4.844916
12.890000 15.000000 0.300000 1.730000 0.726440 0.829116 1.103410 1.581409 2.529438 4.831118
12.910000 15.000000 0.300000 1.730000 0.724283 0.826313 1.098654 1.572971 2.515014 4.811509
12.920000 15.000000 0.300000 1.730000 0.720894 0.822729 1.094696 1.568324 2.507120 4.798378
12.930000 15.000000 0.300000 1.730000 0.722197 0.823953 1.095880 1.570275 2.513399 4.809118
12.940000 15.000000 0.300000 1.730000 0.720398 0.822724 1.096109 1.572169 2.515592 4.817239
12.950000 15.000000 0.300000 1.730000 0.709514 0.809995 1.078629 1.546469 2.469980 4.685258
12.960000 15.000000 0.300000 1.730000 0.710468 0.810819 1.078914 1.546356 2.475132 4.742754
12.970000 15.000000 0.300000 1.730000 0.715512 0.815520 1.081933 1.545175 2.466102 4.710442
12.980000 15.000000 0.300000 1.730000 0.709856 0.809363 1.074395 1.534817 2.447070 4.649326
12.990000 15.000000 0.300000 1.730000 0.708385 0.807901 1.073785 1.536947 2.453908 4.671134
13.000000 15.000000 0.300000 1.730000 0.702500 0.801624 1.066538 1.527916 2.441077 4.652011
13.010000 15.000000 0.300000 1.730000 0.701918 0.800315 1.062955 1.520010 2.425558 4.614887
13.020000 15.000000 0.300000 1.730000 0.704830 0.803432 1.066146 1.520993 2.415113 4.568686
13.030000 15.000000 0.300000 1.730000 0.701386 0.799310 1.060543 1.513842 2.407196 4.555718
13.040000 15.000000 0.300000 1.730000 0.698563 0.796649 1.058184 1.512035 2.408311 4.578389
13.050000 15.000000 0.300000 1.730000 0.697154 0.794794 1.055079 1.506897 2.397601 4.522276
13.060000 15.000000 0.300000 1.730000 0.686510 0.782794 1.039647 1.485651 2.365126 4.479610
13.070000 15.000000 0.300000 1.730000 0.695757 0.793015 1.052217 1.502392 2.392196 4.536586
13.080000 15.000000 0.300000 1.730000 0.691811 0.789011 1.047842 1.496060 2.379636 4.508249
13.090000 15.000000 0.300000 1.730000 0.684088 0.779327 1.032926 1.471713 2.337006 4.438272
13.100000 15.000000 0.300000 1.730000 0.687640 0.784315 1.042099 1.489205 2.370794 4.500482
13.110000 15.000000 0.300000 1.730000 0.679045 0.773980 1.026916 1.464365 2.320783 4.364810
13.120000 15.000000 0.300000 1.730000 0.681954 0.776775 1.029001 1.464702 2.321170 4.389364
13.130000 15.000000 0.300000 1.730000 0.675381 0.769752 1.021448 1.458790 2.322722 4.404190
13.140000 15.000000 0.300000 1.730000 0.679636 0.774851 1.028565 1.467444 2.327232 4.375056
13.150000 15.000000 0.300000 1.730000 0.676148 0.770319 1.021074 1.454668 2.305426 4.340528
13.160000 15.000000 0.300000 1.730000 0.674017 0.767768 1.017677 1.450868 2.302919 4.342002
13.170000 15.000000 0.300000 1.730000 0.678594 0.773036 1.024340 1.458880 2.314082 4.379665
13.180000 15.000000 0.300000 1.730000 0.676353 0.770666 1.021929 1.457242 2.313050 4.354173
13.190000 15.000000 0.300000 1.730000 0.672485 0.765817 1.014329 1.444926 2.293849 4.343431
13.210000 15.000000 0.300000 1.730000 0.672152 0.765559 1.014043 1.442799 2.281113 4.273759
13.220000 15.000000 0.300000 1.730000 0.663385 0.755590 1.001169 1.426493 2.262610 4.260480
13.230000 15.000000 0.300000 1.730000 0.661207 0.753050 0.997432 1.419467 2.246297 4.220819
13.250000 15.000000 0.300000 1.730000 0.661455 0.752635 0.994952 1.412378 2.227979 4.175303
13.270000 15.000000 0.300000 1.730000 0.654742 0.745769 0.988188 1.406428 2.221411 4.149228
13.280000 15.000000 0.300000 1.730000 0.658002 0.748724 0.989755 1.405026 2.216008 4.130421
13.290000 15.000000 0.300000 1.730000 0.653954 0.743665 0.981975 1.392335 2.192204 4.078472
13.310000 15.000000 0.300000 1.730000 0.648419 0.737784 0.975276 1.384228 2.182825 4.071383
13.320000 15.000000 0.300000 1.730000 0.655748 0.746165 0.986336 1.399485 2.202106 4.082059
13.330000 15.000000 0.300000 1.730000 0.643783 0.732057 0.966477 1.369189 2.151207 3.999414
13.340000 15.000000 0.300000 1.730000 0.640289 0.728215 0.961940 1.363908 2.142620 3.966717
13.350000 15.000000 0.300000 1.730000 0.644540 0.733196 0.968675 1.373822 2.163718 4.045404
13.360000 15.000000 0.300000 1.730000 0.637438 0.725131 0.958202 1.358798 2.135618 3.962331
13.370000 15.000000 0.300000 1.730000 0.639952 0.727259 0.958773 1.355315 2.120871 3.899896
13.380000 15.000000 0.300000 1.730000 0.636513 0.723477 0.954335 1.351110 2.121632 3.927331
13.390000 15.000000 0.300000 1.730000 0.640075 0.728195 0.962099 1.363878 2.143181 3.975345
13.400000 15.000000 0.300000 1.730000 0.629981 0.716615 0.946821 1.341869 2.105617 3.890216
13.410000 15.000000 0.300000 1.730000 0.635632 0.722778 0.953800 1.349024 2.111015 3.890000
13.420000 15.000000 0.300000 1.730000 0.633334 0.720254 0.951353 1.348293 2.114640 3.900823
13.430000 15.000000 0.300000 1.730000 0.630457 0.716487 0.944713 1.335063 2.086576 3.832220
13.450000 15.000000 0.300000 1.730000 0.635077 0.721226 0.949445 1.339007 2.089453 3.846805
13.460000 15.000000 0.300000 1.730000 0.628058 0.713119 0.938331 1.323328 2.065002 3.782805
13.470000 15.000000 0.300000 1.730000 0.627149 0.712402 0.938532 1.326125 2.075517 3.813725
13.480000 15.000000 0.300000 1.730000 0.626516 0.712265 0.939830 1.330073 2.083183 3.828254
13.490000 15.000000 0.300000 1.730000 0.620160 0.704151 0.926626 1.305854 2.031650 3.716750
13.500000 15.000000 0.300000 1.730000 0.615182 0.698624 0.919754 1.297971 2.026935 3.724725
13.510000 15.000000 0.300000 1.730000 0.625633 0.710181 0.933793 1.314698 2.044412 3.726874
13.520000 15.000000 0.300000 1.730000 0.613568 0.696497 0.915851 1.289750 2.008141 3.680841
13.530000 15.000000 0.300000 1.730000 0.613034 0.696181 0.916655 1.293568 2.017263 3.687284
13.540000 15.000000 0.300000 1.730000 0.618440 0.702278 0.924257 1.302539 2.026904 3.701644
13.550000 15.000000 0.300000 1.730000 0.620487 0.703869 0.924093 1.298740 2.018101 3.690160
13.560000 15.000000 0.300000 1.730000 0.613675 0.696167 0.914131 1.284430 1.991982 3.625730
13.570000 15.000000 0.300000 1.730000 0.610037 0.692248 0.909557 1.278384 1.981743 3.603758
13.580000 15.000000 0.300000 1.730000 0.605125 0.686666 0.902545 1.270776 1.977400 3.621501
13.590000 15.000000 0.300000 1.730000 0.606351 0.687977 0.904096 1.272638 1.978851 3.603879
13.600000 15.000000 0.300000 1.730000 0.606691 0.687960 0.902918 1.269112 1.972630 3.616424
13.610000 15.000000 0.300000 1.730000 0.607628 0.689256 0.904788 1.270238 1.965677 3.559745
13.620000 15.000000 0.300000 1.730000 0.605851 0.687169 0.902146 1.267388 1.962930 3.560322
13.630000 15.000000 0.300000 1.730000 0.605115 0.686322 0.900843 1.264985 1.959147 3.550488
13.640000 15.000000 0.300000 1.730000 0.598788 0.679308 0.892410 1.256081 1.954553 3.565937
13.650000 15.000000 0.300000 1.730000 0.600120 0.680295 0.891764 1.249677 1.930110 3.482479
13.660000 15.000000 0.300000 1.730000 0.600473 0.681075 0.894050 1.255941 1.947197 3.534655
13.670000 15.000000 0.300000 1.730000 0.595961 0.675686 0.886407 1.244076 1.924380 3.472038
13.680000 15.000000 0.300000 1.730000 0.598905 0.678652 0.889193 1.246432 1.926837 3.490073
13.690000 15.000000 0.300000 1.730000 0.596860 0.676110 0.885109 1.238996 1.912151 3.452928
13.710000 15.000000 0.300000 1.730000 0.594189 0.673087 0.881351 1.234277 1.905904 3.443886
13.720000 15.000000 0.300000 1.730000 0.587630 0.666090 0.873464 1.225779 1.895735 3.421345
13.740000 15.000000 0.300000 1.730000 0.584827 0.661866 0.865028 1.209492 1.867614 3.382635
13.760000 15.000000 0.300000 1.730000 0.589965 0.667614 0.872181 1.217309 1.869817 3.349742
13.770000 15.000000 0.300000 1.730000 0.585504 0.662787 0.866382 1.209266 1.855099 3.316226
13.790000 15.000000 0.300000 1.730000 0.576043 0.652053 0.852730 1.192583 1.835445 3.284633
13.810000 15.000000 0.300000 1.730000 0.579130 0.655053 0.854740 1.190889 1.825582 3.261233
13.830000 15.000000 0.300000 1.730000 0.579307 0.655724 0.856958 1.195427 1.830972 3.268597
13.840000 15.000000 0.300000 1.730000 0.576265 0.651694 0.850306 1.185388 1.816767 3.231286
13.860000 15.000000 0.300000 1.730000 0.570841 0.645112 0.840496 1.169549 1.790678 3.195594
13.880000 15.000000 0.300000 1.730000 0.569415 0.643387 0.837807 1.164011 1.775569 3.143403
13.910000 15.000000 0.300000 1.730000 0.566966 0.640775 0.834538 1.159174 1.766960 3.127956
13.930000 15.000000 0.300000 1.730000 0.560509 0.633411 0.824937 1.146057 1.748287 3.110508
13.940000 15.000000 0.300000 1.730000 0.558931 0.631033 0.820529 1.138459 1.734936 3.076123
13.960000 15.000000 0.300000 1.730000 0.560845 0.633773 0.825208 1.145660 1.744546 3.082020
13.980000 15.000000 0.300000 1.730000 0.560820 0.633410 0.824002 1.143018 1.737754 3.060598
14.000000 15.000000 0.300000 1.730000 0.550038 0.620455 0.805068 1.113851 1.692019 2.992163
14.020000 15.000000 0.300000 1.730000 0.557164 0.627985 0.812971 1.119464 1.683965 2.928425
14.040000 15.000000 0.300000 1.730000 0.543336 0.612716 0.794651 1.098391 1.665162 2.936191
14.060000 15.000000 0.300000 1.730000 0.546687 0.616306 0.798739 1.102905 1.668412 2.929564
14.070000 15.000000 0.300000 1.730000 0.547719 0.616739 0.796841 1.094766 1.643234 2.852487
14.090000 15.000000 0.300000 1.730000 0.549779 0.619029 0.799926 1.099509 1.652296 2.876554
14.110000 15.000000 0.300000 1.730000 0.544763 0.613079 0.791589 1.087140 1.632005 2.837014
14.120000 15.000000 0.300000 1.730000 0.540527 0.608558 0.786240 1.079408 1.614443 2.784902
14.140000 15.000000 0.300000 1.730000 0.542981 0.610893 0.787827 1.079919 1.617768 2.809726
14.150000 15.000000 0.300000 1.730000 0.537859 0.604838 0.779628 1.068434 1.599549 2.772435
14.170000 15.000000 0.300000 1.730000 0.531162 0.597560 0.771231 1.059238 1.589454 2.748462
14.180000 15.000000 0.300000 1.730000 0.531559 0.597544 0.769518 1.053513 1.575329 2.727548
14.190000 15.000000 0.300000 1.730000 0.532635 0.598754 0.770999 1.054941 1.576092 2.719509
14.200000 15.000000 0.300000 1.730000 0.533560 0.599877 0.772624 1.056509 1.573412 2.697638
14.210000 15.000000 0.300000 1.730000 0.526058 0.590998 0.760246 1.039132 1.549238 2.664477
14.230000 15.000000 0.300000 1.730000 0.529005 0.593555 0.761630 1.038104 1.544501 2.668044
14.240000 15.000000 0.300000 1.730000 0.528259 0.593620 0.764030 1.044528 1.554994 2.656734
14.260000 15.000000 0.300000 1.730000 0.523502 0.587695 0.754925 1.030173 1.531623 2.628735
14.270000 15.000000 0.300000 1.730000 0.534414 0.599856 0.770039 1.048007 1.546790 2.610419
14.280000 15.000000 0.300000 1.730000 0.524376 0.588975 0.757322 1.033581 1.534295 2.618327
14.300000 15.000000 0.300000 1.730000 0.524307 0.588665 0.755819 1.028665 1.520848 2.584846
14.310000 15.000000 0.300000 1.730000 0.521685 0.584451 0.747336 1.013648 1.495842 2.542364
14.330000 15.000000 0.300000 1.730000 0.517536 0.580409 0.743624 1.010212 1.491838 2.532635
14.340000 15.000000 0.300000 1.730000 0.513909 0.576087 0.737730 1.002656 1.483207 2.525006
14.350000 15.000000 0.300000 1.730000 0.517120 0.579553 0.741742 1.007096 1.487796 2.536927
14.360000 15.000000 0.300000 1.730000 0.519150 0.581965 0.745346 1.012907 1.496987 2.546557
14.380000 15.000000 0.300000 1.730000 0.508305 0.569294 0.727616 0.985364 1.447693 2.446080
14.390000 15.000000 0.300000 1.730000 0.514819 0.576159 0.735139 0.993964 1.460240 2.467810
14.400000 15.000000 0.300000 1.730000 0.515967 0.577528 0.736831 0.995457 1.460279 2.467394
14.420000 15.000000 0.300000 1.730000 0.512845 0.573988 0.732551 0.990657 1.454655 2.453101
14.430000 15.000000 0.300000 1.730000 0.508373 0.568720 0.724997 0.978969 1.434862 2.413284
14.450000 15.000000 0.300000 1.730000 0.504695 0.564391 0.719334 0.972435 1.429825 2.416380
14.460000 15.000000 0.300000 1.730000 0.504654 0.564216 0.718341 0.968628 1.418456 2.386766
14.480000 15.000000 0.300000 1.730000 0.501267 0.560108 0.712121 0.957771 1.395660 2.331922
14.490000 15.000000 0.300000 1.730000 0.498153 0.556948 0.709056 0.954994 1.393846 2.337478
14.500000 15.000000 0.300000 1.730000 0.502666 0.561203 0.712051 0.954829 1.387300 2.323069
14.510000 15.000000 0.300000 1.730000 0.496170 0.553956 0.703036 0.943520 1.372896 2.305004
14.520000 15.000000 0.300000 1.730000 0.497009 0.554461 0.702871 0.943331 1.373769 2.296153
14.540000 15.000000 0.300000 1.730000 0.499393 0.556616 0.703899 0.940859 1.364127 2.280916
14.550000 15.000000 0.300000 1.730000 0.497349 0.554830 0.703078 0.942376 1.368884 2.282965
14.560000 15.000000 0.300000 1.730000 0.497144 0.554675 0.703053 0.941760 1.364884 2.270762
14.570000 15.000000 0.300000 1.730000 0.497405 0.554646 0.702042 0.939111 1.360689 2.266383
14.580000 15.000000 0.300000 1.730000 0.492514 0.549133 0.695060 0.929504 1.343441 2.224430
14.590000 15.000000 0.300000 1.730000 0.496420 0.553394 0.699943 0.934599 1.347823 2.223649
14.610000 15.000000 0.300000 1.730000 0.490980 0.546545 0.689509 0.919187 1.327119 2.195022
14.620000 15.000000 0.300000 1.730000 0.496750 0.553394 0.698831 0.931158 1.341492 2.217348
14.630000 15.000000 0.300000 1.730000 0.500047 0.556981 0.702880 0.935471 1.345486 2.215137
14.640000 15.000000 0.300000 1.730000 0.493139 0.548881 0.692086 0.920814 1.322941 2.181258
14.660000 15.000000 0.300000 1.730000 0.492148 0.547508 0.689754 0.916984 1.317530 2.181863
14.670000 15.000000 0.300000 1.730000 0.490571 0.545550 0.686786 0.912415 1.309565 2.154889
14.680000 15.000000 0.300000 1.730000 0.485789 0.540392 0.680633 0.904882 1.300770 2.151203
14.690000 15.000000 0.300000 1.730000 0.487134 0.541972 0.682771 0.908223 1.306442 2.151194
14.700000 15.000000 0.300000 1.730000 0.489343 0.544386 0.685954 0.912465 1.310239 2.141000
14.710000 15.000000 0.300000 1.730000 0.487868 0.542593 0.683045 0.907471 1.302416 2.136398
14.730000 15.000000 0.300000 1.730000 0.491131 0.545896 0.686400 0.910089 1.302207 2.135937
14.740000 15.000000 0.300000 1.730000 0.489029 0.543214 0.681988 0.902250 1.287841 2.110782
14.750000 15.000000 0.300000 1.730000 0.485930 0.539735 0.677542 0.896616 1.279731 2.086361
14.760000 15.000000 0.300000 1.730000 0.487586 0.541922 0.681156 0.902062 1.286114 2.085291
14.780000 15.000000 0.300000 1.730000 0.244508 0.271294 0.339880 0.448540 0.637685 1.038443
14.790000 15.000000 0.300000 1.730000 0.489471 0.543582 0.682187 0.901756 1.282645 2.078799
14.800000 15.000000 0.300000 1.730000 0.487913 0.541715 0.679153 0.896339 1.272898 2.057857
14.810000 15.000000 0.300000 1.730000 0.487329 0.540811 0.677525 0.893733 1.269232 2.055355
14.820000 15.000000 0.300000 1.730000 0.485039 0.537815 0.672326 0.884297 1.252191 2.023771
14.830000 15.000000 0.300000 1.730000 0.478214 0.530460 0.664158 0.875922 1.244683 2.022118
14.840000 15.000000 0.300000 1.730000 0.488273 0.541116 0.675881 0.888292 1.256082 2.028215
14.870000 15.000000 0.300000 1.730000 0.486884 0.539842 0.674844 0.886847 1.251557 2.007358
14.880000 15.000000 0.300000 1.730000 0.482188 0.533660 0.664869 0.871780 1.230580 1.979527
14.900000 15.000000 0.300000 1.730000 0.481375 0.533456 0.666481 0.876625 1.241326 2.009950
14.910000 15.000000 0.300000 1.730000 0.486163 0.537765 0.668706 0.873644 1.227182 1.966604
14.920000 15.000000 0.300000 1.730000 0.479880 0.530868 0.660700 0.864941 1.219081 1.959446
14.930000 15.000000 0.300000 1.730000 0.477299 0.528094 0.657194 0.858874 1.204915 1.926607
14.940000 15.000000 0.300000 1.730000 0.479176 0.529733 0.658213 0.859072 1.203941 1.922672
14.950000 15.000000 0.300000 1.730000 0.477788 0.528793 0.658715 0.862720 1.213667 1.935564
4.010000 5.000000 0.300000 1.730000 10.352256 11.048801 12.672334 14.812101 17.747651 22.500694
4.020000 5.000000 0.300000 1.730000 10.576722 11.300041 12.976065 15.142790 17.991129 22.070985
4.030000 5.000000 0.300000 1.730000 10.408093 11.112962 12.745937 14.867239 17.703372 21.955091
4.040000 5.000000 0.300000 1.730000 10.429888 11.130355 12.753317 14.856708 17.643521 21.697527
4.050000 5.000000 0.300000 1.730000 10.345816 11.067487 12.751239 14.957575 17.935705 22.514649
4.060000 5.000000 0.300000 1.730000 10.186791 10.889534 12.527146 14.662006 17.479467 21.505466
4.070000 5.000000 0.300000 1.730000 10.183818 10.891586 12.539908 14.690742 17.543519 21.653942
4.080000 5.000000 0.300000 1.730000 10.173807 10.862966 12.463173 14.545607 17.315362 21.410534
4.090000 5.000000 0.300000 1.730000 10.137179 10.834533 12.460239 14.607274 17.555759 22.106351
4.100000 5.000000 0.300000 1.730000 9.878576 10.548707 12.106030 14.128679 16.801667 20.654317
4.110000 5.000000 0.300000 1.730000 9.911289 10.598432 12.199812 14.292087 17.090328 21.280592
4.120000 5.000000 0.300000 1.730000 9.918946 10.603776 12.197848 14.273153 17.023763 21.073204
4.130000 5.000000 0.300000 1.730000 10.087499 10.798176 12.455577 14.629122 17.539340 21.777317
4.140000 5.000000 0.300000 1.730000 9.841239 10.525747 12.116968 14.184813 16.913741 20.830257
4.150000 5.000000 0.300000 1.730000 10.034172 10.748038 12.418518 14.612207 17.531577 21.715733
4.160000 5.000000 0.300000 1.730000 9.738064 10.416921 11.999514 14.066953 16.819583 20.817777
4.170000 5.000000 0.300000 1.730000 9.698824 10.366118 11.910937 13.900841 16.505834 20.317050
4.180000 5.000000 0.300000 1.730000 9.698383 10.380242 11.971052 14.052641 16.838076 20.967194
4.190000 5.000000 0.300000 1.730000 9.621422 10.297265 11.872486 13.921707 16.619413 20.476854
4.200000 5.000000 0.300000 1.730000 9.711953 10.406689 12.035715 14.184568 17.064008 21.169627
4.210000 5.000000 0.300000 1.730000 9.482562 10.155460 11.727186 13.784597 16.520483 20.455797
4.220000 5.000000 0.300000 1.730000 9.511591 10.177695 11.729299 13.755550 16.449196 20.344439
4.230000 5.000000 0.300000 1.730000 9.355345 10.013583 11.547026 13.545680 16.195688 20.070749
4.240000 5.000000 0.300000 1.730000 9.422197 10.085429 11.623882 13.613995 16.227701 20.015666
4.250000 5.000000 0.300000 1.730000 9.439004 10.110333 11.677528 13.731904 16.473441 20.469036
4.260000 5.000000 0.300000 1.730000 9.294983 9.957127 11.498191 13.508037 16.207749 20.388410
4.270000 5.000000 0.300000 1.730000 9.156634 9.806401 11.328759 13.328932 15.996665 19.872535
4.280000 5.000000 0.300000 1.730000 9.213418 9.873141 11.413530 13.432331 16.129281 20.027639
4.290000 5.000000 0.300000 1.730000 9.105796 9.763606 11.306832 13.345649 16.092913 20.133710
4.300000 5.000000 0.300000 1.730000 9.058105 9.703851 11.208194 13.166067 15.759536 19.551390
4.310000 5.000000 0.300000 1.730000 9.042474 9.698947 11.238632 13.272292 16.053429 20.416532
4.320000 5.000000 0.300000 1.730000 9.066647 9.720120 11.246817 13.241674 15.889574 19.712591
4.330000 5.000000 0.300000 1.730000 8.978116 9.633920 11.168342 13.181134 15.876326 19.886235
4.340000 5.000000 0.300000 1.730000 8.877313 9.509677 10.984395 12.913943 15.486383 19.244825
4.350000 5.000000 0.300000 1.730000 8.872615 9.512849 11.007010 12.957899 15.551074 19.308475
4.360000 5.000000 0.300000 1.730000 8.813680 9.464247 10.988799 12.996677 15.701231 19.664967
4.370000 5.000000 0.300000 1.730000 8.634146 9.275741 10.780306 12.764805 15.433917 19.358927
4.380000 5.000000 0.300000 1.730000 8.659204 9.299916 10.801638 12.781614 15.443981 19.331129
4.390000 5.000000 0.300000 1.730000 8.667091 9.304148 10.799016 12.771520 15.431904 19.371387
4.400000 5.000000 0.300000 1.730000 8.438392 9.064188 10.531052 12.458740 15.035194 18.791961
4.410000 5.000000 0.300000 1.730000 8.463985 9.099723 10.595600 12.576499 15.231689 19.045739
4.420000 5.000000 0.300000 1.730000 8.398677 9.030368 10.518812 12.494797 15.159278 19.036045
4.430000 5.000000 0.300000 1.730000 8.359621 8.994981 10.496829 12.500817 15.231262 19.306307
4.440000 5.000000 0.300000 1.730000 8.338001 8.972238 10.465991 12.437892 15.056901 18.771308
4.450000 5.000000 0.300000 1.730000 8.203663 8.819454 10.272023 12.201403 14.805920 18.597894
4.460000 5.000000 0.300000 1.730000 8.188425 8.820968 10.316353 12.309495 15.005859 18.931109
4.470000 5.000000 0.300000 1.730000 8.077395 8.699566 10.172698 12.141947 14.814681 18.696912
4.490000 5.000000 0.300000 1.730000 8.010288 8.618824 10.056370 11.977084 14.601608 18.479170
4.500000 5.000000 0.300000 1.730000 8.049058 8.674048 10.157769 12.149725 14.858129 18.812356
4.510000 5.000000 0.300000 1.730000 7.875783 8.480225 9.910190 11.814733 14.384147 18.122601
4.520000 5.000000 0.300000 1.730000 7.759133 8.356889 9.771981 11.660497 14.223422 17.980343
4.530000 5.000000 0.300000 1.730000 7.736849 8.329918 9.738146 11.637280 14.260855 18.147037
4.540000 5.000000 0.300000 1.730000 7.739669 8.336245 9.748967 11.639959 14.220838 18.013588
4.550000 5.000000 0.300000 1.730000 7.590364 8.181436 9.584954 11.467829 14.028740 17.758154
4.560000 5.000000 0.300000 1.730000 7.468207 8.045595 9.414793 11.243726 13.717190 17.317825
4.570000 5.000000 0.300000 1.730000 7.528545 8.116088 9.511805 11.387682 13.947779 17.706418
4.580000 5.000000 0.300000 1.730000 7.379468 7.959784 9.339055 11.196817 13.740271 17.463230
4.590000 5.000000 0.300000 1.730000 7.369899 7.951737 9.333562 11.196252 13.776636 17.702995
