s,time_s,node_a_baseline_J,node_b_baseline_J,partition_shape_f,node_a_redistributed_J,node_b_redistributed_J,baseline_pointwise_total_J,redistributed_pointwise_total_J
0.211,134736784401957.75,1.098746132015463e+48,1.0566003928696263e+48,0.166479,1.1689411667466198e+48,9.864053581384695e+47,2.1553465248850895e+48,2.1553465248850895e+48
0.212,135375347361208.73,1.0987584123287165e+48,1.0566121840605353e+48,0.167056,1.1691967362136998e+48,9.86173860175552e+47,2.1553705963892518e+48,2.1553705963892518e+48
0.213,136013910320459.72,1.0987706926419696e+48,1.056623975251444e+48,0.167631,1.169451462390818e+48,9.859432055025957e+47,2.1553946678934137e+48,2.1553946678934137e+48
0.214,136652473279710.7,1.098782972955223e+48,1.056635766442353e+48,0.168204,1.1697053452779754e+48,9.857133941196006e+47,2.1554187393975762e+48,2.1554187393975762e+48
0.215,137291036238961.69,1.0987952532684763e+48,1.056647557633262e+48,0.168775,1.1699583848751714e+48,9.85484426026567e+47,2.1554428109017385e+48,2.1554428109017385e+48
0.216,137929599198212.67,1.0988075335817297e+48,1.0566593488241708e+48,0.169344,1.1702105811824062e+48,9.852563012234943e+47,2.1554668824059007e+48,2.1554668824059007e+48
0.217,138568162157463.66,1.098819813894983e+48,1.05667114001508e+48,0.169911,1.1704619341996795e+48,9.850290197103834e+47,2.155490953910063e+48,2.155490953910063e+48
0.218,139206725116714.64,1.0988320942082365e+48,1.0566829312059889e+48,0.17047600000000002,1.1707124439269918e+48,9.848025814872334e+47,2.1555150254142252e+48,2.1555150254142252e+48
0.219,139845288075965.64,1.0988443745214896e+48,1.0566947223968979e+48,0.171039,1.1709621103643425e+48,9.84576986554045e+47,2.1555390969183874e+48,2.1555390969183874e+48
0.22,140483851035216.62,1.098856654834743e+48,1.0567065135878067e+48,0.1716,1.1712109335117323e+48,9.843522349108174e+47,2.1555631684225497e+48,2.1555631684225497e+48
0.221,141122413994467.6,1.0988689351479963e+48,1.0567183047787156e+48,0.172159,1.1714589133691607e+48,9.841283265575512e+47,2.155587239926712e+48,2.155587239926712e+48
0.222,141760976953718.6,1.0988812154612496e+48,1.0567300959696246e+48,0.172716,1.1717060499366277e+48,9.839052614942464e+47,2.155611311430874e+48,2.155611311430874e+48
0.223,142399539912969.56,1.098893495774503e+48,1.0567418871605334e+48,0.173271,1.1719523432141337e+48,9.836830397209027e+47,2.1556353829350364e+48,2.1556353829350364e+48
0.224,143038102872220.56,1.0989057760877561e+48,1.0567536783514425e+48,0.173824,1.1721977932016779e+48,9.834616612375207e+47,2.1556594544391986e+48,2.1556594544391986e+48
0.225,143676665831471.53,1.0989180564010095e+48,1.0567654695423515e+48,0.174375,1.1724423998992614e+48,9.832411260440998e+47,2.155683525943361e+48,2.1556835259433612e+48
0.226,144315228790722.53,1.0989303367142628e+48,1.0567772607332605e+48,0.174924,1.1726861633068834e+48,9.830214341406399e+47,2.155707597447523e+48,2.155707597447523e+48
0.227,144953791749973.5,1.0989426170275163e+48,1.0567890519241693e+48,0.17547100000000002,1.1729290834245441e+48,9.828025855271414e+47,2.1557316689516854e+48,2.1557316689516854e+48
0.228,145592354709224.5,1.0989548973407695e+48,1.0568008431150782e+48,0.176016,1.1731711602522436e+48,9.825845802036041e+47,2.1557557404558476e+48,2.1557557404558476e+48
0.229,146230917668475.5,1.098967177654023e+48,1.0568126343059872e+48,0.17655900000000002,1.1734123937899819e+48,9.823674181700283e+47,2.15577981196001e+48,2.15577981196001e+48
0.23,146869480627726.47,1.0989794579672761e+48,1.0568244254968963e+48,0.1771,1.1736527840377586e+48,9.821510994264138e+47,2.1558038834641724e+48,2.1558038834641724e+48
0.231,147508043586977.47,1.0989917382805294e+48,1.0568362166878051e+48,0.17763900000000002,1.1738923309955743e+48,9.819356239727602e+47,2.1558279549683343e+48,2.1558279549683343e+48
0.232,148146606546228.44,1.0990040185937828e+48,1.0568480078787141e+48,0.178176,1.1741310346634287e+48,9.817209918090681e+47,2.155852026472497e+48,2.155852026472497e+48
0.233,148785169505479.44,1.099016298907036e+48,1.056859799069623e+48,0.178711,1.1743688950413218e+48,9.815072029353373e+47,2.155876097976659e+48,2.155876097976659e+48
0.234,149423732464730.4,1.0990285792202895e+48,1.0568715902605319e+48,0.17924400000000001,1.1746059121292538e+48,9.812942573515676e+47,2.1559001694808214e+48,2.1559001694808214e+48
0.23500000000000001,150062295423981.4,1.0990408595335426e+48,1.0568833814514408e+48,0.17977500000000002,1.1748420859272242e+48,9.810821550577594e+47,2.1559242409849833e+48,2.1559242409849836e+48
0.23600000000000002,150700858383232.38,1.099053139846796e+48,1.0568951726423498e+48,0.18030400000000002,1.1750774164352336e+48,9.808708960539122e+47,2.1559483124891458e+48,2.1559483124891458e+48
0.23700000000000002,151339421342483.38,1.0990654201600493e+48,1.0569069638332589e+48,0.18083100000000002,1.1753119036532816e+48,9.806604803400266e+47,2.1559723839933084e+48,2.1559723839933084e+48
0.23800000000000002,151977984301734.34,1.0990777004733028e+48,1.0569187550241677e+48,0.18135600000000002,1.1755455475813684e+48,9.80450907916102e+47,2.1559964554974706e+48,2.1559964554974703e+48
0.23900000000000002,152616547260985.34,1.099089980786556e+48,1.0569305462150767e+48,0.181879,1.1757783482194939e+48,9.802421787821388e+47,2.156020527001633e+48,2.156020527001633e+48
0.24,153255110220236.3,1.0991022610998095e+48,1.0569423374059856e+48,0.1824,1.1760103055676582e+48,9.800342929381369e+47,2.156044598505795e+48,2.156044598505795e+48
0.241,153893673179487.28,1.0991145414130626e+48,1.0569541285968944e+48,0.182919,1.176241419625861e+48,9.79827250384096e+47,2.156068670009957e+48,2.156068670009957e+48
0.242,154532236138738.28,1.0991268217263159e+48,1.0569659197878034e+48,0.183436,1.1764716903941025e+48,9.796210511200167e+47,2.1560927415141193e+48,2.1560927415141193e+48
0.243,155170799097989.25,1.0991391020395693e+48,1.0569777109787124e+48,0.183951,1.1767011178723832e+48,9.794156951458985e+47,2.156116813018282e+48,2.156116813018282e+48
0.244,155809362057240.25,1.0991513823528226e+48,1.0569895021696215e+48,0.184464,1.1769297020607023e+48,9.792111824617418e+47,2.156140884522444e+48,2.156140884522444e+48
0.245,156447925016491.22,1.099163662666076e+48,1.0570012933605303e+48,0.184975,1.1771574429590603e+48,9.79007513067546e+47,2.1561649560266063e+48,2.1561649560266063e+48
0.246,157086487975742.22,1.0991759429793291e+48,1.0570130845514393e+48,0.185484,1.1773843405674566e+48,9.788046869633118e+47,2.1561890275307686e+48,2.1561890275307686e+48
0.247,157725050934993.2,1.0991882232925826e+48,1.0570248757423482e+48,0.185991,1.177610394885892e+48,9.786027041490388e+47,2.1562130990349308e+48,2.1562130990349308e+48
0.248,158363613894244.2,1.0992005036058358e+48,1.0570366669332572e+48,0.186496,1.177835605914366e+48,9.78401564624727e+47,2.156237170539093e+48,2.156237170539093e+48
0.249,159002176853495.16,1.0992127839190893e+48,1.057048458124166e+48,0.186999,1.178059973652879e+48,9.782012683903763e+47,2.1562612420432553e+48,2.1562612420432553e+48
0.25,159640739812746.16,1.0992250642323426e+48,1.057060249315075e+48,0.1875,1.1782834981014304e+48,9.780018154459871e+47,2.1562853135474175e+48,2.1562853135474175e+48
0.251,160279302771997.16,1.0992373445455957e+48,1.0570720405059841e+48,0.187999,1.1785061792600206e+48,9.778032057915591e+47,2.1563093850515798e+48,2.1563093850515798e+48
0.252,160917865731248.12,1.0992496248588491e+48,1.0570838316968929e+48,0.188496,1.1787280171286496e+48,9.776054394270924e+47,2.156333456555742e+48,2.156333456555742e+48
0.253,161556428690499.12,1.0992619051721024e+48,1.0570956228878019e+48,0.188991,1.1789490117073173e+48,9.77408516352587e+47,2.1563575280599042e+48,2.1563575280599042e+48
0.254,162194991649750.1,1.0992741854853558e+48,1.0571074140787108e+48,0.189484,1.1791691629960238e+48,9.772124365680428e+47,2.1563815995640665e+48,2.1563815995640665e+48
0.255,162833554609001.1,1.0992864657986091e+48,1.0571192052696198e+48,0.189975,1.179388470994769e+48,9.7701720007346e+47,2.1564056710682287e+48,2.1564056710682287e+48
0.256,163472117568252.06,1.0992987461118625e+48,1.0571309964605286e+48,0.190464,1.179606935703553e+48,9.768228068688381e+47,2.156429742572391e+48,2.156429742572391e+48
0.257,164110680527503.06,1.0993110264251156e+48,1.0571427876514376e+48,0.190951,1.1798245571223754e+48,9.766292569541778e+47,2.1564538140765532e+48,2.1564538140765532e+48
0.258,164749243486754.03,1.099323306738369e+48,1.0571545788423467e+48,0.191436,1.180041335251237e+48,9.764365503294788e+47,2.1564778855807158e+48,2.1564778855807158e+48
0.259,165387806446005.03,1.0993355870516224e+48,1.0571663700332555e+48,0.191919,1.1802572700901369e+48,9.762446869947408e+47,2.1565019570848777e+48,2.1565019570848777e+48
0.26,166026369405256.0,1.0993478673648756e+48,1.0571781612241645e+48,0.19240000000000002,1.1804723616390757e+48,9.760536669499644e+47,2.15652602858904e+48,2.15652602858904e+48
0.261,166664932364507.0,1.099360147678129e+48,1.0571899524150734e+48,0.192879,1.1806866098980533e+48,9.758634901951492e+47,2.1565501000932025e+48,2.1565501000932025e+48
0.262,167303495323757.97,1.0993724279913823e+48,1.0572017436059824e+48,0.193356,1.1809000148670697e+48,9.75674156730295e+47,2.1565741715973647e+48,2.1565741715973647e+48
0.263,167942058283008.97,1.0993847083046356e+48,1.0572135347968912e+48,0.193831,1.1811125765461245e+48,9.754856665554023e+47,2.1565982431015266e+48,2.1565982431015266e+48
0.264,168580621242259.94,1.0993969886178889e+48,1.0572253259878002e+48,0.194304,1.1813242949352183e+48,9.752980196704707e+47,2.156622314605689e+48,2.156622314605689e+48
0.265,169219184201510.94,1.0994092689311423e+48,1.0572371171787093e+48,0.194775,1.1815351700343509e+48,9.751112160755007e+47,2.1566463861098518e+48,2.1566463861098518e+48
0.266,169857747160761.9,1.0994215492443956e+48,1.0572489083696181e+48,0.195244,1.181745201843522e+48,9.749252557704917e+47,2.1566704576140137e+48,2.1566704576140137e+48
0.267,170496310120012.9,1.099433829557649e+48,1.057260699560527e+48,0.195711,1.1819543903627321e+48,9.74740138755444e+47,2.1566945291181762e+48,2.1566945291181762e+48
0.268,171134873079263.88,1.0994461098709023e+48,1.057272490751436e+48,0.19617600000000002,1.1821627355919807e+48,9.745558650303577e+47,2.1567186006223385e+48,2.1567186006223385e+48
0.269,171773436038514.88,1.0994583901841556e+48,1.057284281942345e+48,0.196639,1.182370237531268e+48,9.743724345952326e+47,2.1567426721265007e+48,2.1567426721265007e+48
0.27,172411998997765.88,1.0994706704974089e+48,1.0572960731332538e+48,0.1971,1.1825768961805941e+48,9.741898474500686e+47,2.1567667436306626e+48,2.1567667436306626e+48
0.271,173050561957016.84,1.0994829508106621e+48,1.0573078643241627e+48,0.197559,1.182782711539959e+48,9.74008103594866e+47,2.156790815134825e+48,2.156790815134825e+48
0.272,173689124916267.84,1.0994952311239156e+48,1.0573196555150719e+48,0.198016,1.1829876836093626e+48,9.738272030296248e+47,2.1568148866389874e+48,2.1568148866389874e+48
0.273,174327687875518.8,1.0995075114371688e+48,1.0573314467059807e+48,0.198471,1.1831918123888049e+48,9.736471457543447e+47,2.1568389581431497e+48,2.1568389581431497e+48
0.274,174966250834769.8,1.0995197917504223e+48,1.0573432378968896e+48,0.19892400000000002,1.183395097878286e+48,9.734679317690259e+47,2.156863029647312e+48,2.156863029647312e+48
0.275,175604813794020.78,1.0995320720636756e+48,1.0573550290877986e+48,0.199375,1.1835975400778057e+48,9.732895610736685e+47,2.1568871011514742e+48,2.1568871011514742e+48
0.276,176243376753271.78,1.0995443523769288e+48,1.0573668202787076e+48,0.199824,1.1837991389873641e+48,9.731120336682723e+47,2.1569111726556364e+48,2.1569111726556364e+48
0.277,176881939712522.75,1.0995566326901821e+48,1.0573786114696165e+48,0.200271,1.1839998946069613e+48,9.729353495528373e+47,2.1569352441597986e+48,2.1569352441597986e+48
0.278,177520502671773.75,1.0995689130034355e+48,1.0573904026605253e+48,0.200716,1.1841998069365975e+48,9.727595087273634e+47,2.156959315663961e+48,2.156959315663961e+48
0.279,178159065631024.72,1.0995811933166888e+48,1.0574021938514345e+48,0.201159,1.184398875976272e+48,9.725845111918513e+47,2.156983387168123e+48,2.156983387168123e+48
0.28,178797628590275.72,1.0995934736299421e+48,1.0574139850423433e+48,0.2016,1.1845971017259854e+48,9.724103569463e+47,2.1570074586722854e+48,2.1570074586722854e+48
0.281,179436191549526.7,1.0996057539431955e+48,1.0574257762332522e+48,0.20203900000000002,1.1847944841857377e+48,9.722370459907101e+47,2.1570315301764476e+48,2.1570315301764476e+48
0.28200000000000003,180074754508777.7,1.0996180342564486e+48,1.0574375674241612e+48,0.20247600000000002,1.1849910233555284e+48,9.720645783250814e+47,2.15705560168061e+48,2.15705560168061e+48
0.28300000000000003,180713317468028.66,1.0996303145697021e+48,1.0574493586150702e+48,0.202911,1.1851867192353581e+48,9.718929539494141e+47,2.157079673184772e+48,2.157079673184772e+48
0.28400000000000003,181351880427279.66,1.0996425948829554e+48,1.0574611498059791e+48,0.20334400000000002,1.1853815718252264e+48,9.717221728637081e+47,2.1571037446889343e+48,2.1571037446889343e+48
0.28500000000000003,181990443386530.62,1.0996548751962088e+48,1.057472940996888e+48,0.203775,1.1855755811251336e+48,9.715522350679631e+47,2.1571278161930966e+48,2.1571278161930966e+48
0.28600000000000003,182629006345781.62,1.099667155509462e+48,1.057484732187797e+48,0.20420400000000002,1.1857687471350793e+48,9.713831405621798e+47,2.157151887697259e+48,2.157151887697259e+48
0.28700000000000003,183267569305032.6,1.0996794358227155e+48,1.0574965233787059e+48,0.204631,1.185961069855064e+48,9.712148893463574e+47,2.1571759592014214e+48,2.1571759592014214e+48
0.28800000000000003,183906132264283.6,1.0996917161359686e+48,1.0575083145696148e+48,0.20505600000000002,1.186152549285087e+48,9.710474814204965e+47,2.1572000307055833e+48,2.1572000307055833e+48
0.289,184544695223534.53,1.099703996449222e+48,1.0575201057605238e+48,0.205479,1.1863431854251492e+48,9.708809167845967e+47,2.157224102209746e+48,2.157224102209746e+48
0.29,185183258182785.53,1.0997162767624752e+48,1.0575318969514326e+48,0.20589999999999997,1.1865329782752496e+48,9.707151954386582e+47,2.1572481737139078e+48,2.1572481737139078e+48
0.291,185821821142036.5,1.0997285570757286e+48,1.0575436881423417e+48,0.206319,1.1867219278353892e+48,9.705503173826812e+47,2.1572722452180703e+48,2.1572722452180703e+48
0.292,186460384101287.5,1.0997408373889819e+48,1.0575554793332505e+48,0.20673599999999998,1.1869100341055673e+48,9.70386282616665e+47,2.1572963167222322e+48,2.1572963167222322e+48
0.293,187098947060538.47,1.0997531177022353e+48,1.0575672705241597e+48,0.207151,1.1870972970857843e+48,9.702230911406107e+47,2.157320388226395e+48,2.157320388226395e+48
0.294,187737510019789.47,1.0997653980154886e+48,1.0575790617150685e+48,0.20756399999999997,1.1872837167760398e+48,9.700607429545172e+47,2.157344459730557e+48,2.157344459730557e+48
0.295,188376072979040.47,1.099777678328742e+48,1.0575908529059774e+48,0.20797500000000002,1.1874692931763343e+48,9.698992380583851e+47,2.1573685312347196e+48,2.1573685312347196e+48
0.296,189014635938291.44,1.0997899586419951e+48,1.0576026440968864e+48,0.20838399999999999,1.1876540262866673e+48,9.697385764522143e+47,2.1573926027388815e+48,2.1573926027388815e+48
0.297,189653198897542.44,1.0998022389552486e+48,1.0576144352877955e+48,0.208791,1.1878379161070391e+48,9.69578758136005e+47,2.157416674243044e+48,2.157416674243044e+48
0.298,190291761856793.4,1.0998145192685019e+48,1.0576262264787043e+48,0.20919599999999997,1.1880209626374496e+48,9.694197831097566e+47,2.1574407457472063e+48,2.1574407457472063e+48
0.299,190930324816044.4,1.0998267995817553e+48,1.0576380176696133e+48,0.209599,1.188203165877899e+48,9.692616513734695e+47,2.1574648172513686e+48,2.1574648172513686e+48
0.3,191568887775295.38,1.0998390798950084e+48,1.0576498088605221e+48,0.21,1.188384525828387e+48,9.691043629271436e+47,2.1574888887555305e+48,2.1574888887555305e+48
0.301,192207450734546.38,1.099851360208262e+48,1.0576616000514312e+48,0.210399,1.1885650424889139e+48,9.689479177707793e+47,2.157512960259693e+48,2.157512960259693e+48
0.302,192846013693797.34,1.0998636405215151e+48,1.05767339124234e+48,0.21079599999999998,1.1887447158594792e+48,9.68792315904376e+47,2.1575370317638553e+48,2.1575370317638553e+48
0.303,193484576653048.34,1.0998759208347686e+48,1.057685182433249e+48,0.21119100000000002,1.1889235459400835e+48,9.68637557327934e+47,2.1575611032680175e+48,2.1575611032680175e+48
0.304,194123139612299.3,1.0998882011480217e+48,1.0576969736241578e+48,0.21158399999999997,1.1891015327307262e+48,9.684836420414533e+47,2.1575851747721795e+48,2.1575851747721795e+48
0.305,194761702571550.3,1.0999004814612753e+48,1.0577087648150669e+48,0.21197500000000002,1.1892786762314081e+48,9.68330570044934e+47,2.157609246276342e+48,2.157609246276342e+48
0.306,195400265530801.28,1.0999127617745284e+48,1.0577205560059757e+48,0.21236399999999997,1.1894549764421283e+48,9.681783413383758e+47,2.1576333177805043e+48,2.1576333177805043e+48
0.307,196038828490052.28,1.0999250420877818e+48,1.0577323471968848e+48,0.21275100000000002,1.1896304333628876e+48,9.68026955921779e+47,2.1576573892846665e+48,2.1576573892846665e+48
0.308,196677391449303.25,1.0999373224010351e+48,1.0577441383877936e+48,0.213136,1.1898050469936853e+48,9.678764137951434e+47,2.1576814607888287e+48,2.1576814607888287e+48
0.309,197315954408554.25,1.0999496027142884e+48,1.0577559295787028e+48,0.21351900000000001,1.1899788173345219e+48,9.677267149584693e+47,2.157705532292991e+48,2.157705532292991e+48
0.31,197954517367805.22,1.0999618830275416e+48,1.0577677207696116e+48,0.21389999999999998,1.1901517443853972e+48,9.67577859411756e+47,2.1577296037971532e+48,2.1577296037971532e+48
0.311,198593080327056.22,1.099974163340795e+48,1.0577795119605207e+48,0.21427900000000003,1.1903238281463114e+48,9.674298471550044e+47,2.1577536753013158e+48,2.1577536753013158e+48
0.312,199231643286307.2,1.0999864436540484e+48,1.0577913031514295e+48,0.21465599999999999,1.190495068617264e+48,9.672826781882138e+47,2.1577777468054777e+48,2.1577777468054777e+48
0.313,199870206245558.2,1.0999987239673016e+48,1.0578030943423385e+48,0.21503100000000003,1.1906654657982555e+48,9.671363525113846e+47,2.15780181830964e+48,2.15780181830964e+48
0.314,200508769204809.2,1.100011004280555e+48,1.0578148855332473e+48,0.21540399999999998,1.1908350196892858e+48,9.669908701245166e+47,2.1578258898138022e+48,2.1578258898138022e+48
0.315,201147332164060.16,1.1000232845938083e+48,1.0578266767241564e+48,0.21577500000000002,1.1910037302903548e+48,9.6684623102761e+47,2.1578499613179647e+48,2.1578499613179647e+48
0.316,201785895123311.16,1.1000355649070616e+48,1.0578384679150652e+48,0.21614399999999998,1.1911715976014624e+48,9.667024352206644e+47,2.1578740328221267e+48,2.1578740328221267e+48
0.317,202424458082562.12,1.100047845220315e+48,1.0578502591059742e+48,0.216511,1.191338621622609e+48,9.665594827036803e+47,2.1578981043262892e+48,2.1578981043262892e+48
0.318,203063021041813.12,1.1000601255335683e+48,1.057862050296883e+48,0.21687599999999999,1.191504802353794e+48,9.664173734766573e+47,2.157922175830451e+48,2.157922175830451e+48
0.319,203701584001064.1,1.1000724058468216e+48,1.0578738414877921e+48,0.21723900000000002,1.191670139795018e+48,9.662761075395958e+47,2.1579462473346137e+48,2.1579462473346137e+48
0.32,204340146960315.1,1.1000846861600747e+48,1.0578856326787009e+48,0.2176,1.1918346339462803e+48,9.661356848924953e+47,2.1579703188387756e+48,2.1579703188387756e+48
0.321,204978709919566.06,1.1000969664733283e+48,1.05789742386961e+48,0.217959,1.1919982848075818e+48,9.659961055353565e+47,2.1579943903429385e+48,2.1579943903429385e+48
0.322,205617272878817.06,1.1001092467865814e+48,1.0579092150605188e+48,0.21831599999999998,1.1921610923789218e+48,9.658573694681785e+47,2.1580184618471e+48,2.1580184618471e+48
0.323,206255835838068.03,1.100121527099835e+48,1.057921006251428e+48,0.21867100000000003,1.1923230566603008e+48,9.657194766909622e+47,2.158042533351263e+48,2.158042533351263e+48
0.324,206894398797319.03,1.1001338074130881e+48,1.0579327974423368e+48,0.219024,1.1924841776517181e+48,9.655824272037068e+47,2.158066604855425e+48,2.158066604855425e+48
0.325,207532961756570.0,1.1001460877263416e+48,1.0579445886332459e+48,0.21937500000000001,1.1926444553531744e+48,9.65446221006413e+47,2.1580906763595875e+48,2.1580906763595875e+48
0.326,208171524715821.0,1.1001583680395947e+48,1.0579563798241547e+48,0.21972399999999997,1.1928038897646693e+48,9.653108580990801e+47,2.1581147478637494e+48,2.1581147478637494e+48
0.327,208810087675071.97,1.1001706483528481e+48,1.0579681710150638e+48,0.22007100000000002,1.1929624808862031e+48,9.651763384817088e+47,2.158138819367912e+48,2.158138819367912e+48
0.328,209448650634322.97,1.1001829286661014e+48,1.0579799622059726e+48,0.22041599999999997,1.1931202287177754e+48,9.650426621542985e+47,2.1581628908720742e+48,2.158162890872074e+48
0.329,210087213593573.94,1.1001952089793548e+48,1.0579917533968816e+48,0.220759,1.1932771332593867e+48,9.649098291168497e+47,2.1581869623762364e+48,2.1581869623762364e+48
0.33,210725776552824.94,1.1002074892926081e+48,1.0580035445877904e+48,0.2211,1.1934331945110366e+48,9.64777839369362e+47,2.1582110338803987e+48,2.1582110338803987e+48
0.331,211364339512075.9,1.1002197696058615e+48,1.0580153357786994e+48,0.22143900000000002,1.1935884124727253e+48,9.646466929118356e+47,2.158235105384561e+48,2.158235105384561e+48
0.332,212002902471326.9,1.1002320499191147e+48,1.0580271269696082e+48,0.221776,1.1937427871444525e+48,9.645163897442703e+47,2.1582591768887228e+48,2.1582591768887228e+48
0.333,212641465430577.9,1.1002443302323681e+48,1.0580389181605173e+48,0.22211100000000003,1.1938963185262188e+48,9.643869298666666e+47,2.1582832483928854e+48,2.1582832483928854e+48
0.334,213280028389828.88,1.1002566105456214e+48,1.0580507093514261e+48,0.22244399999999998,1.1940490066180234e+48,9.64258313279024e+47,2.1583073198970476e+48,2.1583073198970476e+48
0.335,213918591349079.88,1.1002688908588748e+48,1.0580625005423352e+48,0.22277500000000003,1.1942008514198671e+48,9.641305399813429e+47,2.15833139140121e+48,2.15833139140121e+48
0.336,214557154308330.84,1.100281171172128e+48,1.058074291733244e+48,0.223104,1.1943518529317493e+48,9.640036099736227e+47,2.158355462905372e+48,2.158355462905372e+48
0.337,215195717267581.84,1.1002934514853815e+48,1.0580860829241532e+48,0.22343100000000002,1.1945020111536705e+48,9.638775232558642e+47,2.1583795344095347e+48,2.1583795344095347e+48
0.338,215834280226832.8,1.1003057317986346e+48,1.058097874115062e+48,0.22375599999999998,1.19465132608563e+48,9.637522798280666e+47,2.1584036059136966e+48,2.1584036059136966e+48
0.339,216472843186083.8,1.100318012111888e+48,1.058109665305971e+48,0.22407900000000003,1.1947997977276287e+48,9.636278796902305e+47,2.158427677417859e+48,2.158427677417859e+48
0.34,217111406145334.78,1.1003302924251412e+48,1.0581214564968799e+48,0.2244,1.1949474260796656e+48,9.635043228423555e+47,2.158451748922021e+48,2.158451748922021e+48
0.341,217749969104585.78,1.1003425727383946e+48,1.058133247687789e+48,0.22471900000000003,1.1950942111417417e+48,9.633816092844419e+47,2.1584758204261836e+48,2.1584758204261836e+48
0.342,218388532063836.75,1.1003548530516479e+48,1.0581450388786978e+48,0.22503599999999999,1.1952401529138562e+48,9.632597390164893e+47,2.1584998919303455e+48,2.1584998919303455e+48
0.343,219027095023087.75,1.1003671333649013e+48,1.0581568300696068e+48,0.22535100000000002,1.1953852513960098e+48,9.631387120384983e+47,2.158523963434508e+48,2.158523963434508e+48
0.34400000000000003,219665657982338.72,1.1003794136781546e+48,1.0581686212605157e+48,0.225664,1.1955295065882018e+48,9.630185283504686e+47,2.1585480349386704e+48,2.1585480349386704e+48
0.34500000000000003,220304220941589.72,1.100391693991408e+48,1.0581804124514247e+48,0.22597500000000004,1.1956729184904329e+48,9.628991879523998e+47,2.158572106442833e+48,2.158572106442833e+48
0.34600000000000003,220942783900840.7,1.1004039743046612e+48,1.0581922036423335e+48,0.22628399999999999,1.1958154871027021e+48,9.627806908442925e+47,2.1585961779469945e+48,2.1585961779469945e+48
0.34700000000000003,221581346860091.7,1.1004162546179146e+48,1.0582039948332425e+48,0.22659100000000004,1.1959572124250106e+48,9.626630370261464e+47,2.158620249451157e+48,2.158620249451157e+48
0.34800000000000003,222219909819342.66,1.1004285349311677e+48,1.0582157860241514e+48,0.226896,1.1960980944573574e+48,9.625462264979617e+47,2.158644320955319e+48,2.158644320955319e+48
0.34900000000000003,222858472778593.66,1.1004408152444213e+48,1.0582275772150604e+48,0.22719900000000004,1.1962381331997435e+48,9.624302592597382e+47,2.158668392459482e+48,2.158668392459482e+48
0.35000000000000003,223497035737844.62,1.1004530955576746e+48,1.0582393684059692e+48,0.22749999999999998,1.196377328652168e+48,9.623151353114758e+47,2.1586924639636438e+48,2.1586924639636438e+48
0.35100000000000003,224135598697095.62,1.1004653758709279e+48,1.0582511595968783e+48,0.22779900000000003,1.1965156808146311e+48,9.622008546531751e+47,2.1587165354678064e+48,2.1587165354678064e+48
0.352,224774161656346.56,1.1004776561841811e+48,1.0582629507877871e+48,0.228096,1.196653189687133e+48,9.620874172848353e+47,2.1587406069719683e+48,2.1587406069719683e+48
0.353,225412724615597.56,1.1004899364974346e+48,1.0582747419786961e+48,0.22839099999999998,1.1967898552696738e+48,9.619748232064569e+47,2.1587646784761308e+48,2.1587646784761308e+48
0.354,226051287574848.53,1.1005022168106877e+48,1.058286533169605e+48,0.228684,1.1969256775622531e+48,9.618630724180397e+47,2.1587887499802928e+48,2.1587887499802928e+48
0.355,226689850534099.53,1.1005144971239411e+48,1.058298324360514e+48,0.22897499999999998,1.1970606565648713e+48,9.617521649195839e+47,2.1588128214844553e+48,2.1588128214844553e+48
0.356,227328413493350.53,1.1005267774371946e+48,1.058310115551423e+48,0.229264,1.1971947922775283e+48,9.616421007110893e+47,2.1588368929886176e+48,2.1588368929886176e+48
0.357,227966976452601.5,1.1005390577504477e+48,1.058321906742332e+48,0.229551,1.1973280847002237e+48,9.615328797925559e+47,2.1588609644927798e+48,2.1588609644927798e+48
0.358,228605539411852.5,1.1005513380637011e+48,1.058333697933241e+48,0.22983599999999998,1.1974605338329581e+48,9.61424502163984e+47,2.158885035996942e+48,2.158885035996942e+48
0.359,229244102371103.47,1.1005636183769545e+48,1.0583454891241497e+48,0.230119,1.1975921396757312e+48,9.61316967825373e+47,2.1589091075011043e+48,2.1589091075011043e+48
0.36,229882665330354.47,1.1005758986902077e+48,1.0583572803150587e+48,0.2304,1.1977229022285428e+48,9.612102767767233e+47,2.1589331790052665e+48,2.1589331790052662e+48
0.361,230521228289605.44,1.1005881790034611e+48,1.0583690715059677e+48,0.230679,1.1978528214913935e+48,9.611044290180352e+47,2.1589572505094288e+48,2.1589572505094288e+48
0.362,231159791248856.44,1.1006004593167144e+48,1.0583808626968766e+48,0.230956,1.1979818974642827e+48,9.609994245493083e+47,2.158981322013591e+48,2.158981322013591e+48
0.363,231798354208107.4,1.1006127396299676e+48,1.0583926538877856e+48,0.231231,1.1981101301472106e+48,9.608952633705426e+47,2.1590053935177532e+48,2.1590053935177532e+48
0.364,232436917167358.4,1.100625019943221e+48,1.0584044450786946e+48,0.231504,1.1982375195401775e+48,9.607919454817382e+47,2.1590294650219155e+48,2.1590294650219155e+48
0.365,233075480126609.38,1.1006373002564744e+48,1.0584162362696035e+48,0.231775,1.198364065643183e+48,9.60689470882895e+47,2.1590535365260777e+48,2.1590535365260777e+48
0.366,233714043085860.38,1.1006495805697276e+48,1.0584280274605123e+48,0.232044,1.198489768456227e+48,9.60587839574013e+47,2.15907760803024e+48,2.15907760803024e+48
