s,time_s,baseline_J,null_shape_g,plus_J,minus_J
0.16,102170073480157.55,1.0981198360395438e+48,-0.045695999999999994,8.898996434803476e+47,1.3063400285987399e+48
0.161,102808636439408.53,1.098132116352797e+48,-0.045791781,8.894754843182964e+47,1.3067887483872977e+48
0.162,103447199398659.52,1.0981443966660503e+48,-0.045885527999999995,8.890605933607197e+47,1.307228199971381e+48
0.163,104085762357910.5,1.0981566769793036e+48,-0.04597724699999999,8.886549432677813e+47,1.3076584106908258e+48
0.164,104724325317161.48,1.098168957292557e+48,-0.046066944,8.88258506699645e+47,1.308079407885469e+48
0.165,105362888276412.47,1.0981812376058103e+48,-0.046154625,8.878712563164746e+47,1.308491218895146e+48
0.166,106001451235663.45,1.0981935179190636e+48,-0.046240296,8.874931647784336e+47,1.3088938710596935e+48
0.167,106640014194914.44,1.098205798232317e+48,-0.046323962999999996,8.871242047456862e+47,1.3092873917189478e+48
0.168,107278577154165.42,1.0982180785455701e+48,-0.046405631999999995,8.86764348878396e+47,1.3096718082127443e+48
0.169,107917140113416.4,1.0982303588588236e+48,-0.046485308999999995,8.864135698367268e+47,1.3100471478809203e+48
0.17,108555703072667.39,1.0982426391720768e+48,-0.04656299999999999,8.860718402808424e+47,1.3104134380633113e+48
0.171,109194266031918.38,1.0982549194853303e+48,-0.04663871099999999,8.857391328709066e+47,1.3107707060997539e+48
0.17200000000000001,109832828991169.36,1.0982671997985835e+48,-0.046712448,8.854154202670832e+47,1.3111189793300838e+48
0.17300000000000001,110471391950420.34,1.098279480111837e+48,-0.046784216999999996,8.851006751295362e+47,1.3114582850941378e+48
0.17400000000000002,111109954909671.33,1.0982917604250901e+48,-0.046854024,8.847948701184287e+47,1.3117886507317515e+48
0.17500000000000002,111748517868922.31,1.0983040407383434e+48,-0.046921874999999995,8.844979778939252e+47,1.3121101035827615e+48
0.176,112387080828173.28,1.098316321051597e+48,-0.04698777600000001,8.842099711161896e+47,1.3124226709870043e+48
0.177,113025643787424.27,1.09832860136485e+48,-0.047051733,8.839308224453849e+47,1.3127263802843153e+48
0.178,113664206746675.27,1.0983408816781035e+48,-0.047113752,8.836605045416755e+47,1.3130212588145315e+48
0.179,114302769705926.25,1.0983531619913566e+48,-0.047173838999999995,8.833989900652248e+47,1.3133073339174884e+48
0.18,114941332665177.23,1.0983654423046102e+48,-0.047232,8.831462516761974e+47,1.313584632933023e+48
0.181,115579895624428.22,1.0983777226178633e+48,-0.047288240999999995,8.82902262034756e+47,1.3138531832009706e+48
0.182,116218458583679.2,1.0983900029311168e+48,-0.047342568,8.826669938010652e+47,1.3141130120611684e+48
0.183,116857021542930.19,1.09840228324437e+48,-0.04739498699999999,8.824404196352884e+47,1.3143641468534517e+48
0.184,117495584502181.17,1.0984145635576235e+48,-0.047445504,8.822225121975896e+47,1.3146066149176574e+48
0.185,118134147461432.16,1.0984268438708766e+48,-0.047494125,8.820132441481321e+47,1.3148404435936211e+48
0.186,118772710420683.14,1.09843912418413e+48,-0.047540856000000006,8.818125881470805e+47,1.3150656602211796e+48
0.187,119411273379934.12,1.0984514044973833e+48,-0.047585703,8.816205168545979e+47,1.3152822921401687e+48
0.188,120049836339185.11,1.0984636848106368e+48,-0.047628672000000004,8.814370029308487e+47,1.3154903666904248e+48
0.189,120688399298436.1,1.09847596512389e+48,-0.047669769,8.81262019035996e+47,1.315689911211784e+48
0.19,121326962257687.08,1.0984882454371435e+48,-0.047709,8.810955378302044e+47,1.3158809530440825e+48
0.191,121965525216938.06,1.0985005257503966e+48,-0.047746370999999996,8.809375319736367e+47,1.3160635195271564e+48
0.192,122604088176189.05,1.09851280606365e+48,-0.04778188800000001,8.807879741264575e+47,1.3162376380008426e+48
0.193,123242651135440.03,1.0985250863769033e+48,-0.047815557,8.806468369488303e+47,1.3164033358049763e+48
0.194,123881214094691.02,1.0985373666901567e+48,-0.047847384,8.805140931009191e+47,1.3165606402793943e+48
0.195,124519777053942.0,1.0985496470034097e+48,-0.047877375,8.80389715242887e+47,1.3167095787639323e+48
0.196,125158340013192.98,1.0985619273166633e+48,-0.047905536,8.80273676034899e+47,1.3168501785984276e+48
0.197,125796902972443.97,1.0985742076299164e+48,-0.047931873,8.801659481371175e+47,1.3169824671227152e+48
0.198,126435465931694.97,1.09858648794317e+48,-0.04795639200000001,8.800665042097076e+47,1.3171064716766324e+48
0.199,127074028890945.95,1.0985987682564231e+48,-0.047979099,8.799753169128321e+47,1.3172222196000141e+48
0.2,127712591850196.94,1.0986110485696767e+48,-0.04800000000000001,8.798923589066555e+47,1.317329738232698e+48
0.201,128351154809447.92,1.0986233288829296e+48,-0.048019100999999995,8.798176028513407e+47,1.3174290549145186e+48
0.202,128989717768698.9,1.0986356091961831e+48,-0.048036408,8.797510214070524e+47,1.3175201969853137e+48
0.203,129628280727949.89,1.0986478895094364e+48,-0.048051926999999994,8.796925872339541e+47,1.3176031917849186e+48
0.20400000000000001,130266843687200.88,1.0986601698226898e+48,-0.04806566400000001,8.796422729922095e+47,1.3176780666531701e+48
0.20500000000000002,130905406646451.86,1.098672450135943e+48,-0.048077625,8.796000513419825e+47,1.3177448489299037e+48
0.20600000000000002,131543969605702.84,1.0986847304491965e+48,-0.048087816,8.795658949434368e+47,1.3178035659549563e+48
0.20700000000000002,132182532564953.83,1.0986970107624496e+48,-0.048096243,8.79539776456736e+47,1.3178542450681632e+48
0.20800000000000002,132821095524204.81,1.098709291075703e+48,-0.048102912000000005,8.795216685420444e+47,1.3178969136093617e+48
0.209,133459658483455.78,1.0987215713889565e+48,-0.048107829000000005,8.795115438595255e+47,1.3179315989183875e+48
0.21,134098221442706.77,1.0987338517022098e+48,-0.048111,8.795093750693428e+47,1.3179583283350768e+48
0.211,134736784401957.75,1.098746132015463e+48,-0.048112431000000004,8.795151348316605e+47,1.3179771291992656e+48
0.212,135375347361208.73,1.0987584123287165e+48,-0.04811212800000001,8.795287958066424e+47,1.3179880288507905e+48
0.213,136013910320459.72,1.0987706926419696e+48,-0.048110097000000004,8.795503306544519e+47,1.3179910546294873e+48
0.214,136652473279710.7,1.098782972955223e+48,-0.048106344,8.795797120352534e+47,1.3179862338751926e+48
0.215,137291036238961.69,1.0987952532684763e+48,-0.04810087500000001,8.796169126092101e+47,1.3179735939277425e+48
0.216,137929599198212.67,1.0988075335817297e+48,-0.048093696000000005,8.796619050364863e+47,1.3179531621269732e+48
0.217,138568162157463.66,1.098819813894983e+48,-0.048084813000000004,8.797146619772454e+47,1.3179249658127207e+48
0.218,139206725116714.64,1.0988320942082365e+48,-0.04807423200000001,8.797751560916514e+47,1.3178890323248215e+48
0.219,139845288075965.64,1.0988443745214896e+48,-0.048061959,8.798433600398678e+47,1.3178453890031114e+48
0.22,140483851035216.62,1.098856654834743e+48,-0.04804800000000001,8.799192464820588e+47,1.3177940631874272e+48
0.221,141122413994467.6,1.0988689351479963e+48,-0.04803236100000001,8.800027880783878e+47,1.3177350822176048e+48
0.222,141760976953718.6,1.0988812154612496e+48,-0.048015048000000005,8.80093957489019e+47,1.31766847343348e+48
0.223,142399539912969.56,1.098893495774503e+48,-0.047996067,8.80192727374116e+47,1.31759426417489e+48
0.224,143038102872220.56,1.0989057760877561e+48,-0.047975424,8.802990703938423e+47,1.3175124817816699e+48
0.225,143676665831471.53,1.0989180564010095e+48,-0.047953125000000006,8.804129592083624e+47,1.3174231535936567e+48
0.226,144315228790722.53,1.0989303367142628e+48,-0.047929176000000004,8.805343664778393e+47,1.3173263069506863e+48
0.227,144953791749973.5,1.0989426170275163e+48,-0.047903583000000007,8.806632648624376e+47,1.317221969192595e+48
0.228,145592354709224.5,1.0989548973407695e+48,-0.047876352000000004,8.807996270223202e+47,1.3171101676592188e+48
0.229,146230917668475.5,1.098967177654023e+48,-0.04784748900000001,8.809434256176517e+47,1.3169909296903942e+48
0.23,146869480627726.47,1.0989794579672761e+48,-0.047817000000000005,8.810946333085952e+47,1.316864282625957e+48
0.231,147508043586977.47,1.0989917382805294e+48,-0.04778489100000001,8.812532227553149e+47,1.3167302538057438e+48
0.232,148146606546228.44,1.0990040185937828e+48,-0.047751168000000004,8.814191666179746e+47,1.316588870569591e+48
0.233,148785169505479.44,1.099016298907036e+48,-0.047715837000000004,8.81592437556738e+47,1.316440160257334e+48
0.234,149423732464730.4,1.0990285792202895e+48,-0.04767890400000001,8.81773008231769e+47,1.31628415020881e+48
0.23500000000000001,150062295423981.4,1.0990408595335426e+48,-0.047640375000000006,8.81960851303231e+47,1.3161208677638542e+48
0.23600000000000002,150700858383232.38,1.099053139846796e+48,-0.04760025600000001,8.821559394312885e+47,1.3159503402623036e+48
0.23700000000000002,151339421342483.38,1.0990654201600493e+48,-0.04755855300000001,8.823582452761046e+47,1.315772595043994e+48
0.23800000000000002,151977984301734.34,1.0990777004733028e+48,-0.047515272000000004,8.825677414978436e+47,1.3155876594487619e+48
0.23900000000000002,152616547260985.34,1.099089980786556e+48,-0.04747041900000001,8.827844007566689e+47,1.3153955608164432e+48
0.24,153255110220236.3,1.0991022610998095e+48,-0.047424,8.830081957127444e+47,1.3151963264868745e+48
0.241,153893673179487.28,1.0991145414130626e+48,-0.047376021000000004,8.832390990262339e+47,1.3149899837998913e+48
0.242,154532236138738.28,1.0991268217263159e+48,-0.047326488,8.834770833573013e+47,1.3147765600953304e+48
0.243,155170799097989.25,1.0991391020395693e+48,-0.047275407000000005,8.837221213661106e+47,1.314556082713028e+48
0.244,155809362057240.25,1.0991513823528226e+48,-0.047222784,8.83974185712825e+47,1.3143285789928202e+48
0.245,156447925016491.22,1.099163662666076e+48,-0.047168625,8.84233249057609e+47,1.3140940762745431e+48
0.246,157086487975742.22,1.0991759429793291e+48,-0.047112936,8.844992840606253e+47,1.313852601898033e+48
0.247,157725050934993.2,1.0991882232925826e+48,-0.047055723,8.847722633820391e+47,1.313604183203126e+48
0.248,158363613894244.2,1.0992005036058358e+48,-0.046996992,8.850521596820131e+47,1.3133488475296586e+48
0.249,159002176853495.16,1.0992127839190893e+48,-0.046936749,8.853389456207118e+47,1.3130866222174667e+48
0.25,159640739812746.16,1.0992250642323426e+48,-0.046875,8.856325938582985e+47,1.3128175346063866e+48
0.251,160279302771997.16,1.0992373445455957e+48,-0.046811751,8.85933077054937e+47,1.3125416120362544e+48
0.252,160917865731248.12,1.0992496248588491e+48,-0.046747008,8.862403678707915e+47,1.3122588818469067e+48
0.253,161556428690499.12,1.0992619051721024e+48,-0.046680777,8.865544389660254e+47,1.3119693713781794e+48
0.254,162194991649750.1,1.0992741854853558e+48,-0.046613064,8.868752630008028e+47,1.3116731079699089e+48
0.255,162833554609001.1,1.0992864657986091e+48,-0.046543875,8.872028126352873e+47,1.3113701189619309e+48
0.256,163472117568252.06,1.0992987461118625e+48,-0.046473216,8.875370605296427e+47,1.3110604316940823e+48
0.257,164110680527503.06,1.0993110264251156e+48,-0.046401093000000004,8.878779793440326e+47,1.3107440735061987e+48
0.258,164749243486754.03,1.099323306738369e+48,-0.046327511999999994,8.882255417386214e+47,1.3104210717381167e+48
0.259,165387806446005.03,1.0993355870516224e+48,-0.046252479,8.885797203735723e+47,1.3100914537296724e+48
0.26,166026369405256.0,1.0993478673648756e+48,-0.046176,8.889404879090492e+47,1.309755246820702e+48
0.261,166664932364507.0,1.099360147678129e+48,-0.046098081,8.893078170052163e+47,1.3094124783510418e+48
0.262,167303495323757.97,1.0993724279913823e+48,-0.046018727999999995,8.896816803222368e+47,1.3090631756605278e+48
0.263,167942058283008.97,1.0993847083046356e+48,-0.045937947,8.90062050520275e+47,1.3087073660889963e+48
0.264,168580621242259.94,1.0993969886178889e+48,-0.045855744,8.904489002594943e+47,1.3083450769762835e+48
0.265,169219184201510.94,1.0994092689311423e+48,-0.045772125,8.908422022000588e+47,1.3079763356622259e+48
0.266,169857747160761.9,1.0994215492443956e+48,-0.045687095999999996,8.91241929002132e+47,1.3076011694866593e+48
0.267,170496310120012.9,1.099433829557649e+48,-0.04560066299999999,8.91648053325878e+47,1.30721960578942e+48
0.268,171134873079263.88,1.0994461098709023e+48,-0.045512832,8.920605478314602e+47,1.3068316719103444e+48
0.269,171773436038514.88,1.0994583901841556e+48,-0.045423609,8.924793851790427e+47,1.3064373951892685e+48
0.27,172411998997765.88,1.0994706704974089e+48,-0.045333,8.929045380287894e+47,1.3060368029660283e+48
0.271,173050561957016.84,1.0994829508106621e+48,-0.045241011,8.933359790408637e+47,1.3056299225804606e+48
0.272,173689124916267.84,1.0994952311239156e+48,-0.045147648,8.937736808754298e+47,1.3052167813724014e+48
0.273,174327687875518.8,1.0995075114371688e+48,-0.045052917,8.94217616192651e+47,1.3047974066816866e+48
0.274,174966250834769.8,1.0995197917504223e+48,-0.044956824,8.946677576526919e+47,1.3043718258481527e+48
0.275,175604813794020.78,1.0995320720636756e+48,-0.04485937499999999,8.951240779157153e+47,1.3039400662116358e+48
0.276,176243376753271.78,1.0995443523769288e+48,-0.044760575999999996,8.955865496418856e+47,1.3035021551119721e+48
0.277,176881939712522.75,1.0995566326901821e+48,-0.044660433,8.960551454913665e+47,1.3030581198889977e+48
0.278,177520502671773.75,1.0995689130034355e+48,-0.044558952,8.965298381243219e+47,1.3026079878825492e+48
0.279,178159065631024.72,1.0995811933166888e+48,-0.044456139,8.970106002009152e+47,1.3021517864324624e+48
0.28,178797628590275.72,1.0995934736299421e+48,-0.044351999999999996,8.974974043813105e+47,1.3016895428785737e+48
0.281,179436191549526.7,1.0996057539431955e+48,-0.044246541,8.979902233256718e+47,1.3012212845607193e+48
0.28200000000000003,180074754508777.7,1.0996180342564486e+48,-0.044139767999999996,8.98489029694162e+47,1.3007470388187352e+48
0.28300000000000003,180713317468028.66,1.0996303145697021e+48,-0.04403168699999999,8.989937961469462e+47,1.300266832992458e+48
0.28400000000000003,181351880427279.66,1.0996425948829554e+48,-0.043922304,8.995044953441872e+47,1.2997806944217235e+48
0.28500000000000003,181990443386530.62,1.0996548751962088e+48,-0.04381162499999999,9.000210999460492e+47,1.2992886504463684e+48
0.28600000000000003,182629006345781.62,1.099667155509462e+48,-0.043699655999999996,9.005435826126957e+47,1.2987907284062284e+48
0.28700000000000003,183267569305032.6,1.0996794358227155e+48,-0.043586402999999996,9.01071916004291e+47,1.29828695564114e+48
0.28800000000000003,183906132264283.6,1.0996917161359686e+48,-0.043471871999999995,9.016060727809981e+47,1.2977773594909391e+48
0.289,184544695223534.53,1.099703996449222e+48,-0.043356069000000004,9.021460256029818e+47,1.2972619672954623e+48
0.29,185183258182785.53,1.0997162767624752e+48,-0.043239,9.026917471304049e+47,1.2967408063945454e+48
0.291,185821821142036.5,1.0997285570757286e+48,-0.043120671000000006,9.03243210023432e+47,1.2962139041280252e+48
0.292,186460384101287.5,1.0997408373889819e+48,-0.043001088,9.038003869422264e+47,1.2956812878357373e+48
0.293,187098947060538.47,1.0997531177022353e+48,-0.042880257000000005,9.04363250546952e+47,1.2951429848575186e+48
0.294,187737510019789.47,1.0997653980154886e+48,-0.042758184,9.049317734977727e+47,1.2945990225332045e+48
0.295,188376072979040.47,1.099777678328742e+48,-0.04263487500000001,9.055059284548524e+47,1.2940494282026317e+48
0.296,189014635938291.44,1.0997899586419951e+48,-0.042510336,9.060856880783543e+47,1.293494229205636e+48
0.297,189653198897542.44,1.0998022389552486e+48,-0.042384573,9.06671025028443e+47,1.2929334528820541e+48
0.298,190291761856793.4,1.0998145192685019e+48,-0.042257592,9.072619119652817e+47,1.292367126571722e+48
0.299,190930324816044.4,1.0998267995817553e+48,-0.042129399000000005,9.078583215490345e+47,1.2917952776144761e+48
0.3,191568887775295.38,1.0998390798950084e+48,-0.042,9.084602264398649e+47,1.2912179333501519e+48
0.301,192207450734546.38,1.099851360208262e+48,-0.041869401,9.090675992979373e+47,1.2906351211185867e+48
0.302,192846013693797.34,1.0998636405215151e+48,-0.041737607999999995,9.096804127834146e+47,1.2900468682596157e+48
0.303,193484576653048.34,1.0998759208347686e+48,-0.041604627000000005,9.102986395564613e+47,1.2894532021130759e+48
0.304,194123139612299.3,1.0998882011480217e+48,-0.04147046399999999,9.109222522772406e+47,1.2888541500188028e+48
0.305,194761702571550.3,1.0999004814612753e+48,-0.04133512500000001,9.11551223605917e+47,1.2882497393166335e+48
0.306,195400265530801.28,1.0999127617745284e+48,-0.04119861599999999,9.12185526202654e+47,1.2876399973464028e+48
0.307,196038828490052.28,1.0999250420877818e+48,-0.041060943,9.12825132727615e+47,1.2870249514479486e+48
0.308,196677391449303.25,1.0999373224010351e+48,-0.040922112,9.134700158409644e+47,1.2864046289611058e+48
0.309,197315954408554.25,1.0999496027142884e+48,-0.040782129,9.141201482028655e+47,1.2857790572257112e+48
0.31,197954517367805.22,1.0999618830275416e+48,-0.040641,9.147755024734824e+47,1.2851482635816009e+48
0.311,198593080327056.22,1.099974163340795e+48,-0.040498731,9.154360513129789e+47,1.2845122753686112e+48
0.312,199231643286307.2,1.0999864436540484e+48,-0.040355327999999996,9.161017673815186e+47,1.2838711199265781e+48
0.313,199870206245558.2,1.0999987239673016e+48,-0.040210797000000006,9.167726233392653e+47,1.283224824595338e+48
0.314,200508769204809.2,1.100011004280555e+48,-0.040065144,9.174485918463831e+47,1.282573416714727e+48
0.315,201147332164060.16,1.1000232845938083e+48,-0.039918375000000006,9.181296455630353e+47,1.2819169236245814e+48
0.316,201785895123311.16,1.1000355649070616e+48,-0.039770495999999995,9.18815757149386e+47,1.2812553726647372e+48
0.317,202424458082562.12,1.100047845220315e+48,-0.039621513000000004,9.195068992655991e+47,1.280588791175031e+48
0.318,203063021041813.12,1.1000601255335683e+48,-0.039471431999999994,9.202030445718383e+47,1.2799172064952984e+48
0.319,203701584001064.1,1.1000724058468216e+48,-0.039320259,9.209041657282671e+47,1.2792406459653761e+48
0.32,204340146960315.1,1.1000846861600747e+48,-0.039167999999999994,9.216102353950495e+47,1.2785591369251e+48
0.321,204978709919566.06,1.1000969664733283e+48,-0.039014661,9.223212262323496e+47,1.277872706714307e+48
0.322,205617272878817.06,1.1001092467865814e+48,-0.03886024799999999,9.230371109003307e+47,1.2771813826728322e+48
0.323,206255835838068.03,1.100121527099835e+48,-0.038704767,9.23757862059157e+47,1.2764851921405131e+48
0.324,206894398797319.03,1.1001338074130881e+48,-0.038548224,9.244834523689918e+47,1.2757841624571845e+48
0.325,207532961756570.0,1.1001460877263416e+48,-0.038390625,9.252138544899994e+47,1.2750783209626837e+48
0.326,208171524715821.0,1.1001583680395947e+48,-0.038231975999999994,9.259490410823432e+47,1.2743676949968462e+48
0.327,208810087675071.97,1.1001706483528481e+48,-0.038072283,9.266889848061873e+47,1.273652311899509e+48
0.328,209448650634322.97,1.1001829286661014e+48,-0.037911551999999994,9.274336583216954e+47,1.2729321990105074e+48
0.329,210087213593573.94,1.1001952089793548e+48,-0.037749789,9.281830342890314e+47,1.2722073836696783e+48
0.33,210725776552824.94,1.1002074892926081e+48,-0.037586999999999995,9.289370853683586e+47,1.2714778932168577e+48
0.331,211364339512075.9,1.1002197696058615e+48,-0.037423191,9.296957842198415e+47,1.2707437549918816e+48
0.332,212002902471326.9,1.1002320499191147e+48,-0.03725836799999999,9.30459103503643e+47,1.2700049963345864e+48
0.333,212641465430577.9,1.1002443302323681e+48,-0.037092537,9.312270158799278e+47,1.2692616445848084e+48
0.334,213280028389828.88,1.1002566105456214e+48,-0.03692570399999999,9.319994940088593e+47,1.2685137270823834e+48
0.335,213918591349079.88,1.1002688908588748e+48,-0.036757875,9.327765105506014e+47,1.2677612711671482e+48
0.336,214557154308330.84,1.100281171172128e+48,-0.036589055999999995,9.335580381653175e+47,1.2670043041789384e+48
0.337,215195717267581.84,1.1002934514853815e+48,-0.036419253,9.34344049513172e+47,1.266242853457591e+48
0.338,215834280226832.8,1.1003057317986346e+48,-0.03624847199999999,9.351345172543281e+47,1.2654769463429411e+48
0.339,216472843186083.8,1.100318012111888e+48,-0.036076719,9.359294140489502e+47,1.264706610174826e+48
0.34,217111406145334.78,1.1003302924251412e+48,-0.03590399999999999,9.367287125572013e+47,1.263931872293081e+48
0.341,217749969104585.78,1.1003425727383946e+48,-0.035730321,9.37532385439246e+47,1.2631527600375432e+48
0.342,218388532063836.75,1.1003548530516479e+48,-0.035555687999999995,9.383404053552478e+47,1.262369300748048e+48
0.343,219027095023087.75,1.1003671333649013e+48,-0.035380107,9.391527449653704e+47,1.2615815217644323e+48
0.34400000000000003,219665657982338.72,1.1003794136781546e+48,-0.035203583999999996,9.399693769297776e+47,1.2607894504265316e+48
0.34500000000000003,220304220941589.72,1.100391693991408e+48,-0.035026125,9.407902739086333e+47,1.2599931140741828e+48
0.34600000000000003,220942783900840.7,1.1004039743046612e+48,-0.03484773599999999,9.41615408562101e+47,1.2591925400472213e+48
0.34700000000000003,221581346860091.7,1.1004162546179146e+48,-0.034668423,9.42444753550345e+47,1.2583877556854842e+48
0.34800000000000003,222219909819342.66,1.1004285349311677e+48,-0.034488191999999994,9.432782815335283e+47,1.2575787883288071e+48
0.34900000000000003,222858472778593.66,1.1004408152444213e+48,-0.034307049,9.441159651718159e+47,1.2567656653170267e+48
0.35000000000000003,223497035737844.62,1.1004530955576746e+48,-0.03412499999999999,9.449577771253706e+47,1.2559484139899786e+48
0.35100000000000003,224135598697095.62,1.1004653758709279e+48,-0.033942050999999994,9.458036900543562e+47,1.2551270616874995e+48
0.352,224774161656346.56,1.1004776561841811e+48,-0.033758208000000005,9.46653676618937e+47,1.2543016357494253e+48
0.353,225412724615597.56,1.1004899364974346e+48,-0.033573477000000004,9.475077094792767e+47,1.2534721635155924e+48
0.354,226051287574848.53,1.1005022168106877e+48,-0.033387864,9.483657612955385e+47,1.2526386723258369e+48
0.355,226689850534099.53,1.1005144971239411e+48,-0.033201375000000005,9.49227804727887e+47,1.2518011895199952e+48
0.356,227328413493350.53,1.1005267774371946e+48,-0.033014016,9.500938124364859e+47,1.2509597424379032e+48
0.357,227966976452601.5,1.1005390577504477e+48,-0.032825793000000006,9.509637570814981e+47,1.2501143584193972e+48
0.358,228605539411852.5,1.1005513380637011e+48,-0.032636712,9.518376113230887e+47,1.2492650648043135e+48
0.359,229244102371103.47,1.1005636183769545e+48,-0.032446779,9.527153478214205e+47,1.2484118889324886e+48
0.36,229882665330354.47,1.1005758986902077e+48,-0.032256,9.535969392366575e+47,1.2475548581437578e+48
0.361,230521228289605.44,1.1005881790034611e+48,-0.032064381,9.544823582289638e+47,1.2466939997779584e+48
0.362,231159791248856.44,1.1006004593167144e+48,-0.031871928,9.553715774585028e+47,1.245829341174926e+48
0.363,231798354208107.4,1.1006127396299676e+48,-0.031678647000000004,9.562645695854384e+47,1.2449609096744968e+48
0.364,232436917167358.4,1.100625019943221e+48,-0.031484544,9.571613072699349e+47,1.2440887326165073e+48
0.365,233075480126609.38,1.1006373002564744e+48,-0.031289625,9.580617631721553e+47,1.2432128373407934e+48
0.366,233714043085860.38,1.1006495805697276e+48,-0.031093896000000003,9.58965909952264e+47,1.2423332511871913e+48
0.367,234352606045111.34,1.100661860882981e+48,-0.030897363,9.598737202704245e+47,1.2414500014955376e+48
0.368,234991169004362.34,1.1006741411962343e+48,-0.030700032000000002,9.607851667868006e+47,1.240563115605668e+48
0.369,235629731963613.3,1.1006864215094876e+48,-0.030501909,9.617002221615561e+47,1.2396726208574191e+48
0.37,236268294922864.3,1.100698701822741e+48,-0.030303,9.62618859054855e+47,1.2387785445906271e+48
0.371,236906857882115.28,1.1007109821359942e+48,-0.030103311,9.635410501268606e+47,1.2378809141451277e+48
0.372,237545420841366.28,1.1007232624492476e+48,-0.029902848,9.644667680377373e+47,1.2369797568607579e+48
0.373,238183983800617.25,1.1007355427625009e+48,-0.029701617,9.653959854476484e+47,1.2360751000773533e+48
0.374,238822546759868.25,1.1007478230757542e+48,-0.029499624,9.663286750167581e+47,1.2351669711347502e+48
0.375,239461109719119.25,1.1007601033890076e+48,-0.029296875,9.6726480940523e+47,1.2342553973727851e+48
0.376,240099672678370.22,1.1007723837022609e+48,-0.029093376,9.682043612732278e+47,1.2333404061312939e+48
0.377,240738235637621.22,1.1007846640155141e+48,-0.028889133,9.691473032809153e+47,1.232422024750113e+48
0.378,241376798596872.2,1.1007969443287676e+48,-0.028684151999999997,9.700936080884565e+47,1.2315002805690786e+48
0.379,242015361556123.2,1.1008092246420209e+48,-0.028478439,9.71043248356015e+47,1.2305752009280266e+48
0.38,242653924515374.16,1.1008215049552741e+48,-0.028272,9.719961967437546e+47,1.2296468131667936e+48
0.381,243292487474625.16,1.1008337852685274e+48,-0.028064840999999997,9.729524259118392e+47,1.2287151446252156e+48
0.382,243931050433876.12,1.1008460655817807e+48,-0.027856968,9.739119085204326e+47,1.2277802226431288e+48
0.383,244569613393127.12,1.1008583458950341e+48,-0.027648386999999996,9.748746172296986e+47,1.2268420745603696e+48
0.384,245208176352378.1,1.1008706262082874e+48,-0.027439104,9.758405246998007e+47,1.2259007277167741e+48
0.385,245846739311629.1,1.1008829065215407e+48,-0.027229125,9.76809603590903e+47,1.2249562094521784e+48
0.386,246485302270880.06,1.1008951868347941e+48,-0.027018455999999996,9.777818265631692e+47,1.224008547106419e+48
0.387,247123865230131.06,1.1009074671480474e+48,-0.026807103,9.787571662767631e+47,1.2230577680193316e+48
0.388,247762428189382.03,1.1009197474613006e+48,-0.026595071999999997,9.797355953918485e+47,1.2221038995307528e+48
0.389,248400991148633.03,1.1009320277745541e+48,-0.026382368999999996,9.807170865685892e+47,1.221146968980519e+48
0.39,249039554107884.0,1.1009443080878072e+48,-0.026168999999999998,9.817016124671488e+47,1.2201870037084656e+48
0.391,249678117067135.0,1.1009565884010606e+48,-0.025954970999999997,9.826891457476915e+47,1.2192240310544297e+48
0.392,250316680026385.97,1.1009688687143139e+48,-0.025740287999999997,9.836796590703809e+47,1.218258078358247e+48
0.393,250955242985636.97,1.1009811490275672e+48,-0.025524956999999997,9.846731250953805e+47,1.2172891729597539e+48
0.394,251593805944887.94,1.1009934293408206e+48,-0.025308983999999996,9.856695164828546e+47,1.2163173421987866e+48
0.395,252232368904138.94,1.1010057096540739e+48,-0.025092374999999997,9.866688058929666e+47,1.2153426134151812e+48
0.396,252870931863389.94,1.1010179899673272e+48,-0.024875135999999996,9.876709659858804e+47,1.214365013948774e+48
0.397,253509494822640.9,1.1010302702805806e+48,-0.024657272999999993,9.8867596942176e+47,1.2133845711394011e+48
0.398,254148057781891.9,1.1010425505938339e+48,-0.024438791999999994,9.896837888607688e+47,1.212401312326899e+48
0.399,254786620741142.88,1.1010548309070872e+48,-0.024219698999999997,9.906943969630708e+47,1.2114152648511035e+48
0.4,255425183700393.88,1.1010671112203406e+48,-0.023999999999999994,9.9170776638883e+47,1.2104264560518511e+48
0.401,256063746659644.84,1.1010793915335937e+48,-0.023779700999999993,9.927238697982097e+47,1.2094349132689778e+48
0.402,256702309618895.84,1.1010916718468471e+48,-0.023558807999999994,9.937426798513743e+47,1.20844066384232e+48
0.403,257340872578146.8,1.1011039521601006e+48,-0.023337326999999995,9.947641692084872e+47,1.207443735111714e+48
0.404,257979435537397.8,1.1011162324733537e+48,-0.023115263999999993,9.957883105297119e+47,1.2064441544169955e+48
0.405,258617998496648.78,1.1011285127866071e+48,-0.022892624999999993,9.96815076475213e+47,1.2054419490980012e+48
0.406,259256561455899.78,1.1011407930998606e+48,-0.022669415999999994,9.978444397051538e+47,1.2044371464945673e+48
0.40700000000000003,259895124415150.75,1.1011530734131137e+48,-0.022445642999999994,9.988763728796978e+47,1.2034297739465295e+48
0.40800000000000003,260533687374401.75,1.1011653537263671e+48,-0.022221311999999993,9.999108486590095e+47,1.2024198587937247e+48
0.40900000000000003,261172250333652.72,1.1011776340396206e+48,-0.021996428999999994,1.0009478397032522e+48,1.2014074283759889e+48
