shape_lane,interval_index,substep,macro_index,KL_photon,TV_G1,TV_G2a,KL_bernoulli,KL_thermal
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,13,3.893530161039012e+48,0.29332090156872936,0.2998563299390635,0.02777316900851158,9.629610733705769e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,14,1.4711600810143462e+48,0.29297927080951697,0.29883152019598946,0.02777316900851158,3.6505446497199713e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,15,8.83068648427122e+47,0.29301740970773116,0.2991946039708851,0.02777316900851147,2.1906488245053295e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,16,8.831453988138142e+46,0.292900518709259,0.299008364895895,0.027773169008511296,2.1938033172878127e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,17,2.3610627082024033e+45,0.2929277131458745,0.2991056765412573,0.02777316900851158,5.863166657072225e+62
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,0,1.7435662111104845e+49,0.36713489373622105,0.3690916306576528,0.03284221579329173,2.7015246973059144e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,1,1.562912906175786e+48,0.3654493185612523,0.3608702491744038,0.03284221579329154,2.4581834814628263e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,2,7.221860743673408e+47,0.3652312277345854,0.35860977755161705,0.032842215793290566,1.1382359302457514e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,3,3.528935069746159e+47,0.3652182640834154,0.35784210894016777,0.03284221579329152,5.562785467893605e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,4,3.7925835799609715e+46,0.3653038037803774,0.3574055075842528,0.032842215793290566,5.973852067334541e+63
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,5,9.640755537983375e+44,0.36528933690168536,0.35702477007813016,0.032842215793290566,1.5187838450811633e+62
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,6,1.7803705705066737e+49,0.3431611243959869,0.3461643806267912,0.03085533139833361,3.1749111455517575e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,7,1.2299971707376174e+49,0.3423377495228845,0.3431034612410503,0.03085533139833367,2.2100566388995204e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,8,5.380477300698279e+48,0.3420387097515849,0.34160432628725257,0.03085533139833361,9.694727404132236e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,9,2.4806867444777598e+48,0.3419077980911116,0.3408433799575379,0.030855331398334004,4.475294303697665e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,10,2.370148065890399e+47,0.341787652257178,0.33997716448871107,0.030855331398334955,4.280862788352508e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,11,6.045509877298497e+45,0.34175782575380625,0.3397120335046654,0.03085533139833367,1.0922438306179024e+63
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,12,1.4064042649567392e+49,0.2942262444809637,0.30182582822321835,0.02773534860232777,3.4280470279089606e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,13,3.929899800841604e+48,0.2931530034041118,0.2996863584690426,0.02773534860232762,9.677153531313884e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,14,1.4849026594439502e+48,0.29281144867318876,0.29866196266038214,0.02773534860232771,3.6685721418455615e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,15,8.913205513228415e+47,0.2928495454438702,0.29902484585156686,0.02773534860232777,2.201475893729928e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,16,8.91401519746942e+46,0.29273265167855445,0.298838638145751,0.02773534860232852,2.2046571845980282e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,17,2.3831338838391066e+45,0.2927598407834131,0.2989359105304013,0.027735348602328555,5.89217083996295e+62
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,0,1.1133412049711622e+49,0.3638856629760504,0.366357139019742,0.03754684204751124,1.7674664410238712e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,1,1.6520014154054866e+48,0.3617668700643416,0.3572613987343757,0.03754684204751174,2.675964232493098e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,2,7.93975891848582e+47,0.3615090664014431,0.3552862922350518,0.03754684204751124,1.2894264486744504e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,3,3.874153859483468e+47,0.3614728376115782,0.3545672129509989,0.037546842047511235,6.294240738109741e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,4,4.063027026865509e+46,0.3615397861810367,0.3539226099379629,0.03754684204751111,6.597619464593657e+63
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,5,1.0352274971161206e+45,0.36151694178584015,0.3535944761971258,0.037546842047510284,1.6814384251038785e+62
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,6,1.8151657886150277e+49,0.34004981802199663,0.34387137430292264,0.03522517713471678,3.3141470703259712e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,7,1.3055928479789048e+49,0.33897462114765553,0.34093732251441605,0.035225177134717026,2.408467109776186e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,8,5.8181689536281214e+48,0.3385665889295104,0.33949394814042755,0.03522517713471662,1.0776342427364913e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,9,2.7135347804703833e+48,0.3384092984398272,0.33886223777970415,0.03522517713471767,5.03401036324366e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,10,2.551862401573736e+47,0.3382234967894381,0.3379543010924229,0.03522517713471675,4.743439949248665e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,1,1,11,6.522119177410885e+45,0.33818609201889205,0.3377223230390186,0.03522517713471678,1.2128568023057529e+63
