shape_lane,interval_index,substep,z_mid,macro_index,mass_relative_residual,ionization_absolute_residual,temperature_relative_residual,J_G1_relative_residual,J_G2a_relative_residual,kappa_G1_relative_residual,kappa_G2a_relative_residual,capacity_violation_max,capacity_slack_min,transfer_relative_residual,kkt_stationarity_max,kkt_complementarity_max,active_capacity_nodes
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,3,0.0,0.0,2.5297945640865075e-16,2.3556513966215573e-15,1.139210308214592e-16,3.7947076036992655e-19,1.3552527156068805e-19,5.070602400912918e+30,-5.070602400912918e+30,1.3499854296016736e-16,4.440892098500626e-16,2.385139698931902e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,4,1.213909986132521e-16,0.0,0.0,1.0026222628723584e-15,1.6018069007169103e-16,2.710505431213761e-20,3.3881317890172014e-21,3.1691265005705735e+29,-3.1691265005705735e+29,1.688538426995184e-16,4.440892098500626e-16,2.6323513234684795e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,5,1.4919876553602686e-16,1.1102230246251565e-16,1.2648972820432537e-16,5.263958330249333e-16,1.5985261158914224e-15,4.235164736271502e-22,2.3822801641527197e-22,1.9807040628566084e+28,-1.9807040628566084e+28,2.0753420908123525e-16,4.440892098500626e-16,2.9346317126238278e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,6,1.5823104649041043e-16,1.1102230246251565e-16,1.2648972820432537e-16,1.994831972578241e-15,4.361987219669227e-15,8.673617379884035e-18,5.204170427930421e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.791794927631736e-18,1317
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,7,1.784955231777745e-16,2.220446049250313e-16,0.0,8.186366194866718e-15,3.930464075219862e-15,1.1622647289044608e-16,2.7755575615628914e-17,1.6225927682921336e+32,-1.6225927682921336e+32,1.2414287442041798e-16,4.440892098500626e-16,1.9542028824865156e-18,1318
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,8,0.0,2.220446049250313e-16,1.2648972820432537e-16,6.415123494076857e-16,3.5420488824723613e-15,6.938893903907228e-18,1.0842021724855044e-17,8.112963841460668e+31,-8.112963841460668e+31,1.3585573734818188e-16,4.440892098500626e-16,3.0323091601567973e-18,1318
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,9,2.067070501089268e-16,0.0,2.5297945640865075e-16,1.1977237354228322e-15,9.924499907646521e-15,8.673617379884035e-19,1.1167282376600696e-17,4.056481920730334e+31,-4.056481920730334e+31,1.4376387097355936e-16,4.440892098500626e-16,2.7536140695039704e-18,1319
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,10,0.0,2.220446049250313e-16,1.2648972820432537e-16,3.2849435092921344e-15,4.380835123828898e-16,2.168404344971009e-19,1.6263032587282567e-19,5.070602400912918e+30,-5.070602400912918e+30,1.9242639388120794e-16,4.440892098500626e-16,1.8530483538786423e-18,1319
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,11,1.7019416127972891e-16,1.1102230246251565e-16,3.7946918461297614e-16,1.057049693392005e-15,1.100721938019711e-15,1.3552527156068805e-20,7.623296525288703e-21,1.5845632502852868e+29,-1.5845632502852868e+29,0.0,4.440892098500626e-16,2.1965857044531342e-18,1319
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,12,0.0,0.0,2.5297945640865075e-16,3.9780651890863804e-15,1.2959952585503685e-15,6.938893903907228e-18,1.9949319973733282e-17,1.6225927682921336e+32,-1.6225927682921336e+32,1.9963103792053607e-16,4.440892098500626e-16,1.9815437570562695e-18,1299
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,13,1.1126549744336117e-16,2.220446049250313e-16,2.5297945640865075e-16,8.235326363469867e-16,3.078427172313642e-16,1.734723475976807e-18,4.7704895589362195e-18,4.056481920730334e+31,-4.056481920730334e+31,0.0,4.440892098500626e-16,1.3176300678903138e-18,1297
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,14,1.4619299237979253e-16,0.0,2.5297945640865075e-16,1.746458993593277e-15,1.9900588455675295e-15,1.4094628242311558e-18,5.421010862427522e-20,2.028240960365167e+31,-2.028240960365167e+31,2.0335320428259932e-16,4.440892098500626e-16,1.4788440694699697e-18,1298
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,15,1.200654947989384e-16,1.1102230246251565e-16,1.2648972820432537e-16,3.455775928795837e-16,8.774009745452125e-16,3.2526065174565133e-18,3.2526065174565133e-19,2.028240960365167e+31,-2.028240960365167e+31,0.0,4.440892098500626e-16,1.5651044930580618e-18,1297
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,16,0.0,1.1102230246251565e-16,6.324486410216269e-16,1.926366170821493e-15,1.0169018614594338e-15,5.421010862427522e-20,6.776263578034403e-21,1.2676506002282294e+30,-1.2676506002282294e+30,0.0,6.661338147750939e-16,1.4210914053888078e-18,1297
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,1,5.75,17,0.0,3.3306690738754696e-16,2.5297945640865075e-16,2.1464032791718413e-15,8.053165528648586e-16,6.3527471044072525e-21,2.752857078576476e-21,7.922816251426434e+28,-7.922816251426434e+28,1.23861219147161e-16,4.440892098500626e-16,2.1362928586251463e-18,1297
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,1.3920853882346537e-16,2.220446049250313e-16,1.2725500527939393e-16,4.345258506713225e-15,1.2520810885490878e-15,6.071532165918825e-18,4.336808689942018e-19,4.056481920730334e+31,-4.056481920730334e+31,0.0,8.881784197001252e-16,2.1850855068652274e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,2.0515070511162504e-16,1.1102230246251565e-16,2.5451001055878786e-16,2.8792478314185474e-15,7.472108378290503e-16,5.204170427930421e-18,1.0842021724855044e-19,4.056481920730334e+31,-4.056481920730334e+31,0.0,8.881784197001252e-16,2.5259308140422657e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,0.0,3.3306690738754696e-16,1.2725500527939393e-16,4.894089641310457e-16,8.17584900567734e-16,4.336808689942018e-19,5.149960319306146e-19,1.0141204801825835e+31,-1.0141204801825835e+31,0.0,8.881784197001252e-16,3.2143769248602165e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,2.0553170528160118e-16,0.0,1.2725500527939393e-16,2.1563429202080977e-15,4.352401713312487e-15,1.6263032587282567e-19,5.421010862427522e-20,2.028240960365167e+31,-2.028240960365167e+31,0.0,8.881784197001252e-16,2.729793482849948e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,0.0,3.3306690738754696e-16,0.0,2.476580913262677e-15,3.671863069779803e-15,1.6263032587282567e-19,6.268043809681823e-20,6.338253001141147e+29,-6.338253001141147e+29,1.920870813554571e-16,8.881784197001252e-16,2.1934748459434572e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,0.0,0.0,2.5451001055878786e-16,3.0339219624914253e-15,1.9085116888131075e-15,8.470329472543003e-22,8.999725064576941e-22,1.9807040628566084e+28,-1.9807040628566084e+28,1.1806517298580288e-16,8.881784197001252e-16,2.101297434893629e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,1.6601163398690712e-16,0.0,2.5451001055878786e-16,3.1030947987803733e-15,0.0,3.469446951953614e-17,1.214306433183765e-17,4.867778304876401e+32,-4.867778304876401e+32,1.2386392453719876e-16,4.440892098500626e-16,3.834595215798792e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,1.8791874488020371e-16,1.1102230246251565e-16,0.0,4.97096439864046e-16,2.2246675746114895e-15,2.7755575615628914e-17,1.474514954580286e-17,3.2451855365842673e+32,-3.2451855365842673e+32,1.402091689357289e-16,4.440892098500626e-16,2.2884042893430763e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,2.0603841407357423e-16,0.0,0.0,5.2198654024776e-16,1.5224117928654638e-15,0.0,3.469446951953614e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.5188935540068295e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,2.182384338548736e-16,3.3306690738754696e-16,3.8176501583818177e-16,0.0,1.3270941749401533e-15,1.734723475976807e-18,4.336808689942018e-19,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.3514374013614906e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,1.4626663397769767e-16,1.1102230246251565e-16,1.2725500527939393e-16,1.7584847280557665e-16,1.5342403986138286e-15,3.7947076036992655e-19,1.4907779871675686e-19,5.070602400912918e+30,-5.070602400912918e+30,0.0,4.440892098500626e-16,2.895062932437078e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,1.8000354375083535e-16,0.0,2.5451001055878786e-16,8.60101466219783e-16,1.4017850828690579e-15,2.541098841762901e-21,4.235164736271502e-22,1.5845632502852868e+29,-1.5845632502852868e+29,1.3430351129090292e-16,4.440892098500626e-16,2.7724737696658403e-18,1344
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,1.5034572310983794e-16,2.220446049250313e-16,1.2725500527939393e-16,6.743493476939362e-16,1.9451949482004835e-15,8.673617379884035e-18,6.071532165918825e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,1.988494008789476e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,13,1.167460624922056e-16,1.1102230246251565e-16,0.0,1.0051395394604313e-15,4.4104735104017776e-16,0.0,8.673617379884035e-19,8.112963841460668e+31,-8.112963841460668e+31,1.742121937754087e-16,4.440892098500626e-16,1.7940879471671664e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,14,0.0,1.1102230246251565e-16,1.2725500527939393e-16,8.881630343827888e-16,5.702328709579156e-16,3.2526065174565133e-19,4.336808689942018e-19,2.028240960365167e+31,-2.028240960365167e+31,1.1440858219367797e-16,4.440892098500626e-16,1.7192531157696683e-18,1325
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,15,0.0,1.1102230246251565e-16,0.0,1.0544624682259573e-15,8.380369887228239e-16,3.686287386450715e-18,1.8431436932253575e-18,2.028240960365167e+31,-2.028240960365167e+31,0.0,4.440892098500626e-16,1.906866963108323e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,16,1.5831398161036618e-16,1.1102230246251565e-16,1.2725500527939393e-16,6.531033097582212e-16,6.475195101045062e-16,2.574980159653073e-19,4.743384504624082e-20,2.535301200456459e+30,-2.535301200456459e+30,1.1812058348221794e-16,4.440892098500626e-16,1.783450994289013e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,17,0.0,0.0,0.0,3.338874122332911e-15,3.333141866578715e-15,7.199780051661553e-21,2.964615315390051e-21,1.188422437713965e+29,-1.188422437713965e+29,1.3967520763413082e-16,4.440892098500626e-16,2.0727850324014046e-18,1324
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,0,0.0,3.3306690738754696e-16,2.5556146381314623e-16,2.8137955900426553e-16,1.3093591436566324e-15,3.0357660829594124e-18,3.469446951953614e-18,8.112963841460668e+31,-8.112963841460668e+31,3.1261644493076043e-16,4.440892098500626e-16,2.8275415712138157e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,1,0.0,3.3306690738754696e-16,2.5556146381314623e-16,1.9282988278016675e-15,4.241203308712399e-15,8.673617379884035e-19,4.87890977618477e-19,1.0141204801825835e+31,-1.0141204801825835e+31,1.3317319104571561e-16,4.440892098500626e-16,2.8248722004360434e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,2,0.0,3.3306690738754696e-16,1.2778073190657312e-16,4.510108807156792e-15,1.2195093785529046e-15,5.421010862427522e-20,4.0657581468206416e-20,2.028240960365167e+31,-2.028240960365167e+31,1.300377489111178e-16,4.440892098500626e-16,3.181431737659425e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,3,1.1130933564731865e-16,2.220446049250313e-16,1.2778073190657312e-16,0.0,2.554065771488808e-15,1.0842021724855044e-19,6.098637220230962e-20,5.070602400912918e+30,-5.070602400912918e+30,1.2768994977057824e-16,8.881784197001252e-16,3.132280569668289e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,4,1.4009206823345193e-16,2.220446049250313e-16,2.5556146381314623e-16,1.9424916054618976e-15,1.0621090569865458e-15,5.759824041329242e-20,5.929230630780102e-21,6.338253001141147e+29,-6.338253001141147e+29,1.6070843520856833e-16,8.881784197001252e-16,3.942230174359297e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,5,1.717092366440256e-16,2.220446049250313e-16,2.5556146381314623e-16,1.3353702719233265e-15,2.075862431880173e-15,4.235164736271502e-22,2.779326858178173e-22,4.951760157141521e+27,-4.951760157141521e+27,1.9697848050850457e-16,8.881784197001252e-16,2.4098011089919104e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,6,0.0,1.1102230246251565e-16,0.0,2.3104731813146368e-15,4.679450886242385e-16,1.214306433183765e-17,1.214306433183765e-17,1.6225927682921336e+32,-1.6225927682921336e+32,1.1514493516210577e-16,4.440892098500626e-16,3.8189284495463675e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,7,0.0,1.1102230246251565e-16,1.2778073190657312e-16,1.004836563876149e-15,2.1776313678370298e-15,6.938893903907228e-18,3.0357660829594124e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,2.2936293902980494e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,8,0.0,2.220446049250313e-16,1.2778073190657312e-16,4.591735866721973e-15,6.396281358527523e-16,9.974659986866641e-18,2.6020852139652106e-18,8.112963841460668e+31,-8.112963841460668e+31,1.249895957620052e-16,4.440892098500626e-16,2.8335353548797828e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,9,1.1546842454100566e-16,0.0,2.5556146381314623e-16,8.678270021646354e-16,3.6049631412642767e-16,2.8189256484623115e-18,3.7947076036992655e-19,2.028240960365167e+31,-2.028240960365167e+31,1.3246110260190008e-16,4.440892098500626e-16,3.3929924380594165e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,10,1.5028128106041926e-16,2.220446049250313e-16,2.5556146381314623e-16,1.514967016245456e-15,1.4077688366529902e-15,6.776263578034403e-20,4.743384504624082e-20,5.070602400912918e+30,-5.070602400912918e+30,1.7239712301279314e-16,4.440892098500626e-16,2.427973902185683e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,11,1.8521036368096078e-16,0.0,1.2778073190657312e-16,1.519268566535093e-15,9.660695728276356e-16,8.893845946170154e-21,1.2705494208814505e-21,7.922816251426434e+28,-7.922816251426434e+28,0.0,4.440892098500626e-16,3.520613128832483e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,12,1.3296409991257099e-16,1.1102230246251565e-16,0.0,3.6614118682108525e-15,4.1824290269765387e-16,1.5178830414797062e-17,1.3010426069826053e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.017037642684329e-18,1355
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,13,0.0,2.220446049250313e-16,2.5556146381314623e-16,2.166425604706801e-15,3.951904037341339e-16,6.071532165918825e-18,3.686287386450715e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,4.440892098500626e-16,2.1554024040556025e-18,1355
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,14,1.2220930809395082e-16,1.1102230246251565e-16,2.5556146381314623e-16,9.26684527158721e-16,3.971313867740183e-16,6.505213034913027e-19,3.2526065174565133e-19,2.028240960365167e+31,-2.028240960365167e+31,1.4019399470191344e-16,4.440892098500626e-16,2.932534445897133e-18,1356
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,15,0.0,1.1102230246251565e-16,3.833421957197194e-16,2.573536831059744e-16,2.4012514073991255e-15,2.168404344971009e-19,8.131516293641283e-19,1.0141204801825835e+31,-1.0141204801825835e+31,0.0,4.440892098500626e-16,2.2167251638461893e-18,1355
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,16,1.515926962772179e-16,1.1102230246251565e-16,0.0,1.100484616760818e-15,7.210368152509544e-16,2.0328790734103208e-20,1.0164395367051604e-20,2.535301200456459e+30,-2.535301200456459e+30,0.0,4.440892098500626e-16,3.604379054538762e-18,1355
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,17,0.0,0.0,2.5556146381314623e-16,3.7060458629689966e-16,1.4837864022620404e-15,2.329340604949326e-21,1.0587911840678754e-21,3.961408125713217e+28,-3.961408125713217e+28,0.0,4.440892098500626e-16,2.122945479962256e-18,1355
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,0,0.0,1.1102230246251565e-16,2.557645604958451e-16,7.410668144460578e-16,5.826999482291014e-16,3.0357660829594124e-18,1.734723475976807e-18,8.112963841460668e+31,-8.112963841460668e+31,0.0,8.881784197001252e-16,3.754815588349668e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,1,2.026730196424331e-16,2.220446049250313e-16,3.836468407437676e-16,3.1976013269250457e-15,1.2011040753458492e-15,1.4094628242311558e-18,1.8973538018496328e-19,2.028240960365167e+31,-2.028240960365167e+31,1.2710614884386438e-16,8.881784197001252e-16,3.483627195907165e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,2,1.9785774871159008e-16,2.220446049250313e-16,2.557645604958451e-16,2.879571639150666e-15,5.427143921439108e-16,5.421010862427522e-20,2.0328790734103208e-19,2.028240960365167e+31,-2.028240960365167e+31,1.2408625727300268e-16,8.881784197001252e-16,3.421018819058225e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,3,1.942521058573813e-16,5.551115123125783e-16,1.2788228024792254e-16,6.959646955018269e-16,5.68313896164508e-16,5.149960319306146e-19,1.3552527156068805e-20,5.070602400912918e+30,-5.070602400912918e+30,1.218249825452988e-16,8.881784197001252e-16,2.6864220166497632e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,4,2.4440834181502144e-16,1.1102230246251565e-16,1.2788228024792254e-16,1.705307558281724e-15,5.401908869633086e-16,6.776263578034403e-21,5.082197683525802e-21,6.338253001141147e+29,-6.338253001141147e+29,0.0,8.881784197001252e-16,3.0592858354610455e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,5,2.995585639403668e-16,1.1102230246251565e-16,1.2788228024792254e-16,1.1723175592689777e-15,2.855426563112739e-15,9.529120656610879e-22,1.9852334701272664e-22,1.9807040628566084e+28,-1.9807040628566084e+28,1.8786780540810926e-16,4.440892098500626e-16,2.4505048228471902e-18,1376
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,6,1.754582790365478e-16,1.1102230246251565e-16,1.2788228024792254e-16,3.466647330798264e-14,2.332378934112679e-14,1.9949319973733282e-16,6.982261990806649e-17,1.6225927682921336e+32,-1.6225927682921336e+32,2.200769117710275e-16,4.440892098500626e-16,2.8372229998774786e-18,1372
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,7,0.0,1.1102230246251565e-16,2.557645604958451e-16,2.6464290230099194e-15,2.4227609580001207e-16,8.673617379884035e-18,2.6020852139652106e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,2.646644173662288e-18,1370
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,8,1.9029314411822255e-16,0.0,1.2788228024792254e-16,1.3925518534649227e-14,2.41953929091943e-15,4.2934406030425976e-17,6.288372600415926e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,2.436974108650321e-18,1368
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,9,2.0162763679245142e-16,2.220446049250313e-16,1.2788228024792254e-16,1.7522842654225863e-14,5.29420754547398e-15,2.1467203015212988e-17,2.168404344971009e-18,4.056481920730334e+31,-4.056481920730334e+31,0.0,4.440892098500626e-16,2.211688368259801e-18,1368
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,10,0.0,1.1102230246251565e-16,2.557645604958451e-16,1.8136159129243027e-15,1.7086224596839688e-15,4.336808689942018e-19,4.743384504624082e-20,5.070602400912918e+30,-5.070602400912918e+30,0.0,8.881784197001252e-16,3.883609001809658e-18,1367
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11,1.6165214762684167e-16,0.0,1.2788228024792254e-16,7.409785116208673e-16,2.8661791930785767e-16,1.6940658945086007e-21,6.352747104407253e-22,7.922816251426434e+28,-7.922816251426434e+28,0.0,4.440892098500626e-16,2.9867496219965688e-18,1367
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,12,1.1626915832545936e-16,2.220446049250313e-16,0.0,7.714422011753522e-16,1.4890345032059304e-15,2.0816681711721685e-17,2.168404344971009e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.85722573273506e-16,2.7325796232361006e-18,1352
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,13,2.0795383314236996e-16,1.1102230246251565e-16,3.836468407437676e-16,2.1256513150338692e-15,1.6414564355240948e-15,1.734723475976807e-18,3.903127820947816e-18,8.112963841460668e+31,-8.112963841460668e+31,1.3041800489615923e-16,4.440892098500626e-16,1.8177724689023882e-18,1353
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,14,0.0,3.3306690738754696e-16,2.557645604958451e-16,1.1970565370629788e-14,7.069364876228533e-15,8.023096076392733e-18,2.2768245622195593e-18,2.028240960365167e+31,-2.028240960365167e+31,1.3401990684364953e-16,4.440892098500626e-16,2.4918662788080964e-18,1353
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,15,2.140088845367531e-16,2.220446049250313e-16,1.2788228024792254e-16,2.2593002704271727e-15,1.2572015298747572e-15,3.2526065174565133e-19,2.710505431213761e-19,2.028240960365167e+31,-2.028240960365167e+31,1.342154233446017e-16,8.881784197001252e-16,3.1308307288965432e-18,1353
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,16,2.649694546646345e-16,1.1102230246251565e-16,3.836468407437676e-16,1.2421441885053829e-15,1.4439632749277556e-15,1.3552527156068805e-20,2.710505431213761e-20,1.2676506002282294e+30,-1.2676506002282294e+30,1.661752857045274e-16,4.440892098500626e-16,1.747185464402374e-18,1353
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,17,0.0,0.0,3.836468407437676e-16,3.2535265551213226e-16,2.6412990323336903e-15,2.117582368135751e-21,2.2234614865425384e-21,3.961408125713217e+28,-3.961408125713217e+28,0.0,4.440892098500626e-16,1.802583770151742e-18,1353
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,0,3.620129469000681e-16,0.0,8.713118077692726e-16,4.522324419400458e-16,1.0684146566838113e-15,3.0357660829594124e-18,2.927345865710862e-18,8.112963841460668e+31,-8.112963841460668e+31,1.5201294951125557e-16,4.440892098500626e-16,3.703664728180602e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,1,2.1122544306267894e-16,2.220446049250313e-16,1.2447311539561035e-16,1.1308684790652226e-15,3.500184749988789e-15,1.0842021724855044e-19,1.6263032587282567e-19,2.028240960365167e+31,-2.028240960365167e+31,1.7739146009406754e-16,8.881784197001252e-16,3.7553406268451056e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,2,2.0297699515727152e-16,1.1102230246251565e-16,1.2447311539561035e-16,2.2892512453462674e-15,0.0,1.0842021724855044e-19,6.776263578034403e-20,1.0141204801825835e+31,-1.0141204801825835e+31,0.0,8.881784197001252e-16,4.782519734407245e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,3,1.987208265740932e-16,0.0,1.2447311539561035e-16,3.9783246956096265e-15,1.0814976200020989e-14,7.047314121155779e-19,3.1170812458958252e-19,5.070602400912918e+30,-5.070602400912918e+30,1.6688982665131814e-16,8.881784197001252e-16,4.664556685082793e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,4,1.2470249251393612e-16,0.0,0.0,1.4422085206541738e-15,4.530751326683857e-15,2.0328790734103208e-20,1.1434944787933055e-20,6.338253001141147e+29,-6.338253001141147e+29,0.0,8.881784197001252e-16,3.688173086775905e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,5,0.0,0.0,2.489462307912207e-16,7.900880991455252e-15,1.4437883977989436e-15,2.0117032497289633e-21,1.0587911840678754e-22,1.4855280471424563e+28,-1.4855280471424563e+28,2.5566020420268587e-16,8.881784197001252e-16,5.341027495830438e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,6,1.87849898187056e-16,2.220446049250313e-16,2.489462307912207e-16,1.4230091863625556e-15,3.660427045054009e-15,6.938893903907228e-18,4.119968255444917e-18,1.6225927682921336e+32,-1.6225927682921336e+32,1.5776019798919556e-16,8.881784197001252e-16,5.102992573832926e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,7,0.0,2.220446049250313e-16,2.489462307912207e-16,1.575511973238311e-15,1.5667894638733976e-15,0.0,1.951563910473908e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,6.562142349641958e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,8,1.842746947028215e-16,3.3306690738754696e-16,2.489462307912207e-16,1.461144264287369e-16,0.0,5.204170427930421e-18,0.0,8.112963841460668e+31,-8.112963841460668e+31,0.0,8.881784197001252e-16,4.99487152418344e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,9,1.9687062938733366e-16,0.0,2.489462307912207e-16,3.2175375838769747e-15,1.8853380383203368e-15,2.3852447794681098e-18,1.3010426069826053e-18,4.056481920730334e+31,-4.056481920730334e+31,1.6533599309953426e-16,4.440892098500626e-16,2.9483631065384532e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,10,0.0,1.1102230246251565e-16,0.0,1.942128175506052e-15,4.532085977096138e-15,2.439454888092385e-19,1.3552527156068805e-19,5.070602400912918e+30,-5.070602400912918e+30,2.14397096354852e-16,8.881784197001252e-16,3.9977463774146364e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,11,0.0,1.1102230246251565e-16,2.489462307912207e-16,2.0069570566045675e-15,3.5837197884174865e-15,3.8116482626443515e-21,7.411538288475128e-22,7.922816251426434e+28,-7.922816251426434e+28,0.0,8.881784197001252e-16,3.8104823107858e-18,1440
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5.55,12,0.0,2.220446049250313e-16,0.0,1.0356857181270975e-15,4.2833160295957824e-15,1.3877787807814457e-17,6.071532165918825e-18,1.6225927682921336e+32,-1.6225927682921336e+32,0.0,4.440892098500626e-16,4.0201198211679824e-18,1420
