history_provenance,z,N1,N2,N3,N4_exact,xHII,xHeI,xHeII,xHeIII,T_K,Gamma_HI,Gamma_HeII_exact,Gamma_HeI
CANONICAL_DIRECT_REEVOLVED,6.0,1.8078843011227926e+65,6.427146558884292e+64,2.3676899869126685e+64,0.0,0.999917,2.099999999994901e-05,0.997137,0.002842,13660.956629999951,2.406357625214696e-13,0.0,
CANONICAL_DIRECT_REEVOLVED,5.9,1.2608039032813332e+65,8.457919409688922e+64,5.491040420432763e+64,0.0,0.9999321211237712,9.72582116129686e-05,0.9972066006266086,0.0026961411617783,13662.88829063213,1.770261518965671e-13,0.0,2.018306483820122e-13
CANONICAL_DIRECT_REEVOLVED,5.8,6.528384808379411e+64,6.801165402812488e+64,7.943383091932291e+64,0.0,0.9998854503235987,0.00010521688181626419,0.9973336864932917,0.0025610966248919265,13995.068790060013,9.714555120847936e-14,0.0,1.8380913515595327e-13
CANONICAL_DIRECT_REEVOLVED,5.7,4.142464157379759e+64,4.2587220149430115e+64,1.0530852057505012e+65,0.0,0.9998346829564251,0.00012124460869854173,0.9974425802219389,0.0024361751693627426,14373.579756777051,6.252157472031705e-14,0.0,1.5296001369918315e-13
CANONICAL_DIRECT_REEVOLVED,5.6,1.217836895803048e+65,9.252080229399122e+64,1.4212624111682354e+65,0.0,0.9999375172977732,6.655636548703525e-05,0.9976128662714543,0.0023205773630585527,14742.796866464141,1.578670459704515e-13,0.0,2.538870927804948e-13
CANONICAL_DIRECT_REEVOLVED,5.5,8.678533077478965e+64,8.075207262017208e+64,1.6080365903979422e+65,0.0,0.9999201230238028,6.813992647120793e-05,0.9977185323140941,0.0022133277594345987,15113.422814278609,1.1424905658719444e-13,0.0,2.3763129424602873e-13
