interval_index,node_count,quantity,candidate_average,GL256_average,absolute_variation_average,dense_relative_residual,next_node_count,nested_relative_delta
2,9,thermal_cooling_total_erg_cm-3_s-1,1.917364947985728e-33,1.9173681187108724e-33,1.9173681187108724e-33,1.6536861719000848e-06,17.0,1.6483112688914032e-06
2,9,thermal_expansion_work_erg_cm-3_s-1,1.616272459734387e-32,1.61627244624076e-32,1.61627244624076e-32,8.348609210555239e-09,17.0,8.266028542260514e-09
2,9,thermal_thermal_rhs_erg_cm-3_s-1,-9.526794316511697e-33,-9.526515078350866e-33,9.526515078350866e-33,2.9311679930652228e-05,17.0,2.8814794675555265e-05
2,17,redshift_threshold_loss_rate_s-1_cMpc-3,2.925988419707893e+48,2.9259884196835004e+48,2.9259884196835004e+48,8.33658856617342e-12,33.0,8.331264932466962e-12
2,17,absorption_G1_s-1_cMpc-3,3.302717894254935e+50,3.3027178934803296e+50,3.3027178934803296e+50,2.3453578616387806e-10,33.0,2.345145309868366e-10
2,17,absorption_G2a_s-1_cMpc-3,1.745133016666838e+50,1.745133158852989e+50,1.745133158852989e+50,8.147581766859187e-08,33.0,8.146840785996536e-08
2,17,absorption_G2b_s-1_cMpc-3,8.131894273447974e+48,8.131902142287459e+48,8.131902142287459e+48,9.676505383010084e-07,33.0,9.675715129286154e-07
2,17,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,33.0,0.0
2,17,thermal_photoheat_erg_cm-3_s-1,8.553572760348169e-33,8.553577502767606e-33,8.553577502767606e-33,5.544369517207396e-07,33.0,5.543993877496061e-07
2,17,thermal_photoheat_H_erg_cm-3_s-1,6.971218016805816e-33,6.971219012209207e-33,6.971219012209207e-33,1.4278756547841782e-07,33.0,1.4278919104470958e-07
2,17,thermal_photoheat_HeI_erg_cm-3_s-1,1.5823547435423517e-33,1.5823584905583975e-33,1.5823584905583975e-33,2.367994400844699e-06,33.0,2.3677841849645298e-06
2,17,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
2,17,thermal_threshold_H_erg_cm-3_s-1,1.299518439080634e-32,1.2995186448131968e-32,1.2995186448131968e-32,1.5831443703783518e-07,33.0,1.5831629419302338e-07
2,17,thermal_threshold_HeI_erg_cm-3_s-1,3.283866489139897e-33,3.283875340125295e-33,3.283875340125295e-33,2.6952866601649742e-06,33.0,2.6950445641766177e-06
2,17,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
2,17,thermal_recombination_cooling_erg_cm-3_s-1,9.843904319257693e-34,9.84390431841466e-34,9.84390431841466e-34,8.563999316172764e-11,33.0,8.563564892655612e-11
2,17,thermal_excitation_cooling_erg_cm-3_s-1,7.477635285481172e-35,7.47763631404026e-35,7.47763631404026e-35,1.375513657534885e-07,33.0,1.3755308873020134e-07
2,17,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.3835520060031297e-36,1.3835522032327821e-36,1.3835522032327821e-36,1.4255309772344737e-07,33.0,1.4255490541759515e-07
2,17,thermal_free_free_cooling_erg_cm-3_s-1,8.568177716186036e-34,8.56817771525771e-34,8.56817771525771e-34,1.0834579441247973e-10,33.0,1.0834040407444868e-10
2,17,thermal_cooling_total_erg_cm-3_s-1,1.9173681084051877e-33,1.9173681187108724e-33,1.9173681187108724e-33,5.374911868209356e-09,33.0,5.374985024057658e-09
2,17,thermal_expansion_work_erg_cm-3_s-1,1.6162724463742328e-32,1.61627244624076e-32,1.61627244624076e-32,8.258066761210986e-11,33.0,8.257592623883752e-11
2,17,thermal_thermal_rhs_erg_cm-3_s-1,-9.526519811799348e-33,-9.526515078350866e-33,9.526515078350866e-33,4.968709378629098e-07,33.0,4.968371874034748e-07
2,33,redshift_threshold_loss_rate_s-1_cMpc-3,2.925988419683516e+48,2.9259884196835004e+48,2.9259884196835004e+48,5.323633706414126e-15,65.0,7.0981782752188466e-15
2,33,absorption_G1_s-1_cMpc-3,3.3027178934804e+50,3.3027178934803296e+50,3.3027178934803296e+50,2.1255177036454616e-14,65.0,2.1758258149743494e-14
2,33,absorption_G2a_s-1_cMpc-3,1.745133158840058e+50,1.745133158852989e+50,1.745133158852989e+50,7.40980923018425e-12,65.0,7.411237374781375e-12
2,33,absorption_G2b_s-1_cMpc-3,8.131902141644832e+48,8.131902142287459e+48,8.131902142287459e+48,7.902544885571198e-11,65.0,7.90586513502696e-11
2,33,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,65.0,0.0
2,33,thermal_photoheat_erg_cm-3_s-1,8.5535775024463e-33,8.553577502767606e-33,8.553577502767606e-33,3.756399195896213e-11,65.0,3.761214784634994e-11
2,33,thermal_photoheat_H_erg_cm-3_s-1,6.97121901222054e-33,6.971219012209207e-33,6.971219012209207e-33,1.625566523883576e-12,65.0,1.5668725991592733e-12
2,33,thermal_photoheat_HeI_erg_cm-3_s-1,1.5823584902257598e-33,1.5823584905583975e-33,1.5823584905583975e-33,2.102163779158519e-10,65.0,2.1021983719651286e-10
2,33,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
2,33,thermal_threshold_H_erg_cm-3_s-1,1.2995186448156102e-32,1.2995186448131968e-32,1.2995186448131968e-32,1.8571554822276856e-12,65.0,1.7979741836898181e-12
2,33,thermal_threshold_HeI_erg_cm-3_s-1,3.2838753393302796e-33,3.283875340125295e-33,3.283875340125295e-33,2.4209664081764027e-10,65.0,2.420999745752029e-10
2,33,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
2,33,thermal_recombination_cooling_erg_cm-3_s-1,9.843904318414703e-34,9.84390431841466e-34,9.84390431841466e-34,4.344235171148252e-15,65.0,4.344235171148252e-15
2,33,thermal_excitation_cooling_erg_cm-3_s-1,7.477636314053144e-35,7.47763631404026e-35,7.47763631404026e-35,1.7229769498601284e-12,65.0,1.6612122795140315e-12
2,33,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.3835522032352832e-36,1.3835522032327821e-36,1.3835522032327821e-36,1.8076944054766347e-12,65.0,1.7439445626972246e-12
2,33,thermal_free_free_cooling_erg_cm-3_s-1,8.568177715257756e-34,8.56817771525771e-34,8.56817771525771e-34,5.390338030471629e-15,65.0,5.390338030471629e-15
2,33,thermal_cooling_total_erg_cm-3_s-1,1.9173681187110126e-33,1.9173681187108724e-33,1.9173681187108724e-33,7.315584869531764e-14,65.0,7.065784410572127e-14
2,33,thermal_expansion_work_erg_cm-3_s-1,1.6162724462407676e-32,1.61627244624076e-32,1.61627244624076e-32,4.741373271938344e-15,65.0,4.402703752514175e-15
2,33,thermal_thermal_rhs_erg_cm-3_s-1,-9.52651507867239e-33,-9.526515078350866e-33,9.526515078350866e-33,3.375044266654327e-11,65.0,3.3792818538360594e-11
2,65,redshift_threshold_loss_rate_s-1_cMpc-3,2.925988419683495e+48,2.9259884196835004e+48,2.9259884196835004e+48,1.7745445688047085e-15,,
2,65,absorption_G1_s-1_cMpc-3,3.302717893480328e+50,3.3027178934803296e+50,3.3027178934803296e+50,5.030811132888667e-16,,
2,65,absorption_G2a_s-1_cMpc-3,1.7451331588529915e+50,1.745133158852989e+50,1.745133158852989e+50,1.4281445971348197e-15,,
2,65,absorption_G2b_s-1_cMpc-3,8.131902142287729e+48,8.131902142287459e+48,8.131902142287459e+48,3.320249456025324e-14,,
2,65,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,,
2,65,thermal_photoheat_erg_cm-3_s-1,8.553577502768018e-33,8.553577502767606e-33,8.553577502767606e-33,4.815588738962755e-14,,
2,65,thermal_photoheat_H_erg_cm-3_s-1,6.971219012209616e-33,6.971219012209207e-33,6.971219012209207e-33,5.869392472421075e-14,,
2,65,thermal_photoheat_HeI_erg_cm-3_s-1,1.582358490558403e-33,1.5823584905583975e-33,1.5823584905583975e-33,3.4592806617021172e-15,,
2,65,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
2,65,thermal_threshold_H_erg_cm-3_s-1,1.2995186448132737e-32,1.2995186448131968e-32,1.2995186448131968e-32,5.918129853776137e-14,,
2,65,thermal_threshold_HeI_erg_cm-3_s-1,3.283875340125306e-33,3.283875340125295e-33,3.283875340125295e-33,3.3337575634402528e-15,,
2,65,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
2,65,thermal_recombination_cooling_erg_cm-3_s-1,9.84390431841466e-34,9.84390431841466e-34,9.84390431841466e-34,0.0,,
2,65,thermal_excitation_cooling_erg_cm-3_s-1,7.477636314040722e-35,7.47763631404026e-35,7.47763631404026e-35,6.176467034599414e-14,,
2,65,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.3835522032328703e-36,1.3835522032327821e-36,1.3835522032327821e-36,6.37498427792989e-14,,
2,65,thermal_free_free_cooling_erg_cm-3_s-1,8.56817771525771e-34,8.56817771525771e-34,8.56817771525771e-34,0.0,,
2,65,thermal_cooling_total_erg_cm-3_s-1,1.917368118710877e-33,1.9173681187108724e-33,1.9173681187108724e-33,2.4980045895962124e-15,,
2,65,thermal_expansion_work_erg_cm-3_s-1,1.6162724462407605e-32,1.61627244624076e-32,1.61627244624076e-32,3.3866951942416746e-16,,
2,65,thermal_thermal_rhs_erg_cm-3_s-1,-9.526515078350463e-33,-9.526515078350866e-33,9.526515078350866e-33,4.2375871815888495e-14,,
3,9,redshift_threshold_loss_rate_s-1_cMpc-3,4.6032600253224924e+48,4.603259649575317e+48,4.603259649575317e+48,8.162632651877991e-08,17.0,8.274052708465323e-08
3,9,absorption_G1_s-1_cMpc-3,2.95853800780311e+50,2.9585445802653805e+50,2.9585445802653805e+50,2.2215187543182204e-06,17.0,1.9721781980018256e-06
3,9,absorption_G2a_s-1_cMpc-3,1.1100915282695257e+50,1.1100966570309922e+50,1.1100966570309922e+50,4.620103514447273e-06,17.0,4.062277264823504e-06
3,9,absorption_G2b_s-1_cMpc-3,7.410057993662004e+48,7.409846555670883e+48,7.409846555670883e+48,2.8534732741348755e-05,17.0,2.9198389957774754e-05
3,9,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,17.0,0.0
3,9,thermal_photoheat_erg_cm-3_s-1,7.288169650766504e-33,7.287947548886174e-33,7.287947548886174e-33,3.047523034980623e-05,17.0,3.073811080714191e-05
3,9,thermal_photoheat_H_erg_cm-3_s-1,5.834234418154857e-33,5.834019671880273e-33,5.834019671880273e-33,3.680931615964755e-05,17.0,3.6794642361864845e-05
3,9,thermal_photoheat_HeI_erg_cm-3_s-1,1.453935232611647e-33,1.4539278770059e-33,1.4539278770059e-33,5.059126978232626e-06,17.0,6.435685666813959e-06
3,9,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,17.0,0.0
3,9,thermal_threshold_H_erg_cm-3_s-1,1.1881448800312587e-32,1.1881100028284125e-32,1.1881100028284125e-32,2.9355196710019905e-05,17.0,2.9344223798762077e-05
3,9,thermal_threshold_HeI_erg_cm-3_s-1,2.926625510673035e-33,2.9266125667151188e-33,2.9266125667151188e-33,4.422846420932848e-06,17.0,5.676773674540476e-06
3,9,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,17.0,0.0
3,9,thermal_recombination_cooling_erg_cm-3_s-1,9.00838227263613e-34,9.008382361467109e-34,9.008382361467109e-34,9.86092447871736e-09,17.0,9.886069806950811e-09
3,9,thermal_excitation_cooling_erg_cm-3_s-1,5.983720392880848e-35,5.98336313412133e-35,5.98336313412133e-35,5.970868749072529e-05,17.0,5.968262906844234e-05
3,9,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.2193010112964367e-36,1.2192262594383762e-36,1.2192262594383762e-36,6.13108990081561e-05,17.0,6.128395083086983e-05
3,9,thermal_free_free_cooling_erg_cm-3_s-1,7.952605726460075e-34,7.952605838447158e-34,7.952605838447158e-34,1.4081809807057123e-08,17.0,1.411524639590939e-08
3,9,thermal_cooling_total_erg_cm-3_s-1,1.7571553048497254e-33,1.757151677592078e-33,1.757151677592078e-33,2.0642826077691982e-06,17.0,2.0633486090624533e-06
3,9,thermal_expansion_work_erg_cm-3_s-1,1.5527298488588454e-32,1.5527298645344912e-32,1.5527298645344912e-32,1.00955395758438e-08,17.0,1.0128251088346751e-08
3,9,thermal_thermal_rhs_erg_cm-3_s-1,-9.996284142671676e-33,-9.996502774050817e-33,9.996502774050817e-33,2.187078662231728e-05,17.0,2.206264440685049e-05
3,17,redshift_threshold_loss_rate_s-1_cMpc-3,4.603259644446363e+48,4.603259649575317e+48,4.603259649575317e+48,1.1142004736837777e-09,33.0,6.424502884065713e-10
3,17,absorption_G1_s-1_cMpc-3,2.958543842578774e+50,2.9585445802653805e+50,2.9585445802653805e+50,2.493410480613736e-07,33.0,2.405041503991913e-07
3,17,absorption_G2a_s-1_cMpc-3,1.1100960377874217e+50,1.1100966570309922e+50,1.1100966570309922e+50,5.578285156778664e-07,33.0,5.398295466782518e-07
3,17,absorption_G2b_s-1_cMpc-3,7.409841638216326e+48,7.409846555670883e+48,7.409846555670883e+48,6.636378392695769e-07,33.0,6.637532820737252e-07
3,17,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,33.0,0.0
3,17,thermal_photoheat_erg_cm-3_s-1,7.287945633086077e-33,7.287947548886174e-33,7.287947548886174e-33,2.628723771354187e-07,33.0,2.6262667175702904e-07
3,17,thermal_photoheat_H_erg_cm-3_s-1,5.834019757484348e-33,5.834019671880273e-33,5.834019671880273e-33,1.4673257885427828e-08,33.0,1.4974451262783416e-08
3,17,thermal_photoheat_HeI_erg_cm-3_s-1,1.4539258756017288e-33,1.4539278770059e-33,1.4539278770059e-33,1.376549829539325e-06,33.0,1.3765267743281639e-06
3,17,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
3,17,thermal_threshold_H_erg_cm-3_s-1,1.1881100158650556e-32,1.1881100028284125e-32,1.1881100028284125e-32,1.0972589275713486e-08,33.0,1.1465214382165037e-08
3,17,thermal_threshold_HeI_erg_cm-3_s-1,2.926608896976693e-33,2.9266125667151188e-33,2.9266125667151188e-33,1.2539201353868133e-06,33.0,1.2537212353644279e-06
3,17,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
3,17,thermal_recombination_cooling_erg_cm-3_s-1,9.008382361693627e-34,9.008382361467109e-34,9.008382361467109e-34,2.5145328482039912e-11,33.0,2.5171153034222264e-11
3,17,thermal_excitation_cooling_erg_cm-3_s-1,5.983363290029028e-35,5.98336313412133e-35,5.98336313412133e-35,2.6056867140610672e-08,33.0,2.591189620762256e-08
3,17,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.2192262922922882e-36,1.2192262594383762e-36,1.2192262594383762e-36,2.6946525896704674e-08,33.0,2.67991600834953e-08
3,17,thermal_free_free_cooling_erg_cm-3_s-1,7.952605838713066e-34,7.952605838447158e-34,7.952605838447158e-34,3.343658932423263e-11,33.0,3.346992912060079e-11
3,17,thermal_cooling_total_erg_cm-3_s-1,1.757151679233252e-33,1.757151677592078e-33,1.757151677592078e-33,9.33996779583977e-10,33.0,9.289862270536089e-10
3,17,thermal_expansion_work_erg_cm-3_s-1,1.5527298645852834e-32,1.5527298645344912e-32,1.5527298645344912e-32,3.2711512834261404e-11,33.0,3.2731959512758766e-11
3,17,thermal_thermal_rhs_erg_cm-3_s-1,-9.996504692000007e-33,-9.996502774050817e-33,9.996502774050817e-33,1.9186201751667396e-07,33.0,1.9168203671097418e-07
3,33,redshift_threshold_loss_rate_s-1_cMpc-3,4.6032596474037286e+48,4.603259649575317e+48,4.603259649575317e+48,4.717501855802824e-10,65.0,4.978189127180733e-10
3,33,absorption_G1_s-1_cMpc-3,2.9585445541210186e+50,2.9585445802653805e+50,2.9585445802653805e+50,8.836899787493341e-09,65.0,1.2263707031309966e-08
3,33,absorption_G2a_s-1_cMpc-3,1.110096637050386e+50,1.1100966570309922e+50,1.1100966570309922e+50,1.7998978715995052e-08,65.0,2.4883746929749356e-08
3,33,absorption_G2b_s-1_cMpc-3,7.409846556526297e+48,7.409846555670883e+48,7.409846555670883e+48,1.1544288077384808e-10,65.0,1.211895620609816e-10
3,33,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,65.0,0.0
3,33,thermal_photoheat_erg_cm-3_s-1,7.287947547095486e-33,7.287947548886174e-33,7.287947548886174e-33,2.4570544291847205e-10,65.0,2.5991810503955066e-10
3,33,thermal_photoheat_H_erg_cm-3_s-1,5.834019670123105e-33,5.834019671880273e-33,5.834019671880273e-33,3.011933728453826e-10,65.0,3.1869776942856103e-10
3,33,thermal_photoheat_HeI_erg_cm-3_s-1,1.4539278769723793e-33,1.4539278770059e-33,1.4539278770059e-33,2.3055242897365213e-11,65.0,2.4059869912275578e-11
3,33,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
3,33,thermal_threshold_H_erg_cm-3_s-1,1.1881100022431197e-32,1.1881100028284125e-32,1.1881100028284125e-32,4.926251008035007e-10,65.0,5.20471398758197e-10
3,33,thermal_threshold_HeI_erg_cm-3_s-1,2.9266125661330148e-33,2.9266125667151188e-33,2.9266125667151188e-33,1.9890027175093425e-10,65.0,2.0960808870720949e-10
3,33,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,65.0,0.0
3,33,thermal_recombination_cooling_erg_cm-3_s-1,9.008382361466876e-34,9.008382361467109e-34,9.008382361467109e-34,2.5824552181701275e-14,65.0,2.6963870660305712e-14
3,33,thermal_excitation_cooling_erg_cm-3_s-1,5.983363134988743e-35,5.98336313412133e-35,5.98336313412133e-35,1.44970929231639e-10,65.0,1.514057234008389e-10
3,33,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.2192262596180485e-36,1.2192262594383762e-36,1.2192262594383762e-36,1.4736580926009426e-10,65.0,1.539071405237614e-10
3,33,thermal_free_free_cooling_erg_cm-3_s-1,7.952605838446893e-34,7.952605838447158e-34,7.952605838447158e-34,3.333979636703801e-14,65.0,3.484546459006548e-14
3,33,thermal_cooling_total_erg_cm-3_s-1,1.7571516776008824e-33,1.757151677592078e-33,1.757151677592078e-33,5.010552525713386e-12,65.0,5.232702921356242e-12
3,33,thermal_expansion_work_erg_cm-3_s-1,1.5527298645344595e-32,1.5527298645344912e-32,1.5527298645344912e-32,2.0446678496698616e-14,65.0,2.1328000845694228e-14
3,33,thermal_thermal_rhs_erg_cm-3_s-1,-9.996502775849995e-33,-9.996502774050817e-33,9.996502774050817e-33,1.7998077120069102e-10,65.0,1.903801542385483e-10
3,65,redshift_threshold_loss_rate_s-1_cMpc-3,4.6032596496953183e+48,4.603259649575317e+48,4.603259649575317e+48,2.6068727150768325e-11,,
3,65,absorption_G1_s-1_cMpc-3,2.9585445904037427e+50,2.9585445802653805e+50,2.9585445802653805e+50,3.4268072858419854e-09,,
3,65,absorption_G2a_s-1_cMpc-3,1.1100966646737505e+50,1.1100966570309922e+50,1.1100966570309922e+50,6.884768385073136e-09,,
3,65,absorption_G2b_s-1_cMpc-3,7.409846555628301e+48,7.409846555670883e+48,7.409846555670883e+48,5.7466812864370804e-12,,
3,65,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,,
3,65,thermal_photoheat_erg_cm-3_s-1,7.287947548989755e-33,7.287947548886174e-33,7.287947548886174e-33,1.4212662124772735e-11,,
3,65,thermal_photoheat_H_erg_cm-3_s-1,5.834019671982394e-33,5.834019671880273e-33,5.834019671880273e-33,1.7504396588757057e-11,,
3,65,thermal_photoheat_HeI_erg_cm-3_s-1,1.4539278770073607e-33,1.4539278770059e-33,1.4539278770059e-33,1.004627014934536e-12,,
3,65,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
3,65,thermal_threshold_H_erg_cm-3_s-1,1.188110002861497e-32,1.1881100028284125e-32,1.1881100028284125e-32,2.7846297969189462e-11,,
3,65,thermal_threshold_HeI_erg_cm-3_s-1,2.9266125667464564e-33,2.9266125667151188e-33,2.9266125667151188e-33,1.0707816958519687e-11,,
3,65,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,,
3,65,thermal_recombination_cooling_erg_cm-3_s-1,9.008382361467119e-34,9.008382361467109e-34,9.008382361467109e-34,1.139318478604468e-15,,
3,65,thermal_excitation_cooling_erg_cm-3_s-1,5.983363134082828e-35,5.98336313412133e-35,5.98336313412133e-35,6.434794168225619e-12,,
3,65,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.2192262594304008e-36,1.2192262594383762e-36,1.2192262594383762e-36,6.541331262660385e-12,,
3,65,thermal_free_free_cooling_erg_cm-3_s-1,7.95260583844717e-34,7.952605838447158e-34,7.952605838447158e-34,1.505668223027523e-15,,
3,65,thermal_cooling_total_erg_cm-3_s-1,1.7571516775916878e-33,1.757151677592078e-33,1.757151677592078e-33,2.2215039564169314e-13,,
3,65,thermal_expansion_work_erg_cm-3_s-1,1.5527298645344926e-32,1.5527298645344912e-32,1.5527298645344912e-32,8.8132234899563e-16,,
3,65,thermal_thermal_rhs_erg_cm-3_s-1,-9.99650277394686e-33,-9.996502774050817e-33,9.996502774050817e-33,1.0399383035877436e-11,,
4,9,redshift_threshold_loss_rate_s-1_cMpc-3,5.373645282749837e+48,5.3736452873302095e+48,5.3736452873302095e+48,8.52377128957674e-10,17.0,1.0145950594671146e-09
4,9,absorption_G1_s-1_cMpc-3,3.226275403327797e+50,3.226275520475006e+50,3.226275520475006e+50,3.631035483395597e-08,17.0,3.693453752110118e-08
4,9,absorption_G2a_s-1_cMpc-3,1.360726689806111e+50,1.3607238422858393e+50,1.3607238422858393e+50,2.0926511193159794e-06,17.0,2.3165309291181544e-06
4,9,absorption_G2b_s-1_cMpc-3,6.663964906549351e+48,6.66375534055354e+48,6.66375534055354e+48,3.1448632955583563e-05,17.0,3.593585297608044e-05
4,9,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,17.0,0.0
4,9,thermal_photoheat_erg_cm-3_s-1,6.428484523615495e-33,6.428385320794632e-33,6.428385320794632e-33,1.5431996669941407e-05,17.0,1.9063539575385173e-05
4,9,thermal_photoheat_H_erg_cm-3_s-1,5.156140404751304e-33,5.1561280313274245e-33,5.1561280313274245e-33,2.3997510930937697e-06,17.0,5.1651866511853216e-06
4,9,thermal_photoheat_HeI_erg_cm-3_s-1,1.2723441188641935e-33,1.2722572894672073e-33,1.2722572894672073e-33,6.824829985649945e-05,17.0,7.539019715303043e-05
4,9,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,17.0,0.0
4,9,thermal_threshold_H_erg_cm-3_s-1,1.0426836276979877e-32,1.042680525086571e-32,1.042680525086571e-32,2.9756107858330713e-06,17.0,6.005622383277669e-06
4,9,thermal_threshold_HeI_erg_cm-3_s-1,2.617545856087775e-33,2.6173596185146165e-33,2.6173596185146165e-33,7.115475146822501e-05,17.0,7.859836621773472e-05
4,9,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,17.0,0.0
4,9,thermal_recombination_cooling_erg_cm-3_s-1,8.231402676972694e-34,8.231402686595544e-34,8.231402686595544e-34,1.169041251058637e-09,17.0,1.5953125405477984e-09
4,9,thermal_excitation_cooling_erg_cm-3_s-1,4.862471974414105e-35,4.862459900660185e-35,4.862459900660185e-35,2.4830547019463733e-06,17.0,5.2955853597730934e-06
4,9,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.0678403134986524e-36,1.0678374317365318e-36,1.0678374317365318e-36,2.6986899268812067e-06,17.0,5.61560047607661e-06
4,9,thermal_free_free_cooling_erg_cm-3_s-1,7.363374709419147e-34,7.363374720031902e-34,7.363374720031902e-34,1.4412895395226904e-09,17.0,1.9911463145999998e-09
4,9,thermal_cooling_total_erg_cm-3_s-1,1.6091702986968237e-33,1.609170177101083e-33,1.609170177101083e-33,7.556425190104777e-08,17.0,1.6201656343702878e-07
4,9,thermal_expansion_work_erg_cm-3_s-1,1.4873881797551033e-32,1.4873881814247392e-32,1.4873881814247392e-32,1.1225286846829387e-09,17.0,1.4819595043882949e-09
4,9,thermal_thermal_rhs_erg_cm-3_s-1,-1.0054567572632361e-32,-1.0054666670553846e-32,1.0054666670553846e-32,9.855913152738676e-06,17.0,1.216433969385676e-05
4,17,redshift_threshold_loss_rate_s-1_cMpc-3,5.373645288201911e+48,5.3736452873302095e+48,5.3736452873302095e+48,1.6221793067402612e-10,33.0,1.653072806861745e-10
4,17,absorption_G1_s-1_cMpc-3,3.2262755224887914e+50,3.226275520475006e+50,3.226275520475006e+50,6.241827101991095e-10,33.0,2.4289146173333785e-09
4,17,absorption_G2a_s-1_cMpc-3,1.36072353764795e+50,1.3607238422858393e+50,1.3607238422858393e+50,2.238792911788724e-07,33.0,2.209109666111539e-07
4,17,absorption_G2b_s-1_cMpc-3,6.66372543989167e+48,6.66375534055354e+48,6.66375534055354e+48,4.487058774212477e-06,33.0,4.484659722898469e-06
4,17,absorption_G3_s-1_cMpc-3,0.0,0.0,0.0,0.0,33.0,0.0
4,17,thermal_photoheat_erg_cm-3_s-1,6.428361976282556e-33,6.428385320794632e-33,6.428385320794632e-33,3.6314736767016144e-06,33.0,3.6303909793638993e-06
4,17,thermal_photoheat_H_erg_cm-3_s-1,5.156113772461274e-33,5.1561280313274245e-33,5.1561280313274245e-33,2.7654212741745016e-06,33.0,2.7653875974557114e-06
4,17,thermal_photoheat_HeI_erg_cm-3_s-1,1.2722482038212798e-33,1.2722572894672073e-33,1.2722572894672073e-33,7.14135890807495e-06,33.0,7.136024822282428e-06
4,17,thermal_photoheat_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
4,17,thermal_threshold_H_erg_cm-3_s-1,1.0426773657714613e-32,1.042680525086571e-32,1.042680525086571e-32,3.0299934004484116e-06,33.0,3.0299550827002266e-06
4,17,thermal_threshold_HeI_erg_cm-3_s-1,2.617340137429137e-33,2.6173596185146165e-33,2.6173596185146165e-33,7.443029739532467e-06,33.0,7.437460066243503e-06
4,17,thermal_threshold_HeII_erg_cm-3_s-1,0.0,0.0,0.0,0.0,33.0,0.0
4,17,thermal_recombination_cooling_erg_cm-3_s-1,8.231402690104354e-34,8.231402686595544e-34,8.231402686595544e-34,4.2627129016919713e-10,33.0,4.2619606287782594e-10
4,17,thermal_excitation_cooling_erg_cm-3_s-1,4.862446224915063e-35,4.862459900660185e-35,4.862459900660185e-35,2.812515763909417e-06,33.0,2.812484885984882e-06
4,17,thermal_collisional_ionization_cooling_erg_cm-3_s-1,1.0678343169677536e-36,1.0678374317365318e-36,1.0678374317365318e-36,2.9168941690831197e-06,33.0,2.916862111610329e-06
4,17,thermal_free_free_cooling_erg_cm-3_s-1,7.3633747240807036e-34,7.363374720031902e-34,7.363374720031902e-34,5.498567761721544e-10,33.0,5.497647822815468e-10
4,17,thermal_cooling_total_erg_cm-3_s-1,1.6091700379846242e-33,1.609170177101083e-33,1.609170177101083e-33,8.645229752927688e-08,33.0,8.64514235197588e-08
4,17,thermal_expansion_work_erg_cm-3_s-1,1.4873881819593523e-32,1.4873881814247392e-32,1.4873881814247392e-32,3.594308202380181e-10,33.0,3.5935408896315725e-10
4,17,thermal_thermal_rhs_erg_cm-3_s-1,-1.0054689881295594e-32,-1.0054666670553846e-32,1.0054666670553846e-32,2.308454621944273e-06,33.0,2.3077624289178015e-06
4,33,redshift_threshold_loss_rate_s-1_cMpc-3,5.3736452873136085e+48,5.3736452873302095e+48,5.3736452873302095e+48,3.089350011637704e-12,65.0,3.6350409707638445e-12
