fraction,time_s,z_start,z_mid,z_end,N1,N2,N3,N4_exact,xHII,xHeI,xHeII,xHeIII,u_erg_cm3,T_K,Gamma_HI_s-1,Gamma_HeI_s-1,Gamma_HeII_exact_s-1,redshift_threshold_loss_rate_s-1_cMpc-3,emission_rate_s-1_cMpc-3,front_absorption_rate_s-1_cMpc-3,N_G1_cMpc-3,kappa_G1_cMpc-1,absorption_G1_s-1_cMpc-3,N_G2a_cMpc-3,kappa_G2a_cMpc-1,absorption_G2a_s-1_cMpc-3,N_G2b_cMpc-3,kappa_G2b_cMpc-1,absorption_G2b_s-1_cMpc-3,N_G3_cMpc-3,kappa_G3_cMpc-1,absorption_G3_s-1_cMpc-3,thermal_photoheat_erg_cm-3_s-1,thermal_photoheat_H_erg_cm-3_s-1,thermal_photoheat_HeI_erg_cm-3_s-1,thermal_photoheat_HeII_erg_cm-3_s-1,thermal_threshold_H_erg_cm-3_s-1,thermal_threshold_HeI_erg_cm-3_s-1,thermal_threshold_HeII_erg_cm-3_s-1,thermal_recombination_cooling_erg_cm-3_s-1,thermal_excitation_cooling_erg_cm-3_s-1,thermal_collisional_ionization_cooling_erg_cm-3_s-1,thermal_free_free_cooling_erg_cm-3_s-1,thermal_cooling_total_erg_cm-3_s-1,thermal_expansion_work_erg_cm-3_s-1,thermal_thermal_rhs_erg_cm-3_s-1,interval_index,node_count,node_index,weight
0.6913417161825448,441465212139180.25,6.0,5.95,5.9,1.3977668684931141e+65,8.140529313703772e+64,4.55851387133017e+64,0.0,0.9999376454993919,0.00010231411192162919,0.997157092223388,0.002740593664690396,3.878298097489361e-16,13749.0770818023,1.92038708976792e-13,1.8814477744975854e-13,0.0,8.025723260113888e+48,6.504132489017137e+50,1.368316125215811e+50,1.3977668684931141e+65,0.041738169316293386,3.939336689215232e+50,8.140529313703772e+64,0.020883448686982116,1.147915252193335e+50,4.55851387133017e+64,0.0009284943990420628,2.8579691152351818e+48,0.0,1.9197827885200565,0.0,7.019786766601516e-33,5.7545130299798254e-33,1.2652737366216906e-33,0.0,1.6464717238047862e-32,3.7807938327092994e-33,0.0,1.171025430581098e-33,2.6790556724158804e-35,4.139593988981158e-37,9.915058450845401e-34,2.189735791788695e-33,1.7478940812486903e-32,-1.2648889837674084e-32,0,17,10,0.09073689211824668
0.777785116509801,496664765659870.44,6.0,5.95,5.9,1.3567899596660083e+65,8.252703480158568e+64,4.822520487193894e+64,0.0,0.9999361029043362,0.00010062574229449872,0.9971712817939105,0.0027280924637948997,3.871363706080672e-16,13724.508994055706,1.8757948286671494e-13,1.9243004363864012e-13,0.0,7.790441298783804e+48,6.504132489017137e+50,1.368316125215811e+50,1.3567899596660083e+65,0.042616648828852674,3.904333249809112e+50,8.252703480158568e+64,0.02125788975346722,1.1845989787081882e+50,4.822520487193894e+64,0.0009285235459973633,3.0235834874722175e+48,0.0,1.9198090938656776,0.0,7.160360306749682e-33,5.870776298083293e-33,1.289584008666388e-33,0.0,1.6480263311640098e-32,3.803095793756412e-33,0.0,1.1709022592030636e-33,2.704003528447737e-35,4.152012366550151e-37,9.905136399525296e-34,2.1888711356767253e-33,1.7447688491505812e-32,-1.2476199320432855e-32,0,17,11,0.08158633214085166
0.8535533905932737,545047578975952.5,6.0,5.95,5.9,1.3225787512690444e+65,8.335554631450594e+64,5.052108740604856e+64,0.0,0.9999347463571141,9.933414035392791e-05,0.9971834977471185,0.0027171681125277404,3.865363698555908e-16,13703.251599646692,1.8383610570855496e-13,1.9588616953815815e-13,0.0,7.594006759393038e+48,6.504132489017137e+50,1.368316125215811e+50,1.3225787512690444e+65,0.0433839416999547,3.874409412369397e+50,8.335554631450594e+64,0.021587111376032198,1.2150215946478035e+50,5.052108740604856e+64,0.0009295992435441888,3.171198399311588e+48,0.0,1.9198321534986345,0.0,7.282510264910874e-33,5.9717707030535127e-33,1.310739561857362e-33,0.0,1.6494276366605583e-32,3.8217088751208216e-33,0.0,1.1707949667059376e-33,2.725282703203658e-35,4.161964609878338e-37,9.89654425167724e-34,2.1881184153666858e-33,1.7420647306490223e-32,-1.2326255456946036e-32,0,17,12,0.06947823418411654
0.9157348061512727,584754327705083.5,6.0,5.95,5.9,1.295660698767118e+65,8.393361277359631e+64,5.2392570542750104e+64,0.0,0.9999336315725302,9.839001894077909e-05,0.9971933841153146,0.0027082258657448056,3.8604935981167874e-16,13685.997493053508,1.808769632397299e-13,1.9852439543179812e-13,0.0,7.43944819533537e+48,6.504132489017137e+50,1.368316125215811e+50,1.295660698767118e+65,0.044010639108399204,3.850382928332905e+50,8.393361277359631e+64,0.021857307361993625,1.238761041991048e+50,5.2392570542750104e+64,0.0009311209331199575,3.294054342512911e+48,0.0,1.919851072154986,0.0,7.381955268312145e-33,6.053939689090713e-33,1.3280155792214313e-33,0.0,1.6506024264623499e-32,3.836367609624055e-33,0.0,1.1707073895977976e-33,2.7422867501695336e-35,4.1694192673566444e-37,9.889565363267138e-34,2.1875037353529424e-33,1.739869845284708e-32,-1.2204246919887879e-32,0,17,13,0.05445277629094546
0.9619397662556434,614259103761404.2,6.0,5.95,5.9,1.2763198475912626e+65,8.430662606619197e+64,5.377578074572178e+64,0.0,0.999932803144181,9.774959738850343e-05,0.9972006556828862,0.002701594719725219,3.8569060564869344e-16,13673.28739614079,1.7874298276650452e-13,2.003745075280283e-13,0.0,7.328396543839435e+48,6.504132489017137e+50,1.368316125215811e+50,1.2763198475912626e+65,0.044474021204419456,3.832841709619539e+50,8.430662606619197e+64,0.02205775949434915,1.255677373669574e+50,5.377578074572178e+64,0.0009325843825872609,3.38633426461706e+48,0.0,1.9198651230093038,0.0,7.455353939465279e-33,6.114543315009963e-33,1.340810624455316e-33,0.0,1.6514888548081227e-32,3.846916276880326e-33,0.0,1.1706425956618145e-33,2.7546300556399815e-35,4.174512835389086e-37,9.884421653312932e-34,2.1870485128330464e-33,1.7382529910297157e-32,-1.2114224483664925e-32,0,17,14,0.03774116577157592
0.9903926402016152,632428055147539.2,6.0,5.95,5.9,1.2646854284603548e+65,8.451328239489153e+64,5.462440295639891e+64,0.0,0.9999322932320568,9.737929139319168e-05,0.9972051036731707,0.00269751703543603,3.854710042874033e-16,13665.507295002033,1.774560538449991e-13,2.014687438790861e-13,0.0,7.261593824200284e+48,6.504132489017137e+50,1.368316125215811e+50,1.2646854284603548e+65,0.04475822467092064,3.822172900297469e+50,8.451328239489153e+64,0.022180959580619032,1.2657859251257855e+50,5.462440295639891e+64,0.000933615018786577,3.443574593283062e+48,0.0,1.9198737714574061,0.0,7.500333593274185e-33,6.151659640949898e-33,1.3486739523242875e-33,0.0,1.6520401431799693e-32,3.853271212817818e-33,0.0,1.1706028164531071e-33,2.762099762277884e-35,4.177451168479417e-37,9.881271932017079e-34,2.1867687523944418e-33,1.7372632787642209e-32,-1.2059067946762465e-32,0,17,15,0.018684351418602852
1.0,638562959250984.8,6.0,5.95,5.9,1.2608039032813332e+65,8.457919409688922e+64,5.491040420432763e+64,0.0,0.9999321211237712,9.72582116129686e-05,0.9972066006266086,0.0026961411617783,3.853970800531552e-16,13662.888290632227,1.770261518965671e-13,2.018306483820122e-13,0.0,7.23930681224129e+48,6.504132489017137e+50,1.368316125215811e+50,1.2608039032813332e+65,0.04485397295574371,3.8185934547907255e+50,8.457919409688922e+64,0.022222507646743904,1.269145953191621e+50,5.491040420432763e+64,0.0009339841313215453,3.4629729597743835e+48,0.0,1.9198766908780656,0.0,7.515482736477019e-33,6.164156196417977e-33,1.3513265400590423e-33,0.0,1.6522271954817025e-32,3.855393263157956e-33,0.0,1.1705894055563788e-33,2.7645985871255174e-35,4.178408227011721e-37,9.880211448942234e-34,2.1866743771445588e-33,1.736930112699481e-32,-1.204049276766235e-32,0,17,16,0.00196078431372549
0.0,0.0,5.9,5.85,5.8,1.2608039032813332e+65,8.457919409688922e+64,5.491040420432763e+64,0.0,0.9999321211237712,9.72582116129686e-05,0.9972066006266086,0.0026961411617783,3.8539708005315246e-16,14270.0408649451,1.6949415637798713e-13,1.932432870072159e-13,0.0,7.084639075424325e+48,5.713180960773112e+50,1.603961214124674e+50,1.2608039032813332e+65,0.042814564248050274,3.5925250257910108e+50,8.457919409688922e+64,0.020779004382402558,1.1696313669035062e+50,5.491040420432763e+64,0.0009073002515798396,3.315632600541901e+48,0.0,1.8650259102060145,0.0,6.88955994073969e-33,5.650777879267835e-33,1.2387820614718558e-33,0.0,1.5146223733230754e-32,3.534298981585047e-33,0.0,1.0750773643745212e-33,3.6421316493043414e-35,6.398928769417905e-37,9.27909376776493e-34,2.0400479505209994e-33,1.6998206136123193e-32,-1.2148694145904503e-32,1,17,0,0.00196078431372549
0.009607359798384785,6360367421252.807,5.9,5.85,5.8,1.2535625664887677e+65,8.45688084283625e+64,5.516161407079426e+64,0.0,0.9999335769190603,9.514482078340565e-05,0.9972100346431962,0.002694820536020264,3.8531922328744614e-16,14267.148035870296,1.686744903741068e-13,1.9342734755529433e-13,0.0,7.04394895901098e+48,5.713180960773112e+50,1.603961214124674e+50,1.2535625664887677e+65,0.0430694353903767,3.5931547564964397e+50,8.45688084283625e+64,0.020898889634579493,1.1762351490565123e+50,5.516161407079426e+64,0.0008876961902061057,3.2588325887692274e+48,0.0,1.8650252071026767,0.0,6.732001493432314e-33,5.5171701949252495e-33,1.2148312985070637e-33,0.0,1.4749707802095523e-32,3.460792961476465e-33,0.0,1.0750690501076907e-33,3.5581347102543877e-35,6.247042186973962e-37,9.278071537885146e-34,2.0390822552174464e-33,1.699477220934724e-32,-1.2301852971132372e-32,1,17,1,0.0186843514186028
0.03806023374435663,25197044331947.605,5.9,5.85,5.8,1.2321136948999892e+65,8.4511194026462e+64,5.59050800186305e+64,0.0,0.9999334828660296,9.420253690583432e-05,0.997214885463121,0.002690911999973092,3.850869197114811e-16,14258.548741273531,1.6624014099501364e-13,1.939247295553727e-13,0.0,6.92342465433034e+48,5.713180960773112e+50,1.603961214124674e+50,1.2321136948999892e+65,0.04383261089440327,3.594254740363888e+50,8.4511194026462e+64,0.021317957704580864,1.1990038100500698e+50,5.59050800186305e+64,0.0008832649051388115,3.286267997260643e+48,0.0,1.8650323954687476,0.0,6.69882540285646e-33,5.4875022564846327e-33,1.2113231463718274e-33,0.0,1.4557420308585077e-32,3.435329375803867e-33,0.0,1.075034669698919e-33,3.545683590206283e-35,6.212419582809182e-37,9.274949051632143e-34,2.038607652722477e-33,1.698452629863648e-32,-1.2324308548502498e-32,1,17,2,0.037741165771575914
0.08426519384872738,55786147802136.516,5.9,5.85,5.8,1.1973207177676114e+65,8.432865758549722e+64,5.710755292295977e+64,0.0,0.9999318778614273,9.4170290810986e-05,0.9972212565738311,0.002684573135357927,3.8471137995063293e-16,14244.657575800997,1.6226964663026455e-13,1.9457177012306924e-13,0.0,6.727917894951767e+48,5.713180960773112e+50,1.603961214124674e+50,1.1973207177676114e+65,0.04509367020450608,3.5932448419266314e+50,8.432865758549722e+64,0.022019038270909192,1.2357603667104083e+50,5.710755292295977e+64,0.0008924019911293931,3.3916795333007555e+48,0.0,1.8650470341877208,0.0,6.779523388393342e-33,5.5554078547292016e-33,1.2241155336641406e-33,0.0,1.4552598855810296e-32,3.44561168447631e-33,0.0,1.0749758513228611e-33,3.6024389313453115e-35,6.29094153066126e-37,9.269876247946348e-34,2.038616959584015e-33,1.6967962856416506e-32,-1.2227056427607178e-32,1,17,3,0.05445277629094547
0.1464466094067262,96952155740027.02,5.9,5.85,5.8,1.1507553954078366e+65,8.39173577282666e+64,5.87155009505515e+64,0.0,0.9999295308721657,9.430728501913949e-05,0.99722963408716,0.002676058627820788,3.842108746805348e-16,14226.14540948224,1.569154965115855e-13,1.9514240045746093e-13,0.0,6.46626062890809e+48,5.713180960773112e+50,1.603961214124674e+50,1.1507553954078366e+65,0.04681189457636439,3.5850892127642438e+50,8.39173577282666e+64,0.0229504377231801,1.2817505226367197e+50,5.87155009505515e+64,0.0009067356807278912,3.5431880752003644e+48,0.0,1.8650670844467965,0.0,6.895747977011101e-33,5.6532402993394986e-33,1.2425076776716021e-33,0.0,1.455726292711574e-32,3.4607440049063645e-33,0.0,1.0748966847694217e-33,3.68712692761348e-35,6.4103505888157765e-37,9.263108642379082e-34,2.0387198533423464e-33,1.694588772353752e-32,-1.2088859599868765e-32,1,17,4,0.06947823418411654
0.22221488349019886,147113081546729.22,5.9,5.85,5.8,1.0948991468265738e+65,8.318836337623933e+64,6.065835446655091e+64,0.0,0.9999264655530893,9.466582122788274e-05,0.9972396253345753,0.0026657088441967673,3.8360879369847344e-16,14203.877947272655,1.5043743009719265e-13,1.954230961130874e-13,0.0,6.152396307679757e+48,5.713180960773112e+50,1.603961214124674e+50,1.0948991468265738e+65,0.048879778675874605,3.561755284586768e+50,8.318836337623933e+64,0.02401182705084804,1.3293780878368855e+50,6.065835446655091e+64,0.000926405032677382,3.739833430995078e+48,0.0,1.8650918843582927,0.0,7.041886128931758e-33,5.776004270961907e-33,1.2658818579698512e-33,0.0,1.456336486693369e-32,3.478897925965934e-33,0.0,1.0748004178069271e-33,3.7984603743511746e-35,6.568700166429902e-37,9.254958486431531e-34,2.038937740210235e-33,1.6919332523268994e-32,-1.1916384134547471e-32,1,17,5,0.08158633214085166
0.3086582838174551,204341268974062.88,5.9,5.85,5.8,1.0332072720645889e+65,8.21098145259729e+64,6.285220477842307e+64,0.0,0.9999227194197597,9.52822624972369e-05,0.9972507829409485,0.002653934796554306,3.8293259014359563e-16,14178.87120985144,1.4322022864978213e-13,1.9529013506573645e-13,0.0,5.805740760819972e+48,5.713180960773112e+50,1.603961214124674e+50,1.0332072720645889e+65,0.05120557269069225,3.520995022617415e+50,8.21098145259729e+64,0.025139607577860937,1.3737708425773393e+50,6.285220477842307e+64,0.0009513845473235302,3.979580912853475e+48,0.0,1.8651206109885254,0.0,7.214148097740307e-33,5.920484550032541e-33,1.2936635477077664e-33,0.0,1.4571012516574432e-32,3.499169310982887e-33,0.0,1.0746909604873268e-33,3.934667060777729e-35,6.763391761557798e-37,9.245793314700591e-34,2.039293301741319e-33,1.6889508095397854e-32,-1.1714653299398867e-32,1,17,6,0.09073689211824668
0.40245483899193585,266437470873132.75,5.9,5.85,5.8,9.693010501012373e+64,8.068722668988776e+64,6.520436022227293e+64,0.0,0.9999183743970336,9.616347769164891e-05,0.997262636167914,0.002641200354394297,3.822120840800128e-16,14152.228529340282,1.3567617280080799e-13,1.9467856827405027e-13,0.0,5.446642477489805e+48,5.713180960773112e+50,1.603961214124674e+50,9.693010501012373e+64,0.05378388950538136,3.469537760407862e+50,8.068722668988776e+64,0.02636934447885714,1.4160052105182364e+50,6.520436022227293e+64,0.0009812354218948162,4.258048312982552e+48,0.0,1.8651522563294416,0.0,7.40690025648121e-33,6.081874920936113e-33,1.325025335545097e-33,0.0,1.4579578920079318e-32,3.520472000440424e-33,0.0,1.0745727464194183e-33,4.092128277845002e-35,6.988923565757813e-37,9.236014104024174e-34,2.0397943319568612e-33,1.6857729674582064e-32,-1.1490623750057715e-32,1,17,7,0.09625693230646284
0.49999999999999994,331015365028908.75,5.9,5.85,5.8,9.066060403687873e+64,7.897123943490635e+64,6.761818990347068e+64,0.0,0.9999135625632465,9.728559822311587e-05,0.9972747117211118,0.0026280026806649102,3.8147770301207856e-16,14125.07538108209,1.282055490621383e-13,1.935997728037741e-13,0.0,5.0943501704715323e+48,5.713180960773112e+50,1.603961214124674e+50,9.066060403687873e+64,0.05651109752354649,3.4096757390176025e+50,7.897123943490635e+64,0.027647947266338367,1.4530902069558153e+50,6.761818990347068e+64,0.0010150656737794137,4.567919182493856e+48,0.0,1.8651856535028237,0.0,7.613137431966632e-33,6.254210370002429e-33,1.3589270619642031e-33,0.0,1.4588938615514896e-32,3.5418159312607426e-33,0.0,1.0744505223823384e-33,4.2653509000533705e-35,7.236973977146093e-37,9.226032021711423e-34,2.040430930951729e-33,1.682533928705372e-32,-1.1252632786038818e-32,1,17,8,0.09820506291094525
0.5975451610080641,395593259184684.9,5.9,5.85,5.8,8.480771613238426e+64,7.705942308592166e+64,6.999793358506021e+64,0.0,0.9999084777283146,9.858698302932939e-05,0.9972865611092361,0.002614851907734616,3.8075883177566946e-16,14098.498223246197,1.2116572927092415e-13,1.9214850939324636e-13,0.0,4.765467952988364e+48,5.713180960773112e+50,1.603961214124674e+50,8.480771613238426e+64,0.05927070083093476,3.345308388185139e+50,7.705942308592166e+64,0.028920967185625937,1.4831985601324443e+50,6.999793358506021e+64,0.0010514258436597874,4.898065586661658e+48,0.0,1.865219492479242,0.0,7.82435146513944e-33,6.430301817292086e-33,1.3940496478473538e-33,0.0,1.459894882340945e-32,3.5622892984744937e-33,0.0,1.0743291472575356e-33,4.446613512096139e-35,7.495901812205903e-37,9.21624650037143e-34,2.0411695225968605e-33,1.6793632971426923e-32,-1.1010451028884343e-32,1,17,9,0.09625693230646283
