shape_lane,interval_index,substep,macro_index,z_mid,dt_Myr,lp_pass,selected_model,one_mode_status,two_mode_status,refinement_status,farkas_h_dot_y
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,16,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.13394201009879721e-03
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,17,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-2.83187077967567438e-05
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,0,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-7.12889809230176197e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,1,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-3.74673640471218317e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,2,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.51869761872956838e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,3,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-6.73340962377885210e-02
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,4,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-5.52214591650852186e-03
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,5,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.38507033197915100e-04
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,6,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.83809250457199785e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,7,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.98030262987176825e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,8,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.03466015855533788e+00
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,9,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.64850574411564299e+00
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,10,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-5.81742427709187951e-02
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,11,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.38496693773503595e-03
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,12,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.07269720782706426e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,13,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-5.46169672010503926e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,14,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.77295370341205216e+00
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,15,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-8.93448794926193113e-01
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,16,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-4.85577297211680220e-02
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,2,17,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.25534932467086962e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,1,0,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,1,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-5.82353303143898357e-13
RECOMBINATION_WEIGHTED_AUDITOR,0,1,2,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.83193072226079662e-13
RECOMBINATION_WEIGHTED_AUDITOR,0,1,3,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-4.62660136877999487e-12
RECOMBINATION_WEIGHTED_AUDITOR,0,1,4,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.30696866498318803e-11
RECOMBINATION_WEIGHTED_AUDITOR,0,1,5,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-3.36102421055681537e-09
RECOMBINATION_WEIGHTED_AUDITOR,0,1,6,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,8,5.95000000000000018e+00,1.01174195637656954e+01,True,TWO_MODE,FAIL,PASS,FAIL,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,9,5.95000000000000018e+00,1.01174195637656954e+01,True,TWO_MODE,FAIL,PASS,FAIL,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,10,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-8.53713606337358296e-12
RECOMBINATION_WEIGHTED_AUDITOR,0,1,11,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.04311284656684113e-10
RECOMBINATION_WEIGHTED_AUDITOR,0,1,12,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.26856521919250145e-02
RECOMBINATION_WEIGHTED_AUDITOR,0,1,13,5.95000000000000018e+00,1.01174195637656954e+01,True,TWO_MODE,FAIL,PASS,FAIL,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,14,5.95000000000000018e+00,1.01174195637656954e+01,True,TWO_MODE,FAIL,PASS,FAIL,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,15,5.95000000000000018e+00,1.01174195637656954e+01,True,TWO_MODE,FAIL,PASS,FAIL,
RECOMBINATION_WEIGHTED_AUDITOR,0,1,16,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.13211888060747311e-12
RECOMBINATION_WEIGHTED_AUDITOR,0,1,17,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-9.59183880413478960e+01
RECOMBINATION_WEIGHTED_AUDITOR,0,2,0,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,1,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-9.84572852918842029e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,2,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-5.83312273202727348e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,3,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-3.21937323499370785e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,4,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-3.83253685887461205e-04
RECOMBINATION_WEIGHTED_AUDITOR,0,2,5,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-9.83403824920060148e-06
RECOMBINATION_WEIGHTED_AUDITOR,0,2,6,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,7,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,8,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,9,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,10,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-2.66412471057303783e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,11,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-7.66489958388967389e-05
RECOMBINATION_WEIGHTED_AUDITOR,0,2,12,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-6.85308126449150554e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,13,5.95000000000000018e+00,1.01174195637656954e+01,True,NONE,FAIL,FAIL,NOT_RUN,
RECOMBINATION_WEIGHTED_AUDITOR,0,2,14,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.22426100560352174e-02
RECOMBINATION_WEIGHTED_AUDITOR,0,2,15,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-9.43888122459822336e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,16,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-1.58523240292081651e-03
RECOMBINATION_WEIGHTED_AUDITOR,0,2,17,5.95000000000000018e+00,1.01174195637656954e+01,False,NONE,,,NOT_RUN,-4.57823266579048032e-05
RECOMBINATION_WEIGHTED_AUDITOR,1,1,0,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.38725989932903060e+00
RECOMBINATION_WEIGHTED_AUDITOR,1,1,1,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.04078233073445170e+00
RECOMBINATION_WEIGHTED_AUDITOR,1,1,2,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-4.45846103030653612e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,3,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.96681899354708423e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,4,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-3.07147205175849593e-03
RECOMBINATION_WEIGHTED_AUDITOR,1,1,5,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-7.13211944827363156e-05
RECOMBINATION_WEIGHTED_AUDITOR,1,1,6,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-4.15912289295999549e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,1,7,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-5.62079978113935799e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,8,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-5.16902382295495233e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,1,9,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-3.79399082653613662e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,1,10,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-3.46839243781810677e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,11,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-7.50856417476748208e-04
RECOMBINATION_WEIGHTED_AUDITOR,1,1,12,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-8.91199831138788645e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,13,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-5.08050138690361530e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,1,14,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.12560911775410194e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,15,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.45033863714500277e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,1,16,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.31996455005519344e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,1,17,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-3.21972989922574590e-04
RECOMBINATION_WEIGHTED_AUDITOR,1,2,0,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-7.45314135357743740e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,2,1,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.29339253214104227e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,2,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-6.66668536680652402e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,3,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-6.87226797752993779e+00
RECOMBINATION_WEIGHTED_AUDITOR,1,2,4,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.19622365572176495e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,5,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.73942866167137863e-03
RECOMBINATION_WEIGHTED_AUDITOR,1,2,6,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-3.87320375058903404e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,2,7,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-5.95237288087057878e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,2,8,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.13842072854722781e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,9,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.58594953220499046e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,10,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.75541406258247834e+00
RECOMBINATION_WEIGHTED_AUDITOR,1,2,11,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.92532302573654272e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,2,12,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-4.94357511409409950e-02
RECOMBINATION_WEIGHTED_AUDITOR,1,2,13,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-1.22284515419966391e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,14,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.09032765451168445e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,15,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-2.81566373002279546e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,16,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-4.79708839540332055e-01
RECOMBINATION_WEIGHTED_AUDITOR,1,2,17,5.84999999999999964e+00,1.04892439548289094e+01,False,NONE,,,NOT_RUN,-8.70735123932703595e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,1,0,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.64361507466778251e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,1,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-3.97656722637252172e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,1,2,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.65654120089491798e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,1,3,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.24813257665152602e-04
RECOMBINATION_WEIGHTED_AUDITOR,2,1,4,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-9.16558016694358476e-05
RECOMBINATION_WEIGHTED_AUDITOR,2,1,5,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-2.35420850689420590e-06
RECOMBINATION_WEIGHTED_AUDITOR,2,1,6,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.81452564232786584e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,7,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-3.73257703257100434e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,8,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.63757853802292790e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,9,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.50558141991190461e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,1,10,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.41936969389018390e-04
RECOMBINATION_WEIGHTED_AUDITOR,2,1,11,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.94475628112446221e-05
RECOMBINATION_WEIGHTED_AUDITOR,2,1,12,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-3.95928719438164323e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,1,13,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-2.61826196504335099e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,14,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-4.04831387045195071e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,1,15,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-6.24360009169366414e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,1,16,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-6.43647789508044023e-04
RECOMBINATION_WEIGHTED_AUDITOR,2,1,17,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.78449832491028416e-05
RECOMBINATION_WEIGHTED_AUDITOR,2,2,0,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.43086470065348670e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,1,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-5.36475843356390758e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,2,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-3.76479868578192223e+00
RECOMBINATION_WEIGHTED_AUDITOR,2,2,3,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-9.45169149368628503e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,4,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-5.28078322552839458e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,2,5,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.28171470335313332e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,2,6,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-6.63103313537513062e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,2,7,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.61686686173155686e-02
RECOMBINATION_WEIGHTED_AUDITOR,2,2,8,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-7.16945220690878959e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,9,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.66437544825547956e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,10,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-5.00890348442954214e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,11,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-8.62886948999273991e-03
RECOMBINATION_WEIGHTED_AUDITOR,2,2,12,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.46018584161952014e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,13,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-2.28217742629236914e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,14,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-2.39962257318435945e+00
RECOMBINATION_WEIGHTED_AUDITOR,2,2,15,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.15854195775818569e+00
RECOMBINATION_WEIGHTED_AUDITOR,2,2,16,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-1.55154215754838259e-01
RECOMBINATION_WEIGHTED_AUDITOR,2,2,17,5.75000000000000000e+00,1.08804373309742832e+01,False,NONE,,,NOT_RUN,-3.57505539764484213e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,1,0,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.75588996390522653e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,1,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.51092357947566857e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,1,2,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-7.98740036404816593e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,1,3,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-3.96851948158912047e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,1,4,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-3.59221256124062180e-05
RECOMBINATION_WEIGHTED_AUDITOR,3,1,5,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-9.16057059542890717e-07
RECOMBINATION_WEIGHTED_AUDITOR,3,1,6,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.07482506336213594e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,7,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.32904756495797419e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,8,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-6.55804991576574518e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,1,9,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-3.01239543280114059e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,1,10,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-2.94414826072711324e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,1,11,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-7.40878246786970139e-06
RECOMBINATION_WEIGHTED_AUDITOR,3,1,12,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-5.14692280539652131e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,13,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.52897929953935540e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,14,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.39274657301653778e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,1,15,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-4.37934498703260872e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,1,16,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-4.71589547802335896e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,1,17,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.25060335480729705e-05
RECOMBINATION_WEIGHTED_AUDITOR,3,2,0,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-9.90768515205713886e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,1,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-4.01182775987643341e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,2,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-2.15153173168451022e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,3,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.11225570229677969e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,4,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.10183531793842671e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,2,5,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-2.80726747917630533e-06
RECOMBINATION_WEIGHTED_AUDITOR,3,2,6,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.38809127116657615e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,2,7,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-6.41032382693309654e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,8,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.20563084765007641e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,2,9,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-7.08888619442082230e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,10,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-8.41141018970967920e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,2,11,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-2.18202420828123273e-05
RECOMBINATION_WEIGHTED_AUDITOR,3,2,12,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.54755810976225754e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,2,13,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.06786210977009195e-02
RECOMBINATION_WEIGHTED_AUDITOR,3,2,14,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-4.10640481770371910e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,15,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-3.48721921385687075e-03
RECOMBINATION_WEIGHTED_AUDITOR,3,2,16,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-3.91928718929547939e-04
RECOMBINATION_WEIGHTED_AUDITOR,3,2,17,5.65000000000000036e+00,1.12923124578075225e+01,False,NONE,,,NOT_RUN,-1.05371412564019824e-05
RECOMBINATION_WEIGHTED_AUDITOR,4,1,0,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-2.61976483591920481e-02
RECOMBINATION_WEIGHTED_AUDITOR,4,1,1,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.07712907806000929e-01
RECOMBINATION_WEIGHTED_AUDITOR,4,1,2,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-3.22324047338724481e-02
RECOMBINATION_WEIGHTED_AUDITOR,4,1,3,5.54999999999999982e+00,1.17262920899423353e+01,False,NONE,,,NOT_RUN,-1.59495821939887594e-02
