shape_lane,interval_index,substep,z_mid,macro_index,tau_Myr,equilibrium_pass,violated_constraints,temperature_min_K,temperature_max_K,minimum_row_capacity_slack,normalized_mass_min,normalized_ionized_H_min,normalized_neutral_H_min,normalized_thermal_min,normalized_capacity_min,normalized_current_min,normalized_mass_cap_slack,normalized_volume_cap_slack,normalized_cycling_slack_min
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,16,100.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.2411627138886458e+46,-0.002217361069379288,-0.0021933308099500123,-2.4597269236860208e-05,-0.03299543150595952,-0.027991416498279482,-0.03345858053148551,0.155482367101541,1.0640002757966112,-0.013812363672920616
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,17,100.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-5.904692690326492e+44,-0.0022451185817241597,-0.002220789069920968,-2.4903456658735933e-05,-0.03299561963984672,-0.027993251411980214,-0.033475395252014595,0.15628353948164272,1.0648014481767127,-0.013901761953447877
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,0,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-3.027494192511563e+48,-0.0034101586305058424,-0.003373152490346426,-3.7883282220050236e-05,-0.03299153656448888,-0.029904851799023302,-0.03735939066033358,0.11702613017606332,1.0984283055549735,-0.013455016294222424
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,1,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.1421217999262296e+48,-0.0006962174788324411,-0.0006886521186008817,-7.745498677419013e-06,-0.03298757113526123,-0.029900405205027677,-0.035573341111170255,0.03869293284456488,1.0200951082234753,-0.012054822567266843
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,2,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-5.580157789612824e+47,-0.0006006080362286811,-0.0005940830295099438,-6.680258871675178e-06,-0.0329882146389084,-0.02990108257184296,-0.03569901459449874,0.03593333235373736,1.0173355077326478,-0.012264274255325454
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,3,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.7664897952007407e+47,-0.0005962626805694602,-0.0005897857275254136,-6.63099389839596e-06,-0.03298859909796501,-0.029901494991402107,-0.03578211147480234,0.03580791121034986,1.0172100865892602,-0.012392846281158538
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,4,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.7699958571782185e+46,-0.0005956428973289008,-0.0005891724180763117,-6.6243869220676985e-06,-0.032988481402006886,-0.0299013681113971,-0.035728739285688337,0.035790022243650806,1.017192197622561,-0.012353624168040913
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,5,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-7.02717763978179e+44,-0.0005818080655017933,-0.000575488029384139,-6.470352865373232e-06,-0.03298855366271789,-0.02990144594504994,-0.035743546801113815,0.035390703853532914,1.0167928792324432,-0.01237764110117412
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,6,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.1553603504347228e+49,-0.0062368117473497135,-0.006169009402142086,-6.94192581805449e-05,-0.03298623094762532,-0.02930651602261695,-0.03504471202805213,0.21425617081259946,1.1800147379847625,-0.011425039558712536
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,7,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-9.466546257447259e+48,-0.0026209789371072546,-0.002592508673187895,-2.9147342753656316e-05,-0.032988634064075414,-0.029311029416203976,-0.035564406805170944,0.10989143730767997,1.0756500044798432,-0.012139879194908946
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,8,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-4.2440852803888595e+48,-0.002077844921690752,-0.002055278862532975,-2.3102367971368362e-05,-0.03298921261351155,-0.02931217690234494,-0.03563843757619531,0.09421481735560883,1.0599733845277721,-0.01232055039109475
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,9,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-2.004130888508648e+48,-0.0019718496850862667,-0.0019504346648068491,-2.192398160178188e-05,-0.03298919843010561,-0.02931214847290419,-0.03561656580604726,0.09115544896067573,1.056914016132839,-0.01231538812785788
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,10,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.8259567484989835e+47,-0.001779902812725555,-0.0017605777883021485,-1.9783881292010543e-05,-0.032990017389323424,-0.029313815216207368,-0.03580071522514161,0.08561523589432952,1.0513738030664928,-0.012579869036122607
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,11,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-4.6419379065093895e+45,-0.0017438536618148697,-0.0017249197673654525,-1.9383485815798496e-05,-0.032989975739257195,-0.02931372919381526,-0.03577791427903188,0.08457473976928331,1.0503333069414467,-0.01256590821884559
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,12,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-4.6968321529720693e+48,-0.024939145878785953,-0.024668890820667182,-0.0002766304116455872,-0.03299563213138588,-0.02799337376726364,-0.034156849673881155,0.8113072187574573,1.7198251274525274,-0.013922792340293732
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,13,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-3.4408632320794365e+48,-0.009955035010082732,-0.009846958902344743,-0.00011064154904476121,-0.032990266892194184,-0.027946214451702502,-0.03213834249652688,0.37881688535746827,1.2873347940525384,-0.011985838121045473
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,14,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-5.2448205407633085e+47,-0.0023915572428948486,-0.002365696456581429,-2.6466374838876664e-05,-0.03300188633196865,-0.028064104457815278,-0.037972908266254955,0.16051023707800405,1.0690281457730744,-0.017315189086284183
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,15,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-7.611250861080367e+47,-0.007795105876024681,-0.007710523730946118,-8.658629638146512e-05,-0.03299182405965582,-0.02795887152358275,-0.03225742043793504,0.31647428261683863,1.2249921913119088,-0.012446422394153207
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,16,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-7.47911896696034e+46,-0.007615746140495208,-0.0075331237193105435,-8.457904752730423e-05,-0.03299230529950449,-0.02796294226602786,-0.03231429812452833,0.31129737539175306,1.219815284086823,-0.012594855826023252
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5.65,17,300.0,False,NEGATIVE_H_MASS;NEGATIVE_IONIZED_H;IONIZED_H_EXCEEDS_H;NEGATIVE_THERMAL_MEASURE;NEGATIVE_CYCLING_CAPACITY;NEGATIVE_PHOTON_CURRENT;CYCLING_CAPACITY_DEFICIT,,,-1.9687803568593056e+45,-0.007717895669856611,-0.007634169143460583,-8.570896949998427e-05,-0.032992449107188494,-0.027964173930464374,-0.03231740240789302,0.31424574412696027,1.2227636528220305,-0.012639961476039354
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,0,10.0,True,,3422.3348336851277,76379.18086809067,-1.6225927682921336e+32,6.739848791422255e-211,6.734152982485365e-211,5.695808936890561e-214,3.5228448361721993e-208,8.231516700386309e-210,1.6838128592906706e-211,0.01361667355746293,0.9950163371925326,-9.041669282963686e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,1,10.0,True,,3772.620800289347,73554.58114684415,-8.112963841460668e+31,1.0340712355499746e-211,1.033197332371996e-211,8.739031779785235e-215,3.522844836172197e-208,8.231536271172715e-210,1.677280868447122e-211,0.017835710552636004,0.9992353741877057,-1.5382371244732866e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,2,10.0,True,,3772.621161465645,73468.4978755899,-2.028240960365167e+31,9.40481683876945e-212,9.396868714152154e-212,7.948124617295914e-215,3.522844836172198e-208,8.231540042246962e-210,1.6766757276025775e-211,0.017904913702776994,0.9993045773378467,-7.507801622556515e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,3,10.0,True,,3772.621443470285,73511.40494836046,-1.0141204801825835e+31,9.624709533229597e-212,9.616575553213397e-212,8.133980016200879e-215,3.522844836172198e-208,8.231542986681743e-210,1.676877958122871e-211,0.017888654123713304,0.999288317758783,-7.370485196159725e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,4,10.0,True,,3772.6219409850382,73468.51305604841,-1.901475900342344e+30,9.531350377781093e-212,9.52329525950362e-212,8.055118277472223e-215,3.5228448361721993e-208,8.231548181273946e-210,1.676911014758419e-211,0.017895557402483258,0.9992952210375529,-1.3908675786855703e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,5,10.0,True,,3772.621995361823,69542.73599872358,-3.961408125713217e+28,9.362823126648068e-212,9.354910429810587e-212,7.912696837480039e-215,3.522844836172199e-208,8.231548749026322e-210,1.6768086826671626e-211,0.01790801885406041,0.99930768248913,-1.1364610965476755e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,6,10.0,True,,3422.334645191117,76409.90006925535,-3.2451855365842673e+32,8.208612256386478e-211,8.201675217028826e-211,6.937039357650752e-214,3.5228448361721976e-208,7.468491868327898e-210,1.5934668232224548e-211,0.02817634317779812,0.9939302858463028,-6.661746305016451e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,7,10.0,True,,3422.335467734826,76248.46774475428,-4.867778304876401e+32,4.235599213860175e-211,4.232019709027815e-211,3.579504832360451e-214,3.522844836172198e-208,7.468505516750571e-210,1.5915696371896178e-211,0.03111411788853359,0.9968680605570384,-1.0109727059729223e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,8,10.0,True,,3422.335950060031,76181.88375312279,-3.2451855365842673e+32,3.5090924631555692e-211,3.506126914443499e-211,2.9655487120702972e-214,3.5228448361721976e-208,7.46851351994028e-210,1.5908325439645601e-211,0.03165132054469235,0.9974052632131971,-1.444500027629578e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,9,10.0,True,,3422.336250723103,76149.48229107354,-8.112963841460668e+31,3.3275377149398166e-211,3.3247255902011087e-211,2.812124738707774e-214,3.522844836172198e-208,7.468518508819918e-210,1.5905819545040898e-211,0.03178556801436164,0.9975395106828663,-7.652087925447662e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,10,10.0,True,,3422.3366449336695,73846.91378754277,-1.5211807202738753e+31,3.1864474241157335e-211,3.1837545248131894e-211,2.6928993025443422e-214,3.5228448361721968e-208,7.4685250499232e-210,1.5903422794461283e-211,0.031889894751746244,0.997643837420251,-1.4933193910286495e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11,10.0,True,,3422.336733256782,73818.93689767254,-3.1691265005705735e+29,3.1131114939045914e-211,3.1104805691546226e-211,2.630924749968737e-214,3.5228448361721976e-208,7.468526515461057e-210,1.5902360654275038e-211,0.0319441217172398,0.9976980643857446,-1.226834416318375e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,12,10.0,True,,3146.206507109838,78024.7120937742,-3.2451855365842673e+32,6.197895122910175e-210,6.192657364390911e-210,5.23775851926251e-213,3.5228448361721985e-208,5.6328953848095305e-210,1.4280280694108239e-211,0.045665199627036135,0.9541707531362688,-8.830597310283404e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,13,10.0,True,,3146.2068532292624,77555.77874407648,-1.6225927682921336e+32,1.8092157007654734e-210,1.8076867507770096e-210,1.528949988463698e-213,3.522844836172199e-208,5.632904151531195e-210,1.4259943633994314e-211,0.07811651876920443,0.9866220722784372,-7.896220646696016e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,14,10.0,True,,3422.334162744817,76379.16589414047,-6.084722881095501e+31,7.815033491061499e-211,7.808429095095655e-211,6.604395965843691e-214,3.5228448361721968e-208,5.63290065113951e-210,1.4227918830558218e-211,0.08571575724211777,0.9942213107513505,-1.2171932853343119e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,15,10.0,True,,3146.207099335723,77540.16717547587,-6.084722881095501e+31,1.5681812019751582e-210,1.5668559441647827e-210,1.32525781037543e-213,3.5228448361721985e-208,5.632910385061662e-210,1.4254391287250712e-211,0.07989880603426393,0.9884043595434966,-1.2188343362858611e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,16,10.0,True,,3146.2072743015656,77540.17148761438,-3.802951800684688e+30,1.578045056651805e-210,1.576711460361364e-210,1.3335962904410055e-213,3.5228448361721968e-208,5.632914816699122e-210,1.4253139720185252e-211,0.07982586949338365,0.9883314230026163,-7.544958349859758e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,17,10.0,True,,3146.2072649565393,77555.78889338675,-7.922816251426434e+28,1.6130303279544097e-210,1.6116671659663748e-210,1.363161988034887e-213,3.522844836172198e-208,5.6329145800027646e-210,1.4254030329299484e-211,0.07956717704968691,0.9880727305589195,-5.924543634976192e-18
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,0,100.0,True,,3138.3257770022606,77329.49766097752,-1.298074214633707e+33,1.3061608024853303e-210,1.3051547862656413e-210,1.0060162196890746e-213,3.5228448361722054e-208,8.131924412664043e-210,1.5716504310710841e-211,0.008942159730163017,0.9903418233652327,-3.751784279043221e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,1,100.0,True,,3413.7766868918025,73569.86185484873,-8.112963841460668e+32,2.0112173023920658e-211,2.0096673697552076e-211,1.5499326368581905e-214,3.5228448361721985e-208,8.132506569069601e-210,1.5655865861088315e-211,0.017113177056486698,0.9985128406915563,-7.949647034028827e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,2,100.0,True,,3413.786291704943,73570.06884694025,-1.419768672255617e+32,1.8304557122212925e-211,1.8290449294823167e-211,1.4107827389757483e-214,3.522844836172197e-208,8.132618260272267e-210,1.5650292729335926e-211,0.017246838039370944,0.9986465016744406,-2.7141423083636074e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,3,100.0,True,,3413.7937818671467,73570.23026646151,-6.084722881095501e+31,1.874264496846074e-211,1.8728198273412445e-211,1.4446695048295974e-214,3.5228448361722006e-208,8.132705359999882e-210,1.5652202727977187e-211,0.017214444403054845,0.9986141080381244,-2.2826160092983424e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,4,100.0,True,,3413.8069763814287,73570.51461974002,-1.3944156602510523e+31,1.8578508230578448e-211,1.8564185918426358e-211,1.4322312152090703e-214,3.5228448361722045e-208,8.132858791161268e-210,1.5652567272444966e-211,0.01722658120584134,0.9986262448409111,-5.259642780199369e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,5,100.0,True,,3413.808416979008,73570.54566587294,-3.1691265005705735e+29,1.8251911597710814e-211,1.8237840832628777e-211,1.4070765082037195e-214,3.522844836172204e-208,8.132875542866742e-210,1.5651625566322561e-211,0.017250730820211592,0.9986503944552813,-4.6877895094011365e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,6,100.0,True,,3138.2885467264805,77345.00968147669,-1.9471113219505604e+33,1.590166967983442e-210,1.588942284861767e-210,1.2246831216750299e-213,3.5228448361721976e-208,7.324825515971228e-210,1.47372960095113e-211,0.022487846989909892,0.9882417896584146,-2.074022722658071e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,7,100.0,True,,3413.7453357029203,76218.12797572868,-3.569704090242694e+33,8.219482630019494e-211,8.213150576422821e-211,6.332053596673668e-214,3.5228448361721968e-208,7.325232592040135e-210,1.472527680899934e-211,0.0281683052709467,0.9939222479394514,-3.84018593898178e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,8,100.0,True,,3413.7595342918057,76187.79855888053,-2.596148429267414e+33,6.816595148546943e-211,6.8113429972395695e-211,5.252151307373664e-214,3.5228448361721946e-208,7.325470630306605e-210,1.4722170677227396e-211,0.029205645778255164,0.9949595884467598,-5.97960206502651e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,9,100.0,True,,3413.7683705070885,76156.37668086356,-5.679074689022468e+32,6.468024225714066e-211,6.463040149306546e-211,4.984076407518985e-214,3.5228448361722006e-208,7.32561876673024e-210,1.4721125050263372e-211,0.02946339042470744,0.995217333093212,-2.7699028579521786e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,10,100.0,True,,3413.779939004112,76156.63475778072,-1.3183566242373586e+32,6.198933351959749e-211,6.194156005511938e-211,4.777346447811406e-214,3.5228448361721946e-208,7.325812706630862e-210,1.471993842706517e-211,0.029662364944887318,0.995416307613392,-6.68693132052845e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,11,100.0,True,,3413.7825282930444,76156.69252117934,-2.2183885503994015e+30,6.057394390627779e-211,6.052725987898145e-211,4.668402729633647e-214,3.5228448361721976e-208,7.325856114358207e-210,1.4719517880272228e-211,0.029767023443798363,0.995520966112303,-4.4363360393766534e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,12,100.0,True,,2924.9283732626013,77838.29988450493,-2.4338891524382005e+33,1.1988485266002003e-209,1.197925440186259e-209,9.230864139412606e-213,3.522844836172196e-208,5.430810412180664e-210,1.3418938915419514e-211,0.002847697895926176,0.9113532514051589,-3.441784814249916e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,13,100.0,True,,3138.2795117969786,77810.43217044538,-8.924260225606735e+32,3.502333136449022e-210,3.4996360787117e-210,2.6970577373218243e-213,3.5228448361722006e-208,5.431072930528049e-210,1.339961201043564e-211,0.06559705927683486,0.9741026127860676,-2.255093224283241e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,14,100.0,True,,3138.2754180848938,77344.68611820482,-2.839537344511234e+32,1.5123747759314018e-210,1.511210193139882e-210,1.1645827915198751e-213,3.522844836172195e-208,5.430968162471871e-210,1.3369338794786043e-211,0.08031145684958474,0.9888170103588174,-2.9504517229652147e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,15,100.0,True,,3138.2867954586886,77405.94989254516,-2.839537344511234e+32,3.0374554923957822e-210,3.0351162157628818e-210,2.3392766329001693e-213,3.5228448361721968e-208,5.431259335768895e-210,1.3394306229726395e-211,0.06903451536285235,0.9775400688720851,-2.9517897448141116e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,16,100.0,True,,3138.2919686463924,77406.07748939462,-3.5494216806390423e+31,3.057794476176444e-210,3.0554393859184544e-210,2.3550902579900707e-213,3.5228448361721946e-208,5.431391728165426e-210,1.3393083252205172e-211,0.06888412231970524,0.9773896758289379,-3.6530107133635096e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,17,100.0,True,,3138.2916924489527,77406.07067697533,-9.50737950171172e+29,3.125518466720659e-210,3.123111224124525e-210,2.4072425961343602e-213,3.5228448361722e-208,5.4313846597335526e-210,1.339392791871282e-211,0.06838334916693353,0.9768889026761662,-3.6881018288995366e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,0,300.0,False,MACRO_MASS_CAP_EXCEEDED,3133.900371370862,77282.9441262222,-4.2187411975595474e+33,2.7252330457785438e-210,2.723247344578376e-210,1.9857012001679244e-213,3.5228448361722084e-208,8.076188350362005e-210,1.5079524418296459e-211,-0.00155092072144952,0.9798487429136201,-5.860922602431125e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,1,300.0,True,,3409.0511379094714,75952.49740410545,-2.3527595140235938e+33,4.204658732059052e-211,4.2015912872783085e-211,3.0674447807438007e-214,3.5228448361721985e-208,8.077397564214167e-210,1.5021544608628713e-211,0.015491275317785713,0.9968909389528554,-1.1058897395498104e-16
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,2,300.0,True,,3409.0709272977556,75919.60786451498,-4.4621301128033675e+32,3.828218351134493e-211,3.825424873656826e-211,2.793477477667207e-214,3.522844836172196e-208,8.077629002507969e-210,1.5016243094245325e-211,0.01576962754551375,0.9971692911805834,-4.0902969872626116e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,3,300.0,True,,3409.0863492645294,75953.28190109471,-2.028240960365167e+32,3.921006331595398e-211,3.918144620037702e-211,2.861711557695442e-214,3.5228448361722015e-208,8.077809359662617e-210,1.5018089313042755e-211,0.015701017103126453,0.9971006807381961,-3.6473539866536896e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,4,300.0,True,,3409.1134939787376,75953.8866760754,-4.31001204077598e+31,3.888704912170156e-211,3.885865857230346e-211,2.8390549398099863e-214,3.522844836172206e-208,8.078126804100039e-210,1.5018473153967125e-211,0.015724901820365643,0.9971245654554353,-7.78892708728703e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,5,300.0,True,,3409.1164559594913,75920.62178244726,-9.50737950171172e+29,3.820562740953024e-211,3.817773336615575e-211,2.7894043374486404e-214,3.5228448361722067e-208,8.07816144241771e-210,1.5017577797572664e-211,0.015775288351996302,0.9971749519870658,-6.737507860847438e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,6,300.0,True,,3133.889769427278,77297.49709684879,-5.192296858534828e+33,3.3170603615097126e-210,3.314643766775039e-210,2.4165947346739082e-213,3.522844836172198e-208,7.244373213787417e-210,1.4057298222631605e-211,0.009718637109814118,0.9754725797783188,-2.6590403604228932e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,7,300.0,True,,3133.9359373570637,77253.29372615882,-1.0384593717069655e+34,1.7162275557803176e-210,1.71497647406606e-210,1.2510817142575241e-213,3.5228448361721963e-208,7.245220025901335e-210,1.4049227496285163e-211,0.021555714115222366,0.9873096567837272,-5.3656911234652774e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,8,300.0,True,,3133.994957271623,77238.40135311427,-7.788445287802241e+33,1.4241087417464443e-210,1.4230702431838931e-210,1.0384985625510985e-213,3.5228448361721924e-208,7.245714430457192e-210,1.4048543380684918e-211,0.023715735376700676,0.9894696780452054,-8.611135447313466e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,9,300.0,True,,3134.0117176719004,77223.1976575359,-1.6225927682921336e+33,1.3517608167963863e-210,1.3507748619060196e-210,9.859548903667123e-214,3.5228448361722015e-208,7.246021822956453e-210,1.4048327052033536e-211,0.024250699400270383,0.990004642068775,-3.797592326576861e-17
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5.65,10,300.0,True,,3134.0336428340784,77223.73790156945,-3.8536578246938174e+32,1.2961188929343836e-210,1.2951732535533986e-210,9.456393809848325e-214,3.522844836172192e-208,7.246423929051105e-210,1.404782767038446e-211,0.024662133833102003,0.9904160765016068,-9.37510338797951e-17
