shape_lane,interval_index,substep,z_mid,macro_index,tau_Myr,constraint,normalized_mass_min,normalized_ionized_H_min,normalized_neutral_H_min,normalized_thermal_min,normalized_capacity_min,normalized_current_min,normalized_mass_cap_slack,normalized_volume_cap_slack,normalized_cycling_slack_min,clipping_used
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,14,100.0,NEGATIVE_CYCLING_CAPACITY,7.649482716601203e-211,7.629712614297118e-211,1.9770102304083716e-213,3.5199500532685432e-208,-3.117800200213507e-10,-3.116870292689686e-05,0.11081581087481751,0.9943437243637263,-0.02535799641973537,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,14,100.0,NEGATIVE_PHOTON_CURRENT,7.649482716601203e-211,7.629712614297118e-211,1.9770102304083716e-213,3.5199500532685432e-208,-3.117800200213507e-10,-3.116870292689686e-05,0.11081581087481751,0.9943437243637263,-0.02535799641973537,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,14,100.0,CYCLING_CAPACITY_DEFICIT,7.649482716601203e-211,7.629712614297118e-211,1.9770102304083716e-213,3.5199500532685432e-208,-3.117800200213507e-10,-3.116870292689686e-05,0.11081581087481751,0.9943437243637263,-0.02535799641973537,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,15,100.0,NEGATIVE_CYCLING_CAPACITY,1.8228224643642094e-210,1.818028005412916e-210,4.7944589512933966e-213,3.5199500532685376e-208,-1.5891816035968693e-09,-3.227482551351205e-05,0.10299354596604281,0.9865214594549517,-0.025848406829430022,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,15,100.0,NEGATIVE_PHOTON_CURRENT,1.8228224643642094e-210,1.818028005412916e-210,4.7944589512933966e-213,3.5199500532685376e-208,-1.5891816035968693e-09,-3.227482551351205e-05,0.10299354596604281,0.9865214594549517,-0.025848406829430022,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,15,100.0,CYCLING_CAPACITY_DEFICIT,1.8228224643642094e-210,1.818028005412916e-210,4.7944589512933966e-213,3.5199500532685376e-208,-1.5891816035968693e-09,-3.227482551351205e-05,0.10299354596604281,0.9865214594549517,-0.025848406829430022,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,16,100.0,NEGATIVE_CYCLING_CAPACITY,1.793298159842095e-210,1.7885515438738217e-210,4.746615968273286e-213,3.5199500532685398e-208,-2.926735296683189e-09,-3.219213144367451e-05,0.10321185825006692,0.9867397717389756,-0.025981623112509882,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,16,100.0,NEGATIVE_PHOTON_CURRENT,1.793298159842095e-210,1.7885515438738217e-210,4.746615968273286e-213,3.5199500532685398e-208,-2.926735296683189e-09,-3.219213144367451e-05,0.10321185825006692,0.9867397717389756,-0.025981623112509882,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,16,100.0,CYCLING_CAPACITY_DEFICIT,1.793298159842095e-210,1.7885515438738217e-210,4.746615968273286e-213,3.5199500532685398e-208,-2.926735296683189e-09,-3.219213144367451e-05,0.10321185825006692,0.9867397717389756,-0.025981623112509882,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,17,100.0,NEGATIVE_CYCLING_CAPACITY,1.8230188883084542e-210,1.8181882269430243e-210,4.830661365430111e-213,3.519950053268525e-208,-3.192955131998998e-09,-3.2205069657088556e-05,0.10299209354368778,0.9865200070325966,-0.026006680656081985,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,17,100.0,NEGATIVE_PHOTON_CURRENT,1.8230188883084542e-210,1.8181882269430243e-210,4.830661365430111e-213,3.519950053268525e-208,-3.192955131998998e-09,-3.2205069657088556e-05,0.10299209354368778,0.9865200070325966,-0.026006680656081985,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,17,100.0,CYCLING_CAPACITY_DEFICIT,1.8230188883084542e-210,1.8181882269430243e-210,4.830661365430111e-213,3.519950053268525e-208,-3.192955131998998e-09,-3.2205069657088556e-05,0.10299209354368778,0.9865200070325966,-0.026006680656081985,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,NEGATIVE_H_MASS,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,NEGATIVE_IONIZED_H,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,NEGATIVE_THERMAL_MEASURE,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,NEGATIVE_CYCLING_CAPACITY,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,NEGATIVE_PHOTON_CURRENT,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,0,300.0,CYCLING_CAPACITY_DEFICIT,-0.0001250365666611923,-0.0001373943939805609,3.893303587547754e-213,-0.03297559984530675,-0.0008901684264046366,-0.010676683910566205,0.027939635089788632,1.0036089633129608,-0.05589815546543437,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,NEGATIVE_H_MASS,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,NEGATIVE_IONIZED_H,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,NEGATIVE_THERMAL_MEASURE,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,NEGATIVE_CYCLING_CAPACITY,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,NEGATIVE_PHOTON_CURRENT,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,1,300.0,CYCLING_CAPACITY_DEFICIT,-3.399685123151071e-05,-3.607223422172221e-05,6.542378548387976e-214,-0.0329755998453066,-0.0019866354169046432,-0.010621101244414172,0.025311931836400296,1.0009812600595727,-0.06009834523064493,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,NEGATIVE_H_MASS,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,NEGATIVE_IONIZED_H,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,NEGATIVE_THERMAL_MEASURE,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,NEGATIVE_CYCLING_CAPACITY,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,NEGATIVE_PHOTON_CURRENT,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,2,300.0,CYCLING_CAPACITY_DEFICIT,-3.2116503903370875e-05,-3.393144906140158e-05,5.72210393657055e-214,-0.03297559984530685,-0.0023310110510555383,-0.010614011515491531,0.02525765887686464,1.000926987100037,-0.061011813734843254,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,NEGATIVE_H_MASS,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,NEGATIVE_IONIZED_H,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,NEGATIVE_THERMAL_MEASURE,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,NEGATIVE_CYCLING_CAPACITY,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,NEGATIVE_PHOTON_CURRENT,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,3,300.0,CYCLING_CAPACITY_DEFICIT,-3.380692619253061e-05,-3.562074689563354e-05,5.719076521408442e-214,-0.03297559984530668,-0.002586532360379076,-0.010614547038160792,0.025306449980042632,1.000975778203215,-0.061692533294204877,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,NEGATIVE_H_MASS,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,NEGATIVE_IONIZED_H,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,NEGATIVE_THERMAL_MEASURE,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,NEGATIVE_CYCLING_CAPACITY,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,NEGATIVE_PHOTON_CURRENT,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,4,300.0,CYCLING_CAPACITY_DEFICIT,-3.59847768798984e-05,-3.776622671586924e-05,5.617851293001424e-214,-0.03297559984530691,-0.0030522575587817397,-0.010614615680220353,0.025369309857290488,1.0010386380804628,-0.06282177640386044,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,NEGATIVE_H_MASS,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,NEGATIVE_IONIZED_H,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,NEGATIVE_THERMAL_MEASURE,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,NEGATIVE_CYCLING_CAPACITY,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,NEGATIVE_PHOTON_CURRENT,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,5,300.0,CYCLING_CAPACITY_DEFICIT,-3.551791555560159e-05,-3.7260034329139994e-05,5.493918873123424e-214,-0.0329755998453073,-0.0031142360397046513,-0.010613521459408394,0.025355834716084852,1.001025162939257,-0.06295389629837712,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,NEGATIVE_H_MASS,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,NEGATIVE_IONIZED_H,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,NEGATIVE_THERMAL_MEASURE,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,NEGATIVE_CYCLING_CAPACITY,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,NEGATIVE_PHOTON_CURRENT,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,6,300.0,CYCLING_CAPACITY_DEFICIT,-0.00017997435459015025,-0.0001986504884316704,5.883598601915048e-213,-0.03297559984530646,-0.001309211530004074,-0.00949165678001212,0.049655262748190314,1.0051946471367026,-0.04903306837520077,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,NEGATIVE_H_MASS,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,NEGATIVE_IONIZED_H,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,NEGATIVE_THERMAL_MEASURE,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,NEGATIVE_CYCLING_CAPACITY,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,NEGATIVE_PHOTON_CURRENT,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,7,300.0,CYCLING_CAPACITY_DEFICIT,-0.00010755311172866296,-0.00011593121202925456,2.640189901518364e-213,-0.03297559984530737,-0.0018296924963336187,-0.00946545996335729,0.04756494936591093,1.0031043337544232,-0.0507467835123801,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,NEGATIVE_H_MASS,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,NEGATIVE_IONIZED_H,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,NEGATIVE_THERMAL_MEASURE,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,NEGATIVE_CYCLING_CAPACITY,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,NEGATIVE_PHOTON_CURRENT,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,8,300.0,CYCLING_CAPACITY_DEFICIT,-9.804115003805367e-05,-0.00010472032825889779,2.1051810255859133e-213,-0.03297559984530741,-0.002182579258644208,-0.00945394758807932,0.04729040311362365,1.002829787502136,-0.05174749739959009,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,NEGATIVE_H_MASS,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,NEGATIVE_IONIZED_H,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,NEGATIVE_THERMAL_MEASURE,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,NEGATIVE_CYCLING_CAPACITY,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,NEGATIVE_PHOTON_CURRENT,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,9,300.0,CYCLING_CAPACITY_DEFICIT,-9.819734949257001e-05,-0.00010448272603744092,1.9812401036943433e-213,-0.03297559984530734,-0.0023871342145073667,-0.00944991604924803,0.047294911539565825,1.0028342959280783,-0.052267868135465884,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,NEGATIVE_H_MASS,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,NEGATIVE_IONIZED_H,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,NEGATIVE_THERMAL_MEASURE,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,NEGATIVE_CYCLING_CAPACITY,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,NEGATIVE_PHOTON_CURRENT,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,10,300.0,CYCLING_CAPACITY_DEFICIT,-9.867845241287163e-05,-0.0001044494002787404,1.8193427176029622e-213,-0.03297559984530678,-0.002707086708836923,-0.009444081550501656,0.047308797739703055,1.0028481821282154,-0.05308375440463226,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,NEGATIVE_H_MASS,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,NEGATIVE_IONIZED_H,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,NEGATIVE_THERMAL_MEASURE,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,NEGATIVE_CYCLING_CAPACITY,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,NEGATIVE_PHOTON_CURRENT,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,11,300.0,CYCLING_CAPACITY_DEFICIT,-9.805244947109637e-05,-0.00010368373184759287,1.7753652705696988e-213,-0.032975599845307006,-0.0027750042338446604,-0.009442604977066322,0.04729072925213176,1.0028301136406441,-0.05325621229903385,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,300.0,NEGATIVE_H_MASS,-0.0008651619691175908,-0.0009696003055013951,3.2897246814043326e-212,-0.03297559984530628,-0.0016376002392962362,-0.008427142264591599,0.14144348399655568,1.0249713974854644,-0.04715015409133474,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,300.0,NEGATIVE_IONIZED_H,-0.0008651619691175908,-0.0009696003055013951,3.2897246814043326e-212,-0.03297559984530628,-0.0016376002392962362,-0.008427142264591599,0.14144348399655568,1.0249713974854644,-0.04715015409133474,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,300.0,NEGATIVE_THERMAL_MEASURE,-0.0008651619691175908,-0.0009696003055013951,3.2897246814043326e-212,-0.03297559984530628,-0.0016376002392962362,-0.008427142264591599,0.14144348399655568,1.0249713974854644,-0.04715015409133474,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,300.0,NEGATIVE_CYCLING_CAPACITY,-0.0008651619691175908,-0.0009696003055013951,3.2897246814043326e-212,-0.03297559984530628,-0.0016376002392962362,-0.008427142264591599,0.14144348399655568,1.0249713974854644,-0.04715015409133474,False
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5.75,12,300.0,NEGATIVE_PHOTON_CURRENT,-0.0008651619691175908,-0.0009696003055013951,3.2897246814043326e-212,-0.03297559984530628,-0.0016376002392962362,-0.008427142264591599,0.14144348399655568,1.0249713974854644,-0.04715015409133474,False
