shape_lane,interval_index,substep,substeps_per_interval,z_mid,tau_Myr,relaxation_lambda,absolute_state_feasible,shape_only_feasible,absolute_mass_min_cMpc3,absolute_mass_cap_slack_min_cMpc3,absolute_volume_cap_slack_min_cMpc3,absolute_opacity_min_cMpc_inv,absolute_cycling_slack_min_s_inv_cMpc3,shape_mass_simplex_residual,shape_mass_min,shape_mass_upper_slack_min,shape_opacity_simplex_residual_max,shape_opacity_min,shape_cycling_slack_min,blocking_for_R2B_core_gate,definition
RECOMBINATION_WEIGHTED_AUDITOR,4,1,2,5.55,300.0,0.03833357528071304,False,False,-9.606686118903373e+64,-9.387383292602112e+65,3.71665461785319e+63,-0.029140271282112593,2.4525969578023663e+46,1.3322676295501878e-15,-0.6686394001604787,-0.9696464302037557,7.771561172376096e-15,-0.9225170646065187,-0.03714038547192278,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
RECOMBINATION_WEIGHTED_AUDITOR,4,2,2,5.55,10.0,0.6904480064845657,True,True,9.94217817999459e+60,2.570261339497924e+62,3.895895294777228e+63,7.695615269273586e-08,2.598932293825995e+44,0.0,1.3731135994387197e-05,0.0003618892362247507,2.220446049250313e-16,7.508280359334287e-06,8.67043413402373e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
RECOMBINATION_WEIGHTED_AUDITOR,4,2,2,5.55,100.0,0.11064866663102796,True,True,1.2905246615569603e+61,2.4450574749676845e+62,3.883374908324204e+63,6.99855348029859e-08,1.0864605114180857e+45,6.661338147750939e-16,1.40551015411405e-05,0.0003621275807246929,2.4424906541753444e-15,7.50828035933428e-06,1.211014011366861e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
RECOMBINATION_WEIGHTED_AUDITOR,4,2,2,5.55,300.0,0.03833357528071304,False,True,1.9561725489909217e+61,-6.115777298941885e+64,3.855248089880691e+63,5.432616961008912e-08,2.943328744710105e+45,1.9984014443252818e-15,1.4782884197823811e-05,0.0003626630172706842,7.216449660063518e-15,7.508280359334266e-06,1.983737648544773e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,1,2,5.95,10.0,0.6364149217279105,True,True,5.363976105965889e+60,2.620645420300206e+62,4.358672968212401e+63,3.866076771758964e-08,1.416165175871665e+44,0.0,1.014197213462642e-05,0.0004956367748165072,0.0,4.52854947614709e-06,5.671171078915601e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,1,2,5.95,100.0,0.09622441459146866,True,True,5.385117898459803e+60,2.6198251643317634e+62,4.3585909426155566e+63,3.866076771758964e-08,1.5210881495942292e+44,3.3306690738754696e-16,1.014197213462642e-05,0.0004956367748168807,4.440892098500626e-16,4.52854947614709e-06,5.671171078915703e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,1,2,5.95,300.0,0.0331623924176628,True,True,5.432482866712736e+60,2.617987505679321e+62,4.358407176750312e+63,3.866076771758964e-08,1.7561521027005352e+44,1.2212453270876722e-15,1.014197213462642e-05,0.0004956367748177175,1.5543122344752192e-15,4.52854947614709e-06,5.671171078915974e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,2,2,5.95,10.0,0.6364149217279105,True,True,5.4562886885776286e+60,2.617080916742109e+62,4.358177532060821e+63,3.928462664900944e-08,1.4488587470723183e+44,1.1102230246251565e-16,1.0142920736326685e-05,0.0004897853001675309,1.1102230246251565e-16,4.52854947614709e-06,5.717964597797982e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,2,2,5.95,100.0,0.09622441459146866,True,True,5.982205554238399e+60,2.5967720557055354e+62,4.356146645957164e+63,4.278688409558412e-08,1.6574687089130908e+44,8.881784197001252e-16,1.0148246054601814e-05,0.0004897825177649907,8.881784197001252e-16,4.52854947614709e-06,5.774218061757673e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,0,2,2,5.95,300.0,0.0331623924176628,True,True,7.160442245988872e+60,2.55127314360868e+62,4.351596754747478e+63,5.063315885295671e-08,2.124827577498999e+44,2.6645352591003757e-15,1.0160176619671485e-05,0.0004897762842155876,2.886579864025407e-15,4.52854947614709e-06,5.900245385852118e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,1,2,5.85,10.0,0.6496856537667187,True,True,9.797242493279806e+60,2.5141721273721845e+62,3.4185012607467146e+63,9.48875488985593e-08,1.9875439590952848e+44,2.220446049250313e-16,1.3331168093211217e-05,0.00037602004254901295,4.440892098500626e-16,7.036058539575065e-06,1.087547534267991e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,1,2,5.85,100.0,0.09957863289317179,False,False,3.396634852347832e+61,1.6819072908297948e+62,3.335274777092476e+63,4.0331050553557947e-07,-2.868375473893904e+49,1.9984014443252818e-15,-0.3419757998689725,0.00032325791809848333,1.9984014443252818e-15,-0.4253858006973038,-0.012262019470269059,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,1,2,5.85,300.0,0.034359962803547535,False,False,-1.8213407715936305e+65,-7.548609914205254e+65,3.1487068919244343e+63,1.0946988260622358e-06,-9.913417457164773e+49,5.10702591327572e-15,-1.3335198090597062,0.0002049816490132284,6.217248937900877e-15,-1.6211909679922403,-0.0669958578798362,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,2,2,5.85,10.0,0.6496856537667187,True,True,8.125829339091391e+60,2.5707358853256754e+62,3.4255684126765346e+63,7.839913347488694e-08,2.2704019129774905e+44,2.220446049250313e-16,1.2154133150255567e-05,0.00038269815421630135,2.220446049250313e-16,6.157642141346268e-06,1.058391648747954e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,2,2,5.85,100.0,0.09957863289317179,False,True,7.359146011535166e+60,2.5916594560056273e+62,3.427660769744529e+63,9.535637522170741e-08,-4.1357660310884824e+48,1.9984014443252818e-15,1.1822532327921782e-05,0.00038279240654844196,3.219646771412954e-15,6.157642141346275e-06,6.973410622190556e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,1,2,2,5.85,300.0,0.034359962803547535,False,False,5.640480501046826e+60,2.638563592291623e+62,3.432351183373129e+63,1.3336923593718458e-07,-2.350241195900649e+49,5.773159728050814e-15,1.1079186442977055e-05,0.0003830036909558511,9.43689570931383e-15,6.157642141346291e-06,-3.475749492248012e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,1,2,5.75,10.0,0.6631251333278736,True,True,2.4698304852640479e+61,2.112517859604597e+62,2.4319142746551478e+63,3.1562839798946713e-07,1.0986859946292692e+45,2.220446049250313e-16,1.794379625070317e-05,0.00018682075005317054,0.0,1.0401130590685876e-05,3.8115525853104845e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,1,2,5.75,100.0,0.10309414093816975,False,False,1.1445968701237757e+62,-6.610942474061262e+65,2.1571935056861196e+63,1.6101534209804888e-06,-1.9193936870547385e+49,4.440892098500626e-16,-0.4025336312080764,0.0001206551677843999,8.881784197001252e-16,-0.4736206500319524,-0.08287381925335063,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,1,2,5.75,300.0,0.035618315480829735,False,False,3.15807903951068e+62,-3.120714977563595e+66,1.5409536967947705e+63,4.5139668303809e-06,-6.924304112298131e+49,5.551115123125783e-16,-1.4084929000267972,-0.1391537610476017,2.886579864025407e-15,-1.639634422684957,-0.292453113362402,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,2,2,5.75,10.0,0.6631251333278736,True,True,1.7483418606918016e+61,2.3299464900657034e+62,2.451081511341277e+63,2.5202027667117615e-07,6.314142861433829e+44,2.220446049250313e-16,1.5784235056356767e-05,0.0002034240493871315,0.0,8.971605985089888e-06,2.7309291533699524e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,2,2,5.75,100.0,0.10309414093816975,False,True,8.528857240869651e+60,2.5856033993304666e+62,2.4766472022677538e+63,3.4257933360685104e-07,-2.5574502459391916e+49,1.1102230246251565e-16,1.4609499625911742e-05,0.00020345569443638067,4.440892098500626e-16,8.971605985089888e-06,1.3475235590154836e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,2,2,2,5.75,300.0,0.035618315480829735,False,False,-1.0686086508172062e+65,2.8585243000654153e+62,2.533994874050382e+63,5.457168544752227e-07,-1.05266175628416e+50,4.440892098500626e-16,1.1974392204394034e-05,0.00020352667901892552,1.5543122344752192e-15,8.971605985089888e-06,-0.0003696345852454881,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,1,2,5.65,10.0,0.6767183149208609,True,True,3.6651298515796784e+60,2.6796847478369913e+62,3.234379319784727e+63,3.898162246859393e-08,5.093185975241565e+44,4.440892098500626e-16,1.5137825669471849e-05,0.0004871694737093046,2.220446049250313e-16,8.426360558818149e-06,2.0793524118705832e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,1,2,5.65,100.0,0.10678067591089353,False,False,-1.2656640878117338e+66,3.4468698587488074e+62,3.4632570987706294e+63,-0.064370694646257,3.693039822664086e+45,2.6645352591003757e-15,-0.054273738747877165,0.00044499968473628597,1.3322676295501878e-15,-0.12370607867623346,-0.018028909962354935,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,1,2,5.65,300.0,0.0369414231098882,False,False,-4.191046896052764e+66,5.169002980499969e+62,3.977028805778863e+63,-0.21126605095423437,1.0839674571244187e+46,8.43769498715119e-15,-0.6250611223837408,-0.4438632007043409,3.552713678800501e-15,-0.8668162349230042,-0.11264661265642872,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,2,2,5.65,10.0,0.6767183149208609,True,True,1.0110210301902641e+61,2.5875643071505293e+62,3.2132631475253263e+63,1.2539362662524318e-07,4.1661052240545265e+44,0.0,1.5410597454858488e-05,0.0004216867822778688,2.220446049250313e-16,8.60262841900497e-06,2.0436211172470893e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,2,2,5.65,100.0,0.10678067591089353,True,True,1.970888303254372e+61,2.223859468443814e+62,3.1768926636546546e+63,2.287057224188269e-07,9.759561147233392e+44,1.7763568394002505e-15,1.5625421390981354e-05,0.00042175507995817523,8.881784197001252e-16,8.60262841900497e-06,2.286751778066399e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,3,2,2,5.65,300.0,0.0369414231098882,False,True,4.1255432879737925e+61,-2.1692186044987575e+65,3.0952502881224225e+63,4.6061478779706504e-07,2.231543009379425e+45,5.551115123125783e-15,1.610764583783284e-05,0.0004219083906725277,2.55351295663786e-15,8.60262841900497e-06,2.832517536492739e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,1,2,5.55,10.0,0.6904480064845657,True,True,9.308437913016854e+60,2.562929645398964e+62,3.888254923550299e+63,5.99682758477836e-08,5.704366266678899e+44,0.0,1.2894368004812215e-05,0.0003762156478050717,2.220446049250313e-16,7.017283853966513e-06,6.193308636285315e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,1,2,5.55,100.0,0.11064866663102796,False,False,8.153563781348189e+60,-2.493292161946819e+65,3.835397698593623e+63,-0.00803735602694023,7.949287948717748e+45,1.1102230246251565e-16,-0.09089810372418544,-0.23568524339565172,4.440892098500626e-16,-0.1709873427246045,-0.006993312383366521,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,1,2,5.55,300.0,0.03833357528071304,False,False,-9.606609418204551e+64,-9.387365505139375e+65,3.716654912549246e+63,-0.029140206539970254,2.452574205703677e+46,1.1102230246251565e-16,-0.6686381154339753,-0.9696441414604189,1.7763568394002505e-15,-0.9225127781258007,-0.037140189243771604,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,2,2,5.55,10.0,0.6904480064845657,True,True,9.942131375757573e+60,2.5702610710928175e+62,3.8958952679367175e+63,7.695359098437439e-08,2.5989199898533608e+44,1.1102230246251565e-16,1.373107138785727e-05,0.00036188919917527843,2.220446049250313e-16,7.508030424483027e-06,8.670399938847793e-07,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,2,2,5.55,100.0,0.11064866663102796,True,True,1.2905193401877447e+61,2.4450571698054242e+62,3.883374877807978e+63,6.99832051318237e-08,1.086455435752978e+45,4.440892098500626e-16,1.4055046582912664e-05,0.00036212754920797723,1.4432899320127035e-15,7.508030424483027e-06,1.2110208359393335e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
SCRIPT_SELF_SHIELDING_AUDITOR,4,2,2,5.55,300.0,0.03833357528071304,False,True,1.9561657877493695e+61,-6.115756240149887e+64,3.855248051107038e+63,5.4324361206237676e-08,2.943315030721339e+45,1.5543122344752192e-15,1.4782850914329595e-05,0.00036266299818320474,4.218847493575595e-15,7.508030424483027e-06,1.983767486277618e-06,False,implied equilibrium y_eq=y_prev+(y_target-y_prev)/(1-exp(-dt/tau)); auditor only
