shape_lane,interval_index,substep,macro_index,endpoint_previous_C,endpoint_previous_I,endpoint_previous_J_G1,endpoint_previous_J_G2a,endpoint_previous_M,endpoint_previous_U,endpoint_target_C,endpoint_target_I,endpoint_target_J_G1,endpoint_target_J_G2a,endpoint_target_M,endpoint_target_U,M_sink_H_cap_cosmic_cMpc3,M_sink_H_cap_volume_cMpc3,prev_cap_cosmic,prev_cap_volume,neutral_previous,neutral_target,previous_state_cone_pass,target_state_cone_pass,previous_mass_caps_pass,target_mass_caps_pass,J_endpoint_nonnegative_pass,convex_state_segment_pass,minimum_endpoint_neutral_slack,minimum_endpoint_cosmic_cap_slack,minimum_endpoint_volume_cap_slack
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,5,5.3821453595821875e+45,1.892120189082775e+61,3.6122548490088053e+45,7.930121301279591e+44,1.91321649020122e+61,5.697883520614646e+49,5.1601224265229635e+45,1.7812432048614107e+61,3.551518541067418e+45,8.302612237448346e+44,1.8039057774616682e+61,5.340029878980856e+49,2.7429486565785303e+62,1.127362483756362e+64,2.7429486565785303e+62,1.1285190970106014e+64,2.109630111844493e+59,2.266257260025742e+59,True,True,True,True,True,True,2.109630111844493e+59,2.5516270075584084e+62,1.1255585779789004e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,6,8.314744176640406e+49,2.9230900082752585e+65,4.4248862966141376e+49,2.380702462914856e+49,2.955681165732748e+65,8.802520306862124e+53,8.058550215291692e+49,2.7817630330323525e+65,4.3504864361528893e+49,2.492528001952609e+49,2.8171551156636027e+65,8.339511231310461e+53,7.989752541206482e+65,1.797040466336254e+67,7.989752541206482e+65,1.7988841331707608e+67,3.2591157457489585e+63,3.539208263125021e+63,True,True,True,True,True,True,3.2591157457489585e+63,5.034071375473734e+65,1.768868915179618e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,7,7.370776862899361e+49,2.5912335657539233e+65,4.249552014176665e+49,1.7834028310333527e+49,2.6201246710266093e+65,7.803176097143216e+53,7.119104002418481e+49,2.457471854510691e+65,4.1781002172978e+49,1.8671722167539047e+49,2.4887380141030125e+65,7.367311265539741e+53,1.530480904011282e+66,3.442329538090868e+67,1.530480904011282e+66,3.4458611829935337e+67,2.8891105272686018e+63,3.12661595923215e+63,True,True,True,True,True,True,2.8891105272686018e+63,1.268468436908621e+66,3.4174421579498375e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,8,3.3676510257595064e+49,1.183914604662318e+65,2.0234594327486166e+49,7.329510448357449e+48,1.1971147275417158e+65,3.565210896560716e+53,3.2465137504125724e+49,1.1206770071360812e+65,1.989437067120665e+49,7.673789697670714e+48,1.1349352644960783e+65,3.359703316459324e+53,8.619428155923589e+65,1.93866594903749e+67,8.619428155923589e+65,1.9406549159975474e+67,1.3200122879397793e+63,1.4258257359997076e+63,True,True,True,True,True,True,1.3200122879397793e+63,7.422313428381873e+65,1.9273165963925294e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,9,1.5912019832857163e+49,5.593950360562501e+64,9.75405895882912e+48,3.2698731087537414e+48,5.656320426655006e+64,1.684548252193034e+53,1.5325131613798928e+49,5.290143197063669e+64,9.590054603276954e+48,3.423464466207049e+48,5.357449140430644e+64,1.5859441686181898e+53,4.289708809257497e+65,9.648334262265868e+66,4.289708809257497e+65,9.658232934121512e+66,6.237006609250516e+62,6.730594336697536e+62,True,True,True,True,True,True,6.237006609250516e+62,3.724076766591997e+65,9.594759770861562e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,10,1.4860055837712942e+48,5.224127143161496e+63,9.385020628313315e+47,2.777882622424457e+47,5.2823738443642335e+63,1.5731806113778198e+52,1.4291249442291017e+48,4.933253293994693e+63,9.227221268427616e+47,2.9083643716036014e+47,4.9960185641304514e+63,1.478951325603067e+52,4.3040019434115865e+64,9.68048211707514e+65,4.3040019434115865e+64,9.690413770900208e+65,5.824670120273731e+61,6.276527013575809e+61,True,True,True,True,True,True,5.824670120273731e+61,3.775764558975163e+64,9.630521931433835e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,11,3.774556953291961e+46,1.3269644238521475e+62,2.3984692643170233e+46,6.909922786723972e+45,1.3417594887854272e+62,3.995987552341631e+50,3.6289788170660936e+46,1.2527016462360697e+62,2.3581414984437304e+46,7.234493308396219e+45,1.2686396393898432e+62,3.7555030116561715e+50,1.1171462560324096e+63,2.512664839808835e+64,1.1171462560324096e+63,2.5152426987486685e+64,1.4795064933279646e+60,1.593799315377349e+60,True,True,True,True,True,True,1.4795064933279646e+60,9.829703071538668e+62,2.4999784434149367e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,12,4.5836030108507917e+49,1.6113886222212016e+65,2.3494170912541487e+49,1.4022457941087935e+49,1.6293548908490384e+65,4.852495485665187e+53,4.4491225328330454e+49,1.5358103207920823e+65,2.3099140866484946e+49,1.4681116023029234e+49,1.5553502762569976e+65,4.604241003751642e+53,2.0912378197879003e+65,1.795484121930588e+66,2.0912378197879003e+65,1.797326192039469e+66,1.7966268627836806e+63,1.9539955464915298e+63,True,True,True,True,True,True,1.7966268627836806e+63,4.6188292893886183e+64,1.634390702954565e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,13,2.9561065707713637e+49,1.0392340878862756e+65,1.5762268030951215e+49,8.43335990734592e+48,1.0508210871567758e+65,3.1295235987618097e+53,2.8647927395740504e+49,9.889092116252472e+64,1.5497241889386127e+49,8.829488794608772e+48,1.0014910009858213e+65,2.9646736185523277e+53,4.0058806983379535e+65,3.439348275053429e+66,4.0058806983379535e+65,3.442876861340617e+66,1.1586999270500172e+63,1.2581789360574112e+63,True,True,True,True,True,True,1.1586999270500172e+63,2.955059611181178e+65,3.337794752624939e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,14,5.624631227842766e+48,1.977367311977041e+64,2.973042526381834e+48,1.6306982800092998e+48,1.999414080716113e+64,5.9545945792047e+52,5.452845170174618e+48,1.8822893341853696e+64,2.9230539087584895e+48,1.7072948799669108e+48,1.906237506211651e+64,5.642958388839952e+52,2.256049114368468e+65,1.936986948502578e+66,2.256049114368468e+65,1.93897419289842e+66,2.2046768739072005e+62,2.394817202628128e+62,True,True,True,True,True,True,2.2046768739072005e+62,2.0561077062968564e+65,1.9179245734404615e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,15,6.848609349490068e+48,2.4076629580879912e+64,3.756245316188713e+48,1.8493172624217562e+48,2.434507332482713e+64,7.250376150118723e+52,6.629207223623222e+48,2.288362434969156e+64,3.6930879583156953e+48,1.9361827581918314e+48,2.3174770329514257e+64,6.860334256053177e+52,1.122788378179475e+65,9.639978228367674e+65,1.122788378179475e+65,9.64986832738211e+65,2.684437439472175e+62,2.911459798226975e+62,True,True,True,True,True,True,2.684437439472175e+62,8.793376449312038e+64,9.406417594133838e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,16,6.824049829018439e+47,2.3990289355163363e+63,3.790383971600189e+47,1.795076726193474e+47,2.4257770443878177e+63,7.22437587000359e+51,6.601858313450076e+47,2.2789217557798625e+63,3.726652607746277e+47,1.879394454111029e+47,2.3079162409797e+63,6.832031827271351e+51,1.1265294630944609e+64,9.672098241214091e+64,1.1265294630944609e+64,9.682021293633596e+64,2.674810887148138e+61,2.8994485199837456e+61,True,True,True,True,True,True,2.674810887148138e+61,8.839517586556792e+63,9.439443589194814e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,2,2,17,1.8035980721830292e+46,6.340639461348924e+61,1.0040079799074228e+46,4.7223067589458435e+45,6.411334779823887e+61,1.9094043446834366e+50,1.7447069017794948e+46,6.022623217805354e+61,9.871266300661036e+45,4.9441213313498377e+45,6.099248428526159e+61,1.8055360348968571e+50,2.924018596071282e+62,2.510488721941835e+63,2.924018596071282e+62,2.5130643483018166e+63,7.069531847496334e+59,7.66252107208056e+59,True,True,True,True,True,True,7.069531847496334e+59,2.2828851180888934e+62,2.4489510005035778e+63
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,0,2.4025341766259005e+49,8.293403378504402e+64,1.3144273316683642e+49,7.257133412154174e+48,8.398919489755026e+64,2.486298430151768e+53,1.4825674067695716e+49,4.236241856383481e+64,9.226499744525012e+48,3.9655253363369536e+48,4.2904475652692175e+64,1.264858484181845e+53,1.9427047006535542e+65,1.0445870633980244e+67,1.961737854909865e+65,8.062818293320634e+66,1.055161112506245e+63,5.4205708885736745e+62,True,True,True,True,True,True,5.4205708885736745e+62,1.1218459059343623e+65,7.978829098423084e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,1,8.151404403400633e+48,2.8138157399142365e+64,5.184636523953877e+48,1.737226160162689e+48,2.849615625811634e+64,8.43560277680202e+52,4.350302681372809e+48,1.243041916517264e+64,3.029268016778825e+48,8.416724760422872e+47,1.258947516467364e+64,3.711478635081488e+52,3.7213573651359264e+65,2.000963790633856e+67,3.757816415628604e+65,1.544477049420193e+67,3.5799885897397243e+62,1.5905599950100006e+62,True,True,True,True,True,True,1.5905599950100006e+62,3.4728548530474407e+65,1.5416274337943813e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,2,4.0583270439010444e+48,1.400910070059141e+64,2.6523302795208517e+48,7.938467391779878e+47,1.418733703621643e+64,4.1998204464521896e+52,2.227598120331728e+48,6.3650693745604e+63,1.58297914435154e+48,3.991587428915564e+47,6.446514936275682e+63,1.9004845034253764e+52,2.0958100403106854e+65,1.126911390450508e+67,2.1163432051173286e+65,8.698252249380606e+66,1.7823633562501755e+62,8.144556171528217e+61,True,True,True,True,True,True,8.144556171528217e+61,1.9744698347551644e+65,8.68406491234439e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,3,2.0340734762995016e+48,7.021499217197289e+63,1.354453855903396e+48,3.7280399999135766e+47,7.110833023685977e+63,2.1049913629279777e+52,1.1342781697660281e+48,3.241051056164037e+63,8.187020618472073e+47,1.9058938729048064e+47,3.282522595323093e+63,9.677140883441838e+51,1.0430407481582756e+65,5.60840189328101e+66,1.0532596740962403e+65,4.3289379091429536e+66,8.933380648868852e+61,4.1471539159055926e+61,True,True,True,True,True,True,4.1471539159055926e+61,9.821513438593805e+64,4.321827076119268e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,4,2.0298485211730763e+47,7.006914926384516e+62,1.39224590408328e+47,3.3142428056067847e+46,7.096063178453425e+62,2.1006191049178762e+51,1.1265426293221531e+47,3.218947764225701e+62,8.353152022535033e+46,1.6709308979576877e+46,3.2601364761409765e+62,9.61114480181013e+50,1.0465161172344701e+64,5.627088858810589e+65,1.0567690922153503e+64,4.343361753051992e+65,8.91482520689092e+60,4.1188711915275576e+60,True,True,True,True,True,True,4.1188711915275576e+60,9.858084604308161e+63,4.336265689873538e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,5,5.1601224265229635e+45,1.7812432048614107e+61,3.551518541067418e+45,8.302612237448346e+44,1.8039057774616682e+61,5.340029878980856e+49,2.8722189393280717e+45,8.206988792496814e+60,2.1358973690536727e+45,4.19830222982336e+44,8.312003015101747e+60,2.450445407910915e+49,2.716336046352788e+62,1.4605665456552913e+64,2.7429486565785303e+62,1.127362483756362e+64,2.266257260025742e+59,1.0501422260493364e+59,True,True,True,True,True,True,1.0501422260493364e+59,2.5625580788323636e+62,1.1255585779789004e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,6,8.058550215291692e+49,2.7817630330323525e+65,4.3504864361528893e+49,2.492528001952609e+49,2.8171551156636027e+65,8.339511231310461e+53,4.0251440623247664e+49,1.1501321071092348e+65,2.472015944863089e+49,1.1095953317514695e+49,1.1648488603758495e+65,3.4340682211402246e+53,7.972004895826807e+65,2.328175031666876e+67,7.989752541206482e+65,1.797040466336254e+67,3.539208263125021e+63,1.4716753266614724e+63,True,True,True,True,True,True,1.4716753266614724e+63,5.17259742554288e+65,1.768868915179618e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,7,7.119104002418481e+49,2.457471854510691e+65,4.1781002172978e+49,1.8671722167539047e+49,2.4887380141030125e+65,7.367311265539741e+53,3.9754620221837444e+49,1.1359361159526163e+65,2.583652429259536e+49,9.537512978961489e+48,1.1504712214781278e+65,3.3916817841412096e+53,1.5270812452352848e+66,4.459746918049046e+67,1.530480904011282e+66,3.442329538090868e+67,3.12661595923215e+63,1.4535105525511466e+63,True,True,True,True,True,True,1.4535105525511466e+63,1.2816071026009807e+66,3.4174421579498375e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,8,3.2465137504125724e+49,1.1206770071360812e+65,1.989437067120665e+49,7.673789697670714e+48,1.1349352644960783e+65,3.359703316459324e+53,1.8540541284613428e+49,5.29771642565813e+64,1.2438708824220262e+49,4.058840260061781e+48,5.365504451947442e+64,1.581793909544105e+53,8.60028181146574e+65,2.5116594433145607e+67,8.619428155923589e+65,1.93866594903749e+67,1.4258257359997076e+63,6.778802628931195e+62,True,True,True,True,True,True,6.778802628931195e+62,7.484492891427511e+65,1.9273165963925294e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,9,1.5325131613798928e+49,5.290143197063669e+64,9.590054603276954e+48,3.423464466207049e+48,5.357449140430644e+64,1.5859441686181898e+53,8.747378342973869e+48,2.4994485984870793e+64,5.983101292750281e+48,1.8003987333119682e+48,2.5314308100079568e+64,7.462861830725978e+52,4.280180074752127e+65,1.250000283654173e+67,4.289708809257497e+65,9.648334262265868e+66,6.730594336697536e+62,3.1982211520877514e+62,True,True,True,True,True,True,3.1982211520877514e+62,3.7539638952144326e+65,9.594759770861562e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,10,1.4291249442291017e+48,4.933253293994693e+63,9.227221268427616e+47,2.9083643716036014e+47,4.9960185641304514e+63,1.478951325603067e+52,8.401295798453647e+47,2.40056005189109e+63,5.8907290587248186e+47,1.584823444242524e+47,2.431276914560169e+63,7.167600083661493e+51,4.294441459552901e+64,1.2541652334308013e+66,4.3040019434115865e+64,9.68048211707514e+65,6.276527013575809e+61,3.071686266907877e+61,True,True,True,True,True,True,3.071686266907877e+61,3.804400086998541e+64,9.630521931433835e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,11,3.6289788170660936e+46,1.2527016462360697e+62,2.3581414984437304e+46,7.234493308396219e+45,1.2686396393898432e+62,3.7555030116561715e+50,2.1302761324785817e+46,6.086984562627111e+61,1.5018879022915033e+46,3.9365195920141127e+45,6.164871832613018e+61,1.817453848986723e+50,1.1146647379269312e+63,3.2553098567205936e+64,1.1171462560324096e+63,2.512664839808835e+64,1.593799315377349e+60,7.7887269985907074e+59,True,True,True,True,True,True,7.7887269985907074e+59,9.902822920934252e+62,2.4999784434149367e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,12,4.4491225328330454e+49,1.5358103207920823e+65,2.3099140866484946e+49,1.4681116023029234e+49,1.5553502762569976e+65,4.604241003751642e+53,3.038552501890206e+49,8.682265125046478e+64,1.7726416220800818e+49,9.31091147939034e+48,8.793360844269374e+64,2.5923535713106057e+53,2.128018619423888e+65,2.326158692995698e+66,2.0912378197879003e+65,1.795484121930588e+66,1.9539955464915298e+63,1.1109571922289526e+63,True,True,True,True,True,True,1.1109571922289526e+63,5.358875435309026e+64,1.639949094304888e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,13,2.8647927395740504e+49,9.889092116252472e+64,1.5497241889386127e+49,8.829488794608772e+48,1.0014910009858213e+65,2.9646736185523277e+53,1.698458452852871e+49,4.8531221962995444e+64,1.0186023282234752e+49,4.927020756456649e+48,4.915221325168476e+64,1.4490468185877407e+53,4.076336336590602e+65,4.455884510776301e+66,4.0058806983379535e+65,3.439348275053429e+66,1.2581789360574112e+63,6.209912886893181e+62,True,True,True,True,True,True,6.209912886893181e+62,3.0043896973521323e+65,3.339199174954847e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,14,5.452845170174618e+48,1.8822893341853696e+64,2.9230539087584895e+48,1.7072948799669108e+48,1.906237506211651e+64,5.642958388839952e+52,4.132442986056399e+48,1.1807913668353929e+64,2.451351899199139e+48,1.2257349751220583e+48,1.1959004270013089e+64,3.525610739480932e+52,2.295728623632961e+65,2.509484196180862e+66,2.256049114368468e+65,1.936986948502578e+66,2.394817202628128e+62,1.5109060165915964e+62,True,True,True,True,True,True,1.5109060165915964e+62,2.0654253637473028e+65,1.9179245734404615e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,15,6.629207223623222e+48,2.288362434969156e+64,3.6930879583156953e+48,1.9361827581918314e+48,2.3174770329514257e+64,6.860334256053177e+52,4.125268623885631e+48,1.1787413869706056e+64,2.521965489219713e+48,1.148737569750911e+48,1.1938242161951501e+64,3.5194899028708347e+52,1.1425360386228115e+65,1.2489177087289013e+66,1.122788378179475e+65,9.639978228367674e+65,2.911459798226975e+62,1.5082829224544496e+62,True,True,True,True,True,True,1.5082829224544496e+62,8.910406748843326e+64,9.408230525072531e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,16,6.601858313450076e+47,2.2789217557798625e+63,3.726652607746277e+47,1.879394454111029e+47,2.3079162409797e+63,6.832031827271351e+51,4.164308459987708e+47,1.1898965079456676e+63,2.5802608244258524e+47,1.125180250142566e+47,1.2051220748279423e+63,3.5527968996989794e+51,1.146342921934028e+64,1.2530790514101996e+65,1.1265294630944609e+64,9.672098241214091e+64,2.8994485199837456e+61,1.5225566882274704e+61,True,True,True,True,True,True,1.5225566882274704e+61,8.957378389964908e+63,9.441306617116121e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,1,17,1.7447069017794948e+46,6.022623217805354e+61,9.871266300661036e+45,4.9441213313498377e+45,6.099248428526159e+61,1.8055360348968571e+50,1.1048611972026292e+46,3.156995916483954e+61,6.840987117265119e+45,2.990172368499208e+45,3.1973919107175036e+61,9.426168771443002e+49,2.9754463873518098e+62,3.2524905639006382e+63,2.924018596071282e+62,2.510488721941835e+63,7.66252107208056e+59,4.0395994233549586e+59,True,True,True,True,True,True,4.0395994233549586e+59,2.314093753218666e+62,2.4494962376565735e+63
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,0,1.4825674067695716e+49,4.236241856383481e+64,9.226499744525012e+48,3.9655253363369536e+48,4.2904475652692175e+64,1.264858484181845e+53,1.6937067157525004e+49,4.8490791428886635e+64,1.050977474092409e+49,4.455377827228983e+48,4.9094547629298747e+64,1.4461974852257687e+53,1.9427047006535542e+65,1.0444460049208522e+67,1.9427047006535542e+65,1.0445870633980244e+67,5.4205708885736745e+62,6.037562004121119e+62,True,True,True,True,True,True,5.4205708885736745e+62,1.4517592243605668e+65,1.0395365501579223e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,1,4.350302681372809e+48,1.243041916517264e+64,3.029268016778825e+48,8.416724760422872e+47,1.258947516467364e+64,3.711478635081488e+52,4.975518102243251e+48,1.4244898972330904e+64,3.450596148894201e+48,9.456423977892535e+47,1.4422261432817895e+64,4.248422528077736e+52,3.7213573651359264e+65,2.0006935853871384e+67,3.7213573651359264e+65,2.000963790633856e+67,1.5905599950100006e+62,1.7736246048699062e+62,True,True,True,True,True,True,1.5905599950100006e+62,3.5771347508077474e+65,1.9992513592438566e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,2,2.227598120331728e+48,6.3650693745604e+63,1.58297914435154e+48,3.991587428915564e+47,6.446514936275682e+63,1.9004845034253764e+52,2.548303729911383e+48,7.295788787711448e+63,1.803149047566777e+48,4.484659311914492e+47,7.386628256148209e+63,2.175908267655368e+52,2.0958100403106854e+65,1.1267592150979548e+67,2.0958100403106854e+65,1.126911390450508e+67,8.144556171528217e+61,9.083946843676097e+61,True,True,True,True,True,True,8.144556171528217e+61,2.0219437577492032e+65,1.12602055227234e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,3,1.1342781697660281e+48,3.241051056164037e+63,8.187020618472073e+47,1.9058938729048064e+47,3.282522595323093e+63,9.677140883441838e+51,1.2978022472605665e+48,3.715605393929881e+63,9.32571884050621e+47,2.141324687698356e+47,3.761868194118649e+63,1.1081483758979488e+52,1.0430407481582756e+65,5.607644548433314e+66,1.0430407481582756e+65,5.60840189328101e+66,4.1471539159055926e+61,4.62628001887681e+61,True,True,True,True,True,True,4.1471539159055926e+61,1.0054220662170891e+65,5.6038826802391956e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,4,1.1265426293221531e+47,3.218947764225701e+62,8.353152022535033e+46,1.6709308979576877e+46,3.2601364761409765e+62,9.61114480181013e+50,1.2893423442744412e+47,3.6913847075859296e+62,9.514956761975929e+46,1.877337261062433e+46,3.7373459373295174e+62,1.1009247578358616e+51,1.0465161172344701e+64,5.626328990520862e+65,1.0465161172344701e+64,5.627088858810589e+65,4.1188711915275576e+60,4.5961229743587736e+60,True,True,True,True,True,True,4.1188711915275576e+60,1.009142657861175e+64,5.622591644583533e+65
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,5,2.8722189393280717e+45,8.206988792496814e+60,2.1358973690536727e+45,4.19830222982336e+44,8.312003015101747e+60,2.450445407910915e+49,3.287400010481975e+45,9.411820049422032e+60,2.4329703397875134e+45,4.71690913064226e+44,9.529006107734465e+60,2.8069969752572725e+49,2.716336046352788e+62,1.4603693143282362e+64,2.716336046352788e+62,1.4605665456552913e+64,1.0501422260493364e+59,1.171860583124324e+59,True,True,True,True,True,True,1.0501422260493364e+59,2.6210459852754437e+62,1.4594164137174627e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,6,4.0251440623247664e+49,1.1501321071092348e+65,2.472015944863089e+49,1.1095953317514695e+49,1.1648488603758495e+65,3.4340682211402246e+53,4.597803118117572e+49,1.3163501682914943e+65,2.8158382329009624e+49,1.2466611656676436e+49,1.3327399724708104e+65,3.925904789266059e+53,7.972004895826807e+65,2.3278606406160344e+67,7.972004895826807e+65,2.328175031666876e+67,1.4716753266614724e+63,1.6389804179316043e+63,True,True,True,True,True,True,1.4716753266614724e+63,6.639264923355997e+65,2.3145332408913264e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,7,3.9754620221837444e+49,1.1359361159526163e+65,2.583652429259536e+49,9.537512978961489e+48,1.1504712214781278e+65,3.3916817841412096e+53,4.5435557486375664e+49,1.3008191566083288e+65,2.9430017658074365e+49,1.0715660662661563e+49,1.317015585007913e+65,3.879584839895577e+53,1.5270812452352848e+66,4.459144684754306e+67,1.5270812452352848e+66,4.459746918049046e+67,1.4535105525511466e+63,1.619642839958423e+63,True,True,True,True,True,True,1.4535105525511466e+63,1.3953796867344934e+66,4.445974528904227e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,8,1.8540541284613428e+49,5.29771642565813e+64,1.2438708824220262e+49,4.058840260061781e+48,5.365504451947442e+64,1.581793909544105e+53,2.1196838861220182e+49,6.068650980783769e+64,1.4168756454805214e+49,4.5602197351354714e+48,6.144211423288787e+64,1.8099246328023664e+53,8.60028181146574e+65,2.5113202749784175e+67,8.60028181146574e+65,2.5116594433145607e+67,6.778802628931195e+62,7.556044250501802e+62,True,True,True,True,True,True,6.778802628931195e+62,7.985860669136861e+65,2.5051760635551286e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,9,8.747378342973869e+48,2.4994485984870793e+64,5.983101292750281e+48,1.8003987333119682e+48,2.5314308100079568e+64,7.462861830725978e+52,1.00026295413584e+49,2.863750957112624e+64,6.815265656539974e+48,2.0227979690526607e+48,2.899407364150824e+64,8.540898819032234e+52,4.280180074752127e+65,1.2498314866791236e+67,4.280180074752127e+65,1.250000283654173e+67,3.1982211520877514e+62,3.565640703820016e+62,True,True,True,True,True,True,3.1982211520877514e+62,3.9902393383370444e+65,1.2469320793149728e+67
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,10,8.401295798453647e+47,2.40056005189109e+63,5.8907290587248186e+47,1.584823444242524e+47,2.431276914560169e+63,7.167600083661493e+51,9.609425674796304e+47,2.7511767640415234e+63,6.71004575746625e+47,1.7805931458436229e+47,2.7854315159392272e+63,8.205155660128542e+51,4.294441459552901e+64,1.2539958740311413e+66,4.294441459552901e+64,1.2541652334308013e+66,3.071686266907877e+61,3.4254751897703837e+61,True,True,True,True,True,True,3.071686266907877e+61,4.0158983079589787e+64,1.2512104425152021e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,11,2.1302761324785817e+46,6.086984562627111e+61,1.5018879022915033e+46,3.9365195920141127e+45,6.164871832613018e+61,1.817453848986723e+50,2.4367602675116217e+46,6.976440064572002e+61,1.7107791661262691e+46,4.4227890680716367e+45,7.063303339467524e+61,2.0806651695938264e+50,1.1146647379269312e+63,3.2548702676550176e+64,1.1146647379269312e+63,3.2553098567205936e+64,7.7887269985907074e+59,8.686327489552242e+59,True,True,True,True,True,True,7.7887269985907074e+59,1.0440317045322559e+63,3.24780696431555e+64
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,12,3.038552501890206e+49,8.682265125046478e+64,1.7726416220800818e+49,9.31091147939034e+48,8.793360844269374e+64,2.5923535713106057e+53,3.4692029858666963e+49,9.932321626143633e+64,2.0191908806482067e+49,1.0461067585785976e+49,1.0055988421210608e+65,2.9622322372790855e+53,2.128018619423888e+65,2.3258445742262895e+66,2.128018619423888e+65,2.326158692995698e+66,1.1109571922289526e+63,1.2366679506697546e+63,True,True,True,True,True,True,1.1109571922289526e+63,1.122419777302827e+65,2.2252846900141836e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,13,1.698458452852871e+49,4.8531221962995444e+64,1.0186023282234752e+49,4.927020756456649e+48,4.915221325168476e+64,1.4490468185877407e+53,1.9396675941565391e+49,5.553264675332339e+64,1.1602754366911562e+49,5.535644629846506e+48,5.622408071046522e+64,1.6562149578516612e+53,4.076336336590602e+65,4.455282799051574e+66,4.076336336590602e+65,4.455884510776301e+66,6.209912886893181e+62,6.914339571418341e+62,True,True,True,True,True,True,6.209912886893181e+62,3.51409552948595e+65,4.399058718341109e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,14,4.132442986056399e+48,1.1807913668353929e+64,2.451351899199139e+48,1.2257349751220583e+48,1.1959004270013089e+64,3.525610739480932e+52,4.7188433373324603e+48,1.3510039602961395e+64,2.7923001121424053e+48,1.3771472798765222e+48,1.3678252369504162e+64,4.0292568389519295e+52,2.295728623632961e+65,2.5091453215847615e+66,2.295728623632961e+65,2.509484196180862e+66,1.5109060165915964e+62,1.6821276654276683e+62,True,True,True,True,True,True,1.5109060165915964e+62,2.1589460999379196e+65,2.495467069215257e+66
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,15,4.125268623885631e+48,1.1787413869706056e+64,2.521965489219713e+48,1.148737569750911e+48,1.1938242161951501e+64,3.5194899028708347e+52,4.711969226184384e+48,1.3490359035668368e+64,2.872735049043037e+48,1.2906385569334915e+48,1.365832676054073e+64,4.023387273599766e+52,1.1425360386228115e+65,1.2487490579421173e+66,1.1425360386228115e+65,1.2489177087289013e+66,1.5082829224544496e+62,1.6796772487236343e+62,True,True,True,True,True,True,1.5082829224544496e+62,1.0059527710174042e+65,1.2350907311815766e+66
