shape_lane,interval_index,substep,macro_index,z_mid,state_rows,M,I,N,U,C_old,C_local,B_old,B_local,R_rec,Q_coll,J_G1,J_G2a,kappa_G1,kappa_G2a,S_plus,S_minus,S_net,local_budget_violation_nodes,old_local_budget_mismatch_nodes,gamma_M_weight,recomb_down_M_weight,coll_up_M_weight,max_current_gamma_resid,max_old_capacity_rel_violation,max_local_budget_rel_violation,min_local_budget_slack,min_old_capacity_slack,x_mass_weighted,T_mass_weighted_K,gamma_mass_weighted_Myr_inv,recombination_down_mass_weighted_Myr_inv,collisional_up_mass_weighted_Myr_inv,old_to_local_budget_ratio,local_budget_to_J_ratio,M_sink_H_cMpc3,M_sink_H_cap_cosmic_cMpc3,M_sink_H_cap_volume_cMpc3,kappa_sink_G1_cMpc_inv,kappa_sink_G2a_cMpc_inv,J_sink_G1_s_inv_cMpc3,J_sink_G2a_s_inv_cMpc3,cycling_capacity_macro_s_inv_cMpc3,mass_transfer_rate_macro_H_s_inv_cMpc3,volume_filling_macro,mass_relative_residual,J_G1_relative_residual,J_G2a_relative_residual,kappa_G1_relative_residual,kappa_G2a_relative_residual,old_capacity_relative_residual,transfer_relative_residual,mass_cap_slack_cosmic,mass_cap_slack_volume,endpoint_state_cone_pass
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,8,5.65,2560,6.144211423288787e+64,6.068650980783769e+64,7.556044250501803e+62,1.8099246328023664e+53,2.1196838861220182e+49,2.7124086931581288e+48,7.553669029935132e+63,9.665892955161128e+62,5.920582810417617e+47,8.409898287637664e+47,1.4168756454805214e+49,4.5602197351354714e+48,0.0028845271958947627,0.0011519147011660956,2.1753831220347118e+49,0.0,2.1753831220347118e+49,1792,2560,1.419929601820194e+51,6.019684149615317e+47,2.8404041509187084e+49,6.259925588382243e-16,6.614809583954411e-16,0.8720371131319792,-5.4045306066909e+47,-1.6225927682921336e+32,0.9877021740790662,14223.936264034564,0.7292973388343449,0.00030918009071083944,0.014588745708404178,7.814765862787493,0.14482418396233324,6.144211423288786e+64,8.60028181146574e+65,2.5113202749784175e+67,0.0028845271958948,0.0011519147011661,1.4168756454805398e+49,4.5602197351354876e+48,2.1196838861220182e+49,2.1753831220347118e+49,0.0024466060679343,1.9029314411822253e-16,1.3009365999474936e-14,3.558146016057985e-15,1.2929867600687227e-14,3.7648696431704565e-15,0.0,0.0,7.985860669136861e+65,2.5051760635551286e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,9,5.65,2560,2.899407364150824e+64,2.863750957112624e+64,3.565640703820012e+62,8.540898819032236e+52,1.00026295413584e+49,1.2799653523836341e+48,3.564519855019732e+63,4.561262509467275e+62,2.7938786962186185e+47,3.968568030473839e+47,6.815265656539972e+48,2.0227979690526603e+48,0.0013874766777340795,0.0005109601846787978,1.0265470064994539e+49,0.0,1.0265470064994539e+49,1792,2560,6.700594386194908e+50,2.8406438761370566e+47,1.340365450499113e+49,6.908067920889305e-16,6.945476723174734e-16,0.8720371131319814,-2.5503575253649963e+47,-4.056481920730334e+31,0.9877021740790662,14223.936264034563,0.729303098337529,0.00030918009071083944,0.014588745708404178,7.814765862787502,0.14482418396233335,2.8994073641508236e+64,4.280180074752127e+65,1.2498314866791236e+67,0.0013874766777341,0.0005109601846788,6.815265656540074e+48,2.0227979690526688e+48,1.00026295413584e+49,1.0265470064994539e+49,0.0023198386302898,2.0162763679245137e-16,1.4856323119887144e-14,4.171193823706772e-15,1.4846982012603165e-14,4.243783390547567e-15,0.0,0.0,3.9902393383370444e+65,1.2469320793149728e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,10,5.65,2560,2.7854315159392272e+63,2.751176764041523e+63,3.425475189770412e+61,8.205155660128542e+51,9.609425674796307e+47,1.229649850490706e+47,3.4243984015923195e+62,4.3819590525402195e+61,2.684051185211004e+46,3.812563423100944e+46,6.710045757466251e+47,1.780593145843623e+47,0.00013660556263239996,4.4977907658479525e-05,9.861933924328365e+47,0.0,9.861933924328365e+47,1792,2560,6.437233291814921e+49,2.7289780235725187e+46,1.2876756177343049e+48,7.954607696031629e-16,6.455777327360245e-16,0.8720371131319795,-2.450102843739272e+46,-1.0141204801825835e+31,0.9877021740790659,14223.93626403456,0.7293075854398811,0.0003091800907108394,0.014588745708404162,7.814765862787325,0.14482418396233482,2.7854315159392272e+63,4.294441459552901e+64,1.2539958740311413e+66,0.0001366055626324,4.497790765847957e-05,6.7100457574662525e+47,1.7805931458436251e+47,9.609425674796309e+47,9.861933924328365e+47,0.0022212445619817,0.0,2.418154550565737e-16,1.1390816397893125e-15,1.9841837908955588e-16,1.0546031933368122e-15,1.6885429194253358e-16,0.0,4.0158983079589787e+64,1.2512104425152021e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,11,5.65,2560,7.063303339467525e+61,6.976440064572003e+61,8.686327489552192e+59,2.080665169593826e+50,2.4367602675116217e+46,3.118148784360954e+45,8.683596967731736e+60,1.1111781363894074e+60,6.8062228747383435e+44,9.667906679529244e+44,1.7107791661262691e+46,4.422789068071637e+45,3.4828667191804737e-06,1.1171996183463308e-06,2.500791364738633e+46,0.0,2.500791364738633e+46,1792,2560,1.6323608204469794e+48,6.920148449865468e+44,3.265290652039879e+46,6.652480584781613e-16,6.802966054756353e-16,0.8720371131319815,-6.2129761579821495e+44,-1.5845632502852868e+29,0.9877021740790661,14223.936264034563,0.7293101733221186,0.0003091800907108395,0.014588745708404169,7.814765862787466,0.14482418396233193,7.063303339467524e+61,1.1146647379269312e+63,3.2548702676550176e+64,3.482866719180468e-06,1.1171996183463289e-06,1.7107791661262663e+46,4.42278906807163e+45,2.4367602675116217e+46,2.500791364738633e+46,0.0021700721560728,1.6165214762684164e-16,1.6301527255659055e-15,1.719707515847143e-15,1.7023995199492627e-15,1.705894004997209e-15,0.0,0.0,1.0440317045322559e+63,3.24780696431555e+64,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,12,5.65,2560,1.0055988421210609e+65,9.932321626143635e+64,1.236667950669737e+63,2.962232237279086e+53,3.4692029858666963e+49,6.059145889826239e+48,1.2362792076908424e+64,2.1592268052560245e+63,2.5888520271618703e+48,3.677337675584565e+48,2.0191908806482072e+49,1.0461067585785977e+49,0.004110742553526707,0.0026424730039026,3.560363727713127e+49,0.0,3.560363727713127e+49,1728,2560,2.255356986508474e+51,2.6321853798218376e+48,1.2420037485374261e+50,5.876475660735595e-16,6.5978076269783e-16,0.8253447286160381,-7.703574801756637e+47,-1.6225927682921336e+32,0.9877021740790661,14223.936264034566,0.7077738224848855,0.0008260297234139579,0.0389764345911271,5.725564376477134,0.19766908806136707,1.0055988421210608e+65,2.128018619423888e+65,2.3258445742262895e+66,0.0041107425535267,0.0026424730039026,2.0191908806482038e+49,1.0461067585785977e+49,3.469202985866696e+49,3.560363727713127e+49,0.0432358573425131,1.1626915832545936e-16,1.6714581025465938e-15,0.0,1.6879903845971043e-15,0.0,1.4966829210305368e-16,0.0,1.122419777302827e+65,2.2252846900141833e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,13,5.65,2560,5.622408071046522e+64,5.553264675332339e+64,6.914339571418319e+62,1.6562149578516612e+53,1.9396675941565391e+49,3.3877317005210114e+48,6.912166068853922e+63,1.2072462406067458e+63,1.4474541857624527e+48,2.056037871280784e+48,1.1602754366911563e+49,5.535644629846506e+48,0.00236213111753311,0.0013983077132053991,1.990636516280483e+49,0.0,1.990636516280483e+49,1728,2560,1.2610872264230478e+51,1.4716823154634587e+48,6.944172574142819e+49,6.545932198830781e-16,5.962823706480327e-16,0.825344728616037,-4.3071490665154194e+47,-8.112963841460668e+31,0.9877021740790661,14223.936264034559,0.707826357562133,0.0008260297234139581,0.03897643459112703,5.72556437647713,0.1976690880613668,5.622408071046521e+64,4.076336336590602e+65,4.455282799051574e+66,0.0023621311175331,0.0013983077132054,1.1602754366911515e+49,5.5356446298465095e+48,1.9396675941565394e+49,1.990636516280483e+49,0.0126196435212673,2.079538331423699e-16,4.139426245065939e-15,5.862344412586052e-16,4.2227376426435085e-15,6.202938951113367e-16,1.338450174188915e-16,0.0,3.51409552948595e+65,4.399058718341109e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,14,5.65,2560,1.3678252369504162e+64,1.3510039602961395e+64,1.6821276654276656e+62,4.02925683895193e+52,4.71884333733246e+48,8.24170863700248e+47,1.681598893481048e+63,2.9370011109991913e+62,3.5213814785358968e+47,5.00195014827566e+47,2.7923001121424056e+48,1.377147279876522e+48,0.0005684666567786932,0.00034786836808279817,4.842841056993376e+48,0.0,4.842841056993376e+48,1737,2560,3.0683680972249222e+50,3.5803239224680684e+47,1.6893854691133287e+49,6.134108934275655e-16,5.656763370437817e-16,0.8253447286160338,-1.0478476691910804e+47,-4.056481920730334e+31,0.9877021740790659,14223.936264034563,0.7079145087340958,0.0008260297234139575,0.03897643459112707,5.725564376477047,0.19766908806137218,1.367825236950416e+64,2.295728623632961e+65,2.5091453215847615e+66,0.0005684666567787,0.0003478683680828,2.792300112142439e+48,1.3771472798765293e+48,4.718843337332459e+48,4.842841056993376e+48,0.0054513591747109,2.1369712999145116e-16,1.1970565370629788e-14,5.3020236571714e-15,1.2015610071775472e-14,5.298394054577134e-15,1.375415670577763e-16,0.0,2.1589460999379196e+65,2.495467069215257e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,15,5.65,2560,1.365832676054073e+64,1.3490359035668368e+64,1.6796772487236126e+62,4.023387273599766e+52,4.711969226184384e+48,8.229702639521455e+47,1.6791492470584132e+63,2.932722674391749e+62,3.5162517537394194e+47,4.99466362511331e+47,2.8727350490430363e+48,1.2906385569334915e+48,0.0005848418950524013,0.0003260162040370002,4.8357863138458634e+48,0.0,4.8357863138458634e+48,1728,2560,3.0635659485481766e+50,3.5751083340643528e+47,1.686924479702056e+49,7.922566869106288e-16,6.106389050717522e-16,0.8253447286160396,-1.0463212312847214e+47,-4.056481920730334e+31,0.987702174079066,14223.936264034559,0.7078377203363704,0.000826029723413958,0.038976434591127054,5.725564376477129,0.19766908806136702,1.3658326760540728e+64,1.1425360386228115e+65,1.2487490579421173e+66,0.0005848418950524,0.000326016204037,2.8727350490430298e+48,1.2906385569334908e+48,4.7119692261843853e+48,4.8357863138458634e+48,0.0109376072587786,2.1400888453675307e-16,2.2593002704271676e-15,5.028806119499026e-16,2.2246056891427607e-15,4.988412350644033e-16,2.7548444234744064e-16,0.0,1.0059527710174042e+65,1.2350907311815766e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,16,5.65,2560,1.3789340729676656e+63,1.3619761817818652e+63,1.6957891185800472e+61,4.0619805760830656e+51,4.757167573067714e+47,8.308643934931577e+46,1.6952560521953572e+62,2.960854058614957e+61,3.5499804898295144e+46,5.042573644949362e+46,2.9391384369395846e+47,1.2641712542308113e+47,5.983605393243054e-05,3.193305448244787e-05,4.882172344139158e+47,0.0,4.882172344139158e+47,1728,2560,3.09295178586738e+49,3.6094016366883523e+46,1.703105866748445e+48,7.219332848430185e-16,6.399025813201241e-16,0.8253447286160387,-1.0563577972495854e+46,-3.802951800684688e+30,0.9877021740790664,14223.936264034566,0.7078375768003607,0.000826029723413958,0.03897643459112712,5.725564376477147,0.19766908806136688,1.3789340729676656e+63,1.146342921934028e+64,1.2529098386858975e+65,5.9836053932430544e-05,3.1933054482447864e-05,2.9391384369395854e+47,1.2641712542308111e+47,4.757167573067713e+47,4.882172344139158e+47,0.0110058523797206,0.0,2.760320418900851e-16,1.604403638808617e-16,1.1324716676147215e-16,2.1220217382458675e-16,1.7054189739691953e-16,0.0,1.0084495146372616e+64,1.2391204979562208e+65,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,3,2,17,5.65,2560,3.658519521491176e+61,3.613527685287539e+61,4.499183620363694e+59,1.0777045491040192e+50,1.2621481167418464e+46,2.2044082185631426e+45,4.497769315058625e+60,7.855591203440586e+59,9.418632244689353e+44,1.3378706408277329e+45,7.79247120779046e+45,3.359541684970633e+45,1.58641975347637e-06,8.486225841885402e-07,1.2953137628864906e+46,0.0,1.2953137628864906e+46,1728,2560,8.20604649254939e+47,9.576285485721099e+44,4.5185960538748946e+46,6.891933796844959e-16,6.752564837166946e-16,0.8253447286160368,-2.8026761385333045e+44,-7.922816251426434e+28,0.987702174079066,14223.936264034563,0.707835864403768,0.0008260297234139578,0.03897643459112708,5.725564376477095,0.1976690880615867,3.6585195214911755e+61,2.9754463873518098e+62,3.2520513555454546e+63,1.5864197534763702e-06,8.486225841885381e-07,7.792471207790461e+45,3.3595416849706244e+45,1.2621481167418464e+46,1.2953137628864906e+46,0.0112498823711765,1.560464755562357e-16,1.6267632775606613e-16,2.6412990323336836e-15,1.3348184574072704e-16,2.4953170085151577e-15,0.0,0.0,2.609594435202692e+62,3.215466160330543e+63,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,0,5.55,2560,6.459444723602523e+64,6.409017204895776e+64,5.042751870674595e+62,1.954899058606775e+53,2.422376066192982e+49,1.6783555126940137e+48,8.964090692556311e+63,6.210815587269928e+62,3.1564714011857735e+47,3.477136419216187e+47,1.722221708462657e+49,6.074767912032978e+48,0.002330946564062803,0.0009629717098481017,1.707846889106764e+49,0.0,1.707846889106764e+49,2016,2560,2.863574455366705e+51,3.190054092373574e+47,1.8362959684879703e+49,6.767078426866583e-16,7.322515547235048e-16,0.930714494082184,-6.626136165413776e+47,-1.6225927682921336e+32,0.9921932115120535,14613.512305565737,1.3989985377919774,0.00015585000775320974,0.008971219065225926,14.433033096216326,0.07204174758813922,6.459444723602522e+64,1.9231342960329392e+65,1.2637621106345924e+67,0.0023309465640628,0.0009629717098481,1.722221708462655e+49,6.074767912032966e+48,2.422376066192982e+49,1.707846889106764e+49,0.0051112821544862,1.8100647345003401e-16,1.2059531785067873e-15,1.9231463820308565e-15,1.302374807626701e-15,1.8014272467572708e-15,0.0,0.0,1.2771898236726868e+65,1.2573026659109899e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,1,5.55,2560,1.38383105381601e+64,1.373027777475816e+64,1.0803276340193756e+62,4.1880535249274244e+52,5.18954703980959e+48,3.5956039213754407e+47,1.92041074742167e+63,1.330566302051335e+62,6.762226990630391e+46,7.449199677619478e+46,4.01749614152606e+48,9.735042738599447e+47,0.0005437493199168001,0.00015431981743470034,3.658784402432229e+48,0.0,3.658784402432229e+48,2026,2560,6.135181854339304e+50,6.834172448676626e+46,3.9339656795972695e+48,6.312128815432835e-16,8.361930775854487e-16,0.9307144940821828,-1.4195419861723047e+47,-4.056481920730334e+31,0.9921932115120533,14613.512305565737,1.3990986425156493,0.0001558500077532097,0.00897121906522593,14.433033096216036,0.07204174758814073,1.3838310538160098e+64,3.6838691821150493e+65,2.420805610141179e+67,0.0005437493199168,0.0001543198174347,4.017496141526059e+48,9.735042738599426e+47,5.189547039809591e+48,3.658784402432229e+48,0.0005716407166353,2.112254430626789e-16,1.6155263986646032e-16,2.1667810357073407e-15,1.9939375237313395e-16,2.283347089928296e-15,2.501324691107019e-16,0.0,3.5454860767334484e+65,2.419421779087363e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,2,5.55,2560,7.200331427699458e+63,7.144119963200294e+63,5.621146449916383e+61,2.1791224682570104e+52,2.7002182486962623e+48,1.8708598744945643e+47,9.992255789188656e+62,6.923184976142239e+61,3.518512999661825e+46,3.87595771912079e+46,2.126362632660757e+48,4.705480991418392e+47,0.00028779324103260024,7.459124597976468e-05,1.90373385879459e+48,0.0,1.90373385879459e+48,2027,2560,3.192265365171725e+50,3.555947565190763e+46,2.0469158167960438e+48,5.623418095992587e-16,8.763539770063507e-16,0.9307144940821832,-7.386142078391545e+46,-2.028240960365167e+31,0.9921932115120535,14613.51230556574,1.3991055064548639,0.00015585000775320972,0.008971219065225931,14.433033096216034,0.07204174758814072,7.200331427699458e+63,2.0746972842222128e+65,1.3633597114070777e+67,0.0002877932410326,7.459124597976466e-05,2.126362632660755e+48,4.705480991418391e+47,2.7002182486962626e+48,1.90373385879459e+48,0.0005281314511097,0.0,9.15700498138506e-16,1.724151868056988e-16,7.534590934765488e-16,1.8169058551113857e-16,1.2018234222923016e-16,0.0,2.0026939699452182e+65,1.362639678264308e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,3,5.55,2560,3.677273445684821e+63,3.6485657496820175e+63,2.870769600280382e+61,1.1128972697826127e+52,1.3790255300313089e+48,9.554648152181227e+46,5.103134105010752e+62,3.535732282321632e+61,1.7969359538338916e+46,1.9794861584133892e+46,1.1012174243151894e+48,2.2504803592942703e+47,0.0001490446299032994,3.567459614838388e-05,9.722538520470793e+47,0.0,9.722538520470793e+47,2026,2560,1.6303140122017391e+50,1.8160541201506182e+46,1.0453781543582763e+48,7.194549279253556e-16,6.96895051528592e-16,0.9307144940821835,-3.772168601355971e+46,-5.070602400912918e+30,0.9921932115120535,14613.51230556574,1.3991017592621877,0.0001558500077532097,0.008971219065225937,14.43303309621602,0.07204174758814097,3.677273445684821e+63,1.0325333717822471e+65,6.785155648858727e+66,0.0001490446299033,3.5674596148383565e-05,1.101217424315194e+48,2.2504803592942508e+47,1.3790255300313089e+48,9.722538520470793e+47,0.0005419585984447,0.0,4.125670054706279e-15,8.651980960016716e-15,4.000890171312536e-15,8.737537582572003e-15,0.0,0.0,9.957606373253989e+64,6.781478375413043e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,4,5.55,2560,3.6624709936320365e+62,3.6338788572415114e+62,2.8592136390524917e+60,1.108417426572975e+51,1.373474417341604e+47,9.516186987069968e+45,5.082592010705255e+61,3.521499588355969e+60,1.789702589578708e+45,1.971517958772599e+45,1.125075011730023e+47,1.9585171557169428e+46,1.5227364281954579e-05,3.1046397846277473e-06,9.683401531501556e+46,0.0,9.683401531501556e+46,2026,2560,1.6237493368545193e+49,1.8087437978599716e+45,1.0411701017792447e+47,8.601942369162249e-16,8.772412228364346e-16,0.9307144940821827,-3.7569841594912523e+45,-6.338253001141147e+29,0.9921932115120533,14613.51230556574,1.3991000109438232,0.0001558500077532097,0.008971219065225933,14.43303309621595,0.07204174758814116,3.662470993632036e+62,1.035973730710474e+64,6.807763509731705e+65,1.5227364281954575e-05,3.1046397846277384e-06,1.125075011730023e+47,1.958517155716937e+46,1.3734744173416042e+47,9.683401531501556e+46,0.0005379844626501,1.247024925139361e-16,0.0,2.9773508718208113e-15,2.2250283938057217e-16,2.864694960815412e-15,1.4767227803855864e-16,0.0,9.993490207741537e+63,6.804101038738074e+65,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,5,5.55,2560,9.376757670733124e+60,9.303555306894979e+60,7.320236383814558e+58,2.837800388061344e+49,3.5164064918892047e+45,2.436360028032627e+44,1.3012590053668987e+60,9.015838851696947e+58,4.582045158676036e+43,5.047533803012186e+43,2.887995760065899e+45,4.9387670916003355e+44,3.908767239940842e-07,7.828929532138706e-08,2.4791707496706133e+45,0.0,2.4791707496706133e+45,2026,2560,4.157170156320099e+47,4.63079497706963e+43,2.6656319614192582e+45,8.026190583976588e-16,8.342506411007436e-16,0.9307144940821812,-9.61873284391457e+43,-1.9807040628566084e+28,0.9921932115120533,14613.512305565735,1.3991010275818507,0.0001558500077532097,0.00897121906522592,14.433033096215754,0.07204174758814245,9.376757670733123e+60,2.6889722398541457e+62,1.767022324070549e+64,3.908767239940861e-07,7.828929532138699e-08,2.887995760065912e+45,4.938767091600331e+44,3.5164064918892047e+45,2.479170749670613e+45,0.0005306530394665,1.522112165872332e-16,4.608847245015564e-15,9.625255985326283e-16,4.8757677659798705e-15,8.452553919739356e-16,0.0,1.278301021013429e-16,2.5952046631468146e+62,1.7660846483034757e+64,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,6,5.55,2560,1.244825066341492e+65,1.2351069803440698e+65,9.71808599742217e+62,3.767363069814922e+53,4.6682564466949587e+49,3.7547672917920844e+48,1.7275052684140292e+64,1.3894652858738603e+63,1.128638246833993e+48,1.2432962803696247e+48,3.283933243345018e+49,1.2057206100359522e+49,0.004444650112452598,0.0019113073194873063,3.291259091149486e+49,0.0,3.291259091149486e+49,1984,2560,5.4315632680807305e+51,1.14064618382716e+48,6.565919975590554e+49,8.239047207599942e-16,7.538334178943276e-16,0.9195681013957542,-1.2265340409304538e+48,-3.2451855365842673e+32,0.9921932115120533,14613.51230556574,1.3769573382109457,0.00028916557823289535,0.016645284692946096,12.432878215648039,0.0836315541111154,1.2448250663414918e+65,7.952805534504271e+65,2.8166722478593306e+67,0.0044446501124526,0.0019113073194873,3.28393324334502e+49,1.2057206100359483e+49,4.6682564466949587e+49,3.291259091149486e+49,0.0044194885197862,1.8784989818705597e-16,4.743363954541852e-16,3.229788569165292e-15,3.902947210887586e-16,3.2900897392590606e-15,0.0,0.0,6.707980468162779e+65,2.804223997195916e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,7,5.55,2560,1.3267359060946933e+65,1.3163783594964475e+65,1.035754659824568e+63,4.015259646649343e+53,4.975432785018451e+49,4.001835052768734e+48,1.8411769890757448e+64,1.4808936089782164e+63,1.2029038678239802e+48,1.3251065243474693e+48,3.6251876478277926e+49,1.1598902994882765e+49,0.004906521994389605,0.0018386571488963018,3.5078275097094764e+49,0.0,3.5078275097094764e+49,1984,2560,5.789067092404199e+51,1.2157019400975243e+48,6.997964632703347e+49,6.6319426370792e-16,6.399803686494193e-16,0.9195681013957544,-1.3072413113694896e+48,-3.2451855365842673e+32,0.9921932115120531,14613.512305565735,1.3769813784041485,0.00028916557823289535,0.016645284692946054,12.43287821564789,0.08363155411111635,1.326735906094693e+65,1.5234035023112324e+66,5.395490118091043e+67,0.0049065219943896,0.0018386571488963,3.6251876478277885e+49,1.1598902994882754e+49,4.975432785018451e+49,3.5078275097094764e+49,0.0024589719878202,1.7625230529960088e-16,1.1458268896278613e-15,1.007221798204326e-15,1.060663833542612e-15,9.434730542440263e-16,0.0,0.0,1.390729911701763e+66,5.382222759030096e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,8,5.55,2560,6.344882631607586e+64,6.295349474921779e+64,4.953315668580614e+62,1.9202277617111466e+53,2.3794137866757477e+49,1.9138076842745847e+48,8.805107215413269e+63,7.082114907496708e+62,5.752677547497703e+47,6.337090398126178e+47,1.7767913085116294e+49,5.115886033716973e+48,0.0024048039664585023,0.0008109698333525011,1.6775572092975687e+49,0.0,1.6775572092975687e+49,1984,2560,2.768538304010711e+51,5.8138820917581265e+47,3.3466543002774983e+49,6.507824153864542e-16,7.254159341507088e-16,0.9195681013957588,-6.2516531388999814e+47,-1.2169445762191002e+32,0.9921932115120534,14613.512305565739,1.3769903945490651,0.0002891655782328954,0.01664528469294608,12.43287821564813,0.08363155411111477,6.344882631607585e+64,8.579569340747063e+65,3.0386553218006454e+67,0.0024048039664585,0.0008109698333525,1.776791308511628e+49,5.1158860337169664e+48,2.3794137866757477e+49,1.6775572092975687e+49,0.002088056051006,1.8427469470282148e-16,8.766865585724205e-16,1.2686699880319504e-15,9.016969263255027e-16,1.33692047212592e-15,0.0,0.0,7.945081077586305e+65,3.0323104391690376e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,9,5.55,2560,2.9694660739982047e+64,2.9462840804363676e+64,2.318199356183711e+62,8.986850543689322e+52,1.1135885288625182e+49,8.956803964032627e+47,4.120874832866979e+63,3.3144978671796354e+62,2.692308400922699e+47,2.9658192338110537e+47,8.472180292129301e+48,2.2376577100826266e+48,0.0011466699928946993,0.0003547133161852007,7.851129027012591e+48,0.0,7.851129027012591e+48,1984,2560,1.2957058559153582e+51,2.720952716083152e+47,1.5662663886906776e+49,7.194697975568066e-16,5.683739129571177e-16,0.9195681013957565,-2.92583377506296e+47,-4.056481920730334e+31,0.9921932115120534,14613.512305565731,1.3769939140466243,0.00028916557823289546,0.016645284692946054,12.432878215648103,0.08363155411111502,2.969466073998204e+64,4.269871912018346e+65,1.5122750913895958e+67,0.0011466699928947,0.0003547133161852,8.472180292129305e+48,2.237657710082622e+48,1.1135885288625183e+49,7.851129027012591e+48,0.0019635753381811,1.9687062938733364e-16,4.596482262681393e-16,2.0303640412680507e-15,5.673134446024008e-16,1.9867633380519267e-15,1.1656677318323606e-16,0.0,3.972925304618525e+65,1.5093056253155976e+67,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,10,5.55,2560,2.86244328087397e+63,2.8400967916214427e+63,2.234648925252706e+61,8.66295465715351e+51,1.0734535848085842e+48,8.633990988969326e+46,3.9723540133868067e+62,3.1950397522491515e+61,2.5952746723539026e+46,2.858927876781134e+46,8.35471514576704e+47,1.969128624370185e+47,0.00011307716345139989,3.121461076010372e-05,7.568165781529779e+47,0.0,7.568165781529779e+47,1984,2560,1.2490091072568183e+50,2.6228866151823573e+46,1.509816441286976e+48,5.640052928709745e-16,6.209642633495905e-16,0.9195681013957571,-2.820383537538312e+46,-7.605903601369376e+30,0.9921932115120533,14613.51230556574,1.3769960112933046,0.00028916557823289535,0.01664528469294609,12.432878215648065,0.08363155411111536,2.86244328087397e+63,4.284098950442853e+64,1.5173139300894332e+66,0.0001130771634514,3.1214610760103763e-05,8.354715145767048e+47,1.9691286243701873e+47,1.0734535848085842e+48,7.568165781529779e+47,0.0018865201354246,0.0,9.71064087753026e-16,1.2360234482989468e-15,9.588162095624985e-16,1.3025176504898778e-15,0.0,0.0,3.997854622355456e+64,1.5144514868085592e+66,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,4,1,11,5.55,2560,7.327429155055163e+61,7.270225465481233e+61,5.720368957392946e+59,2.2175875744991693e+50,2.747881555062056e+46,2.210173306132426e+45,1.0168635587079225e+61,8.178826664835337e+59,6.6435172450913984e+44,7.318430243316495e+44,2.147535756478911e+46,4.952147336003655e+45,2.9065892435156486e-06,7.85013988456341e-07,1.937337901799067e+46,0.0,1.937337901799067e+46,1984,2560,3.197279434319559e+48,6.7141997128492096e+44,3.8649055806932846e+46,7.042340110029636e-16,7.460791795112768e-16,0.9195681013957562,-7.219762466380082e+44,-1.5845632502852868e+29,0.9921932115120533,14613.512305565735,1.3769968066750053,0.0002891655782328954,0.016645284692946065,12.432878215648001,0.08363155411111572,7.327429155055161e+61,1.1119802374359505e+63,3.938338315157993e+64,2.90658924351565e-06,7.850139884563399e-07,2.147535756478912e+46,4.9521473360036475e+45,2.747881555062056e+46,1.937337901799067e+46,0.0018605382698721,1.5582520553979647e-16,4.7222518978931e-16,1.5358799093217777e-15,4.3712726994911193e-16,1.483629998447393e-15,0.0,0.0,1.0387059458853988e+63,3.9310108860029374e+64,True
