shape_lane,interval_index,substep,macro_index,box_deficit,endpoint_previous,endpoint_target,M_sink_H_cap_cosmic_cMpc3,M_sink_H_cap_volume_cMpc3,cap,previous_endpoint_within_cap,target_endpoint_within_cap,convex_segment_within_cap
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,1,12,0.0126858959523024,1.2099551982934458e+65,1.2104962116233975e+65,2.023106764287333e+65,3.1321766099781997e+66,2.023106764287333e+65,True,True,True
LOCAL_NEUTRAL_HAZARD_PRIMARY,0,2,12,0.013130729865503,1.2104962116233975e+65,1.2238629176551392e+65,2.023106764287333e+65,3.1320772083010285e+66,2.023106764287333e+65,True,True,True
RECOMBINATION_WEIGHTED_AUDITOR,0,1,12,0.0126857617498417,1.2099530970340455e+65,1.2104941094244502e+65,2.023106764287333e+65,3.1321766099781997e+66,2.023106764287333e+65,True,True,True
RECOMBINATION_WEIGHTED_AUDITOR,0,2,12,0.0131305949177023,1.2104941094244502e+65,1.2238607932042458e+65,2.023106764287333e+65,3.1320772083010285e+66,2.023106764287333e+65,True,True,True
SCRIPT_SELF_SHIELDING_AUDITOR,0,1,12,0.0126857112884487,1.2099523069410626e+65,1.2104933189781891e+65,2.023106764287333e+65,3.1321766099781997e+66,2.023106764287333e+65,True,True,True
SCRIPT_SELF_SHIELDING_AUDITOR,0,2,12,0.01313054417608,1.2104933189781891e+65,1.2238599943910466e+65,2.023106764287333e+65,3.1320772083010285e+66,2.023106764287333e+65,True,True,True
