interval_index,node_index,fraction,group,component,owner_total_s_inv_cMpc3,allocation_sum_relative_residual,minimum_allocation,negative_allocation_count,zero_support_nonzero_allocation_count,support_count,allocation_sha256
0,15,0.9903926402016152,G1,EFFECTIVE_HI_SUBGRID,3.822172900297469e+50,0.0,9.370414782796075e-166,0,0,46080,955e623d27a8b7ae3e25cd98837eef25e370e9230e65bce84961a0983f63ad00
0,15,0.9903926402016152,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G2a,EFFECTIVE_HI_SUBGRID,1.1997064754032367e+50,0.0,2.892708679161046e-166,0,0,46080,c318730889e1f58de3afd3b3c8c9945bd62ba083858915cc26eda7fd9a5c9e19
0,15,0.9903926402016152,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G2a,EXPLICIT_HEI_ATOMIC,6.60794497225487e+48,0.0,1.037737042918153e-166,0,0,46080,610846af9dd432dda6ac49cca97e3cfc8c1406b6ac1e8728b47a3e17db9db864
0,15,0.9903926402016152,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G2b,EXPLICIT_HI_ATOMIC,1.4907817192140464e+48,0.0,3.5782276765010393e-168,0,0,46080,c6e0990ecd3262a030d7b94129bb77ff7c1b7348a65f04e51d2f01a556cd5641
0,15,0.9903926402016152,G2b,EXPLICIT_HEI_ATOMIC,1.952792874069015e+48,0.0,3.066740887033311e-167,0,0,46080,dbd6355d6046f4b60e43b23f32383631cb6f294c24319622c65ca67435cd22fd
0,15,0.9903926402016152,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G3,EFFECTIVE_HI_SUBGRID,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G3,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G3,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,15,0.9903926402016152,G3,EXPLICIT_HEII_ATOMIC,0.0,0.0,0.0,0,0,46080,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,16,1.0,G1,EFFECTIVE_HI_SUBGRID,3.8185934547907255e+50,0.0,9.360484851682368e-166,0,0,46080,7ccb233746660096dbe27dfe2d020898f2f1d97d64d7bf029056faf231123359
0,16,1.0,G1,EXPLICIT_HI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
0,16,1.0,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0,0.0,0,0,0,36bd753facc985aad613c884a2040210d208b1aa520e957b31ba2e1e19cd4185
