interval_index,node_index,fraction,z_snapshot,H_nuclei_relative_residual,He_nuclei_relative_residual,xHII_relative_residual,xHeI_relative_residual,xHeII_relative_residual,xHeIII_relative_residual,U_relative_residual,minimum_species,minimum_temperature_K,thermal_normalization_factor
0,15,0.9903926402016152,5.900960735979838,1.3547519421514314e-16,2.1435948451763156e-16,0.0,5.614221849986053e-13,1.1133346796317908e-16,3.697718997075559e-15,0.0,6.673045528960074e-154,2136.083166283289,0.849070709188015
0,16,1.0,5.9,1.3547519421514314e-16,2.1435948451763156e-16,1.1102983904321776e-16,1.6370349237253122e-12,5.566665041765326e-16,3.876543665787367e-14,1.5795982512916445e-16,6.663921128835274e-154,2136.873402612853,0.8494054273393451
1,0,0.0,5.9,1.3547519421514314e-16,2.1435948451763156e-16,2.220596780864355e-16,1.5151073140675281e-12,1.113333008353066e-16,3.0240257641826765e-14,0.0,6.663920539790305e-154,2060.631998155566,0.8132658874216235
1,1,0.0096073597983847,5.899039264020162,1.3547519421514314e-16,0.0,1.11029677395764e-16,2.5984094388402456e-12,2.2266583489051965e-16,2.2852239165478004e-14,1.579257564017037e-16,6.518295566421256e-154,2061.3352950736025,0.813586480210929
1,2,0.0380602337443566,5.896193976625565,0.0,0.0,1.1102968783913634e-16,2.319405081712851e-12,4.453295035240285e-16,7.236309109340488e-14,1.5782559358597134e-16,6.451363061206925e-154,2063.4218596318337,0.8145370965253101
1,3,0.0842651938487273,5.891573480615127,1.3547519421514314e-16,0.0,0.0,1.0315834624497966e-12,1.1133166459362964e-16,1.2923644754759242e-14,0.0,6.445300189389571e-154,2066.826750170277,0.8160840880930584
1,4,0.1464466094067262,5.885355339059328,1.3547519421514314e-16,0.0,0.0,1.9236491483555105e-12,0.0,2.447099272688734e-14,1.5744077311108522e-16,6.449476415413214e-154,2071.4422700113714,0.8181723181750068
1,5,0.2222148834901988,5.87777851165098,4.0642558264542945e-16,4.2871896903526313e-16,0.0,4.0451791613205845e-12,0.0,2.81451556494362e-14,1.571678801516738e-16,6.467626877239973e-154,2077.1186672184394,0.8207266903986346
1,6,0.3086582838174551,5.869134171618255,4.0642558264542945e-16,4.2871896903526313e-16,0.0,2.2786138715589754e-12,2.2265673662366985e-16,3.5296672632788875e-14,1.568525056196132e-16,6.502416693334453e-154,2083.6680812455857,0.8236542452188441
1,7,0.4024548389919358,5.859754516100806,1.3547519421514314e-16,0.0,1.110313654646699e-16,2.1106001109866666e-12,0.0,1.82260222622898e-14,0.0,6.5545166129033e-154,2090.8705299492653,0.8268469506250499
