interval_index,node_index,fraction,z_snapshot,group,component,conditioned_kappa_cMpc_inv,authoritative_kappa_cMpc_inv,owner_current_s_inv_cMpc3,authoritative_current_s_inv_cMpc3,conditioned_fraction,raw_component_kappa_cMpc_inv
0,15,0.9903926402016152,5.900960735979838,G1,EFFECTIVE_HI_SUBGRID,0.0447582246709206,0.0447582246709206,3.822172900297469e+50,3.822172900297469e+50,1.0,0.0447582502035665
0,15,0.9903926402016152,5.900960735979838,G1,EXPLICIT_HI_ATOMIC,0.0,0.0447582246709206,0.0,3.822172900297469e+50,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0447582246709206,0.0,3.822172900297469e+50,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0447582246709206,0.0,3.822172900297469e+50,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G2a,EFFECTIVE_HI_SUBGRID,0.021023018435666115,0.022180959580619,1.1997064754032367e+50,1.2657859251257855e+50,0.9477957145747357,0.0210229975480393
0,15,0.9903926402016152,5.900960735979838,G2a,EXPLICIT_HI_ATOMIC,0.0,0.022180959580619,0.0,1.2657859251257855e+50,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G2a,EXPLICIT_HEI_ATOMIC,0.0011579411449528846,0.022180959580619,6.60794497225487e+48,1.2657859251257855e+50,0.05220428542526428,0.0011579399944690702
0,15,0.9903926402016152,5.900960735979838,G2a,EXPLICIT_HEII_ATOMIC,0.0,0.022180959580619,0.0,1.2657859251257855e+50,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G2b,EFFECTIVE_HI_SUBGRID,0.0,0.0009336150187865,0.0,3.4435745932830615e+48,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G2b,EXPLICIT_HI_ATOMIC,0.00040417774178768475,0.0009336150187865,1.4907817192140464e+48,3.4435745932830615e+48,0.4329169236298592,0.0004041777417875896
0,15,0.9903926402016152,5.900960735979838,G2b,EXPLICIT_HEI_ATOMIC,0.0005294372769988153,0.0009336150187865,1.952792874069015e+48,3.4435745932830615e+48,0.5670830763701409,0.0005294372769986907
0,15,0.9903926402016152,5.900960735979838,G2b,EXPLICIT_HEII_ATOMIC,0.0,0.0009336150187865,0.0,3.4435745932830615e+48,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G3,EFFECTIVE_HI_SUBGRID,0.0,1.919873771457406,0.0,0.0,0.0,0.0
0,15,0.9903926402016152,5.900960735979838,G3,EXPLICIT_HI_ATOMIC,0.00012138590165473299,1.919873771457406,0.0,0.0,6.322598050943061e-05,0.00012138590165473338
0,15,0.9903926402016152,5.900960735979838,G3,EXPLICIT_HEI_ATOMIC,0.00021766881085262605,1.919873771457406,0.0,0.0,0.00011337662615568226,0.00021766881085262676
0,15,0.9903926402016152,5.900960735979838,G3,EXPLICIT_HEII_ATOMIC,1.9195347167448986,1.919873771457406,0.0,0.0,0.9998233973933349,1.9195347167449048
0,16,1.0,5.9,G1,EFFECTIVE_HI_SUBGRID,0.0448539729557437,0.0448539729557437,3.8185934547907255e+50,3.8185934547907255e+50,1.0,0.0448539983285384
0,16,1.0,5.9,G1,EXPLICIT_HI_ATOMIC,0.0,0.0448539729557437,0.0,3.8185934547907255e+50,0.0,0.0
0,16,1.0,5.9,G1,EXPLICIT_HEI_ATOMIC,0.0,0.0448539729557437,0.0,3.8185934547907255e+50,0.0,0.0
0,16,1.0,5.9,G1,EXPLICIT_HEII_ATOMIC,0.0,0.0448539729557437,0.0,3.8185934547907255e+50,0.0,0.0
0,16,1.0,5.9,G2a,EFFECTIVE_HI_SUBGRID,0.021066006255010195,0.0222225076467439,1.2030971937756525e+50,1.269145953191621e+50,0.9479581058034574,0.0210659851168174
0,16,1.0,5.9,G2a,EXPLICIT_HI_ATOMIC,0.0,0.0222225076467439,0.0,1.269145953191621e+50,0.0,0.0
0,16,1.0,5.9,G2a,EXPLICIT_HEI_ATOMIC,0.0011565013917337046,0.0222225076467439,6.604875941596853e+48,1.269145953191621e+50,0.052041894196542586,0.0011565002312693483
