lane,interval_index,substep,substeps,z_mid,dt_Myr,H_photon_partition_residual,sink_rate_total,sink_fraction,sink_mass_fraction,sink_volume_filling_max,sink_opacity_fraction_max,mass_transfer_H_residual,macro_sink_redistribution_TV,sink_solver_residual,sink_solver_nfev,diffuse_H_nuclei_residual,He_nuclei_residual,reaction_limiter_weighted,energy_limiter_weighted,stoich_residual,sink_internal_residual
FIRST_INTERVAL_DT_OVER_1,0,1,1,5.95,20.234839127531394,1.6473719543809825e-16,3.087903916450827e+50,0.6123164815565514,0.11332652244454669,2664448.7617488485,0.2041602159036111,0.0,0.05312322345183739,2.1029962793724785e-16,18,1.3547519421514314e-16,0.0,0.032280150693710805,0.0,1.5407439555097887e-33,0.0
