lane,interval_index,substep,substeps,z_mid,dt_Myr,H_photon_partition_residual,sink_rate_total,sink_fraction,sink_mass_fraction,sink_volume_filling_max,sink_opacity_fraction_max,mass_transfer_H_residual,macro_sink_redistribution_TV,sink_solver_residual,sink_solver_nfev,diffuse_H_nuclei_residual,He_nuclei_residual,reaction_limiter_weighted,energy_limiter_weighted,stoich_residual,sink_internal_residual
FIRST_INTERVAL_DT_OVER_2,0,1,2,5.95,10.117419563765697,1.6473719543809825e-16,2.852414459199713e+50,0.5656200558227489,0.1048553822288376,2769071.1467559575,0.21165035821941305,0.0,0.050176107582985505,2.1661620142631944e-16,18,0.0,0.0,0.012704866333576079,0.0,1.5407439555097887e-33,0.0
FIRST_INTERVAL_DT_OVER_2,0,2,2,5.95,10.117419563765697,0.0,4.013267539294151e+50,0.7958116332940135,0.5103410562491395,0.0010124071735317808,0.40181360820055795,0.0,0.508577547030418,2.1174578883972756e-16,18,2.709503884302863e-16,0.0,0.01219325755135073,0.007750453528262908,1.5407439555097887e-33,0.0
