lane,z,xHII_diffuse_mass,xHeII_diffuse_mass,xHeIII_diffuse_mass,T_diffuse_mass,sink_H_fraction,sink_xHII_mass,sink_T_mass
FIRST_INTERVAL_DT_OVER_2,5.9,0.9914472008224102,0.9597262070828272,0.0023470887973794804,12971.76137866987,0.5103410562491395,0.908727524220454,7382.740993760854
