lane,z,xHII_diffuse_mass,xHeII_diffuse_mass,xHeIII_diffuse_mass,T_diffuse_mass,sink_H_fraction,sink_xHII_mass,sink_T_mass
FIRST_INTERVAL_DT_OVER_1,5.9,0.9977779493039914,0.9547219576821686,0.0022942992801915736,13557.76767139609,0.11332652244454669,0.9927540570300774,15452.327296723557
